mouse1,mouse2,tissue,cell_type,n_cells,det1,det2,pct_coexpr,cell_R,cell_p,coexpr_rho,coexpr_p,pb_r,pb_p,n_mice,cell_BH,pb_BH,pathway,pw_name,gene1,gene2,kind
Pdpk1,Akt1,liver,Macrophage_other,214,0.121495327102804,0.205607476635514,0.0420560747663551,0.0927102778737002,0.176630399048761,,,0.926483188487856,0.0735168115121436,4,0.64450103970744,0.514617680585006,hsa04068,FoxO signaling pathway,PDPK1,AKT1,coherent
Pdpk1,Akt1,liver,Macrophage_other,214,0.121495327102804,0.205607476635514,0.0420560747663551,0.0927102778737002,0.176630399048761,,,0.926483188487856,0.0735168115121436,4,0.64450103970744,0.514617680585006,hsa04152,AMPK signaling pathway,PDPK1,AKT1,coherent
Pdpk1,Akt1,liver,Macrophage_other,214,0.121495327102804,0.205607476635514,0.0420560747663551,0.0927102778737002,0.176630399048761,,,0.926483188487856,0.0735168115121436,4,0.64450103970744,0.514617680585006,hsa04910,Insulin signaling pathway,PDPK1,AKT1,coherent
Prkce,Rras,liver,Monocyte,920,0.05,0.439130434782609,0.0293478260869565,0.0444301244751302,0.178152546597986,0.643467643467643,0.000399564353721888,0.475479515743824,0.280863305196196,7,0.64450103970744,0.700971423228206,hsa04371,Apelin signaling pathway,PRKCE,RRAS,coherent
Gnb2,Prkce,liver,pDC,748,0.828877005347594,0.0494652406417112,0.0467914438502674,0.0491958277061795,0.178932431876495,0.233333333333333,0.176780760439946,-0.409212455986135,0.361973180611277,7,0.64450103970744,0.735674135162493,hsa04371,Apelin signaling pathway,GNB2,PRKCE,coherent
Stat3,Foxo3,liver,Cholangiocyte,636,0.262578616352201,0.256289308176101,0.0943396226415094,0.0532203030227686,0.180091037444409,0.198055015282023,0.129101117709177,0.57540004637903,0.176494549169644,7,0.64450103970744,0.647942737734948,hsa04068,FoxO signaling pathway,STAT3,FOXO3,discordant
Prkce,Hras,liver,T_cell,2018,0.0346878097125867,0.0936570862239841,0.00198216055500496,-0.0298095529113693,0.180708386529807,,,0.394989064353029,0.380506460676624,7,0.64450103970744,0.757282465856419,hsa04371,Apelin signaling pathway,PRKCE,HRAS,coherent
Srebf1,Hk3,liver,cDC,731,0.06703146374829,0.0424076607387141,0,-0.0495281149834707,0.181019826395248,,,0.267817012366288,0.561468230526241,7,0.64450103970744,0.839617317103698,hsa04910,Insulin signaling pathway,SREBF1,HK3,coherent
Gnb2,Hras,liver,B_cell,7386,0.375710804224208,0.0529379907933929,0.0235580828594639,0.0155297906124365,0.182035668871735,0.631786782083772,0,0.556803005103917,0.194178942482405,7,0.64450103970744,0.653038096502548,hsa04371,Apelin signaling pathway,GNB2,HRAS,coherent
Calm1,Pygb,liver,LSEC,745,0.620134228187919,0.0483221476510067,0.0281879194630873,-0.0487502760527926,0.183788713512643,-0.118181818181818,0.60875194425308,-0.173852141756554,0.709299390683367,7,0.64450103970744,0.907417321002952,hsa04910,Insulin signaling pathway,CALM1,PYGB,discordant
Gnai3,Prkce,liver,HSC_Fibroblast,2024,0.237648221343874,0.0395256916996047,0.0172924901185771,0.0295361286981341,0.18409009485141,0.422128851540616,0.012133935755629,0.635359964979913,0.125182946301549,7,0.64450103970744,0.57185502039443,hsa04371,Apelin signaling pathway,GNAI3,PRKCE,discordant
Gnb2,Kras,liver,Monocyte,920,0.815217391304348,0.482608695652174,0.425,0.0438232799540245,0.184159345909665,0.127899190122094,0.0113624466650068,0.515825281237044,0.235998190953833,7,0.64450103970744,0.682413589574482,hsa04371,Apelin signaling pathway,GNB2,KRAS,discordant
Pik3ca,Akt2,liver,Monocyte,920,0.0967391304347826,0.134782608695652,0.0108695652173913,-0.0437593447321154,0.184800817771479,0.818181818181818,0.0068111327718268,-0.923317033192033,0.00300001088512975,7,0.64450103970744,0.246998053185901,hsa04066,HIF-1 signaling pathway,PIK3CA,AKT2,discordant
Hras,Pik3cd,liver,Neutrophil,572,0.0244755244755245,0.132867132867133,0.00699300699300699,0.0554604301342017,0.185324235139647,,,-0.441279753216128,0.321616467284408,7,0.64450103970744,0.723414325304541,hsa04211,Longevity regulating pathway,HRAS,PIK3CD,coherent
Sos2,Hras,liver,Monocyte,920,0.0869565217391304,0.166304347826087,0.0152173913043478,-0.0436669646079266,0.185730595186627,0.494505494505494,0.0749833058965218,-0.178493221653373,0.7017844138192,7,0.64450103970744,0.900726644914312,hsa04068,FoxO signaling pathway,SOS2,HRAS,discordant
Sos2,Hras,liver,Monocyte,920,0.0869565217391304,0.166304347826087,0.0152173913043478,-0.0436669646079266,0.185730595186627,0.494505494505494,0.0749833058965218,-0.178493221653373,0.7017844138192,7,0.64450103970744,0.900726644914312,hsa04910,Insulin signaling pathway,SOS2,HRAS,discordant
Prkaa2,Ppargc1a,liver,Cholangiocyte,636,0.124213836477987,0.166666666666667,0.0408805031446541,0.0520847202896685,0.189576411809154,0.755213675213675,1.42951085688126e-05,0.0925753335811681,0.843511814939309,7,0.655047005910781,0.952616959291681,hsa04152,AMPK signaling pathway,PRKAA2,PPARGC1A,discordant
Prkaa2,Ppargc1a,liver,Cholangiocyte,636,0.124213836477987,0.166666666666667,0.0408805031446541,0.0520847202896685,0.189576411809154,0.755213675213675,1.42951085688126e-05,0.0925753335811681,0.843511814939309,7,0.655047005910781,0.952616959291681,hsa04371,Apelin signaling pathway,PRKAA2,PPARGC1A,discordant
Gnb2,Kras,liver,Macrophage_other,214,0.663551401869159,0.233644859813084,0.214953271028037,0.0895680474786455,0.19181848314645,-0.12204748689485,0.417841789328849,0.496169007474031,0.503830992525969,4,0.659985628453038,0.811727710180728,hsa04371,Apelin signaling pathway,GNB2,KRAS,discordant
Pdpk1,Rps6kb2,liver,Monocyte,920,0.11195652173913,0.0728260869565217,0.0152173913043478,0.0426480462454313,0.19621566205178,0.907692307692308,0,0.544389599872288,0.206437407285121,7,0.672266318928461,0.653038096502548,hsa04910,Insulin signaling pathway,PDPK1,RPS6KB2,coherent
Kras,Pik3ca,liver,Macrophage_other,214,0.233644859813084,0.0794392523364486,0.0186915887850467,-0.0884780286238739,0.197303794894277,,,-0.427948832649078,0.572051167350922,4,0.673154123756943,0.841359060397846,hsa04211,Longevity regulating pathway,KRAS,PIK3CA,coherent
Ppp1cb,Calm1,liver,HSC_Fibroblast,2024,0.266798418972332,0.758399209486166,0.226778656126482,-0.0285553552933953,0.19909231333546,0.479165073500134,1.00673698450711e-27,0.294524051325666,0.521401363976354,7,0.676315882941541,0.819489148708318,hsa04910,Insulin signaling pathway,PPP1CB,CALM1,discordant
Pdpk1,Akt2,liver,HSC_Fibroblast,2024,0.115612648221344,0.175395256916996,0.0390316205533597,0.0285043449748474,0.199896320081244,0.530793573515093,7.43637808005097e-07,0.965940395967127,0.000403721798772697,7,0.676315882941541,0.163911050301715,hsa04068,FoxO signaling pathway,PDPK1,AKT2,coherent
Pdpk1,Akt2,liver,HSC_Fibroblast,2024,0.115612648221344,0.175395256916996,0.0390316205533597,0.0285043449748474,0.199896320081244,0.530793573515093,7.43637808005097e-07,0.965940395967127,0.000403721798772697,7,0.676315882941541,0.163911050301715,hsa04152,AMPK signaling pathway,PDPK1,AKT2,coherent
Pdpk1,Akt2,liver,HSC_Fibroblast,2024,0.115612648221344,0.175395256916996,0.0390316205533597,0.0285043449748474,0.199896320081244,0.530793573515093,7.43637808005097e-07,0.965940395967127,0.000403721798772697,7,0.676315882941541,0.163911050301715,hsa04910,Insulin signaling pathway,PDPK1,AKT2,coherent
Akt1,Tsc2,liver,LSEC,745,0.153020134228188,0.0523489932885906,0.00536912751677852,-0.0469034034904852,0.200978789958372,,,0.937848224273061,0.00178843085375495,7,0.677156752888787,0.246998053185901,hsa04910,Insulin signaling pathway,AKT1,TSC2,discordant
Gnb2,Plcb3,liver,LSEC,745,0.420134228187919,0.0563758389261745,0.0241610738255034,-0.0464218365516661,0.205647618794946,0.364293085655315,0.137734948345756,-0.472353411298283,0.284486930007166,7,0.689433994946934,0.700971423228206,hsa04371,Apelin signaling pathway,GNB2,PLCB3,coherent
Gnb2,Rras,liver,T_cell,2018,0.437561942517344,0.0381565906838454,0.0188305252725471,0.0281438029259208,0.206320764497666,0.402122770543823,0.012872831035869,-0.153442268323868,0.742564031224204,7,0.689433994946934,0.921438292798457,hsa04371,Apelin signaling pathway,GNB2,RRAS,coherent
Foxo3,Klf2,liver,Kupffer_cell,202,0.0346534653465347,0.311881188118812,0.0247524752475248,0.0889954554837376,0.207844633332005,,,0.594562400993281,0.159139694101235,7,0.691679681416345,0.635039952504188,hsa04068,FoxO signaling pathway,FOXO3,KLF2,discordant
Sirt1,Foxo3,liver,LSEC,745,0.0671140939597315,0.0523489932885906,0.00134228187919463,-0.0457813367850242,0.211978493845285,,,-0.0880071128147331,0.851172403848062,7,0.70255729388723,0.952948797715961,hsa04211,Longevity regulating pathway,SIRT1,FOXO3,coherent
Gnb2,Hras,liver,Kupffer_cell,202,0.50990099009901,0.0940594059405941,0.0643564356435644,0.0877878883573438,0.214104747454109,0.604395604395604,0.0321195118097018,-0.0877816854161107,0.851550675108902,7,0.706719735498928,0.952948797715961,hsa04371,Apelin signaling pathway,GNB2,HRAS,coherent
Bcl2l1,Bax,liver,LSEC,745,0.115436241610738,0.242953020134228,0.0416107382550336,0.0454588554256856,0.215218665872144,0.708064516129032,1.47688887584372e-05,0.379335372077848,0.401335149598683,7,0.707520472421785,0.759601586284297,hsa04115,p53 signaling pathway,BCL2L1,BAX,discordant
Prkaa2,Mlycd,liver,Cholangiocyte,636,0.124213836477987,0.150943396226415,0.0157232704402516,-0.0488595534613373,0.218509144372462,0.878787878787879,0.0019770587107552,0.478038473000243,0.277912580736613,7,0.7154412307679,0.700971423228206,hsa04152,AMPK signaling pathway,PRKAA2,MLYCD,coherent
Srebf1,Hk3,liver,Kupffer_cell,202,0.0544554455445545,0.168316831683168,0.00495049504950495,-0.0867088078668808,0.21981197485455,,,-0.211593629438829,0.648774509446006,7,0.716816560569859,0.868261688224538,hsa04910,Insulin signaling pathway,SREBF1,HK3,coherent
Gnb2,Rras,liver,pDC,748,0.828877005347594,0.0762032085561497,0.0601604278074866,-0.0445892373878633,0.223199782014966,0.396574440052701,0.00736798621106107,0.0362048947630845,0.938576936677901,7,0.721514330607922,0.974634228913107,hsa04371,Apelin signaling pathway,GNB2,RRAS,coherent
Kras,Araf,liver,Kupffer_cell,202,0.183168316831683,0.0841584158415842,0.0297029702970297,0.0859760407875211,0.22374882449317,,,-0.112288156853382,0.81057319629416,7,0.721514330607922,0.940733018520438,hsa04068,FoxO signaling pathway,KRAS,ARAF,discordant
Kras,Araf,liver,Kupffer_cell,202,0.183168316831683,0.0841584158415842,0.0297029702970297,0.0859760407875211,0.22374882449317,,,-0.112288156853382,0.81057319629416,7,0.721514330607922,0.940733018520438,hsa04910,Insulin signaling pathway,KRAS,ARAF,discordant
Mapk8,Irs1,liver,HSC_Fibroblast,2024,0.0790513833992095,0.0340909090909091,0.00691699604743083,0.0269704237024282,0.225190848366893,0.446153846153846,0.111894050319888,0.629942648692371,0.129454541338526,7,0.721514330607922,0.575918373412426,hsa04910,Insulin signaling pathway,MAPK8,IRS1,discordant
Prkce,Rras,liver,LSEC,745,0.212080536912752,0.241610738255034,0.0536912751677852,-0.0444840870618113,0.225228911801141,0.500187617260788,0.00117045651491034,-0.0702303151675077,0.881067127043988,7,0.721514330607922,0.960904279512334,hsa04371,Apelin signaling pathway,PRKCE,RRAS,coherent
Prkce,Hras,liver,HSC_Fibroblast,2024,0.0395256916996047,0.165513833992095,0.0138339920948617,0.0269411189460033,0.225695369426616,0.746031746031746,9.79072697647492e-06,0.686506179800787,0.0884917166697516,7,0.721514330607922,0.528347602469399,hsa04371,Apelin signaling pathway,PRKCE,HRAS,coherent
Akt2,Pde3b,liver,HSC_Fibroblast,2024,0.175395256916996,0.0281620553359684,0.0108695652173913,0.0268268959406758,0.22766956869102,0.520045172219085,0.0142610392592891,0.467582417239391,0.290057140646154,7,0.724971332459247,0.700971423228206,hsa04371,Apelin signaling pathway,AKT2,PDE3B,discordant
Akt2,Pde3b,liver,HSC_Fibroblast,2024,0.175395256916996,0.0281620553359684,0.0108695652173913,0.0268268959406758,0.22766956869102,0.520045172219085,0.0142610392592891,0.467582417239391,0.290057140646154,7,0.724971332459247,0.700971423228206,hsa04910,Insulin signaling pathway,AKT2,PDE3B,discordant
Pik3ca,Akt2,liver,HSC_Fibroblast,2024,0.112154150197628,0.175395256916996,0.0395256916996047,0.026752647038385,0.228959443433372,0.455649320206282,2.66905768691539e-05,0.627739174371431,0.131212929903077,7,0.726230734640225,0.575918373412426,hsa04066,HIF-1 signaling pathway,PIK3CA,AKT2,discordant
Gnb2,Hras,liver,cDC,731,0.917920656634747,0.288645690834473,0.281805745554036,0.0442769757227605,0.231831277011553,0.058949862485111,0.39997072478698,0.930208633982984,0.00237971114458769,7,0.732478587289421,0.246998053185901,hsa04371,Apelin signaling pathway,GNB2,HRAS,coherent
Akt1,Ppp1ca,liver,T_cell,2018,0.087215064420218,0.556987115956393,0.0564915758176412,0.0265404199646329,0.233369465809405,0.299671127239737,0.00119895546753286,-0.00584385903686946,0.990079326174812,7,0.734480644330377,0.99864030064286,hsa04910,Insulin signaling pathway,AKT1,PPP1CA,coherent
Kras,Araf,liver,LSEC,745,0.197315436241611,0.12751677852349,0.0375838926174497,0.0436168913695337,0.234409637146785,0.835249042145594,1.38837127644576e-06,0.607622716109028,0.147822752357695,7,0.734856177530003,0.613663810682477,hsa04068,FoxO signaling pathway,KRAS,ARAF,discordant
Kras,Araf,liver,LSEC,745,0.197315436241611,0.12751677852349,0.0375838926174497,0.0436168913695337,0.234409637146785,0.835249042145594,1.38837127644576e-06,0.607622716109028,0.147822752357695,7,0.734856177530003,0.613663810682477,hsa04910,Insulin signaling pathway,KRAS,ARAF,discordant
Mapk8,Irs2,liver,B_cell,7386,0.0602491199566748,0.448415922014622,0.0311399945843488,0.0138112461877156,0.235298776056405,0.371169725494528,6.35366130169635e-09,0.749369548746543,0.0524916213194132,7,0.734856177530003,0.478912320352399,hsa04910,Insulin signaling pathway,MAPK8,IRS2,discordant
Foxo3,Cdkn1a,liver,B_cell,7386,0.0522610343893853,0.0361494719740049,0.00257243433522881,0.0137624895088281,0.236956016467974,0.821052631578947,1.21192167684656e-05,0.234573139269953,0.612641283095727,7,0.73719649567814,0.853845437620974,hsa04068,FoxO signaling pathway,FOXO3,CDKN1A,discordant
Prkce,Rras2,liver,LSEC,745,0.212080536912752,0.0832214765100671,0.0268456375838926,0.0431666514207075,0.23927916076824,0.810526315789474,1.46395542485086e-05,0.765137345195841,0.0450338000507047,7,0.739836862354879,0.440632621203995,hsa04371,Apelin signaling pathway,PRKCE,RRAS2,discordant
Kras,Pik3r2,liver,Kupffer_cell,202,0.183168316831683,0.0396039603960396,0,-0.0829003363672586,0.240818508699028,,,-0.258894750399088,0.575066845468971,7,0.739836862354879,0.841359060397846,hsa04211,Longevity regulating pathway,KRAS,PIK3R2,discordant
Pik3ca,Akt2,liver,T_cell,2018,0.0921704658077304,0.0887016848364718,0.00842418235877106,-0.0260632524746109,0.241883957205306,0.931372549019608,0,-0.10530788772089,0.822213418063648,7,0.739836862354879,0.942990530321584,hsa04066,HIF-1 signaling pathway,PIK3CA,AKT2,discordant
Pdpk1,Akt2,liver,Monocyte,920,0.11195652173913,0.134782608695652,0.0217391304347826,0.0384973103473728,0.243401779026323,0.893233082706767,3.11792217195007e-07,-0.785851291036264,0.0361834312512656,7,0.739836862354879,0.440632621203995,hsa04068,FoxO signaling pathway,PDPK1,AKT2,coherent
Pdpk1,Akt2,liver,Monocyte,920,0.11195652173913,0.134782608695652,0.0217391304347826,0.0384973103473728,0.243401779026323,0.893233082706767,3.11792217195007e-07,-0.785851291036264,0.0361834312512656,7,0.739836862354879,0.440632621203995,hsa04152,AMPK signaling pathway,PDPK1,AKT2,coherent
Pdpk1,Akt2,liver,Monocyte,920,0.11195652173913,0.134782608695652,0.0217391304347826,0.0384973103473728,0.243401779026323,0.893233082706767,3.11792217195007e-07,-0.785851291036264,0.0361834312512656,7,0.739836862354879,0.440632621203995,hsa04910,Insulin signaling pathway,PDPK1,AKT2,coherent
Pik3cd,Akt2,liver,Monocyte,920,0.277173913043478,0.134782608695652,0.0532608695652174,0.0384097596531194,0.244476180537709,0.695918367346939,1.11303969096689e-07,-0.811129284706377,0.0268192396510713,7,0.739836862354879,0.427004364640587,hsa04066,HIF-1 signaling pathway,PIK3CD,AKT2,coherent
Irs1,Pik3r2,liver,HSC_Fibroblast,2024,0.0340909090909091,0.0933794466403162,0.00790513833992095,0.0258395604583175,0.245248083922736,0.917647058823529,0,0.132050384722021,0.777773691380661,7,0.739836862354879,0.928753290295731,hsa04068,FoxO signaling pathway,IRS1,PIK3R2,discordant
Irs1,Pik3r2,liver,HSC_Fibroblast,2024,0.0340909090909091,0.0933794466403162,0.00790513833992095,0.0258395604583175,0.245248083922736,0.917647058823529,0,0.132050384722021,0.777773691380661,7,0.739836862354879,0.928753290295731,hsa04152,AMPK signaling pathway,IRS1,PIK3R2,discordant
Irs1,Pik3r2,liver,HSC_Fibroblast,2024,0.0340909090909091,0.0933794466403162,0.00790513833992095,0.0258395604583175,0.245248083922736,0.917647058823529,0,0.132050384722021,0.777773691380661,7,0.739836862354879,0.928753290295731,hsa04211,Longevity regulating pathway,IRS1,PIK3R2,discordant
Irs1,Pik3r2,liver,HSC_Fibroblast,2024,0.0340909090909091,0.0933794466403162,0.00790513833992095,0.0258395604583175,0.245248083922736,0.917647058823529,0,0.132050384722021,0.777773691380661,7,0.739836862354879,0.928753290295731,hsa04910,Insulin signaling pathway,IRS1,PIK3R2,discordant
Sos1,Kras,liver,Macrophage_other,214,0.0420560747663551,0.233644859813084,0.0233644859813084,0.0795360243645602,0.246646390670415,,,0.966113312797281,0.0338866872027186,4,0.739836862354879,0.440632621203995,hsa04068,FoxO signaling pathway,SOS1,KRAS,coherent
Sos1,Kras,liver,Macrophage_other,214,0.0420560747663551,0.233644859813084,0.0233644859813084,0.0795360243645602,0.246646390670415,,,0.966113312797281,0.0338866872027186,4,0.739836862354879,0.440632621203995,hsa04910,Insulin signaling pathway,SOS1,KRAS,coherent
Akt2,Foxo3,liver,pDC,748,0.172459893048128,0.124331550802139,0.0294117647058824,0.042304186160951,0.247851168121576,0.0762281197063806,0.735640859733522,0.369131680937986,0.415148845904439,7,0.739836862354879,0.763426905348326,hsa04068,FoxO signaling pathway,AKT2,FOXO3,coherent
Akt2,Foxo3,liver,pDC,748,0.172459893048128,0.124331550802139,0.0294117647058824,0.042304186160951,0.247851168121576,0.0762281197063806,0.735640859733522,0.369131680937986,0.415148845904439,7,0.739836862354879,0.763426905348326,hsa04211,Longevity regulating pathway,AKT2,FOXO3,coherent
Pdpk1,Rps6kb2,liver,B_cell,7386,0.0969401570538857,0.0460330354725156,0.00392634714324398,-0.0134450727871276,0.247946738867068,0.688177339901478,5.75337814295694e-05,-0.13399917171182,0.774552754899554,7,0.739836862354879,0.928753290295731,hsa04910,Insulin signaling pathway,PDPK1,RPS6KB2,coherent
Prmt1,Foxo3,liver,Kupffer_cell,202,0.113861386138614,0.0346534653465347,0.0198019801980198,0.0813572712474971,0.249716837471849,,,0.712685502889163,0.0722780340814845,7,0.739836862354879,0.514012654155489,hsa04068,FoxO signaling pathway,PRMT1,FOXO3,discordant
Pdpk1,Akt2,liver,NK_cell,596,0.167785234899329,0.12248322147651,0.0268456375838926,0.0471734707143978,0.250195895745856,0.938235294117647,0,0.407601273497672,0.364053453655424,7,0.739836862354879,0.735674135162493,hsa04068,FoxO signaling pathway,PDPK1,AKT2,coherent
Pdpk1,Akt2,liver,NK_cell,596,0.167785234899329,0.12248322147651,0.0268456375838926,0.0471734707143978,0.250195895745856,0.938235294117647,0,0.407601273497672,0.364053453655424,7,0.739836862354879,0.735674135162493,hsa04152,AMPK signaling pathway,PDPK1,AKT2,coherent
Pdpk1,Akt2,liver,NK_cell,596,0.167785234899329,0.12248322147651,0.0268456375838926,0.0471734707143978,0.250195895745856,0.938235294117647,0,0.407601273497672,0.364053453655424,7,0.739836862354879,0.735674135162493,hsa04910,Insulin signaling pathway,PDPK1,AKT2,coherent
Akt1,Tsc2,liver,NK_cell,596,0.13255033557047,0.0419463087248322,0.00503355704697987,-0.0471567055606363,0.250364462362846,,,-0.525064545855167,0.226232655656442,7,0.739836862354879,0.672945123338804,hsa04910,Insulin signaling pathway,AKT1,TSC2,discordant
Akt2,Ppp1ca,liver,Monocyte,920,0.134782608695652,0.768478260869565,0.119565217391304,0.0377888322968024,0.252191461385636,0.152302594504429,0.112123381805488,-0.335748820452411,0.461590750566585,7,0.739836862354879,0.784124873347421,hsa04910,Insulin signaling pathway,AKT2,PPP1CA,coherent
Ppp1cb,Calm1,liver,NK_cell,596,0.23489932885906,0.904362416107383,0.211409395973154,-0.0468090471556712,0.253877860239304,0.0614053243344582,0.494068291075959,0.444027529876593,0.318253204773425,7,0.739836862354879,0.722727605474949,hsa04910,Insulin signaling pathway,PPP1CB,CALM1,discordant
Pik3r2,Akt2,liver,cDC,731,0.0738714090287278,0.186046511627907,0.0232558139534884,0.0422435392506031,0.253997407856203,0.86764705882353,0,0.122438711398892,0.793696105462109,7,0.739836862354879,0.935006477358759,hsa04066,HIF-1 signaling pathway,PIK3R2,AKT2,coherent
Mapk8,Foxo3,liver,cDC,731,0.0998632010943912,0.0984952120383037,0.012311901504788,0.0421498424071949,0.255053104792977,,,-0.406718079457263,0.365195875819133,7,0.739836862354879,0.735828911079743,hsa04068,FoxO signaling pathway,MAPK8,FOXO3,coherent
Akt2,Foxo3,liver,LSEC,745,0.0348993288590604,0.0523489932885906,0,-0.0417333003635363,0.255253970421705,,,0.464212303047241,0.294020699703575,7,0.739836862354879,0.702941892588491,hsa04068,FoxO signaling pathway,AKT2,FOXO3,coherent
Akt2,Foxo3,liver,LSEC,745,0.0348993288590604,0.0523489932885906,0,-0.0417333003635363,0.255253970421705,,,0.464212303047241,0.294020699703575,7,0.739836862354879,0.702941892588491,hsa04211,Longevity regulating pathway,AKT2,FOXO3,coherent
Akt2,Ppp1cb,liver,B_cell,7386,0.0603845112374763,0.196994313566206,0.0124559978337395,-0.0132248244585343,0.255779539317733,0.671102874035444,2.4779066961603e-13,0.566238580725616,0.185103692229323,7,0.739836862354879,0.647942737734948,hsa04910,Insulin signaling pathway,AKT2,PPP1CB,discordant
Pik3ca,Akt2,liver,Macrophage_other,214,0.0794392523364486,0.0794392523364486,0.00934579439252336,0.0779965718927629,0.255939682027228,,,0.202230500407261,0.797769499592739,4,0.739836862354879,0.935006477358759,hsa04066,HIF-1 signaling pathway,PIK3CA,AKT2,discordant
Gnb2,Prkce,liver,Cholangiocyte,636,0.75314465408805,0.0770440251572327,0.0676100628930818,0.0449245577825655,0.257930226139497,0.0178193899124132,0.909685138818131,0.706625876310504,0.0758757572206539,7,0.739836862354879,0.516246711743822,hsa04371,Apelin signaling pathway,GNB2,PRKCE,coherent
Foxo3,Plk3,liver,Cholangiocyte,636,0.256289308176101,0.080188679245283,0.0361635220125786,0.0448606942999093,0.258608190028486,0.262845849802372,0.224704381741743,0.376058059995539,0.405751867499222,7,0.739836862354879,0.760901885471983,hsa04068,FoxO signaling pathway,FOXO3,PLK3,discordant
Hras,Pik3ca,liver,pDC,748,0.264705882352941,0.132352941176471,0.0414438502673797,0.0413244523453683,0.258982712910037,0.645161290322581,0.000127670998718883,0.0290650788844525,0.950678428661417,7,0.739836862354879,0.980877870486748,hsa04211,Longevity regulating pathway,HRAS,PIK3CA,discordant
Sgk1,Foxo3,liver,NK_cell,596,0.105704697986577,0.102348993288591,0.00838926174496644,-0.0463009377977293,0.259074091909319,,,0.170063671510538,0.715447740929592,7,0.739836862354879,0.90772432130442,hsa04068,FoxO signaling pathway,SGK1,FOXO3,coherent
Akt1,Pde3b,liver,T_cell,2018,0.087215064420218,0.249752229930624,0.0272547076313181,0.0251031652669319,0.259671805136873,0.655194805194805,1.48010984791867e-07,0.301728757647058,0.510764192033034,7,0.739836862354879,0.812121256714222,hsa04371,Apelin signaling pathway,AKT1,PDE3B,discordant
Akt1,Pde3b,liver,T_cell,2018,0.087215064420218,0.249752229930624,0.0272547076313181,0.0251031652669319,0.259671805136873,0.655194805194805,1.48010984791867e-07,0.301728757647058,0.510764192033034,7,0.739836862354879,0.812121256714222,hsa04910,Insulin signaling pathway,AKT1,PDE3B,discordant
Foxo3,Cdkn1b,liver,HSC_Fibroblast,2024,0.113142292490119,0.238636363636364,0.0513833992094862,0.0249589763285222,0.261710366127752,0.324950189242032,0.000763701021611187,0.687514673953173,0.0878348251074679,7,0.741924535991133,0.528347602469399,hsa04068,FoxO signaling pathway,FOXO3,CDKN1B,coherent
Pik3ca,Akt1,liver,pDC,748,0.132352941176471,0.252673796791444,0.0320855614973262,-0.0410439904782438,0.262231948065832,0.339130434782609,0.105376931407621,-0.670407438890785,0.0993275212408335,7,0.741924535991133,0.549059975084452,hsa04066,HIF-1 signaling pathway,PIK3CA,AKT1,discordant
Kras,Pik3ca,liver,pDC,748,0.550802139037433,0.132352941176471,0.0882352941176471,0.0405787245749009,0.267683957682596,0.265403041482377,0.0312610150819151,-0.494694572815128,0.259051029336171,7,0.752501396210353,0.696904965199444,hsa04211,Longevity regulating pathway,KRAS,PIK3CA,coherent
Gnb2,Kras,liver,Neutrophil,572,0.524475524475525,0.531468531468532,0.298951048951049,0.0463452100508966,0.268472877645241,0.233632831836219,0.0021021054016175,0.264731946086091,0.566158578451145,7,0.752501396210353,0.840440156677019,hsa04371,Apelin signaling pathway,GNB2,KRAS,discordant
Kras,Pik3ca,liver,cDC,731,0.510259917920657,0.143638850889193,0.079343365253078,-0.0409577658386655,0.268750498646555,0.326709526592636,0.0126440279003377,0.922883699310727,0.00304184794563918,7,0.752501396210353,0.246998053185901,hsa04211,Longevity regulating pathway,KRAS,PIK3CA,coherent
Kras,Pik3cd,liver,B_cell,7386,0.53479555916599,0.122664500406174,0.0676956404007582,-0.0128256178794831,0.270411254453002,0.255876196415214,6.46951433361093e-09,0.740323013822266,0.0570537989209663,7,0.754124452453912,0.482580049206507,hsa04211,Longevity regulating pathway,KRAS,PIK3CD,discordant
Gnb2,Rras,liver,Monocyte,920,0.815217391304348,0.439130434782609,0.379347826086957,0.0362756488585919,0.271697942104253,0.149411742703203,0.00515884427759271,0.417927406633296,0.350806858981761,7,0.754124452453912,0.735674135162493,hsa04371,Apelin signaling pathway,GNB2,RRAS,coherent
Gnb2,Rras,liver,Macrophage_other,214,0.663551401869159,0.186915887850467,0.14018691588785,-0.0753390102044838,0.272545283434552,0.150166852057842,0.426694835791019,-0.943726379736471,0.0562736202635286,4,0.754124452453912,0.482580049206507,hsa04371,Apelin signaling pathway,GNB2,RRAS,coherent
Ptprf,Irs2,liver,Cholangiocyte,636,0.605345911949686,0.161949685534591,0.113207547169811,-0.043527307962001,0.273045060371244,0.0649237893112097,0.587161389809202,0.278646374535667,0.545103813466719,7,0.754124452453912,0.832000557396572,hsa04910,Insulin signaling pathway,PTPRF,IRS2,coherent
Usp7,Foxo3,liver,pDC,748,0.359625668449198,0.124331550802139,0.0508021390374332,0.039960790655802,0.275044401882646,0.505635189845716,0.00138631210378672,0.633657586461122,0.126517392950596,7,0.754897589467632,0.573922475284267,hsa04068,FoxO signaling pathway,USP7,FOXO3,coherent
Hras,Araf,liver,HSC_Fibroblast,2024,0.165513833992095,0.101284584980237,0.0301383399209486,0.0242663254815524,0.275184342958644,0.790111052353252,0,0.506950183253668,0.245559748898106,7,0.754897589467632,0.692986827321178,hsa04068,FoxO signaling pathway,HRAS,ARAF,coherent
