mouse,cell_type,pb_logFC,pb_P,pb_FDR,human,human_logFC,concordant,tissue
Pik3ca,B_cell,-0.0860007059789728,0.626260267048094,0.960605909315096,PIK3CA,-0.194162266153804,FALSE,liver
Pik3ca,Cholangiocyte,-0.16451097399518,0.669001709572468,0.963669990090843,PIK3CA,-0.194162266153804,FALSE,liver
Pik3ca,HSC_Fibroblast,-0.16713783332469,0.495339678903797,0.950388440980989,PIK3CA,-0.194162266153804,FALSE,liver
Pik3ca,LSEC,0.122047605487451,0.74957063891626,0.996165002953132,PIK3CA,-0.194162266153804,FALSE,liver
Pik3ca,Monocyte,-0.0133885226025705,0.967949955943122,0.999232791854334,PIK3CA,-0.194162266153804,FALSE,liver
Pik3ca,T_cell,-0.178832955458035,0.442546670994155,0.858928000777664,PIK3CA,-0.194162266153804,FALSE,liver
Pik3ca,cDC,0.223596592597789,0.479994681501318,0.99875188110707,PIK3CA,-0.194162266153804,FALSE,liver
Pik3ca,pDC,-0.0540845782947922,0.869543173876334,0.988774806719987,PIK3CA,-0.194162266153804,FALSE,liver
Pik3cd,B_cell,-0.0177151852652819,0.894700327678237,0.992273620561228,PIK3CD,0.187312414207718,FALSE,liver
Pik3cd,Monocyte,-0.182489348073409,0.627295366717555,0.999145022914932,PIK3CD,0.187312414207718,FALSE,liver
Pik3cd,NK_cell,0.374048134017452,0.113591049251545,0.580201121126238,PIK3CD,0.187312414207718,FALSE,liver
Pik3cd,Neutrophil,0.578602555679383,0.186519739295604,0.826682307742198,PIK3CD,0.187312414207718,FALSE,liver
Pik3cd,T_cell,0.0706984944292793,0.657994405880839,0.925523131067416,PIK3CD,0.187312414207718,FALSE,liver
Pik3cd,cDC,0.12251848374531,0.662656399256191,0.99875188110707,PIK3CD,0.187312414207718,FALSE,liver
Pik3cd,pDC,-0.0725561372454374,0.721079930544599,0.980396942252667,PIK3CD,0.187312414207718,FALSE,liver
Pik3r2,Cholangiocyte,-0.151402071019067,0.6470937924675,0.957568759101947,PIK3R2,0.268794809673499,FALSE,liver
Pik3r2,HSC_Fibroblast,-0.0287633281481597,0.919149687729876,0.997919935739669,PIK3R2,0.268794809673499,FALSE,liver
Pik3r2,cDC,0.0359605118214251,0.929592835075786,0.99875188110707,PIK3R2,0.268794809673499,FALSE,liver
Plcb1,Cholangiocyte,0.408345271172488,0.313491371494263,0.89759249676178,PLCB1,-0.272842529245825,FALSE,liver
Plcb1,Monocyte,-0.292450200129995,0.349284293299113,0.999145022914932,PLCB1,-0.272842529245825,FALSE,liver
Plcb3,Cholangiocyte,-0.387267227004962,0.445560595969754,0.926855045466984,PLCB3,0.220882517229287,FALSE,liver
Plk3,B_cell,-0.0464077622971692,0.849035491546407,0.988473816537704,PLK3,0.176239528686015,FALSE,liver
Plk3,HSC_Fibroblast,-0.60495349486885,0.336073459998865,0.929272207214945,PLK3,0.176239528686015,FALSE,liver
Plk3,Monocyte,-0.0391174193108201,0.934501375696431,0.999232791854334,PLK3,0.176239528686015,FALSE,liver
Plk3,Neutrophil,0.632893943112728,0.0808653465430098,0.73989370968694,PLK3,0.176239528686015,FALSE,liver
Plk3,T_cell,-0.788960946461497,0.00910472942343556,0.273733894182906,PLK3,0.176239528686015,FALSE,liver
Plk3,cDC,-0.422130790649434,0.207608088387151,0.99875188110707,PLK3,0.176239528686015,FALSE,liver
Ppargc1a,Cholangiocyte,-1.02773068266401,0.0159695273394242,0.517858347025421,PPARGC1A,-0.612471761557638,TRUE,liver
Ppp1ca,B_cell,0.126159379559307,0.248075617291376,0.849338464943034,PPP1CA,0.40701097338486,FALSE,liver
Ppp1ca,Cholangiocyte,-0.0432228904903814,0.775864505752373,0.979209225196642,PPP1CA,0.40701097338486,FALSE,liver
Ppp1ca,HSC_Fibroblast,0.235883916766364,0.370269251214836,0.935171025375429,PPP1CA,0.40701097338486,FALSE,liver
Ppp1ca,LSEC,-0.57040369364545,0.109942395582694,0.981613027543058,PPP1CA,0.40701097338486,FALSE,liver
Ppp1ca,Monocyte,0.0437412471982042,0.768781367273402,0.999145022914932,PPP1CA,0.40701097338486,FALSE,liver
Ppp1ca,NK_cell,0.240488390129986,0.130399413609229,0.60456577456078,PPP1CA,0.40701097338486,FALSE,liver
Ppp1ca,Neutrophil,0.412287661043502,0.189481604506331,0.826682307742198,PPP1CA,0.40701097338486,FALSE,liver
Ppp1ca,T_cell,0.102321353919151,0.490033795676844,0.872010648197036,PPP1CA,0.40701097338486,FALSE,liver
Ppp1ca,cDC,-0.153183070909587,0.41239594195353,0.99875188110707,PPP1CA,0.40701097338486,FALSE,liver
Ppp1ca,pDC,0.0397766132775932,0.792720991310435,0.982725157269527,PPP1CA,0.40701097338486,FALSE,liver
Ppp1cb,B_cell,-0.131850537127128,0.284722661507637,0.862329483165547,PPP1CB,-0.16802115162632,FALSE,liver
Ppp1cb,Cholangiocyte,0.36349538013258,0.130173709063652,0.819023410290601,PPP1CB,-0.16802115162632,FALSE,liver
Ppp1cb,HSC_Fibroblast,0.232036574587994,0.341387618060396,0.929272207214945,PPP1CB,-0.16802115162632,FALSE,liver
Ppp1cb,LSEC,0.383488866504193,0.196952599847587,0.981613027543058,PPP1CB,-0.16802115162632,FALSE,liver
Ppp1cb,Monocyte,0.327480401367828,0.253619354095947,0.999145022914932,PPP1CB,-0.16802115162632,FALSE,liver
Ppp1cb,NK_cell,0.227241534381874,0.395853738207048,0.82780656198723,PPP1CB,-0.16802115162632,FALSE,liver
Ppp1cb,Neutrophil,-0.640047120937265,0.11810872503365,0.786559893283886,PPP1CB,-0.16802115162632,FALSE,liver
Ppp1cb,T_cell,0.111891844912509,0.539235519354988,0.888049756160625,PPP1CB,-0.16802115162632,FALSE,liver
Ppp1cb,cDC,-0.0437943707131555,0.856561724762767,0.99875188110707,PPP1CB,-0.16802115162632,FALSE,liver
Ppp1cb,pDC,0.0605390177180093,0.775138834072273,0.982427269914368,PPP1CB,-0.16802115162632,FALSE,liver
Prkaa2,Cholangiocyte,0.248468535754736,0.553976122166313,0.950439833733912,PRKAA2,0.2883315494399,FALSE,liver
Prkce,B_cell,-0.130731706107624,0.372963807647977,0.890190180155425,PRKCE,0.547566417668494,FALSE,liver
Prkce,HSC_Fibroblast,-1.19074902446207,0.0372764416375921,0.919682034055448,PRKCE,0.547566417668494,FALSE,liver
Prkce,LSEC,0.0484552155696308,0.881288867161473,0.996165002953132,PRKCE,0.547566417668494,FALSE,liver
Prkce,T_cell,-0.188329163923703,0.671377761505928,0.930924679200597,PRKCE,0.547566417668494,FALSE,liver
Prkcz,B_cell,-0.443536607902936,0.132702049368249,0.78591884734616,PRKCZ,0.262251059755017,FALSE,liver
Prkcz,Cholangiocyte,0.160595478778357,0.609177231014871,0.950766846554797,PRKCZ,0.262251059755017,FALSE,liver
Prkcz,T_cell,0.173372078662232,0.608852295481919,0.913908957854267,PRKCZ,0.262251059755017,FALSE,liver
Prmt1,B_cell,0.0287155730351201,0.842860294754431,0.987559807330226,PRMT1,0.438799229897478,FALSE,liver
Prmt1,Cholangiocyte,0.133725049788513,0.447741514075587,0.92685683970754,PRMT1,0.438799229897478,FALSE,liver
Prmt1,HSC_Fibroblast,0.353785784347641,0.143362566945585,0.919682034055448,PRMT1,0.438799229897478,FALSE,liver
Prmt1,Monocyte,-0.124288146908849,0.624299121623019,0.999145022914932,PRMT1,0.438799229897478,FALSE,liver
Prmt1,NK_cell,0.130108396556619,0.620766365609151,0.910990928082554,PRMT1,0.438799229897478,FALSE,liver
Prmt1,T_cell,-0.041506221759473,0.841125329658132,0.976223192363267,PRMT1,0.438799229897478,FALSE,liver
Prmt1,cDC,0.165070782943455,0.501419145274597,0.99875188110707,PRMT1,0.438799229897478,FALSE,liver
Prmt1,pDC,-0.0244291179003507,0.914788158275521,0.994726643820816,PRMT1,0.438799229897478,FALSE,liver
Ptprf,Cholangiocyte,0.000928544388940291,0.995829297828438,0.999830104593304,PTPRF,0.221534492129057,FALSE,liver
Ptprf,HSC_Fibroblast,0.184859990652949,0.563002220466363,0.961624925485869,PTPRF,0.221534492129057,FALSE,liver
Ptprf,pDC,0.17042908103915,0.376737731575689,0.942400285297004,PTPRF,0.221534492129057,FALSE,liver
Pygb,B_cell,0.0967488560103535,0.741893764507212,0.972821904064386,PYGB,0.278624458417644,FALSE,liver
Pygb,Cholangiocyte,-0.352473353885509,0.149212788300905,0.835075534106686,PYGB,0.278624458417644,FALSE,liver
Pygb,HSC_Fibroblast,0.0974421655683119,0.737115799359871,0.982279750205139,PYGB,0.278624458417644,FALSE,liver
Pygb,T_cell,0.364056894592713,0.33177967980625,0.803490757367584,PYGB,0.278624458417644,FALSE,liver
Pygb,cDC,0.400696259622188,0.381152574694351,0.99875188110707,PYGB,0.278624458417644,FALSE,liver
Pygb,pDC,0.754788425789552,0.0827663228494526,0.78215082430509,PYGB,0.278624458417644,FALSE,liver
Rbl2,B_cell,0.0421880477209013,0.825223700361601,0.985303753968973,RBL2,-0.438055560325673,FALSE,liver
Rbl2,Cholangiocyte,0.0888810929143592,0.733288294430118,0.975709401378151,RBL2,-0.438055560325673,FALSE,liver
Rbl2,HSC_Fibroblast,-0.388232837143564,0.148423961116644,0.919682034055448,RBL2,-0.438055560325673,FALSE,liver
Rbl2,Monocyte,0.585986526522194,0.286448810662844,0.999145022914932,RBL2,-0.438055560325673,FALSE,liver
Rbl2,NK_cell,0.371932741016391,0.1113353915417,0.580201121126238,RBL2,-0.438055560325673,FALSE,liver
Rbl2,T_cell,0.185431870475061,0.384015256565645,0.830546099730256,RBL2,-0.438055560325673,FALSE,liver
Rbl2,cDC,-0.381480229900406,0.299397680281492,0.99875188110707,RBL2,-0.438055560325673,FALSE,liver
Rbl2,pDC,-0.194147577476948,0.535377623450359,0.951437574712548,RBL2,-0.438055560325673,FALSE,liver
Rps6,B_cell,-0.145322898848267,0.19434555371609,0.823818994134127,RPS6,-0.254641670484692,FALSE,liver
Rps6,Cholangiocyte,-0.195598569052431,0.200039402324956,0.859277192573642,RPS6,-0.254641670484692,FALSE,liver
Rps6,HSC_Fibroblast,0.0400819863825434,0.81785110295487,0.988691725441302,RPS6,-0.254641670484692,FALSE,liver
Rps6,LSEC,-0.337054016135001,0.304044837410175,0.988914224980869,RPS6,-0.254641670484692,FALSE,liver
Rps6,Monocyte,-0.188780937791697,0.337794794679495,0.999145022914932,RPS6,-0.254641670484692,FALSE,liver
Rps6,NK_cell,-0.0884935269296854,0.535721395382311,0.882818726951992,RPS6,-0.254641670484692,FALSE,liver
Rps6,Neutrophil,-0.140066637479899,0.762834169857666,0.966164159784712,RPS6,-0.254641670484692,FALSE,liver
Rps6,T_cell,-0.350040185369701,0.0218897525107962,0.381708864059229,RPS6,-0.254641670484692,TRUE,liver
Rps6,cDC,-0.2101361745144,0.374753965512854,0.99875188110707,RPS6,-0.254641670484692,FALSE,liver
Rps6,pDC,-0.0669479889619843,0.595296890473901,0.963267999729524,RPS6,-0.254641670484692,FALSE,liver
Rps6kb2,B_cell,0.219128449166259,0.275405396772806,0.860270608557018,RPS6KB2,0.257949387042562,FALSE,liver
Rps6kb2,T_cell,0.172647752696409,0.637578601552781,0.918601070473313,RPS6KB2,0.257949387042562,FALSE,liver
Rps6kb2,cDC,-0.206670625858731,0.62661383735349,0.99875188110707,RPS6KB2,0.257949387042562,FALSE,liver
Rras,B_cell,0.0335724953297207,0.874044458783802,0.991918311695053,RRAS,0.206607547700293,FALSE,liver
Rras,Cholangiocyte,0.256201116465443,0.207348008133671,0.863578442477868,RRAS,0.206607547700293,FALSE,liver
Rras,HSC_Fibroblast,-0.105871468766111,0.528936895601438,0.956142022484349,RRAS,0.206607547700293,FALSE,liver
Rras,LSEC,-0.29806030348912,0.358973595833628,0.990752722081109,RRAS,0.206607547700293,FALSE,liver
Rras,Monocyte,0.343443676393677,0.146558418538225,0.999145022914932,RRAS,0.206607547700293,FALSE,liver
Rras,T_cell,0.242392764398585,0.525565107343767,0.881528246326768,RRAS,0.206607547700293,FALSE,liver
Rras,cDC,-0.0580669326347209,0.848568489794546,0.99875188110707,RRAS,0.206607547700293,FALSE,liver
Rras2,B_cell,0.280810149965731,0.0932989784253931,0.750980301751935,RRAS2,-0.222056434350108,FALSE,liver
Rras2,Cholangiocyte,0.468287949627669,0.347076318002233,0.901824992136746,RRAS2,-0.222056434350108,FALSE,liver
Rras2,HSC_Fibroblast,0.510756244281072,0.380058986242693,0.936780168221373,RRAS2,-0.222056434350108,FALSE,liver
Rras2,T_cell,-0.49699496303216,0.0555789971358838,0.514013281384521,RRAS2,-0.222056434350108,FALSE,liver
Rras2,pDC,-0.138543615512581,0.707371329310372,0.978287856892489,RRAS2,-0.222056434350108,FALSE,liver
Sgk1,B_cell,0.372210861478252,0.0809165081287852,0.745642793421944,SGK1,0.389503628563857,FALSE,liver
Sgk1,Cholangiocyte,-0.349627133323166,0.168434471444822,0.842022879762709,SGK1,0.389503628563857,FALSE,liver
Sgk1,HSC_Fibroblast,0.354760879289266,0.144559547549258,0.919682034055448,SGK1,0.389503628563857,FALSE,liver
Sgk1,LSEC,0.0959988323157692,0.710869667042148,0.996165002953132,SGK1,0.389503628563857,FALSE,liver
Sgk1,Monocyte,0.593456136489579,0.0831267053204685,0.999145022914932,SGK1,0.389503628563857,FALSE,liver
Sgk1,NK_cell,-1.20794343234873,0.00129856485772931,0.0608190855969384,SGK1,0.389503628563857,FALSE,liver
Sgk1,T_cell,-0.371552305878626,0.144654806699417,0.662336439116028,SGK1,0.389503628563857,FALSE,liver
Sgk1,cDC,0.28619832120672,0.475935605169825,0.99875188110707,SGK1,0.389503628563857,FALSE,liver
Shc1,B_cell,-0.0162496848288206,0.929717313310329,0.996308506264012,SHC1,0.221586875098124,FALSE,liver
Shc1,Cholangiocyte,0.116655761081981,0.690776409319521,0.966317421189095,SHC1,0.221586875098124,FALSE,liver
Shc1,HSC_Fibroblast,0.135466130131255,0.612519816915132,0.967293216745725,SHC1,0.221586875098124,FALSE,liver
Shc1,Monocyte,-0.15553236862944,0.683800725404538,0.999145022914932,SHC1,0.221586875098124,FALSE,liver
Shc1,T_cell,-0.0354523249316501,0.906786445709743,0.987424182133354,SHC1,0.221586875098124,FALSE,liver
Shc1,cDC,-0.0868890249153442,0.810535900589229,0.99875188110707,SHC1,0.221586875098124,FALSE,liver
Shc1,pDC,0.343611915997433,0.316523879530065,0.920630216614592,SHC1,0.221586875098124,FALSE,liver
Sirt1,B_cell,-0.293121129978635,0.0988018364320776,0.757162287579854,SIRT1,-0.389065828328134,FALSE,liver
Sirt1,Cholangiocyte,-0.405150526354775,0.163239690620174,0.837459251658463,SIRT1,-0.389065828328134,FALSE,liver
Sirt1,HSC_Fibroblast,-0.224024396179,0.423619239975872,0.94489881352001,SIRT1,-0.389065828328134,FALSE,liver
Sirt1,Monocyte,-0.383383427767013,0.377981842022984,0.999145022914932,SIRT1,-0.389065828328134,FALSE,liver
Sirt1,T_cell,-0.46955980406433,0.0732972917810638,0.558062277866289,SIRT1,-0.389065828328134,FALSE,liver
Sirt1,cDC,0.114593128335577,0.754794621479138,0.99875188110707,SIRT1,-0.389065828328134,FALSE,liver
Sirt1,pDC,0.145045787455317,0.652315280359558,0.976916004206163,SIRT1,-0.389065828328134,FALSE,liver
Sos1,B_cell,-0.235542946297668,0.276861186412132,0.860534802015661,SOS1,-0.183245348489432,FALSE,liver
Sos1,Cholangiocyte,-0.431390607951391,0.27796296601535,0.891310652444023,SOS1,-0.183245348489432,FALSE,liver
Sos1,HSC_Fibroblast,-0.120843731700086,0.704228933467032,0.975703411219451,SOS1,-0.183245348489432,FALSE,liver
Sos1,T_cell,-0.628085396672177,0.0773925978458478,0.559414690064352,SOS1,-0.183245348489432,FALSE,liver
Sos1,cDC,0.708423465588541,0.137334562916116,0.99875188110707,SOS1,-0.183245348489432,FALSE,liver
Sos1,pDC,0.294238754073478,0.431442729585727,0.951437574712548,SOS1,-0.183245348489432,FALSE,liver
Sos2,B_cell,-0.122227373252994,0.570198943003088,0.94551365398901,SOS2,-0.242208708988776,FALSE,liver
Sos2,Cholangiocyte,-0.800221451511566,0.0679810790705195,0.746142334126058,SOS2,-0.242208708988776,FALSE,liver
Sos2,HSC_Fibroblast,-0.115508859297818,0.709035412035065,0.976482572877793,SOS2,-0.242208708988776,FALSE,liver
Sos2,LSEC,0.0471659296237836,0.889808229602468,0.996165002953132,SOS2,-0.242208708988776,FALSE,liver
Sos2,Monocyte,0.159034506516802,0.663605842412916,0.999145022914932,SOS2,-0.242208708988776,FALSE,liver
Sos2,T_cell,0.160930994356774,0.592748749803364,0.908426583996035,SOS2,-0.242208708988776,FALSE,liver
Sos2,cDC,-0.201161264439242,0.625040718535936,0.99875188110707,SOS2,-0.242208708988776,FALSE,liver
Srebf1,B_cell,0.0568033892110946,0.861851015520092,0.991027766042526,SREBF1,0.435480157850608,FALSE,liver
Srebf1,Cholangiocyte,-0.338635059660829,0.234579454708939,0.884047544989581,SREBF1,0.435480157850608,FALSE,liver
Srebf1,HSC_Fibroblast,-0.561080987482176,0.152772011987462,0.919682034055448,SREBF1,0.435480157850608,FALSE,liver
Srebf1,T_cell,-0.269901364752622,0.464507028240069,0.865433084618622,SREBF1,0.435480157850608,FALSE,liver
Srebf1,cDC,-0.309517570166357,0.571751606140597,0.99875188110707,SREBF1,0.435480157850608,FALSE,liver
Srebf1,pDC,0.225232447944285,0.498703453980361,0.951437574712548,SREBF1,0.435480157850608,FALSE,liver
Stat3,B_cell,-0.229121905937759,0.119450644935983,0.777127461637295,STAT3,0.388066346775698,FALSE,liver
Stat3,Cholangiocyte,-0.036992541344794,0.881512328802166,0.992900034483354,STAT3,0.388066346775698,FALSE,liver
Stat3,HSC_Fibroblast,0.29128378412732,0.197503628127398,0.92328819804629,STAT3,0.388066346775698,FALSE,liver
Stat3,LSEC,0.186846441740091,0.472155991425057,0.995636266879722,STAT3,0.388066346775698,FALSE,liver
Stat3,Monocyte,-0.126142307288245,0.512350460042005,0.999145022914932,STAT3,0.388066346775698,FALSE,liver
Stat3,NK_cell,-0.483862858957207,0.0147283344314439,0.246843997162288,STAT3,0.388066346775698,FALSE,liver
Stat3,Neutrophil,-0.119311487014878,0.70291781493147,0.958819922257749,STAT3,0.388066346775698,FALSE,liver
Stat3,T_cell,-0.353224311292349,0.0536867433623246,0.506882275292251,STAT3,0.388066346775698,FALSE,liver
Stat3,cDC,0.0657107271222866,0.819655930872351,0.99875188110707,STAT3,0.388066346775698,FALSE,liver
Stat3,pDC,-0.0127250922492793,0.93196538393034,0.99817121209726,STAT3,0.388066346775698,FALSE,liver
Stk11,B_cell,-0.457560437049434,0.00151338085500419,0.280299929427805,STK11,0.354251480632152,FALSE,liver
Stk11,Cholangiocyte,-0.260591930529657,0.195062139125709,0.853934238542168,STK11,0.354251480632152,FALSE,liver
Stk11,HSC_Fibroblast,-0.10072198369511,0.669020162772529,0.975397007142861,STK11,0.354251480632152,FALSE,liver
Stk11,LSEC,-0.267245484339303,0.39185076618715,0.995636266879722,STK11,0.354251480632152,FALSE,liver
Stk11,Monocyte,0.0909626299385991,0.728355151462715,0.999145022914932,STK11,0.354251480632152,FALSE,liver
Stk11,NK_cell,-0.60406868355511,0.0898710445921296,0.554851085761404,STK11,0.354251480632152,FALSE,liver
Stk11,Neutrophil,-1.1599772050015,0.0216273803625566,0.645833299862795,STK11,0.354251480632152,FALSE,liver
Stk11,T_cell,-0.290993768007424,0.151524884594778,0.66890591125096,STK11,0.354251480632152,FALSE,liver
Stk11,cDC,-0.263251033878868,0.33769228700617,0.99875188110707,STK11,0.354251480632152,FALSE,liver
Stk11,pDC,-0.0163511223783526,0.937304152855622,0.99817121209726,STK11,0.354251480632152,FALSE,liver
Tfam,B_cell,-0.0401380818551436,0.759204819814101,0.974083671463422,TFAM,0.204684764227013,FALSE,liver
Tfam,Cholangiocyte,0.0367452246170427,0.897032540984175,0.994309347659361,TFAM,0.204684764227013,FALSE,liver
Tfam,HSC_Fibroblast,-0.16017698915945,0.671468135104141,0.975397007142861,TFAM,0.204684764227013,FALSE,liver
Tfam,NK_cell,-0.269145879929771,0.431109780514847,0.839429701156645,TFAM,0.204684764227013,FALSE,liver
Tfam,T_cell,-0.420343551835029,0.0864255107769561,0.582245313818766,TFAM,0.204684764227013,FALSE,liver
Tfam,cDC,0.680871064810011,0.0331722422863994,0.99875188110707,TFAM,0.204684764227013,TRUE,liver
Tfam,pDC,0.0378351744660521,0.897430946162629,0.991882059390918,TFAM,0.204684764227013,FALSE,liver
Tsc2,B_cell,0.165595833197778,0.55620020332534,0.941382396711407,TSC2,0.360866737018733,FALSE,liver
Tsc2,Cholangiocyte,0.0587108449013243,0.90123658709749,0.994634820407478,TSC2,0.360866737018733,FALSE,liver
Tsc2,HSC_Fibroblast,0.196735761029595,0.537929928990652,0.957779482942897,TSC2,0.360866737018733,FALSE,liver
Tsc2,cDC,-0.0428967450052069,0.943511604238898,0.99875188110707,TSC2,0.360866737018733,FALSE,liver
Usp7,B_cell,-0.118898990386077,0.390955914004675,0.89653576593354,USP7,0.2911851878275,FALSE,liver
Usp7,Cholangiocyte,0.225050349687931,0.336623512485355,0.89760300390403,USP7,0.2911851878275,FALSE,liver
Usp7,HSC_Fibroblast,-0.144314185269794,0.524077941206104,0.956142022484349,USP7,0.2911851878275,FALSE,liver
Usp7,LSEC,0.13101477778644,0.63696364370547,0.996165002953132,USP7,0.2911851878275,FALSE,liver
Usp7,Monocyte,0.213731735397484,0.393493365791069,0.999145022914932,USP7,0.2911851878275,FALSE,liver
Usp7,NK_cell,-0.106335923851098,0.718917495381533,0.933987179313686,USP7,0.2911851878275,FALSE,liver
Usp7,T_cell,-0.201203643509733,0.246315101122759,0.766661396604943,USP7,0.2911851878275,FALSE,liver
Usp7,cDC,0.0401923081445138,0.875406205763322,0.99875188110707,USP7,0.2911851878275,FALSE,liver
Usp7,pDC,0.00574277096528066,0.974394471037295,0.999031930389956,USP7,0.2911851878275,FALSE,liver
Akt1,Endothelial,0.246475423037579,0.135084051515314,0.654258265172083,AKT1,0.387089573539082,FALSE,kidney
Akt2,Endothelial,0.0188245511601306,0.949963130865237,0.992761364250068,AKT2,0.272775905162288,FALSE,kidney
Araf,Endothelial,-0.18754424710721,0.29203152165918,0.779899903077711,ARAF,0.308661107681488,FALSE,kidney
Bax,Endothelial,0.605013595757011,0.000467218035232384,0.0495584348902317,BAX,0.341780465352488,TRUE,kidney
Bcl2l1,Endothelial,0.414331905683973,0.12296104706438,0.638557509250911,BCL2L1,0.320592861753887,FALSE,kidney
Bcl2l11,Endothelial,-0.552141375674426,0.0492378596457279,0.489541171429798,BCL2L11,0.191479039012409,FALSE,kidney
Calm1,Endothelial,-0.0377896394962131,0.776153298772142,0.954842360749568,CALM1,-0.534686866605506,FALSE,kidney
Camkk2,Endothelial,0.312045262342346,0.192551540381353,0.713221248865115,CAMKK2,0.506110584900416,FALSE,kidney
Ccnd1,Endothelial,0.97401374785967,1.19458182251943e-06,0.00151455848219794,CCND1,0.8031084765255,TRUE,kidney
Cdkn1a,Endothelial,1.25533960716011,1.37750704672281e-05,0.00751551638726709,CDKN1A,0.960105171790021,TRUE,kidney
Cdkn1b,Endothelial,-0.30620562099959,0.0704133936506474,0.546057045242269,CDKN1B,-0.293884690967838,FALSE,kidney
Cdkn2b,Endothelial,0.767327627259822,0.149199302443593,0.672937421283854,CDKN2B,0.315251410729242,FALSE,kidney
Crebbp,Endothelial,0.160962243793141,0.293286204400922,0.781001879362203,CREBBP,-0.364311607598314,FALSE,kidney
Fasn,Endothelial,0.614510213650268,0.150859990139843,0.674578484275539,FASN,0.69799363467585,FALSE,kidney
Foxo3,Endothelial,-0.0487712322837924,0.863279002872439,0.977357811621918,FOXO3,-0.258505148092882,FALSE,kidney
Gadd45a,Endothelial,-0.766437205184534,0.00756860819286785,0.23715824658395,GADD45A,0.296316578021205,FALSE,kidney
Gnai2,Endothelial,0.060429343718757,0.649125798922699,0.925984903246068,GNAI2,0.196720386361129,FALSE,kidney
Gnai3,Endothelial,-0.143282888856557,0.463488832634554,0.859444407156708,GNAI3,-0.230810446287896,FALSE,kidney
Gnb2,Endothelial,-0.0721016398754152,0.609479974649611,0.913699476425275,GNB2,0.544823748155262,FALSE,kidney
Hras,Endothelial,-0.075046485979094,0.651754232505672,0.926743770323845,HRAS,0.236375195318022,FALSE,kidney
Igf1,Endothelial,0.0715942993815418,0.833630839702991,0.970041239235742,IGF1,-0.750196331507432,FALSE,kidney
Igfbp3,Endothelial,-0.772925519981744,0.000302315499532149,0.0416894528765844,IGFBP3,0.231841406981911,FALSE,kidney
Il6,Endothelial,1.28519640380776,0.0191931053523448,0.361179517747191,IL6,0.138626493551915,TRUE,kidney
Irs2,Endothelial,0.0901440967844545,0.857445067407989,0.976061468350256,IRS2,-0.584420274513232,FALSE,kidney
Klf2,Endothelial,-0.191095605600048,0.320139073806169,0.797124807933481,KLF2,0.219807606878075,FALSE,kidney
Kras,Endothelial,0.120654131015823,0.43698583951771,0.849049345240861,KRAS,-0.248737657296002,FALSE,kidney
Mapk8,Endothelial,0.000305704322810695,0.998840758757164,0.999810925693147,MAPK8,-0.219103231894202,FALSE,kidney
Mlycd,Endothelial,-0.230180678196698,0.414153249116452,0.844749119891137,MLYCD,0.272131424826275,FALSE,kidney
Mras,Endothelial,0.350746551496346,0.199616064793419,0.715381922934393,MRAS,0.215582340516216,FALSE,kidney
Nos3,Endothelial,0.173944799771813,0.306836115185598,0.790011293950041,NOS3,0.287450538090903,FALSE,kidney
Pdpk1,Endothelial,0.000326565802704055,0.999135402645785,0.999890036635698,PDPK1,0.153466221786299,FALSE,kidney
Pfkfb3,Endothelial,-0.0152780507383397,0.934546155529419,0.990166277420078,PFKFB3,-0.655569796012921,FALSE,kidney
Pik3ca,Endothelial,0.218463786708247,0.274168804802358,0.767881276386315,PIK3CA,-0.194162266153804,FALSE,kidney
Plcb1,Endothelial,0.000619437021345064,0.996755824681935,0.998586117295847,PLCB1,-0.272842529245825,FALSE,kidney
Plcb3,Endothelial,0.0910080214040182,0.70412621245843,0.940355740900207,PLCB3,0.220882517229287,FALSE,kidney
Plk3,Endothelial,-0.811002680529718,0.00753380699171755,0.23715824658395,PLK3,0.176239528686015,FALSE,kidney
Ppp1ca,Endothelial,-0.0535617638357623,0.711524423105898,0.942476641620672,PPP1CA,0.40701097338486,FALSE,kidney
Ppp1cb,Endothelial,0.149041718604288,0.340464626566766,0.810688832750073,PPP1CB,-0.16802115162632,FALSE,kidney
Prkce,Endothelial,-0.0255972310410743,0.890335869115708,0.981285630303338,PRKCE,0.547566417668494,FALSE,kidney
Prmt1,Endothelial,0.0233718665717415,0.895940477482051,0.982214139850028,PRMT1,0.438799229897478,FALSE,kidney
Pygb,Endothelial,-0.033848723517041,0.90296312425949,0.982451779074133,PYGB,0.278624458417644,FALSE,kidney
Rbl2,Endothelial,0.477697770924649,0.0490547454779008,0.489541171429798,RBL2,-0.438055560325673,FALSE,kidney
Rps6,Endothelial,-0.219063556720685,0.110339622052352,0.625586004203873,RPS6,-0.254641670484692,FALSE,kidney
Rps6kb2,Endothelial,0.129802808398239,0.605808314537532,0.913699476425275,RPS6KB2,0.257949387042562,FALSE,kidney
Rras,Endothelial,-0.247143956825644,0.0920060439708422,0.591665434326334,RRAS,0.206607547700293,FALSE,kidney
Rras2,Endothelial,-0.113525284686591,0.645087951163706,0.925035271098768,RRAS2,-0.222056434350108,FALSE,kidney
Sgk1,Endothelial,0.289450377568967,0.137580764021272,0.657568654692689,SGK1,0.389503628563857,FALSE,kidney
Shc1,Endothelial,-0.0659137202716537,0.782663981876553,0.956978290604921,SHC1,0.221586875098124,FALSE,kidney
