mouse,cell_type,tissue,n_ctl,n_stz,cell_log2FC,pct_STZ,pct_Control,cell_p,cell_BH,pb_logFC,pb_P,pb_FDR,human,human_logFC,human_P,human_DE,cell_concordant,pb_concordant
Map3k7,CD_IC,kidney,18,278,-0.133563745501463,0.079,0.111,0.654708036968744,0.736546541589837,,,,MAP3K7,-0.0337117987684358,0.660626089455411,FALSE,FALSE,FALSE
Pik3r1,CD_IC,kidney,18,278,0.483511644028649,0.219,0.278,0.722664316161918,0.80296035129102,,,,PIK3R1,-0.146984642979826,0.44195620227449,FALSE,FALSE,FALSE
Foxo3,CD_IC,kidney,18,278,1.28149158319201,0.137,0.167,0.844324757465503,0.926697904535309,,,,FOXO3,-0.258505148092882,0.0236771002828433,TRUE,FALSE,FALSE
Crtc2,CD_IC,kidney,18,278,0.0742999461361396,0.047,0.056,0.871120947390504,0.944588979098137,,,,CRTC2,,,FALSE,FALSE,FALSE
Pik3r2,CD_IC,kidney,18,278,0.583201037618172,0.061,0.056,0.8854489900467,0.948189105626269,,,,PIK3R2,0.268794809673499,0.00604856153799963,TRUE,FALSE,FALSE
Creb5,CD_IC,kidney,18,278,1.19315188319305,0.047,0.056,0.895511933091476,0.948189105626269,,,,CREB5,-0.0557779584602364,0.459938075024634,FALSE,FALSE,FALSE
Akt1,CD_IC,kidney,18,278,0.606382601432285,0.169,0.167,0.922594082706528,0.964668305901851,,,,AKT1,0.387089573539082,0.00343401055010987,TRUE,FALSE,FALSE
Ccnd1,CD_IC,kidney,18,278,0.672070094850523,0.112,0.111,0.932512695705122,0.964668305901851,,,,CCND1,0.8031084765255,0.00074921048132828,TRUE,FALSE,FALSE
Cd36,CD_IC,kidney,18,278,1.06065781452308,0.04,0.056,0.988428787661784,1,,,,CD36,0.228255319331112,0.102088419969093,FALSE,FALSE,FALSE
Igf1,CD_IC,kidney,18,278,0.480717197391268,0.05,0.056,0.994214285303585,1,,,,IGF1,-0.750196331507432,0.0163841211440685,TRUE,FALSE,FALSE
Pik3cd,CD_IC,kidney,18,278,0.486411080826305,0.047,0.056,1,1,,,,PIK3CD,0.187312414207718,0.0479971366369964,TRUE,FALSE,FALSE
Akt2,Distal_tubule,kidney,41,193,-2.18201104816478,0.057,0.195,0.00301847895884125,0.175421799695676,,,,AKT2,0.272775905162288,0.0322680307039496,TRUE,FALSE,FALSE
Ppp2r2b,Distal_tubule,kidney,41,193,-4.44912617989812,0.016,0.098,0.00501205141987646,0.175421799695676,,,,PPP2R2B,-0.262770074648551,0.0978848374373925,FALSE,FALSE,FALSE
G6pc3,Distal_tubule,kidney,41,193,-2.21038570527765,0.078,0.22,0.0086721127816008,0.202349298237352,,,,G6PC3,0.0114334505189842,0.862668473837378,FALSE,FALSE,FALSE
Ppp2r5d,Distal_tubule,kidney,41,193,-1.96785982759939,0.01,0.073,0.0122468493943151,0.214319864400514,,,,PPP2R5D,0.0418634535766595,0.545552937261772,FALSE,FALSE,FALSE
Cab39l,Distal_tubule,kidney,41,193,-0.811637669457619,0.155,0.317,0.0245040061259312,0.343056085763037,,,,CAB39L,0.0137396623132676,0.857025750656643,FALSE,FALSE,FALSE
Ppp2r5e,Distal_tubule,kidney,41,193,-1.86565074916254,0.098,0.22,0.0319402775129439,0.372636570984346,,,,PPP2R5E,-0.0251597625886988,0.835509017894403,FALSE,FALSE,FALSE
Rps6kb2,Distal_tubule,kidney,41,193,-2.51152413647072,0.047,0.146,0.0432845276700124,0.432845276700124,,,,RPS6KB2,0.257949387042562,0.0194903632172992,TRUE,FALSE,FALSE
Ppp2ca,Distal_tubule,kidney,41,193,-0.885616420981313,0.233,0.39,0.0529118923073953,0.436736472893121,,,,PPP2CA,,,FALSE,FALSE,FALSE
Pfkp,Distal_tubule,kidney,41,193,-1.12549178108057,0.166,0.293,0.0561518322291156,0.436736472893121,,,,PFKP,0.201971206322531,0.00645525341532389,TRUE,FALSE,FALSE
Rheb,Distal_tubule,kidney,41,193,-0.658469596393674,0.212,0.341,0.0912074734665275,0.559647667867045,,,,RHEB,0.000762141165105317,0.994533538297037,FALSE,FALSE,FALSE
Ppp2r5c,Distal_tubule,kidney,41,193,2.77548357236039,0.166,0.073,0.0924199480723943,0.559647667867045,,,,PPP2R5C,-0.214695257186268,0.0541914902763123,FALSE,FALSE,FALSE
Pfkfb3,Distal_tubule,kidney,41,193,-0.538090722350481,0.067,0.146,0.0963941145245197,0.559647667867045,,,,PFKFB3,-0.655569796012921,0.000127446028528339,TRUE,FALSE,FALSE
Rab2a,Distal_tubule,kidney,41,193,1.83272251143657,0.311,0.22,0.111728592057111,0.559647667867045,,,,RAB2A,0.120861387341921,0.355798580095796,FALSE,FALSE,FALSE
Elavl1,Distal_tubule,kidney,41,193,-0.249696664783772,0.124,0.22,0.13074194434489,0.559647667867045,,,,ELAVL1,0.00629859637126631,0.929732702059394,FALSE,FALSE,FALSE
Acaca,Distal_tubule,kidney,41,193,-0.517824132352504,0.016,0.073,0.133368767648154,0.559647667867045,,,,ACACA,0.07726357893715,0.585139303512386,FALSE,FALSE,FALSE
Pik3r2,Distal_tubule,kidney,41,193,-0.259135364006263,0.026,0.073,0.139746257066151,0.559647667867045,,,,PIK3R2,0.268794809673499,0.00604856153799963,TRUE,FALSE,FALSE
Ppargc1a,Distal_tubule,kidney,41,193,0.8628520120226,0.269,0.171,0.143700785684958,0.559647667867045,,,,PPARGC1A,-0.612471761557638,0.000603487342297342,TRUE,FALSE,FALSE
Eef2,Distal_tubule,kidney,41,193,0.320923022315889,0.596,0.512,0.148117227943365,0.559647667867045,,,,EEF2,0.448462726762021,0.00104406663485494,TRUE,FALSE,FALSE
Creb1,Distal_tubule,kidney,41,193,-0.412136725806453,0.073,0.146,0.151904366992484,0.559647667867045,,,,CREB1,-0.0788628754166012,0.27343317375151,FALSE,FALSE,FALSE
Irs2,Distal_tubule,kidney,41,193,-0.272801590528676,0.15,0.244,0.183299189071573,0.628581643847106,,,,IRS2,-0.584420274513232,0.00290962468594569,TRUE,FALSE,FALSE
Creb3,Distal_tubule,kidney,41,193,-0.248699517368574,0.062,0.122,0.196103888201117,0.628581643847106,,,,CREB3,0.303800603180914,0.00138677189848469,TRUE,FALSE,FALSE
Ppp2r3c,Distal_tubule,kidney,41,193,-2.50771291048056,0.031,0.073,0.197554230923376,0.628581643847106,,,,PPP2R3C,-0.151989920023,0.276422292168939,FALSE,FALSE,FALSE
Ppp2r5a,Distal_tubule,kidney,41,193,-0.771247209195214,0.187,0.268,0.213057551577525,0.648436026540292,,,,PPP2R5A,-0.262441936043039,0.00882731769154429,TRUE,FALSE,FALSE
Rab8a,Distal_tubule,kidney,41,193,1.75858638091991,0.166,0.098,0.244723130002053,0.670936402138706,,,,RAB8A,,,FALSE,FALSE,FALSE
Pik3ca,Distal_tubule,kidney,41,193,0.284353621708209,0.104,0.049,0.24782315711647,0.670936402138706,,,,PIK3CA,-0.194162266153804,0.025007761246042,TRUE,FALSE,FALSE
Ppp2r2d,Distal_tubule,kidney,41,193,2.49881069630039,0.176,0.098,0.249204949365805,0.670936402138706,,,,PPP2R2D,0.119151396427903,0.165293952164548,FALSE,FALSE,FALSE
Adipor2,Distal_tubule,kidney,41,193,0.213144099240963,0.161,0.244,0.277869139452216,0.708959545040832,,,,ADIPOR2,0.0715962771728451,0.531210570140672,FALSE,FALSE,FALSE
Ccnd1,Distal_tubule,kidney,41,193,-0.619791537376382,0.269,0.366,0.316239470957436,0.708959545040832,,,,CCND1,0.8031084765255,0.00074921048132828,TRUE,FALSE,FALSE
Akt1,Distal_tubule,kidney,41,193,0.0629070700848993,0.124,0.073,0.328104332576686,0.708959545040832,,,,AKT1,0.387089573539082,0.00343401055010987,TRUE,FALSE,FALSE
Akt1s1,Distal_tubule,kidney,41,193,1.97394596033467,0.119,0.049,0.339835669767805,0.708959545040832,,,,AKT1S1,,,FALSE,FALSE,FALSE
Pik3r1,Distal_tubule,kidney,41,193,0.0422341401787602,0.13,0.195,0.349224976433072,0.708959545040832,,,,PIK3R1,-0.146984642979826,0.44195620227449,FALSE,FALSE,FALSE
Ppp2cb,Distal_tubule,kidney,41,193,0.791593117033247,0.052,0.098,0.379091797939014,0.708959545040832,,,,PPP2CB,-0.154344495591139,0.139208474399713,FALSE,FALSE,FALSE
Tbc1d1,Distal_tubule,kidney,41,193,-0.716726066592187,0.145,0.22,0.385611998566513,0.708959545040832,,,,TBC1D1,0.0427897471858399,0.548382850593194,FALSE,FALSE,FALSE
Srebf1,Distal_tubule,kidney,41,193,-1.04221135091065,0.041,0.073,0.386583840245818,0.708959545040832,,,,SREBF1,0.435480157850608,0.0261960327030443,TRUE,FALSE,FALSE
Eif4ebp1,Distal_tubule,kidney,41,193,1.8039903092151,0.114,0.073,0.388538131242405,0.708959545040832,,,,EIF4EBP1,0.0754219943218205,0.37388212514371,FALSE,FALSE,FALSE
Rps6kb1,Distal_tubule,kidney,41,193,-0.0690813596617318,0.078,0.122,0.390242080750316,0.708959545040832,,,,RPS6KB1,-0.0150524871094566,0.834304342285709,FALSE,FALSE,FALSE
Irs1,Distal_tubule,kidney,41,193,1.63657873794946,0.057,0.024,0.391248580298378,0.708959545040832,,,,IRS1,-0.3554897344882,0.00226335322613427,TRUE,FALSE,FALSE
Insr,Distal_tubule,kidney,41,193,-1.56749794754071,0.067,0.122,0.392167586084973,0.708959545040832,,,,INSR,0.169374111461339,0.175103061199346,FALSE,FALSE,FALSE
Slc2a4,Distal_tubule,kidney,41,193,-1.58758580340012,0.062,0.098,0.394991746522749,0.708959545040832,,,,SLC2A4,0.0833675916829536,0.308686429784471,FALSE,FALSE,FALSE
Stradb,Distal_tubule,kidney,41,193,-0.250909044838128,0.041,0.073,0.42169187109012,0.713765952567705,,,,STRADB,,,FALSE,FALSE,FALSE
Prkaa2,Distal_tubule,kidney,41,193,-0.404039756384551,0.124,0.171,0.430085806648518,0.713765952567705,,,,PRKAA2,0.2883315494399,0.0174833628632484,TRUE,FALSE,FALSE
Acacb,Distal_tubule,kidney,41,193,1.83761971234127,0.083,0.049,0.430125728194517,0.713765952567705,,,,ACACB,0.128498466944628,0.339794153916541,FALSE,FALSE,FALSE
Prkag1,Distal_tubule,kidney,41,193,2.12484102956197,0.104,0.073,0.440136042529407,0.713765952567705,,,,PRKAG1,-0.0911617220470691,0.322923558463888,FALSE,FALSE,FALSE
Crtc2,Distal_tubule,kidney,41,193,-2.37144404704676,0.047,0.073,0.448652884471129,0.713765952567705,,,,CRTC2,,,FALSE,FALSE,FALSE
Map3k7,Distal_tubule,kidney,41,193,-0.976308930920703,0.067,0.098,0.494569511102555,0.769330350603975,,,,MAP3K7,-0.0337117987684358,0.660626089455411,FALSE,FALSE,FALSE
Rab10,Distal_tubule,kidney,41,193,0.178705768011551,0.207,0.244,0.531294625607239,0.79453990942927,,,,RAB10,,,FALSE,FALSE,FALSE
Ppp2r2a,Distal_tubule,kidney,41,193,-0.232639499067779,0.166,0.22,0.533476796331081,0.79453990942927,,,,PPP2R2A,-0.108782601530249,0.158420652705628,FALSE,FALSE,FALSE
Cab39,Distal_tubule,kidney,41,193,-0.696706490857468,0.181,0.22,0.547170664703628,0.795563733904483,,,,CAB39,0.0995298512419271,0.262092054253262,FALSE,FALSE,FALSE
Stk11,Distal_tubule,kidney,41,193,-0.258877666295505,0.155,0.195,0.556894613733138,0.795563733904483,,,,STK11,0.354251480632152,0.0153103974501462,TRUE,FALSE,FALSE
Rab11b,Distal_tubule,kidney,41,193,1.73316531462532,0.135,0.122,0.602702048708384,0.843782868191737,,,,RAB11B,-0.128979335643103,0.0848864845380073,FALSE,FALSE,FALSE
Ppp2r3a,Distal_tubule,kidney,41,193,-0.493128468672113,0.259,0.293,0.622442868944519,0.854333349531692,,,,PPP2R3A,-0.0812689650985154,0.428087382487469,FALSE,FALSE,FALSE
Prkab1,Distal_tubule,kidney,41,193,1.08878239528135,0.088,0.122,0.640371934504488,0.862039142602195,,,,PRKAB1,0.0903291141903828,0.333050873638677,FALSE,FALSE,FALSE
Ppp2r1a,Distal_tubule,kidney,41,193,0.123222866833758,0.161,0.195,0.663981255265149,0.876956374878498,,,,PPP2R1A,0.348763030574157,0.00116430586290843,TRUE,FALSE,FALSE
Cpt1a,Distal_tubule,kidney,41,193,0.1917344343011,0.202,0.244,0.691765162211482,0.896732617681551,,,,CPT1A,0.227443438987381,0.0910342838314238,FALSE,FALSE,FALSE
Adipor1,Distal_tubule,kidney,41,193,0.778108438938055,0.197,0.244,0.70498332408344,0.897251503378923,,,,ADIPOR1,0.0985079852008817,0.299828895869015,FALSE,FALSE,FALSE
Cpt1b,Distal_tubule,kidney,41,193,0.687728627259815,0.062,0.049,0.745597632464693,0.911260480980252,,,,CPT1B,,,FALSE,FALSE,FALSE
Rab14,Distal_tubule,kidney,41,193,-0.449765819100804,0.342,0.366,0.755610713057578,0.911260480980252,,,,RAB14,-0.0725879174061108,0.493282542838044,FALSE,FALSE,FALSE
Foxo3,Distal_tubule,kidney,41,193,0.924940953855792,0.104,0.122,0.790767343035026,0.911260480980252,,,,FOXO3,-0.258505148092882,0.0236771002828433,TRUE,FALSE,FALSE
Foxo1,Distal_tubule,kidney,41,193,1.17493315386308,0.073,0.073,0.796843848884575,0.911260480980252,,,,FOXO1,-0.105403033427432,0.24841547187657,FALSE,FALSE,FALSE
Hmgcr,Distal_tubule,kidney,41,193,-0.054415872379102,0.104,0.122,0.805401023889536,0.911260480980252,,,,HMGCR,0.322114208989851,0.265480328108024,FALSE,FALSE,FALSE
Camkk2,Distal_tubule,kidney,41,193,0.371433560061587,0.052,0.073,0.810842465225317,0.911260480980252,,,,CAMKK2,0.506110584900416,0.00844909260690126,TRUE,FALSE,FALSE
Igf1r,Distal_tubule,kidney,41,193,-0.0465707793751671,0.13,0.146,0.819241092752683,0.911260480980252,,,,IGF1R,-0.148765271716842,0.133449327413096,FALSE,FALSE,FALSE
Gys1,Distal_tubule,kidney,41,193,0.64699609084169,0.062,0.073,0.820134432882227,0.911260480980252,,,,GYS1,-0.0716337209718613,0.296115180093984,FALSE,FALSE,FALSE
Ulk1,Distal_tubule,kidney,41,193,1.04522550826165,0.083,0.098,0.844251325234724,0.92339988697548,,,,ULK1,0.471039299127842,6.64395450049281e-05,TRUE,FALSE,FALSE
Creb3l2,Distal_tubule,kidney,41,193,0.879956098746185,0.124,0.146,0.917580999083085,0.954982399218976,,,,CREB3L2,0.109043372225875,0.405380258924797,FALSE,FALSE,FALSE
Tsc1,Distal_tubule,kidney,41,193,-1.48282476724502,0.073,0.073,0.919064579088317,0.954982399218976,,,,TSC1,-0.202386421851348,0.034493511696181,TRUE,FALSE,FALSE
Pdpk1,Distal_tubule,kidney,41,193,1.26417224666511,0.083,0.098,0.934660824268316,0.954982399218976,,,,PDPK1,0.153466221786299,0.018028233353959,TRUE,FALSE,FALSE
Mtor,Distal_tubule,kidney,41,193,0.777482500924012,0.052,0.049,0.939076291009865,0.954982399218976,,,,MTOR,0.0609980192311536,0.346097047602718,FALSE,FALSE,FALSE
Pfkl,Distal_tubule,kidney,41,193,1.92591923202124,0.135,0.146,0.946451407438447,0.954982399218976,,,,PFKL,0.412788409607824,0.00375888054431156,TRUE,FALSE,FALSE
Sirt1,Distal_tubule,kidney,41,193,1.79429571564549,0.073,0.073,0.954982399218976,0.954982399218976,,,,SIRT1,-0.389065828328134,0.0044363570263749,TRUE,FALSE,FALSE
Ccnd1,Endothelial,kidney,1112,1763,0.998807873159608,0.404,0.271,8.2149665136487e-18,5.6683268944176e-16,0.97401374785967,1.19458182251943e-06,0.00151455848219794,CCND1,0.8031084765255,0.00074921048132828,TRUE,TRUE,TRUE
Cd36,Endothelial,kidney,1112,1763,-0.460603565142518,0.196,0.308,1.68990877507948e-10,5.8301852740242e-09,-0.592650915088365,0.000435590744031241,0.0483652368931564,CD36,0.228255319331112,0.102088419969093,FALSE,FALSE,FALSE
Stk11,Endothelial,kidney,1112,1763,-0.562385758814996,0.144,0.244,2.7372879251501e-10,6.29576222784522e-09,-0.619033591556107,0.000653533853711868,0.0611413166669718,STK11,0.354251480632152,0.0153103974501462,TRUE,FALSE,FALSE
Tbc1d1,Endothelial,kidney,1112,1763,-0.422949132146911,0.226,0.327,1.27888429608096e-07,2.20607541073966e-06,-0.263074636936126,0.192176655580947,0.713221248865115,TBC1D1,0.0427897471858399,0.548382850593194,FALSE,FALSE,FALSE
Insr,Endothelial,kidney,1112,1763,-0.261382278771126,0.159,0.227,7.99089398575655e-05,0.0011027433700344,-0.350839105397243,0.139526263610226,0.661518023107068,INSR,0.169374111461339,0.175103061199346,FALSE,FALSE,FALSE
Pfkl,Endothelial,kidney,1112,1763,-0.267560840611492,0.107,0.155,0.000531977320187383,0.00525138473487241,-0.311702217159989,0.163230622903523,0.684483959402577,PFKL,0.412788409607824,0.00375888054431156,TRUE,FALSE,FALSE
Akt1s1,Endothelial,kidney,1112,1763,-0.310362832671113,0.084,0.128,0.000532749176001549,0.00525138473487241,-0.397360641787537,0.0557706722507727,0.505643191716439,AKT1S1,,,FALSE,FALSE,FALSE
Lepr,Endothelial,kidney,1112,1763,-0.119591775151653,0.065,0.103,0.000889575427085328,0.00767258805861095,-0.323716925078923,0.111778651562851,0.626764978173777,LEPR,,,FALSE,FALSE,FALSE
Foxo1,Endothelial,kidney,1112,1763,-0.0236823908254719,0.265,0.345,0.00157362488463734,0.0120644574488863,-0.329334677874293,0.031665898980041,0.433659450793196,FOXO1,-0.105403033427432,0.24841547187657,FALSE,FALSE,FALSE
Creb3,Endothelial,kidney,1112,1763,-0.198495199954128,0.106,0.147,0.00265276361299532,0.0183040689296677,-0.224615300894745,0.277904362076277,0.770253933204562,CREB3,0.303800603180914,0.00138677189848469,TRUE,FALSE,FALSE
Prkag1,Endothelial,kidney,1112,1763,-0.287970227393931,0.118,0.159,0.0032812000458504,0.0205820730148798,-0.269404971720824,0.169196361317279,0.690380277551663,PRKAG1,-0.0911617220470691,0.322923558463888,FALSE,FALSE,FALSE
Rps6kb1,Endothelial,kidney,1112,1763,-0.0861307544356148,0.125,0.17,0.00427746130291286,0.024595402491749,-0.228021822594533,0.18475250978211,0.706630733290338,RPS6KB1,-0.0150524871094566,0.834304342285709,FALSE,FALSE,FALSE
Crtc2,Endothelial,kidney,1112,1763,-0.215013795304742,0.055,0.083,0.00543896007945401,0.0273473446860006,-0.386973858947123,0.177297539260035,0.700499873680359,CRTC2,,,FALSE,FALSE,FALSE
Ppp2r2a,Endothelial,kidney,1112,1763,-0.01991999467653,0.171,0.223,0.00554873660295663,0.0273473446860006,-0.116601058230226,0.46731760634019,0.861532657285879,PPP2R2A,-0.108782601530249,0.158420652705628,FALSE,FALSE,FALSE
Lipe,Endothelial,kidney,1112,1763,-0.439248507636124,0.064,0.091,0.00823245559663274,0.0378692957445106,-0.311426874506911,0.248985215015246,0.755426192105465,LIPE,0.0340270585471342,0.616554915631368,FALSE,FALSE,FALSE
Rheb,Endothelial,kidney,1112,1763,-0.00675900249633221,0.348,0.436,0.0102993250876695,0.0444158394405746,-0.124472300130668,0.34562504221482,0.813898588506154,RHEB,0.000762141165105317,0.994533538297037,FALSE,FALSE,FALSE
Akt3,Endothelial,kidney,1112,1763,-0.123093215259896,0.104,0.138,0.0123448252228768,0.0501054670810883,-0.129151322962326,0.539761114817068,0.893536656822308,AKT3,-0.238769261788149,0.072397760239147,FALSE,FALSE,FALSE
Ppp2cb,Endothelial,kidney,1112,1763,-0.190880865854117,0.097,0.126,0.0228252085345324,0.0873399237421502,-0.116504050111798,0.535464954870761,0.890475603314821,PPP2CB,-0.154344495591139,0.139208474399713,FALSE,FALSE,FALSE
Pparg,Endothelial,kidney,1112,1763,-0.240747905341332,0.037,0.056,0.0240501239289979,0.0873399237421502,-0.442572435353494,0.114193854083351,0.627646977604593,PPARG,0.14873252430513,0.210592958883288,FALSE,FALSE,FALSE
Sirt1,Endothelial,kidney,1112,1763,-0.200855820597821,0.074,0.099,0.02547473231563,0.0878878264889235,-0.256589181672719,0.264803058475129,0.765838384444021,SIRT1,-0.389065828328134,0.0044363570263749,TRUE,FALSE,FALSE
Rab2a,Endothelial,kidney,1112,1763,0.292655520411776,0.541,0.558,0.027165139975701,0.0892568884915891,0.122223911745712,0.362982227433219,0.827020420477867,RAB2A,0.120861387341921,0.355798580095796,FALSE,FALSE,FALSE
Cab39l,Endothelial,kidney,1112,1763,-0.0147437012954432,0.079,0.105,0.0308450733900889,0.0967413665416425,-0.242222285515671,0.23635102353733,0.746392830544344,CAB39L,0.0137396623132676,0.857025750656643,FALSE,FALSE,FALSE
Ppp2r3c,Endothelial,kidney,1112,1763,-0.303871239510467,0.04,0.058,0.0358541355998556,0.107128266871687,-0.371449976572402,0.181144378981691,0.70389583386779,PPP2R3C,-0.151989920023,0.276422292168939,FALSE,FALSE,FALSE
Ppp2ca,Endothelial,kidney,1112,1763,-0.0220237428343631,0.279,0.342,0.0372620058684129,0.107128266871687,0.0359142909659475,0.821559977754477,0.966855386637903,PPP2CA,,,FALSE,FALSE,FALSE
Ppp2r3d,Endothelial,kidney,1112,1763,-0.175898293572657,0.04,0.058,0.0398213920507713,0.109515762519262,-0.311168838740117,0.256897070695243,0.762853792858233,PPP2R3B,0.276953635505095,0.00063525508853722,TRUE,FALSE,FALSE
Mlycd,Endothelial,kidney,1112,1763,-0.203842970499752,0.039,0.056,0.041266809065229,0.109515762519262,-0.230180678196698,0.414153249116452,0.844749119891137,MLYCD,0.272131424826275,0.0291126278511173,TRUE,FALSE,FALSE
Ppp2r5d,Endothelial,kidney,1112,1763,-0.0966540346122318,0.058,0.078,0.0530864788158471,0.13566544586272,-0.221319972330846,0.415345312890094,0.844749119891137,PPP2R5D,0.0418634535766595,0.545552937261772,FALSE,FALSE,FALSE
Pdpk1,Endothelial,kidney,1112,1763,0.0124792147986876,0.118,0.147,0.0559708471164002,0.137928158965415,0.000326565802704055,0.999135402645785,0.999890036635698,PDPK1,0.153466221786299,0.018028233353959,TRUE,FALSE,FALSE
Elavl1,Endothelial,kidney,1112,1763,0.000554137108323194,0.142,0.174,0.0590992877310729,0.140615546670484,-0.0711084412808785,0.682326889420124,0.935951929141139,ELAVL1,0.00629859637126631,0.929732702059394,FALSE,FALSE,FALSE
Prkab1,Endothelial,kidney,1112,1763,0.0524414169516014,0.113,0.139,0.0816724105039883,0.187846544159173,-0.0287174612886196,0.891517713288411,0.981285630303338,PRKAB1,0.0903291141903828,0.333050873638677,FALSE,FALSE,FALSE
Pfkp,Endothelial,kidney,1112,1763,-0.132784118000608,0.06,0.076,0.0912428318331193,0.199395697605435,-0.120533552421183,0.621213097301561,0.915740585543292,PFKP,0.201971206322531,0.00645525341532389,TRUE,FALSE,FALSE
Igf1r,Endothelial,kidney,1112,1763,-0.0948996249420333,0.128,0.153,0.09305484749308,0.199395697605435,-0.0580863111551967,0.765461910726372,0.952792221130778,IGF1R,-0.148765271716842,0.133449327413096,FALSE,FALSE,FALSE
Eif4ebp1,Endothelial,kidney,1112,1763,0.684765491896939,0.071,0.057,0.0953631597243384,0.199395697605435,0.37204010316451,0.14775309345028,0.672937421283854,EIF4EBP1,0.0754219943218205,0.37388212514371,FALSE,FALSE,FALSE
Cab39,Endothelial,kidney,1112,1763,0.0508925071062279,0.203,0.239,0.12173577056372,0.240083546118999,0.0165900639123503,0.916653905029713,0.986306840968746,CAB39,0.0995298512419271,0.262092054253262,FALSE,FALSE,FALSE
Ppp2r1a,Endothelial,kidney,1112,1763,-0.0384806957717538,0.182,0.21,0.124059164652106,0.240083546118999,-0.0602636535672607,0.708190160342744,0.941715231136767,PPP2R1A,0.348763030574157,0.00116430586290843,TRUE,FALSE,FALSE
Adipor1,Endothelial,kidney,1112,1763,0.00889294266212226,0.266,0.315,0.125260980583825,0.240083546118999,-0.127187754707104,0.382395373892958,0.834082103074756,ADIPOR1,0.0985079852008817,0.299828895869015,FALSE,FALSE,FALSE
Ppp2r5c,Endothelial,kidney,1112,1763,0.41930244795443,0.262,0.256,0.145775854257896,0.271852268751212,0.211548208500385,0.186549484157115,0.70923094793145,PPP2R5C,-0.214695257186268,0.0541914902763123,FALSE,FALSE,FALSE
Adipor2,Endothelial,kidney,1112,1763,0.553818950491595,0.115,0.102,0.1549759821968,0.281400636406443,0.506585745652857,0.0168718747421077,0.34544511751225,ADIPOR2,0.0715962771728451,0.531210570140672,FALSE,FALSE,FALSE
Creb3l2,Endothelial,kidney,1112,1763,0.133732370860668,0.139,0.165,0.159052533621033,0.281400636406443,-0.00820675738752805,0.960475676411235,0.993915633324773,CREB3L2,0.109043372225875,0.405380258924797,FALSE,FALSE,FALSE
Camkk2,Endothelial,kidney,1112,1763,0.521739195040384,0.113,0.102,0.22870041704927,0.394508219409991,0.312045262342346,0.192551540381353,0.713221248865115,CAMKK2,0.506110584900416,0.00844909260690126,TRUE,FALSE,FALSE
Map3k7,Endothelial,kidney,1112,1763,0.399395843266805,0.092,0.081,0.246799079285063,0.415344791967545,0.3930792442046,0.110615746295887,0.625586004203873,MAP3K7,-0.0337117987684358,0.660626089455411,FALSE,FALSE,FALSE
Foxo3,Endothelial,kidney,1112,1763,0.0337988776423441,0.054,0.066,0.253347229486627,0.416213305585173,-0.0487712322837924,0.863279002872439,0.977357811621918,FOXO3,-0.258505148092882,0.0236771002828433,TRUE,FALSE,FALSE
Ppp2r3a,Endothelial,kidney,1112,1763,0.131260885840703,0.067,0.079,0.285569197620059,0.448727883653331,0.0121949999507158,0.956827413829743,0.993703232619101,PPP2R3A,-0.0812689650985154,0.428087382487469,FALSE,FALSE,FALSE
Tsc1,Endothelial,kidney,1112,1763,0.560772202678456,0.06,0.052,0.286145317112269,0.448727883653331,0.357322319012352,0.267532977246662,0.765838384444021,TSC1,-0.202386421851348,0.034493511696181,TRUE,FALSE,FALSE
Pik3r1,Endothelial,kidney,1112,1763,0.293365819881107,0.164,0.155,0.314215542694762,0.474351377332663,0.313777978370644,0.0805632045778807,0.56932139026124,PIK3R1,-0.146984642979826,0.44195620227449,FALSE,FALSE,FALSE
Ppp2r5a,Endothelial,kidney,1112,1763,0.13861428601714,0.277,0.314,0.316234251555109,0.474351377332663,0.0664860418417318,0.663761585822138,0.932199885335434,PPP2R5A,-0.262441936043039,0.00882731769154429,TRUE,FALSE,FALSE
Rab14,Endothelial,kidney,1112,1763,0.0241640195826152,0.526,0.605,0.334501703233223,0.491076968576434,-0.0917312201369437,0.47313266484824,0.865714236825296,RAB14,-0.0725879174061108,0.493282542838044,FALSE,FALSE,FALSE
Pck2,Endothelial,kidney,1112,1763,0.113355798623694,0.088,0.102,0.345685320307035,0.496922647941363,0.0136789452088125,0.946077997465346,0.99207161407474,PCK2,0.0144772473306067,0.912081693834765,FALSE,FALSE,FALSE
Ppp2r5e,Endothelial,kidney,1112,1763,0.433698254128435,0.152,0.147,0.366108391428431,0.509946356701199,0.37736740219132,0.0377360469726779,0.455731556864046,PPP2R5E,-0.0251597625886988,0.835509017894403,FALSE,FALSE,FALSE
G6pc3,Endothelial,kidney,1112,1763,0.517776723181416,0.053,0.046,0.369526345435651,0.509946356701199,0.42493701963619,0.142459369016947,0.665703310793572,G6PC3,0.0114334505189842,0.862668473837378,FALSE,FALSE,FALSE
Creb1,Endothelial,kidney,1112,1763,0.105641913686031,0.158,0.174,0.439278612807673,0.594318123210381,0.110448794506144,0.576944036120123,0.902304293688494,CREB1,-0.0788628754166012,0.27343317375151,FALSE,FALSE,FALSE
Akt1,Endothelial,kidney,1112,1763,0.287728248431337,0.222,0.225,0.526206255661992,0.678028705633667,0.246475423037579,0.135084051515314,0.654258265172083,AKT1,0.387089573539082,0.00343401055010987,TRUE,FALSE,FALSE
