pathway,n_measured,n_pheno,n_intersect,pheno_frac,pheno_p,name,ora_p,ora_padj,ora_count,gsea_NES,gsea_p,gsea_padj,fry_dir,fry_p,fry_padj,fry_mixed_p,n_DE,n_DE_FDR,de_frac,coherence,mean_absLFC,degree,n_edges,n_coherent,n_coherent_FDR,n_coherent_pheno
hsa00785,15,0,0,0,1,Lipoic acid metabolism,,,,-0.641567186801962,0.932457786116323,0.964336684786966,Up,0.948033383358962,0.976272675629229,0.24044352718433,3,0,0.2,0.666666666666667,0.161057456950185,0,0,0,0,0
hsa00790,23,1,0,0.0434782608695652,0.704817921023751,Folate biosynthesis,,,,0.522475131622026,0.987654320987654,0.996195719156978,Up,0.560916636060125,0.754121255147502,0.194485132866779,4,0,0.173913043478261,0.5,0.120069842218086,0,0,0,0,0
hsa00830,36,1,0,0.0277777777777778,0.852050986037723,Retinol metabolism,,,,-0.859229416265944,0.69140625,0.820197610294118,Down,0.286709398435409,0.609713113591552,0.00182932719868911,10,0,0.277777777777778,0.5,0.185060127837225,0,0,0,0,0
hsa00860,26,5,0,0.192307692307692,0.00961296214086455,Porphyrin metabolism,,,,1.34224283441068,0.0959183673469388,0.357111459968603,Up,0.0562320634597097,0.35810945676973,0.00985686919347422,5,0,0.192307692307692,1,0.140433649447142,0,0,0,0,0
hsa00900,19,3,0,0.157894736842105,0.0716776018163979,Terpenoid backbone biosynthesis,,,,1.35781396420162,0.116525423728814,0.391654896421846,Up,0.136065393768937,0.531093956323917,0.0539727537236351,7,0,0.368421052631579,0.714285714285714,0.210171217123875,0,0,0,0,0
hsa00910,15,3,0,0.2,0.0391516783093208,Nitrogen metabolism,,,,-1.65785368367457,0.0156195802022659,0.116362568964421,Down,0.00105944075380868,0.0854615541405666,0.0450876105989921,4,1,0.266666666666667,1,0.175374424285264,0,0,0,0,0
hsa00970,34,2,0,0.0588235294117647,0.530056584925728,Aminoacyl-tRNA biosynthesis,,,,1.07815638723456,0.329268292682927,0.632404181184669,Up,0.205057844027164,0.590423448593286,0.00105352241216272,10,0,0.294117647058824,0.8,0.13853933534468,0,0,0,0,0
hsa00980,43,2,0,0.0465116279069768,0.658503818102576,Metabolism of xenobiotics by cytochrome P450,,,,-0.94719717134841,0.530097087378641,0.726726726726727,Down,0.288100546994843,0.609713113591552,0.0132992693189292,8,0,0.186046511627907,0.75,0.170105553047762,0,0,0,0,0
hsa00982,42,1,0,0.0238095238095238,0.892465569074691,Drug metabolism - cytochrome P450,,,,-1.46676404478943,0.0544747081712062,0.280486795264509,Down,0.0786959741111604,0.423209460775574,0.00124521992580087,11,1,0.261904761904762,0.818181818181818,0.225556347819412,0,0,0,0,0
hsa00983,46,1,0,0.0217391304347826,0.913077658445556,Drug metabolism - other enzymes,,,,-0.796479058789642,0.818007662835249,0.891702046874461,Down,0.537437874388153,0.738411232592385,0.0217027017058457,11,0,0.239130434782609,0.636363636363636,0.169716707695664,0,0,0,0,0
hsa02010,35,3,0,0.0857142857142857,0.269618500637233,ABC transporters,,,,1.34748288462142,0.0835030549898167,0.346253902185224,Up,0.067659526342412,0.380781520345667,3.45602185947356e-05,13,3,0.371428571428571,0.615384615384615,0.167913342398187,0,0,0,0,0
hsa03008,55,1,0,0.0181818181818182,0.946163268073316,Ribosome biogenesis in eukaryotes,,,,-0.808728687601478,0.824242424242424,0.89265873015873,Down,0.66657303347655,0.823013643374108,0.00362919662921432,13,0,0.236363636363636,0.538461538461538,0.139222977304555,0,0,0,0,0
hsa03010,128,2,0,0.015625,0.991227455025154,Ribosome,,,,-1.0994423406477,0.232464929859719,0.556995178475764,Down,0.663583252942444,0.823013643374108,0.0241889503900591,32,0,0.25,0.5,0.151617527051848,0,0,0,0,0
hsa03013,89,0,0,0,1,Nucleocytoplasmic transport,,,,-1.46586588927033,0.0166546981020928,0.118542262961955,Down,0.211183664684799,0.590423448593286,0.000707826346007149,34,0,0.382022471910112,0.588235294117647,0.153801201338308,0,0,0,0,0
hsa03015,74,3,0,0.0405405405405405,0.742888613103442,mRNA surveillance pathway,,,,-0.981818496175088,0.491869918699187,0.726726726726727,Down,0.377065742037456,0.670955217449003,0.00182606203052509,24,0,0.324324324324324,0.5,0.152259948616966,0,0,0,0,0
hsa03018,56,1,0,0.0178571428571429,0.948955170425476,RNA degradation,,,,0.974450159014199,0.495967741935484,0.726726726726727,Up,0.939207627692783,0.972252030586329,0.00527307384428235,18,0,0.321428571428571,0.555555555555556,0.159799674383003,0,0,0,0,0
hsa03020,26,0,0,0,1,RNA polymerase,,,,0.720829344390112,0.881632653061225,0.932855221873599,Up,0.421269821858398,0.676405648355752,0.0547955971466228,4,0,0.153846153846154,0.5,0.115072918932142,0,0,0,0,0
hsa03022,35,0,0,0,1,Basal transcription factors,,,,-1.12608434122642,0.26027397260274,0.583206494165398,Down,0.177079112097389,0.574795614186465,0.00401957925462447,8,0,0.228571428571429,0.75,0.113207943405414,0,0,0,0,0
hsa03030,34,1,0,0.0294117647058824,0.835455126277925,DNA replication,,,,-0.927965725952502,0.582352941176471,0.75363321799308,Up,0.386119955503193,0.676405648355752,0.0017651672204107,13,0,0.382352941176471,0.538461538461538,0.157517567588359,0,0,0,0,0
hsa03040,113,4,0,0.0353982300884956,0.841759207824122,Spliceosome,,,,-1.10077801443692,0.250485436893204,0.571862978567503,Down,0.691301843529876,0.840678623790101,0.00303036947428144,40,0,0.353982300884956,0.5,0.155585759966966,0,0,0,0,0
hsa03050,43,0,0,0,1,Proteasome,,,,1.33257019340329,0.0759753593429158,0.346253902185224,Up,0.539848107156154,0.738411232592385,0.0328787563218823,15,0,0.348837209302326,0.666666666666667,0.167853887018539,0,0,0,0,0
hsa03060,25,0,0,0,1,Protein export,,,,0.971263303442826,0.506122448979592,0.726726726726727,Down,0.918325870509422,0.966238524622957,0.00340777577802896,11,1,0.44,0.545454545454545,0.209350970080041,0,0,0,0,0
hsa03082,86,4,0,0.0465116279069768,0.654825153884966,ATP-dependent chromatin remodeling,,,,1.28322275982297,0.078740157480315,0.346253902185224,Up,0.0617929001482531,0.364728825265299,0.00132917044918698,23,2,0.267441860465116,0.652173913043478,0.136752156895173,0,0,0,0,0
hsa03083,64,2,0,0.03125,0.849906017639941,Polycomb repressive complex,,,,-0.930994227106236,0.593877551020408,0.764459400781589,Down,0.511019453563256,0.723197121417005,0.00162481422849379,18,0,0.28125,0.555555555555556,0.126297070700958,0,0,0,0,0
hsa03250,54,4,0,0.0740740740740741,0.303822601138616,Viral life cycle - HIV-1,,,,-0.933203113958273,0.574338085539715,0.750122918403557,Up,0.804811955438922,0.913031996850671,0.00410309354271231,20,0,0.37037037037037,0.55,0.181647883438365,0,0,0,0,0
hsa03272,36,1,0,0.0277777777777778,0.852050986037723,Virion - Hepatitis viruses,,,,1.65115371298804,0.00984573365943305,0.0992778143992832,Up,0.0454561130703069,0.323540569500419,0.00453954893829626,14,0,0.388888888888889,0.785714285714286,0.164952025106226,0,0,0,0,0
hsa03320,64,21,0,0.328125,3.38660801104068e-12,PPAR signaling pathway,,,,2.06460490802981,2.28621073629762e-05,0.00553262998184025,Up,0.00744225025941468,0.172369962309698,0.000852508078115121,19,0,0.296875,0.842105263157895,0.177300468901468,0,0,0,0,0
hsa03410,40,3,0,0.075,0.341277081528538,Base excision repair,,,,-0.923639797224027,0.604330708661417,0.765696499979387,Down,0.925657107860869,0.969736017759006,0.00609731229255278,11,0,0.275,0.636363636363636,0.138521525143531,0,0,0,0,0
hsa03420,52,2,0,0.0384615384615385,0.757264321912856,Nucleotide excision repair,,,,-0.71046563715431,0.93812375249501,0.966067864271457,Up,0.817030872175524,0.913031996850671,0.0176775609489796,13,0,0.25,0.538461538461538,0.14029991190298,0,0,0,0,0
hsa03430,22,1,0,0.0454545454545455,0.688719922011456,Mismatch repair,,,,-0.8101732615752,0.766409266409267,0.866687114350666,Down,0.811967726648498,0.913031996850671,0.0126395732198483,8,0,0.363636363636364,0.5,0.157533149296237,0,0,0,0,0
hsa03440,36,2,0,0.0555555555555556,0.561250591777387,Homologous recombination,,,,0.916744227540415,0.622448979591837,0.772940534642662,Up,0.905223524293899,0.965040056736227,0.000472074747202601,12,0,0.333333333333333,0.583333333333333,0.135304405776836,0,0,0,0,0
hsa03460,38,2,0,0.0526315789473684,0.590935063813233,Fanconi anemia pathway,,,,-0.938310399343679,0.552734375,0.734954498626374,Down,0.629832099312052,0.815076834403832,0.00059725399886916,11,0,0.289473684210526,0.545454545454545,0.153732514766546,0,0,0,0,0
hsa04012,76,38,0,0.5,4.42047825707182e-29,ErbB signaling pathway,,,,1.07687999759435,0.316306483300589,0.620612903225806,Up,0.240708561521667,0.596590898170879,0.000223629374500348,29,1,0.381578947368421,0.517241379310345,0.164492149457129,0,0,0,0,0
hsa04020,222,32,0,0.144144144144144,1.21313776797053e-07,Calcium signaling pathway,,,,-0.927869246118039,0.670611439842209,0.807402828068729,Down,0.90490358350249,0.965040056736227,0.00368196078988666,53,0,0.238738738738739,0.528301886792453,0.129860869596647,0,0,0,0,0
hsa04024,194,54,0,0.278350515463918,1.71163185469535e-25,cAMP signaling pathway,,,,-1.26671408011949,0.0578842315369262,0.291833000665336,Down,0.241579425951136,0.596590898170879,0.000408830934494049,56,1,0.288659793814433,0.589285714285714,0.139723398460993,0,0,0,0,0
hsa04060,238,25,0,0.105042016806723,0.000576198778917297,Cytokine-cytokine receptor interaction,,,,1.07593713040654,0.293172690763052,0.604273709483794,Up,0.368099757452717,0.664777173907145,0.00242108530838547,49,1,0.205882352941176,0.673469387755102,0.128078664924145,0,0,0,0,0
hsa04061,84,6,0,0.0714285714285714,0.265904026362262,Viral protein interaction with cytokine and cytokine receptor,,,,1.20195176719422,0.126482213438735,0.413631022326674,Up,0.263556717849929,0.609713113591552,0.00640369523095125,16,0,0.19047619047619,0.75,0.135534610198479,0,0,0,0,0
hsa04062,164,48,0,0.292682926829268,8.13342155038489e-24,Chemokine signaling pathway,,,,1.15778565399924,0.167652859960552,0.488819182053658,Up,0.164931299825959,0.557844086696926,0.000373178567340709,41,2,0.25,0.585365853658537,0.137486990359185,0,0,0,0,0
hsa04064,91,21,0,0.230769230769231,4.8798794458779e-09,NF-kappa B signaling pathway,,,,1.67601127016969,0.00269313879046781,0.0434493058195473,Up,0.015249736853295,0.205024239916522,0.000554867821129494,26,1,0.285714285714286,0.846153846153846,0.144710688538069,0,7,5,0,2
hsa04070,85,21,0,0.247058823529412,1.28582845090774e-09,Phosphatidylinositol signaling system,,,,1.05599645771753,0.33201581027668,0.632660047928792,Down,0.837617694518395,0.925586676134482,9.50450802322157e-05,33,3,0.388235294117647,0.515151515151515,0.162030310661194,0,0,0,0,0
hsa04071,106,40,0,0.377358490566038,1.00633636922859e-24,Sphingolipid signaling pathway,,,,1.6877238726671,0.000733427501191854,0.0295815758814048,Up,0.0259593751115034,0.244479110514563,0.000247119353514563,43,0,0.405660377358491,0.651162790697675,0.17245599868,0,67,33,0,26
hsa04072,131,38,0,0.290076335877863,6.17962905459025e-19,Phospholipase D signaling pathway,,,,1.47175774185862,0.00936117424388766,0.0984958333487311,Up,0.0584918982839378,0.360852280642076,0.000144160306061547,46,1,0.351145038167939,0.586956521739131,0.157231288386054,0,0,0,0,0
hsa04080,300,23,0,0.0766666666666667,0.0375774013046858,Neuroactive ligand-receptor interaction,,,,0.70453267008768,0.992079207920792,0.996195719156978,Up,0.996482321772172,0.996482321772172,0.00427770731884448,61,0,0.203333333333333,0.524590163934426,0.109432108473306,0,0,0,0,0
hsa04082,174,15,0,0.0862068965517242,0.0355970304496128,Neuroactive ligand signaling,,,,-0.846993018905343,0.859649122807018,0.92050923769601,Down,0.940111467591739,0.972252030586329,0.00489010569831286,37,0,0.21264367816092,0.513513513513514,0.113248898599734,0,0,0,0,0
hsa04120,119,8,0,0.0672268907563025,0.271980471920158,Ubiquitin mediated proteolysis,,,,-1.13372375616637,0.202357563850688,0.532288374476809,Down,0.419803480637574,0.676405648355752,0.00222628237215661,41,0,0.34453781512605,0.536585365853659,0.148181342393713,0,0,0,0,0
hsa04130,28,2,0,0.0714285714285714,0.427895758682356,SNARE interactions in vesicular transport,,,,0.942070909754937,0.536290322580645,0.726726726726727,Up,0.822483369063828,0.913031996850671,0.00122847623318002,12,2,0.428571428571429,0.5,0.180048763705189,0,0,0,0,0
hsa04136,26,1,0,0.0384615384615385,0.748293706429537,Autophagy - other,,,,1.23570606928031,0.16734693877551,0.488819182053658,Up,0.153660266021234,0.538924411262879,0.000265268450665392,8,0,0.307692307692308,0.75,0.138835568678484,0,0,0,0,0
hsa04137,81,13,0,0.160493827160494,0.000238925984959087,Mitophagy - animal,,,,1.2529056147124,0.0944881889763779,0.357111459968603,Up,0.316943773095192,0.620562094850125,0.00123009099119191,29,1,0.358024691358025,0.586206896551724,0.162782289928165,0,0,0,0,0
hsa04141,139,10,0,0.0719424460431655,0.181319470557556,Protein processing in endoplasmic reticulum,,,,1.73108446111736,0.00031811375060345,0.0256611758820117,Up,0.0983129943176099,0.476792047391254,0.00135863952493689,48,2,0.345323741007194,0.645833333333333,0.17429763877658,0,5,3,0,1
hsa04142,191,9,0,0.0471204188481675,0.658587137860438,Lysosome biogenesis,,,,1.4985164804881,0.00122313673755359,0.0363675621385729,Up,0.10655435489892,0.48166623777516,0.00167263883170551,60,1,0.31413612565445,0.683333333333333,0.161677643706306,0,0,0,0,0
hsa04144,199,17,0,0.085427135678392,0.0285618480059458,Endocytosis,,,,1.33074899291577,0.0137973263288805,0.11513630936514,Up,0.211808794385331,0.590423448593286,0.00121207079529982,61,2,0.306532663316583,0.59016393442623,0.158536715911006,0,0,0,0,0
hsa04145,198,22,0,0.111111111111111,0.000568529090813128,Phagocytosis,,,,1.40147796667592,0.00654709908371031,0.0792198989128948,Up,0.181441700323368,0.574795614186465,0.00189209800122834,50,1,0.252525252525253,0.68,0.149846720438447,0,0,0,0,0
hsa04146,69,2,0,0.0289855072463768,0.877990288861698,Peroxisome,,,,1.15107920368869,0.191699604743083,0.527173913043478,Up,0.400741795770617,0.676405648355752,0.00979067687597863,22,0,0.318840579710145,0.590909090909091,0.156323926424675,0,0,0,0,0
hsa04148,129,31,0,0.24031007751938,3.23571001322777e-13,Efferocytosis,,,,1.23966901869922,0.0843373493975904,0.346253902185224,Up,0.108600639189119,0.48166623777516,0.000119416106486543,37,2,0.286821705426357,0.540540540540541,0.160262647694342,0,0,0,0,0
hsa04156,42,12,0,0.285714285714286,8.53767387079226e-07,Integrated stress response (ISR) signaling pathway,,,,1.72378556929022,0.00528248843295927,0.0696865563129711,Up,0.0237803214622465,0.244479110514563,0.00269985055723964,9,1,0.214285714285714,0.777777777777778,0.143279193829825,0,0,0,0,0
hsa04210,129,37,0,0.286821705426357,2.75500445463233e-18,Apoptosis,,,,1.71779812434093,0.000664824274768371,0.0295815758814048,Up,0.012501228550961,0.189081081833285,0.0011530704350585,36,1,0.27906976744186,0.805555555555556,0.13250571619347,0,36,18,0,14
hsa04215,29,7,0,0.241379310344828,0.000544046391284651,Apoptosis - multiple species,,,,1.71946235499455,0.00547125855349773,0.0696865563129711,Up,0.00513624588362392,0.167021725858931,0.00193417803176319,10,0,0.344827586206897,0.8,0.14403563491593,0,0,0,0,0
hsa04216,34,5,0,0.147058823529412,0.0290240681333095,Ferroptosis,,,,1.13611191971578,0.260162601626016,0.583206494165398,Up,0.401527835205806,0.676405648355752,0.00196749378794497,11,0,0.323529411764706,0.636363636363636,0.176898513425747,0,0,0,0,0
hsa04217,124,24,0,0.193548387096774,1.63623632077115e-08,Necroptosis,,,,1.67050098443582,0.000968071315835319,0.0334676083474496,Up,0.0110072868963224,0.177584228594001,0.000569758946038007,42,1,0.338709677419355,0.714285714285714,0.144702407329967,0,14,8,0,4
hsa04260,71,4,0,0.0563380281690141,0.502625452219248,Cardiac muscle contraction,,,,-1.19725734602721,0.14867617107943,0.458006636352464,Down,0.150411217365669,0.538461219455219,0.00811962648195855,15,0,0.211267605633803,0.733333333333333,0.122125495405611,0,0,0,0,0
hsa04261,133,36,0,0.270676691729323,6.30917848798497e-17,Adrenergic signaling in cardiomyocytes,,,,-1.12172321829689,0.187007874015748,0.520182821974839,Down,0.433391422547596,0.676405648355752,0.000307661367387609,34,0,0.255639097744361,0.588235294117647,0.134765428459147,0,0,0,0,0
hsa04270,113,30,0,0.265486725663717,4.53836426844658e-14,Vascular smooth muscle contraction,,,,0.833202626537145,0.845995893223819,0.909915582934063,Up,0.646135193206642,0.818486893254717,0.0177036789680682,24,0,0.212389380530973,0.583333333333333,0.139462273595461,0,0,0,0,0
hsa04330,49,2,0,0.0408163265306122,0.727442909706308,Notch signaling pathway,,,,0.894842990318874,0.66869918699187,0.807402828068729,Up,0.395677149423172,0.676405648355752,0.00415042888917298,11,0,0.224489795918367,0.545454545454545,0.134912648125242,0,0,0,0,0
hsa04350,96,21,0,0.21875,1.35466730129582e-08,TGF-beta signaling pathway,,,,1.11164361389436,0.247126436781609,0.569567597153804,Up,0.430729958375016,0.676405648355752,0.00104940376038916,26,0,0.270833333333333,0.615384615384615,0.15275488936331,0,0,0,0,0
hsa04360,153,24,0,0.156862745098039,9.9381730104174e-07,Axon guidance,,,,-0.970020218184067,0.532289628180039,0.726726726726727,Up,0.543128923146465,0.738411232592385,0.000205954533363709,50,1,0.326797385620915,0.52,0.147750779129574,0,0,0,0,0
hsa04370,50,29,0,0.58,6.01661027587806e-25,VEGF signaling pathway,,,,1.49079060133106,0.0188685033457538,0.128921858075966,Up,0.0163069801227018,0.206168520748775,0.000737491032689585,17,0,0.34,0.647058823529412,0.169628731521369,0,0,0,0,0
hsa04380,120,47,0,0.391666666666667,9.97883185854948e-30,Osteoclast differentiation,,,,1.34076537549172,0.0360655486241156,0.202973552721767,Up,0.148762161469757,0.538461219455219,0.000977643934816038,32,1,0.266666666666667,0.71875,0.137405313161424,0,0,0,0,0
hsa04382,142,7,0,0.0492957746478873,0.604332907121071,Cornified envelope formation,,,,1.09847776062425,0.244897959183673,0.569567597153804,Up,0.217778776997647,0.592162517229556,0.00131482885397152,38,0,0.267605633802817,0.631578947368421,0.141840582762404,0,0,0,0,0
hsa04392,20,1,0,0.05,0.653847031449645,Hippo signaling pathway - multiple species,,,,-1.12408126934918,0.308571428571429,0.620612903225806,Down,0.32003376849832,0.620562094850125,7.51789063535633e-05,8,2,0.4,0.625,0.160357955762671,0,0,0,0,0
hsa04512,79,14,0,0.177215189873418,4.54800589845301e-05,ECM-receptor interaction,,,,0.925932418278587,0.597633136094675,0.765223380607996,Up,0.646972769147913,0.818486893254717,0.00311585553442405,17,0,0.215189873417722,0.705882352941177,0.148558964493011,0,0,0,0,0
hsa04514,117,7,0,0.0598290598290598,0.400178856387742,Cell adhesion molecule (CAM) interaction,,,,1.0282494476914,0.382536382536383,0.675721201268647,Up,0.431921440001142,0.676405648355752,0.00440100951501417,28,0,0.239316239316239,0.571428571428571,0.15755413003027,0,0,0,0,0
hsa04517,251,41,0,0.163346613545817,3.91822531106875e-11,IgSF CAM signaling,,,,-0.89181705086621,0.793456032719837,0.876787031589956,Up,0.88905562443804,0.956228716062248,0.00108384235130591,63,1,0.250996015936255,0.53968253968254,0.145160190669105,0,0,0,0,0
hsa04519,287,30,0,0.104529616724739,0.00018398085955289,Cadherin signaling,,,,1.00138503707307,0.45956607495069,0.717696988290638,Down,0.912010797147536,0.966238524622957,0.000325404819220393,82,5,0.285714285714286,0.51219512195122,0.150117253012253,0,0,0,0,0
hsa04520,87,18,0,0.206896551724138,3.59693672240411e-07,Adherens junction,,,,-1.36227595763649,0.0455293472788558,0.244846712032958,Down,0.478659392420992,0.710647686907239,0.000829358468278719,26,1,0.298850574712644,0.692307692307692,0.153192683235922,0,0,0,0,0
hsa04540,81,20,0,0.246913580246914,3.22346695835291e-09,Gap junction,,,,-1.00540314713698,0.455465587044535,0.717696988290638,Down,0.418509054575601,0.676405648355752,0.00514153950126248,22,0,0.271604938271605,0.636363636363636,0.142682657343363,0,0,0,0,0
hsa04610,80,5,0,0.0625,0.397158421982449,Complement and coagulation cascades,,,,0.675909167797452,0.983935742971888,0.996195719156978,Up,0.973153123935124,0.985368435114226,0.0627524798802356,14,0,0.175,0.5,0.147106106856203,0,0,0,0,0
hsa04611,109,34,0,0.311926605504587,3.64224483010918e-18,Platelet activation,,,,0.884573390517702,0.735353535353535,0.839412997903564,Up,0.592549300836346,0.776032631413259,0.00891236624018182,28,0,0.256880733944954,0.535714285714286,0.132015738792044,0,0,0,0,0
hsa04612,48,3,0,0.0625,0.453952269260346,Antigen processing and presentation,,,,1.5061196792353,0.0191784582261768,0.128921858075966,Up,0.113596510969197,0.48166623777516,0.000671477197142868,17,2,0.354166666666667,0.705882352941177,0.18007875330186,0,0,0,0,0
hsa04613,150,38,0,0.253333333333333,9.67222978297188e-17,Neutrophil extracellular trap formation,,,,1.71114230882442,0.000208783040521008,0.0252627479030419,Up,0.00467976320261061,0.167021725858931,0.000425162395334067,44,1,0.293333333333333,0.772727272727273,0.139956788735408,0,8,5,0,4
hsa04614,21,3,0,0.142857142857143,0.0912807732603008,Renin-angiotensin system,,,,-0.878739426437795,0.646034816247582,0.793606220974187,Down,0.301773709824104,0.618891845571467,0.0487023825424041,3,0,0.142857142857143,0.666666666666667,0.140129950165055,0,0,0,0,0
hsa04620,93,32,0,0.344086021505376,1.31272080071074e-18,Toll-like receptor signaling pathway,,,,1.42858539875462,0.0215287766054628,0.13919746945879,Up,0.27992963687799,0.609713113591552,0.000337970089636295,31,1,0.333333333333333,0.67741935483871,0.149935306484282,0,0,0,0,0
hsa04621,142,35,0,0.246478873239437,4.04158955491864e-15,NOD-like receptor signaling pathway,,,,1.19636820371663,0.110204081632653,0.384877232142857,Up,0.145953865583235,0.538461219455219,0.000619860876801993,36,1,0.253521126760563,0.638888888888889,0.132111001912207,0,0,0,0,0
hsa04622,61,13,0,0.213114754098361,1.08011870050603e-05,RIG-I-like receptor signaling pathway,,,,0.989014018132663,0.44950495049505,0.717696988290638,Up,0.354774749613214,0.650420374290893,0.000718277514976376,17,1,0.278688524590164,0.588235294117647,0.130604773291535,0,0,0,0,0
hsa04623,64,9,0,0.140625,0.00531998937355458,Cytosolic DNA-sensing pathway,,,,1.0708400522266,0.3125,0.620612903225806,Up,0.327538285089781,0.620562094850125,0.000328684965868846,17,1,0.265625,0.647058823529412,0.136277411362924,0,0,0,0,0
hsa04625,93,40,0,0.43010752688172,2.43112991588674e-27,C-type lectin receptor signaling pathway,,,,1.21536356951486,0.111328125,0.384877232142857,Up,0.157982069102542,0.546166581754501,5.28387575383354e-05,29,1,0.311827956989247,0.620689655172414,0.140801747713575,0,0,0,0,0
hsa04640,88,9,0,0.102272727272727,0.0373632996935005,Hematopoietic cell lineage,,,,1.0222433728223,0.409448818897638,0.705235142810414,Up,0.353062404581453,0.650420374290893,0.00965126024674188,20,0,0.227272727272727,0.65,0.131786253229926,0,0,0,0,0
hsa04650,89,27,0,0.303370786516854,2.36967499081214e-14,Natural killer cell mediated cytotoxicity,,,,1.64227011564413,0.00263177187032899,0.0434493058195473,Up,0.0441931784733037,0.323540569500419,0.000189368037453776,36,1,0.404494382022472,0.666666666666667,0.156599628996406,0,37,22,0,15
hsa04657,83,25,0,0.301204819277108,2.63150704846946e-13,IL-17 signaling pathway,,,,1.333973298441,0.0512820512820513,0.269788182831661,Up,0.00944098046150384,0.172369962309698,5.0226138910865e-05,20,1,0.240963855421687,0.7,0.135690459750594,0,0,0,0,0
hsa04658,81,25,0,0.308641975308642,1.40957009450473e-13,Th1 and Th2 cell differentiation,,,,1.05625717662494,0.358267716535433,0.656342957130359,Up,0.365856194596362,0.664777173907145,0.000586340022850107,21,1,0.259259259259259,0.619047619047619,0.124257025680024,0,0,0,0,0
hsa04659,96,37,0,0.385416666666667,2.45892860329495e-23,Th17 cell differentiation,,,,1.23811651635203,0.0881226053639847,0.346253902185224,Up,0.140996642095492,0.538461219455219,0.000241983245439555,29,1,0.302083333333333,0.620689655172414,0.138435805852746,0,0,0,0,0
hsa04660,111,44,0,0.396396396396396,3.73409100266471e-28,T cell receptor signaling pathway,,,,1.22084197055512,0.110204081632653,0.384877232142857,Up,0.251455667824089,0.596590898170879,0.000367470974956383,34,2,0.306306306306306,0.617647058823529,0.137729614866576,0,0,0,0,0
hsa04662,74,32,0,0.432432432432432,3.43022068403106e-22,B cell receptor signaling pathway,,,,1.70140093068547,0.0016731048425093,0.0368083065352046,Up,0.0331217076832624,0.28626618783391,0.000101576869412842,27,2,0.364864864864865,0.703703703703704,0.161348640619496,0,7,5,0,0
hsa04664,60,32,0,0.533333333333333,7.8759325898026e-26,Fc epsilon RI signaling pathway,,,,1.39584593511162,0.0356310239418973,0.202973552721767,Up,0.165970141496606,0.557844086696926,7.49948399551862e-05,25,1,0.416666666666667,0.6,0.161116939681069,0,0,0,0,0
hsa04666,81,26,0,0.320987654320988,1.58228346743341e-14,Fc gamma R-mediated phagosome formation,,,,1.69843387971535,0.00143817127607446,0.0363675621385729,Up,0.00569670417435082,0.167021725858931,7.09604270683395e-05,31,1,0.382716049382716,0.67741935483871,0.178121192542903,0,20,11,0,9
hsa04668,108,44,0,0.407407407407407,9.32398655671551e-29,TNF signaling pathway,,,,1.33942683435621,0.0393560746936449,0.216458410815047,Up,0.0324408591903932,0.28626618783391,5.03087022179382e-05,33,1,0.305555555555556,0.696969696969697,0.146113859198878,0,0,0,0,0
hsa04670,96,22,0,0.229166666666667,2.41443655688611e-09,Leukocyte transendothelial migration,,,,1.28576491232899,0.0689655172413793,0.327248140635565,Up,0.186258057968248,0.574795614186465,0.000240570495642548,36,2,0.375,0.555555555555556,0.177720622363766,0,0,0,0,0
hsa04672,36,4,0,0.111111111111111,0.112821843262126,Intestinal immune network for IgA production,,,,1.05475049960997,0.36530612244898,0.656342957130359,Up,0.567306860004158,0.754331099565968,0.0716720814288272,9,0,0.25,0.666666666666667,0.115470702293267,0,0,0,0,0
hsa04710,29,10,0,0.344827586206897,1.02473667122951e-06,Circadian rhythm,,,,0.399802659294988,1,1,Down,0.651129496982498,0.818486893254717,0.170894553936176,3,0,0.103448275862069,0.666666666666667,0.115621709419353,0,0,0,0,0
hsa04713,86,18,0,0.209302325581395,2.9942954978645e-07,Circadian entrainment,,,,-0.918040674700972,0.61336032388664,0.769083929432989,Down,0.323347594836647,0.620562094850125,0.00316104569675743,22,0,0.255813953488372,0.545454545454545,0.127094755645001,0,0,0,0,0
hsa04720,61,23,0,0.377049180327869,9.81320366174717e-15,Long-term potentiation,,,,-0.924482969596936,0.601609657947686,0.765696499979387,Down,0.28803734523731,0.609713113591552,0.00184112137811158,19,1,0.311475409836066,0.526315789473684,0.157448568460046,0,0,0,0,0
hsa04721,65,4,0,0.0615384615384615,0.43408753824699,Synaptic vesicle cycle,,,,1.55052125957979,0.0104436857807699,0.101094878357853,Up,0.0409151115300529,0.323540569500419,0.00264169007258939,15,0,0.230769230769231,0.866666666666667,0.137326559715732,0,0,0,0,0
hsa04722,110,51,0,0.463636363636364,1.32021870965318e-36,Neurotrophin signaling pathway,,,,1.36318716540583,0.0287275003675285,0.173801377223548,Up,0.0651913467594627,0.375626331328333,0.000176925258739543,43,1,0.390909090909091,0.558139534883721,0.163603227588027,0,0,0,0,0
hsa04723,121,23,0,0.190082644628099,4.6386181212291e-08,Retrograde endocannabinoid signaling,,,,-0.966647469606459,0.530451866404715,0.726726726726727,Down,0.749283945259235,0.87176305169584,0.0055339918507879,33,0,0.272727272727273,0.606060606060606,0.141673508549948,0,0,0,0,0
