mouse,cell_type,tissue,n_ctl,n_stz,cell_log2FC,pct_STZ,pct_Control,cell_p,cell_BH,pb_logFC,pb_P,pb_FDR,human,human_logFC,human_P,human_DE,cell_concordant,pb_concordant
Prkab1,Cholangiocyte,liver,164,472,0.105030522382231,0.167,0.244,0.0604222231091355,0.0820660045213631,0.270914627864222,0.427328504298174,0.923433700563871,PRKAB1,0.0903291141903828,0.333050873638677,FALSE,FALSE,FALSE
Tsc1,Cholangiocyte,liver,164,472,0.474604542249176,0.093,0.152,0.0623054928992229,0.0833794096151365,0.0184802451932092,0.963413526253274,0.999264033518319,TSC1,-0.202386421851348,0.034493511696181,TRUE,FALSE,FALSE
Ppp2r5c,Cholangiocyte,liver,164,472,0.547861729861836,0.225,0.305,0.0981166353771642,0.128950338293355,0.345128664107444,0.263657660471702,0.891310652444023,PPP2R5C,-0.214695257186268,0.0541914902763123,FALSE,FALSE,FALSE
Tsc2,Cholangiocyte,liver,164,472,0.203611053420134,0.087,0.134,0.0991925679179657,0.128950338293355,0.0587108449013243,0.90123658709749,0.994634820407478,TSC2,0.360866737018733,0.0271776682330935,TRUE,FALSE,FALSE
Rps6kb1,Cholangiocyte,liver,164,472,-0.0525477992093175,0.18,0.244,0.10731870029072,0.137549320090923,0.213860714044833,0.397855980079938,0.914225264635007,RPS6KB1,-0.0150524871094566,0.834304342285709,FALSE,FALSE,FALSE
Igf1r,Cholangiocyte,liver,164,472,0.209466860637226,0.303,0.39,0.124487976932875,0.156893656018538,0.218578287306538,0.481320725755996,0.934342922213267,IGF1R,-0.148765271716842,0.133449327413096,FALSE,FALSE,FALSE
Camkk2,Cholangiocyte,liver,164,472,1.41957598128678,0.074,0.116,0.125859746036849,0.156893656018538,0.517988789041819,0.395202771425035,0.914225264635007,CAMKK2,0.506110584900416,0.00844909260690126,TRUE,FALSE,FALSE
Pik3cb,Cholangiocyte,liver,164,472,0.527890216501732,0.066,0.104,0.136877322601487,0.168322112928856,,,,PIK3CB,-0.0993069744440654,0.160710406845698,FALSE,FALSE,FALSE
Prkaa1,Cholangiocyte,liver,164,472,0.116517883261019,0.081,0.122,0.143877354524033,0.174571190155826,,,,PRKAA1,-0.0832174939496949,0.203035696208847,FALSE,FALSE,FALSE
Tbc1d1,Cholangiocyte,liver,164,472,-0.357324288234683,0.146,0.207,0.178639208598559,0.211131769734912,0.283495690866772,0.379513760690455,0.911460537214554,TBC1D1,0.0427897471858399,0.548382850593194,FALSE,FALSE,FALSE
Strada,Cholangiocyte,liver,164,472,1.47326991206506,0.072,0.043,0.178649959006464,0.211131769734912,,,,STRADA,0.0482638423255332,0.441561159337292,FALSE,FALSE,FALSE
Prkaa2,Cholangiocyte,liver,164,472,0.227008897688788,0.112,0.159,0.184423643394889,0.215160917294037,0.248468535754736,0.553976122166313,0.950439833733912,PRKAA2,0.2883315494399,0.0174833628632484,TRUE,FALSE,FALSE
Eef2,Cholangiocyte,liver,164,472,-0.0446369204584833,0.801,0.976,0.248116090613494,0.285804610706683,-0.05319206348935,0.71830788619233,0.973259375985945,EEF2,0.448462726762021,0.00104406663485494,TRUE,FALSE,FALSE
Stradb,Cholangiocyte,liver,164,472,0.386920487994624,0.068,0.098,0.306970343020704,0.34917876518605,,,,STRADB,,,FALSE,FALSE,FALSE
Rab8a,Cholangiocyte,liver,164,472,0.505970258392833,0.28,0.341,0.396803407785416,0.445791482820653,0.711204420852073,0.00725952417826008,0.391104759772131,RAB8A,,,FALSE,FALSE,FALSE
Mtor,Cholangiocyte,liver,164,472,0.401812005685389,0.083,0.104,0.43369647967884,0.481297312814322,,,,MTOR,0.0609980192311536,0.346097047602718,FALSE,FALSE,FALSE
Cidea,Cholangiocyte,liver,164,472,0.158074163123396,0.042,0.055,0.533260117515475,0.584658683059135,,,,CIDEA,0.0597006863584045,0.476809048614875,FALSE,FALSE,FALSE
Rptor,Cholangiocyte,liver,164,472,0.111556770134766,0.076,0.091,0.582720104908004,0.631280113650338,,,,RPTOR,,,FALSE,FALSE,FALSE
Hnf4a,Cholangiocyte,liver,164,472,0.310787408699964,0.087,0.104,0.604030014822334,0.646667427633322,,,,HNF4A,0.30625444596782,0.00865664236155255,TRUE,FALSE,FALSE
Pfkfb3,Cholangiocyte,liver,164,472,0.509534064191047,0.123,0.116,0.698091997387642,0.738678741421807,0.629742503201274,0.115520541723813,0.80201115490438,PFKFB3,-0.655569796012921,0.000127446028528339,TRUE,FALSE,FALSE
Cd36,Cholangiocyte,liver,164,472,0.462797067810766,0.199,0.201,0.817538677165508,0.855126662322543,0.824414791361154,0.00414220105169933,0.292757544117746,CD36,0.228255319331112,0.102088419969093,FALSE,FALSE,FALSE
Creb3l3,Cholangiocyte,liver,164,472,0.864467899949377,0.064,0.061,0.883952651274329,0.91408740074959,,,,CREB3L3,,,FALSE,FALSE,FALSE
Pfkm,Cholangiocyte,liver,164,472,1.20998352208093,0.051,0.049,0.903079151098855,0.923373064606694,,,,PFKM,-0.174352886444122,0.044645878124864,TRUE,FALSE,FALSE
Cftr,Cholangiocyte,liver,164,472,0.453151588543888,0.106,0.104,0.965886081005602,0.97661814857233,0.91430024604041,0.0649578412849107,0.746142334126058,CFTR,0.346053445795614,0.00848407975775739,TRUE,FALSE,FALSE
Gys1,Cholangiocyte,liver,164,472,0.927685447299906,0.057,0.055,0.995209127879425,0.995209127879425,,,,GYS1,-0.0716337209718613,0.296115180093984,FALSE,FALSE,FALSE
Creb3l2,HSC_Fibroblast,liver,234,1790,-0.876846853148849,0.144,0.474,3.92034800597578e-31,3.09707492472087e-29,-0.383212057196902,0.143552498736471,0.919682034055448,CREB3L2,0.109043372225875,0.405380258924797,FALSE,FALSE,FALSE
Ppp2r2a,HSC_Fibroblast,liver,234,1790,-0.548046215425805,0.16,0.487,5.6639365255573e-25,1.56722626760254e-23,-0.0705073084321756,0.687145003849632,0.975397007142861,PPP2R2A,-0.108782601530249,0.158420652705628,FALSE,FALSE,FALSE
Ppp2r5c,HSC_Fibroblast,liver,234,1790,-0.190002963364743,0.155,0.479,5.95149215545269e-25,1.56722626760254e-23,-0.317057981167,0.158832762209216,0.919682034055448,PPP2R5C,-0.214695257186268,0.0541914902763123,FALSE,FALSE,FALSE
Foxo1,HSC_Fibroblast,liver,234,1790,-1.52744724163363,0.107,0.393,3.4478482820843e-24,6.80950035711649e-23,-0.326023262188954,0.38438262601035,0.936780168221373,FOXO1,-0.105403033427432,0.24841547187657,FALSE,FALSE,FALSE
Creb5,HSC_Fibroblast,liver,234,1790,-0.471940785851616,0.198,0.534,1.49246786230084e-23,2.35809922243533e-22,-0.158973673236899,0.522054668320131,0.956142022484349,CREB5,-0.0557779584602364,0.459938075024634,FALSE,FALSE,FALSE
Irs2,HSC_Fibroblast,liver,234,1790,-0.689958423857412,0.241,0.62,1.2571101440912e-21,1.65519502305342e-20,0.0971421841777061,0.738592821731096,0.982798813889757,IRS2,-0.584420274513232,0.00290962468594569,TRUE,TRUE,FALSE
Akt2,HSC_Fibroblast,liver,234,1790,-0.215318759916735,0.144,0.419,1.52274235332765e-21,1.71852351304121e-20,-0.131172531857592,0.534757324941196,0.956722846107039,AKT2,0.272775905162288,0.0322680307039496,TRUE,FALSE,FALSE
Adipor1,HSC_Fibroblast,liver,234,1790,-0.120114245908315,0.175,0.47,1.59770873960359e-20,1.57085785725265e-19,-0.0451955377678947,0.84039150067765,0.988795246939305,ADIPOR1,0.0985079852008817,0.299828895869015,FALSE,FALSE,FALSE
Sirt1,HSC_Fibroblast,liver,234,1790,-0.661501422144353,0.105,0.338,1.78958490066758e-20,1.57085785725265e-19,-0.224024396179,0.423619239975872,0.94489881352001,SIRT1,-0.389065828328134,0.0044363570263749,TRUE,TRUE,FALSE
Rab10,HSC_Fibroblast,liver,234,1790,-0.0110481920005412,0.253,0.603,1.22626862006054e-18,9.68752209847826e-18,0.142062829170239,0.41268500736021,0.943338104476598,RAB10,,,FALSE,FALSE,FALSE
Ppp2r5d,HSC_Fibroblast,liver,234,1790,-0.404616965654959,0.044,0.192,3.12411195528575e-18,2.24368040425068e-17,-0.699234488687284,0.11002254781265,0.919682034055448,PPP2R5D,0.0418634535766595,0.545552937261772,FALSE,FALSE,FALSE
Creb3l1,HSC_Fibroblast,liver,234,1790,-0.978102664068747,0.077,0.256,1.11822829627299e-17,7.36166961713051e-17,-0.483809937727654,0.072424101640152,0.919682034055448,CREB3L1,-0.0156723866492066,0.832462032154336,FALSE,FALSE,FALSE
Pdpk1,HSC_Fibroblast,liver,234,1790,-0.474451293458437,0.091,0.303,2.28020023521529e-17,1.38566014293852e-16,-0.291927714621976,0.295051058860604,0.929272207214945,PDPK1,0.153466221786299,0.018028233353959,TRUE,FALSE,FALSE
Rheb,HSC_Fibroblast,liver,234,1790,0.0936203712409223,0.272,0.62,8.14819780150756e-17,4.59791161656498e-16,-0.0430243928827811,0.79337358885944,0.98616959329314,RHEB,0.000762141165105317,0.994533538297037,FALSE,FALSE,FALSE
Igf1r,HSC_Fibroblast,liver,234,1790,-0.229292022124069,0.169,0.423,2.20684956156724e-16,1.16227410242541e-15,0.0593598260996922,0.755973510476783,0.984610072913407,IGF1R,-0.148765271716842,0.133449327413096,FALSE,FALSE,FALSE
Rab2a,HSC_Fibroblast,liver,234,1790,-0.0360594388245377,0.387,0.816,5.07757500059674e-16,2.50705265654464e-15,0.144516779840678,0.371724987647499,0.935171025375429,RAB2A,0.120861387341921,0.355798580095796,FALSE,FALSE,FALSE
Cab39l,HSC_Fibroblast,liver,234,1790,-0.203867455958152,0.097,0.291,5.49541880219957e-16,2.5537534433751e-15,-0.00587322230973519,0.980199056120407,0.997919935739669,CAB39L,0.0137396623132676,0.857025750656643,FALSE,FALSE,FALSE
Pik3ca,HSC_Fibroblast,liver,234,1790,-0.578605693059584,0.091,0.274,4.608268664992e-15,2.02251791407982e-14,-0.16713783332469,0.495339678903797,0.950388440980989,PIK3CA,-0.194162266153804,0.025007761246042,TRUE,TRUE,FALSE
Pfkp,HSC_Fibroblast,liver,234,1790,-0.143243725868539,0.139,0.355,6.29217532628473e-15,2.6162202672447e-14,-0.132217175474825,0.490672122935365,0.950388440980989,PFKP,0.201971206322531,0.00645525341532389,TRUE,FALSE,FALSE
Stk11,HSC_Fibroblast,liver,234,1790,-0.0299117651996548,0.127,0.338,7.48650239432042e-15,2.95716844575657e-14,-0.10072198369511,0.669020162772529,0.975397007142861,STK11,0.354251480632152,0.0153103974501462,TRUE,FALSE,FALSE
Ppp2r1a,HSC_Fibroblast,liver,234,1790,0.272986664715628,0.153,0.38,4.48205309430625e-14,1.68610568785807e-13,0.0765213419256574,0.705210988587188,0.975703411219451,PPP2R1A,0.348763030574157,0.00116430586290843,TRUE,TRUE,FALSE
Rab8a,HSC_Fibroblast,liver,234,1790,0.0195243670905743,0.105,0.282,3.16668314873368e-13,1.13712713068164e-12,-0.105062938484714,0.691290967392079,0.975397007142861,RAB8A,,,FALSE,FALSE,FALSE
Rab14,HSC_Fibroblast,liver,234,1790,0.310127242429628,0.346,0.731,3.61626395082531e-13,1.20719035630195e-12,0.256948315208727,0.183941547460078,0.919682034055448,RAB14,-0.0725879174061108,0.493282542838044,FALSE,FALSE,FALSE
Ppp2ca,HSC_Fibroblast,liver,234,1790,0.303382317422249,0.291,0.611,3.66741374066414e-13,1.20719035630195e-12,0.258086637452025,0.261090783407301,0.929272207214945,PPP2CA,,,FALSE,FALSE,FALSE
Map3k7,HSC_Fibroblast,liver,234,1790,-0.29624161419149,0.077,0.231,6.88309579073662e-13,2.17505826987277e-12,-0.144703622763996,0.543164572719718,0.958852661390345,MAP3K7,-0.0337117987684358,0.660626089455411,FALSE,FALSE,FALSE
Eif4ebp1,HSC_Fibroblast,liver,234,1790,-0.0595539207272295,0.139,0.333,1.54026149251161e-12,4.68002530416988e-12,-0.0607994888786338,0.765205940735383,0.98616959329314,EIF4EBP1,0.0754219943218205,0.37388212514371,FALSE,FALSE,FALSE
Ppp2r3a,HSC_Fibroblast,liver,234,1790,-0.186010961198072,0.109,0.286,1.83046737798551e-12,5.35581195780946e-12,0.0740761904561284,0.794293413271704,0.98616959329314,PPP2R3A,-0.0812689650985154,0.428087382487469,FALSE,FALSE,FALSE
Elavl1,HSC_Fibroblast,liver,234,1790,-0.00226639483500612,0.119,0.291,2.44170651789354e-12,6.88910053262819e-12,0.265515427759697,0.351987192744284,0.932575246385097,ELAVL1,0.00629859637126631,0.929732702059394,FALSE,FALSE,FALSE
Creb1,HSC_Fibroblast,liver,234,1790,-0.350296681245083,0.097,0.274,2.59045547381261e-12,7.05675801486884e-12,-0.00900344542984593,0.976382808482135,0.997919935739669,CREB1,-0.0788628754166012,0.27343317375151,FALSE,FALSE,FALSE
Cpt1c,HSC_Fibroblast,liver,234,1790,-0.836778740839387,0.039,0.145,5.34526280782829e-12,1.40758587272812e-11,-0.300190129568768,0.462096834759276,0.945718183992725,CPT1C,,,FALSE,FALSE,FALSE
Akt1,HSC_Fibroblast,liver,234,1790,0.194510064532586,0.171,0.385,5.64737334294324e-12,1.43916933578231e-11,0.246583047469544,0.183362306457336,0.919682034055448,AKT1,0.387089573539082,0.00343401055010987,TRUE,TRUE,FALSE
Mtor,HSC_Fibroblast,liver,234,1790,-0.759711540834754,0.041,0.15,1.23241026299284e-11,3.04251283676358e-11,-0.223378242522355,0.535767404174957,0.956926398262292,MTOR,0.0609980192311536,0.346097047602718,FALSE,FALSE,FALSE
Ppp2r2d,HSC_Fibroblast,liver,234,1790,0.168526365960863,0.172,0.38,5.23609356643164e-11,1.25311664363023e-10,0.408887665435836,0.0704327063974857,0.919682034055448,PPP2R2D,0.119151396427903,0.165293952164548,FALSE,FALSE,FALSE
Crtc2,HSC_Fibroblast,liver,234,1790,-0.954062028737724,0.041,0.145,5.39316023840858e-11,1.25311664363023e-10,-0.355198834105802,0.290541864009728,0.929272207214945,CRTC2,,,FALSE,FALSE,FALSE
Ppp2r5e,HSC_Fibroblast,liver,234,1790,0.0713755267636018,0.108,0.269,5.97644408117524e-11,1.32351564845744e-10,0.0298038006474396,0.891847087105965,0.995038044939367,PPP2R5E,-0.0251597625886988,0.835509017894403,FALSE,FALSE,FALSE
Cab39,HSC_Fibroblast,liver,234,1790,0.166304594548961,0.132,0.282,6.03121054993262e-11,1.32351564845744e-10,0.215762274601103,0.307942930510335,0.929272207214945,CAB39,0.0995298512419271,0.262092054253262,FALSE,FALSE,FALSE
Pik3r1,HSC_Fibroblast,liver,234,1790,0.168382503081807,0.175,0.41,7.83101382715482e-11,1.67202727660873e-10,0.0845983448072434,0.722184151559283,0.979302993095724,PIK3R1,-0.146984642979826,0.44195620227449,FALSE,FALSE,FALSE
Tbc1d1,HSC_Fibroblast,liver,234,1790,-1.66043685713711,0.034,0.115,1.04131773076159e-10,2.16484475605699e-10,-0.201148471250556,0.763278242848969,0.98616959329314,TBC1D1,0.0427897471858399,0.548382850593194,FALSE,FALSE,FALSE
Igf1,HSC_Fibroblast,liver,234,1790,-0.218029178907554,0.272,0.534,1.29267055558901e-10,2.57053034493374e-10,0.0318901412693724,0.865314275657588,0.989660607968691,IGF1,-0.750196331507432,0.0163841211440685,TRUE,TRUE,FALSE
Srebf1,HSC_Fibroblast,liver,234,1790,-0.242002034865243,0.051,0.162,1.30153435186518e-10,2.57053034493374e-10,-0.561080987482176,0.152772011987462,0.919682034055448,SREBF1,0.435480157850608,0.0261960327030443,TRUE,FALSE,FALSE
Rps6kb1,HSC_Fibroblast,liver,234,1790,-0.380569373596974,0.104,0.278,1.78184492183767e-10,3.43331094695551e-10,0.128638860518081,0.624700082107215,0.968851804858481,RPS6KB1,-0.0150524871094566,0.834304342285709,FALSE,FALSE,FALSE
Ppp2r5a,HSC_Fibroblast,liver,234,1790,0.697704057137113,0.176,0.346,2.35056184512705e-10,4.42129489916754e-10,0.162914091083221,0.650813464697518,0.975170064461339,PPP2R5A,-0.262441936043039,0.00882731769154429,TRUE,FALSE,FALSE
Pik3r2,HSC_Fibroblast,liver,234,1790,-0.459886606351643,0.078,0.209,4.34969074821407e-10,7.99129230485841e-10,-0.0287633281481597,0.919149687729876,0.997919935739669,PIK3R2,0.268794809673499,0.00604856153799963,TRUE,FALSE,FALSE
Ppp2cb,HSC_Fibroblast,liver,234,1790,0.121449633538851,0.087,0.218,4.04410653546985e-09,7.26100946141177e-09,0.13218683140509,0.684373096986808,0.975397007142861,PPP2CB,-0.154344495591139,0.139208474399713,FALSE,FALSE,FALSE
Insr,HSC_Fibroblast,liver,234,1790,-0.20898366229248,0.047,0.154,4.26111470703765e-09,7.48062359679943e-09,-0.179824208810199,0.601235531687763,0.965990933563928,INSR,0.169374111461339,0.175103061199346,FALSE,FALSE,FALSE
Prkag1,HSC_Fibroblast,liver,234,1790,0.138955721024352,0.093,0.222,2.44994879674002e-08,4.20752075961873e-08,0.188071254471284,0.48635712054224,0.950388440980989,PRKAG1,-0.0911617220470691,0.322923558463888,FALSE,FALSE,FALSE
Akt1s1,HSC_Fibroblast,liver,234,1790,0.384526036662913,0.08,0.197,5.50371701146922e-08,9.25092859374614e-08,0.166388718060517,0.502917027165756,0.950388440980989,AKT1S1,,,FALSE,FALSE,FALSE
Fasn,HSC_Fibroblast,liver,234,1790,0.177490120565059,0.064,0.167,8.91998893302904e-08,1.46808151189436e-07,0.147676271058535,0.619257657271697,0.968339507387906,FASN,0.69799363467585,0.0102285985406989,TRUE,TRUE,FALSE
Ppp2r5b,HSC_Fibroblast,liver,234,1790,-0.696207787781407,0.029,0.098,1.52730813155235e-07,2.46239474270685e-07,,,,PPP2R5B,0.137412769860998,0.0300031487878973,TRUE,FALSE,FALSE
Cpt1a,HSC_Fibroblast,liver,234,1790,-0.154039001512098,0.111,0.235,2.56981480167907e-07,4.06030738665293e-07,0.220787642672141,0.403818332869613,0.939306529776868,CPT1A,0.227443438987381,0.0910342838314238,FALSE,FALSE,FALSE
Rab11b,HSC_Fibroblast,liver,234,1790,0.605045057892761,0.209,0.402,2.93909158754424e-07,4.55271049835284e-07,0.523853368030844,0.0100160290443954,0.919682034055448,RAB11B,-0.128979335643103,0.0848864845380073,FALSE,FALSE,FALSE
Rptor,HSC_Fibroblast,liver,234,1790,-0.645434039170994,0.037,0.124,4.61548595745168e-07,6.9486791705843e-07,-0.368655062360173,0.322039910405739,0.929272207214945,RPTOR,,,FALSE,FALSE,FALSE
Adipor2,HSC_Fibroblast,liver,234,1790,0.465591380894514,0.106,0.218,4.66177210178441e-07,6.9486791705843e-07,0.42696899190487,0.241714353595355,0.926571688782192,ADIPOR2,0.0715962771728451,0.531210570140672,FALSE,FALSE,FALSE
Prkab1,HSC_Fibroblast,liver,234,1790,-0.0963798629129911,0.035,0.098,6.82067449871888e-07,9.9783941740517e-07,-0.00799589156734021,0.985966620851528,0.997919935739669,PRKAB1,0.0903291141903828,0.333050873638677,FALSE,FALSE,FALSE
Irs1,HSC_Fibroblast,liver,234,1790,-0.880366754310951,0.027,0.09,7.03024022469017e-07,1.00974535538889e-06,,,,IRS1,-0.3554897344882,0.00226335322613427,TRUE,TRUE,FALSE
Ulk1,HSC_Fibroblast,liver,234,1790,-0.0229065702019526,0.046,0.128,7.15768859516177e-07,1.00974535538889e-06,-0.0165112494206439,0.963425746917387,0.997919935739669,ULK1,0.471039299127842,6.64395450049281e-05,TRUE,FALSE,FALSE
Prkab2,HSC_Fibroblast,liver,234,1790,0.416670009129639,0.034,0.094,1.74195722347473e-06,2.41429159042989e-06,,,,PRKAB2,-0.164901188264764,0.0594438901536121,FALSE,FALSE,FALSE
Rps6kb2,HSC_Fibroblast,liver,234,1790,-1.12391685441945,0.027,0.09,3.81221800567915e-06,5.19250383532161e-06,,,,RPS6KB2,0.257949387042562,0.0194903632172992,TRUE,FALSE,FALSE
Tsc1,HSC_Fibroblast,liver,234,1790,0.191774022959432,0.054,0.141,5.81056461519928e-06,7.78024753560582e-06,0.0275897288013049,0.922007161316556,0.997919935739669,TSC1,-0.202386421851348,0.034493511696181,TRUE,FALSE,FALSE
G6pc3,HSC_Fibroblast,liver,234,1790,0.0756556636217716,0.045,0.12,7.28317533757211e-06,9.58951419446994e-06,0.093756974441026,0.815462819992707,0.987807883388287,G6PC3,0.0114334505189842,0.862668473837378,FALSE,FALSE,FALSE
Pck2,HSC_Fibroblast,liver,234,1790,0.103125677549293,0.078,0.171,7.4971503595697e-06,9.70942423616404e-06,0.22639344095315,0.384441413774335,0.936780168221373,PCK2,0.0144772473306067,0.912081693834765,FALSE,FALSE,FALSE
Ccnd1,HSC_Fibroblast,liver,234,1790,0.4743023919433,0.204,0.372,1.22546228323696e-05,1.56147613509226e-05,0.0547530160317789,0.831631579502109,0.988795246939305,CCND1,0.8031084765255,0.00074921048132828,TRUE,TRUE,FALSE
Lepr,HSC_Fibroblast,liver,234,1790,-0.796661445936501,0.037,0.098,1.86466234865434e-05,2.33822738958243e-05,-0.353430707037665,0.29749247600382,0.929272207214945,LEPR,,,FALSE,FALSE,FALSE
Pfkfb3,HSC_Fibroblast,liver,234,1790,0.206800263430272,0.065,0.145,2.46889918952477e-05,3.04754743706963e-05,0.16675567777909,0.556748558435563,0.96060895452212,PFKFB3,-0.655569796012921,0.000127446028528339,TRUE,FALSE,FALSE
Camkk2,HSC_Fibroblast,liver,234,1790,0.203418481625288,0.082,0.171,3.16359365795482e-05,3.84498306120663e-05,0.240395026344012,0.436644376159331,0.945718183992725,CAMKK2,0.506110584900416,0.00844909260690126,TRUE,TRUE,FALSE
Akt3,HSC_Fibroblast,liver,234,1790,-0.662533278660517,0.072,0.175,3.33776683289742e-05,3.99520575452873e-05,0.417659202135127,0.403302710951015,0.939306529776868,AKT3,-0.238769261788149,0.072397760239147,FALSE,FALSE,FALSE
Tsc2,HSC_Fibroblast,liver,234,1790,0.150768633272468,0.053,0.124,4.25266864409242e-05,5.01434064004927e-05,0.196735761029595,0.537929928990652,0.957779482942897,TSC2,0.360866737018733,0.0271776682330935,TRUE,TRUE,FALSE
Creb3,HSC_Fibroblast,liver,234,1790,0.422706283362134,0.092,0.184,4.48510460251171e-05,5.21063622938861e-05,0.446113242760059,0.107237110056786,0.919682034055448,CREB3,0.303800603180914,0.00138677189848469,TRUE,TRUE,FALSE
Stradb,HSC_Fibroblast,liver,234,1790,-0.716943836121359,0.016,0.056,5.36990735734732e-05,6.06290708311692e-05,,,,STRADB,,,FALSE,FALSE,FALSE
Eef2k,HSC_Fibroblast,liver,234,1790,-0.245803178660306,0.046,0.111,5.37219614959727e-05,6.06290708311692e-05,0.044766224951391,0.897520465615056,0.995806404613696,EEF2K,,,FALSE,FALSE,FALSE
Pfkm,HSC_Fibroblast,liver,234,1790,-0.0366069072912163,0.022,0.068,6.75579761707365e-05,7.51701424998335e-05,,,,PFKM,-0.174352886444122,0.044645878124864,TRUE,TRUE,FALSE
Acaca,HSC_Fibroblast,liver,234,1790,0.131912167025779,0.044,0.107,7.51542699333335e-05,8.24609350657409e-05,0.15008700687118,0.667516694967592,0.975397007142861,ACACA,0.07726357893715,0.585139303512386,FALSE,FALSE,FALSE
Hmgcr,HSC_Fibroblast,liver,234,1790,1.04115662631258,0.063,0.098,0.000118377480020684,0.000128107135912795,0.930054510464968,0.0363039139852168,0.919682034055448,HMGCR,0.322114208989851,0.265480328108024,FALSE,FALSE,FALSE
Foxo3,HSC_Fibroblast,liver,234,1790,0.735594286615218,0.104,0.184,0.00134481992576732,0.00143568613696782,0.624863022144396,0.0483567262670292,0.919682034055448,FOXO3,-0.258505148092882,0.0236771002828433,TRUE,FALSE,FALSE
Prkag2,HSC_Fibroblast,liver,234,1790,1.09344446884718,0.027,0.064,0.00335280604317148,0.00353162236547396,,,,PRKAG2,0.144334536180236,0.179142511226382,FALSE,FALSE,FALSE
Ppp2r3c,HSC_Fibroblast,liver,234,1790,0.888954726563751,0.036,0.073,0.00519223863877142,0.00539719542714398,,,,PPP2R3C,-0.151989920023,0.276422292168939,FALSE,FALSE,FALSE
Eef2,HSC_Fibroblast,liver,234,1790,-0.144814835392056,0.685,0.983,0.0127432138604109,0.0130742064282138,-0.00258830780804035,0.987316124552748,0.997919935739669,EEF2,0.448462726762021,0.00104406663485494,TRUE,FALSE,FALSE
Pfkl,HSC_Fibroblast,liver,234,1790,1.34016741293766,0.041,0.06,0.019405593528488,0.0196543831891096,0.609416313625218,0.407257078423473,0.940319522906102,PFKL,0.412788409607824,0.00375888054431156,TRUE,TRUE,FALSE
Prkaa1,HSC_Fibroblast,liver,234,1790,0.768393006128983,0.041,0.068,0.0713511046638268,0.0713511046638268,,,,PRKAA1,-0.0832174939496949,0.203035696208847,FALSE,FALSE,FALSE
Rps6kb1,Kupffer_cell,liver,68,134,4.45667102160027,0.082,0,0.0155542175737466,0.382839182398307,,,,RPS6KB1,-0.0150524871094566,0.834304342285709,FALSE,FALSE,FALSE
Ppp2r5c,Kupffer_cell,liver,68,134,-1.04948268902975,0.179,0.309,0.0284617385791916,0.382839182398307,,,,PPP2R5C,-0.214695257186268,0.0541914902763123,FALSE,FALSE,FALSE
Hmgcr,Kupffer_cell,liver,68,134,3.85356008156156,0.067,0,0.0295084153932932,0.382839182398307,,,,HMGCR,0.322114208989851,0.265480328108024,FALSE,FALSE,FALSE
Rheb,Kupffer_cell,liver,68,134,-1.79631693922463,0.112,0.221,0.0374068747580653,0.382839182398307,,,,RHEB,0.000762141165105317,0.994533538297037,FALSE,FALSE,FALSE
Pfkfb3,Kupffer_cell,liver,68,134,4.47037401963306,0.06,0,0.0406993007381651,0.382839182398307,,,,PFKFB3,-0.655569796012921,0.000127446028528339,TRUE,FALSE,FALSE
Pck2,Kupffer_cell,liver,68,134,4.27738518317679,0.052,0,0.0562482893736629,0.382839182398307,,,,PCK2,0.0144772473306067,0.912081693834765,FALSE,FALSE,FALSE
Pfkfb4,Kupffer_cell,liver,68,134,3.60322645696188,0.052,0,0.0562482893736629,0.382839182398307,,,,PFKFB4,0.131856641195354,0.00500148112903384,TRUE,FALSE,FALSE
Rab14,Kupffer_cell,liver,68,134,0.766157113070631,0.373,0.25,0.061663356630481,0.382839182398307,,,,RAB14,-0.0725879174061108,0.493282542838044,FALSE,FALSE,FALSE
Pik3r1,Kupffer_cell,liver,68,134,0.955839970156002,0.299,0.191,0.0675598557173482,0.382839182398307,,,,PIK3R1,-0.146984642979826,0.44195620227449,FALSE,FALSE,FALSE
Pdpk1,Kupffer_cell,liver,68,134,2.17830681002853,0.06,0.015,0.106802241941817,0.544691433903269,,,,PDPK1,0.153466221786299,0.018028233353959,TRUE,FALSE,FALSE
Prkag1,Kupffer_cell,liver,68,134,2.23603269895298,0.06,0.015,0.14315385724899,0.568179951895865,,,,PRKAG1,-0.0911617220470691,0.322923558463888,FALSE,FALSE,FALSE
Creb5,Kupffer_cell,liver,68,134,1.44787527147476,0.06,0.015,0.149084613197567,0.568179951895865,,,,CREB5,-0.0557779584602364,0.459938075024634,FALSE,FALSE,FALSE
Rab2a,Kupffer_cell,liver,68,134,0.467009343969339,0.299,0.191,0.155481578015421,0.568179951895865,,,,RAB2A,0.120861387341921,0.355798580095796,FALSE,FALSE,FALSE
Akt2,Kupffer_cell,liver,68,134,0.188371453900997,0.127,0.059,0.163910524069616,0.568179951895865,,,,AKT2,0.272775905162288,0.0322680307039496,TRUE,FALSE,FALSE
Eef2,Kupffer_cell,liver,68,134,-0.470664553430745,0.5,0.603,0.167111750557607,0.568179951895865,,,,EEF2,0.448462726762021,0.00104406663485494,TRUE,FALSE,FALSE
Tsc1,Kupffer_cell,liver,68,134,2.62591292917874,0.052,0.015,0.192205441439872,0.570603048021166,,,,TSC1,-0.202386421851348,0.034493511696181,TRUE,FALSE,FALSE
