tissue,cell_type,axis,gene1,gene2,n_mice,pseudobulk_r,pseudobulk_p,cells_coexpressing,pct_coexpressing,cell_rho,cell_p,both_concordant
liver,HSC_Fibroblast,AMPK,Stk11,Sirt1,7,-0.21539898883483,0.642750958499476,82,4.05,0.557427542146908,5.33923223385918e-08,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa2,Ccnd1,7,-0.212538017225897,0.647278193221368,11,0.54,-0.0909090909090909,0.790372737753291,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa2,Fbp1,7,-0.201691158337284,0.664520082829793,0,0,,,FALSE
liver,HSC_Fibroblast,AMPK,Stk11,Irs2,7,-0.191000834149309,0.681628995378944,161,7.95,0.313917109262773,5.01097717311671e-05,FALSE
liver,HSC_Fibroblast,AMPK,Stk11,Ppargc1a,7,0.186381009250209,0.689056725842088,0,0,,,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa1,Prkaa2,7,-0.177180789064497,0.703907611582592,4,0.2,,,FALSE
liver,HSC_Fibroblast,AMPK,Sirt1,Igf1,7,-0.165671728480902,0.722590788586106,146,7.21,0.28377330988901,0.000518508356454079,FALSE
liver,HSC_Fibroblast,AMPK,Srebf1,Fasn,7,-0.161146015883529,0.729968185571789,19,0.94,0.636842105263158,0.00336607019992448,FALSE
liver,HSC_Fibroblast,AMPK,Camkk2,Igf1,7,-0.160903703773355,0.730363652243346,97,4.79,0.377353776562171,0.000138857371948714,FALSE
liver,HSC_Fibroblast,AMPK,Foxo1,Ccnd1,7,-0.152967927531672,0.743341112599565,103,5.09,0.224113693274173,0.022859341754243,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa1,Camkk2,7,-0.146666347458032,0.753680810393473,18,0.89,0.624355005159959,0.00561127262989208,FALSE
liver,HSC_Fibroblast,AMPK,Sirt1,Irs2,7,-0.13681517187614,0.76990304354528,162,8,0.284178370593325,0.000247489210487703,FALSE
liver,HSC_Fibroblast,AMPK,Camkk2,Fasn,7,-0.131400842142324,0.778847813501007,24,1.19,0.821739130434782,8.50528848056272e-07,FALSE
liver,HSC_Fibroblast,AMPK,Stk11,Fbp1,7,-0.116266331593398,0.803951512350894,1,0.05,,,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa1,Fbp1,7,0.114894682660217,0.806233590737476,0,0,,,FALSE
liver,HSC_Fibroblast,AMPK,Ppargc1a,Fbp1,7,-0.106664691564167,0.819948738797911,0,0,,,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa2,Irs2,7,-0.0959354467655185,0.837883364734424,17,0.84,0.485294117647059,0.0483081942842584,FALSE
liver,HSC_Fibroblast,AMPK,Ppargc1a,Srebf1,7,-0.0928381171021415,0.843071438637084,2,0.1,,,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa1,Irs2,7,-0.0866967667420176,0.853371503837133,43,2.12,0.166565992147388,0.285727815768306,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa1,Foxo1,7,-0.0792043135566132,0.865959943957335,26,1.28,0.591111111111111,0.00147297405895395,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa2,Stk11,7,-0.0785599527579287,0.867043650648652,7,0.35,,,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa1,Sirt1,7,-0.0735179439219908,0.875529074910215,30,1.48,0.723248053392659,6.3235585567085e-06,FALSE
liver,HSC_Fibroblast,AMPK,Camkk2,Irs2,7,-0.0697008420520767,0.881959396438414,95,4.69,0.278079507278835,0.00636151840994249,FALSE
liver,HSC_Fibroblast,AMPK,Foxo1,Fbp1,7,0.064166989864285,0.891290857197843,0,0,,,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa1,Ccnd1,7,0.0513638328910129,0.912917028231074,31,1.53,0.645161290322581,8.91033946595087e-05,FALSE
liver,HSC_Fibroblast,AMPK,Ppargc1a,Irs2,7,0.0396894912139322,0.932674084048643,5,0.25,,,FALSE
liver,HSC_Fibroblast,AMPK,Foxo1,Fasn,7,-0.0392379570446347,0.93343884222344,46,2.27,0.466913351834721,0.00107115488029859,FALSE
liver,HSC_Fibroblast,AMPK,Prkaa1,Igf1,7,0.00903756106344917,0.984657986388057,51,2.52,0.34524886877828,0.0130917570603034,FALSE
liver,LSEC,AMPK,Prkaa1,Foxo1,7,0.900482635544612,0.00568389013680119,17,2.28,0.985294117647059,6.34161504347193e-13,FALSE
liver,LSEC,AMPK,Irs2,Ccnd1,7,0.892554765325276,0.00685416455188757,1,0.13,,,FALSE
liver,LSEC,AMPK,Sirt1,Igf1,7,0.864707448246402,0.0120064071161527,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa1,Srebf1,7,0.817459310046483,0.0247175914651509,2,0.27,,,FALSE
liver,LSEC,AMPK,Irs2,Srebf1,7,0.795864652725461,0.0322867741983471,0,0,,,FALSE
liver,LSEC,AMPK,Srebf1,Ccnd1,7,0.75842791732845,0.0481306858687113,13,1.74,0.692307692307692,0.00873031779674932,FALSE
liver,LSEC,AMPK,Prkaa1,Irs2,7,0.728526846708179,0.0633142668347888,0,0,,,FALSE
liver,LSEC,AMPK,Ppargc1a,Srebf1,7,-0.670766454891949,0.0990787057071026,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa1,Ccnd1,7,0.66945052799287,0.0999923019812467,17,2.28,0.546568627450981,0.0231938433767333,FALSE
liver,LSEC,AMPK,Camkk2,Irs2,7,-0.660017282391082,0.106669740302151,0,0,,,FALSE
liver,LSEC,AMPK,Camkk2,Ccnd1,7,-0.638580043586923,0.122678625987159,19,2.55,0.126315789473684,0.606350247289675,FALSE
liver,LSEC,AMPK,Foxo1,Srebf1,7,0.619677291915876,0.137749234501126,10,1.34,0.890909090909091,0.000542144224833869,FALSE
liver,LSEC,AMPK,Stk11,Fasn,7,0.590316480816064,0.162908489840443,1,0.13,,,FALSE
liver,LSEC,AMPK,Sirt1,Fasn,7,0.578389457998348,0.173728812112013,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa1,Ppargc1a,7,-0.5622671676809,0.188897763484985,1,0.13,,,FALSE
liver,LSEC,AMPK,Ppargc1a,Ccnd1,7,-0.547294385015195,0.203536588433384,2,0.27,,,FALSE
liver,LSEC,AMPK,Igf1,Fasn,7,0.542861628383902,0.207971172409174,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa2,Ppargc1a,7,0.51185273954167,0.240256196989972,0,0,,,FALSE
liver,LSEC,AMPK,Foxo1,Irs2,7,0.508067304372309,0.244346537159143,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa1,Camkk2,7,-0.478604791327628,0.277261451649391,4,0.54,,,FALSE
liver,LSEC,AMPK,Ppargc1a,Fasn,7,0.470372677174038,0.286793628806622,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa2,Foxo1,7,0.462510027045692,0.296031778659573,0,0,,,FALSE
liver,LSEC,AMPK,Camkk2,Sirt1,7,0.462146101803759,0.296462507848335,4,0.54,,,FALSE
liver,LSEC,AMPK,Srebf1,Fasn,7,-0.449444193107479,0.311668112750474,0,0,,,FALSE
liver,LSEC,AMPK,Camkk2,Foxo1,7,-0.445128167019537,0.316910318670807,16,2.15,0.547058823529412,0.0283010872421088,FALSE
liver,LSEC,AMPK,Ppargc1a,Igf1,7,0.440559195117961,0.322500949176366,0,0,,,FALSE
liver,LSEC,AMPK,Foxo1,Ccnd1,7,0.44042635165658,0.322664128156183,35,4.7,0.371988795518207,0.0277760661061875,FALSE
liver,LSEC,AMPK,Stk11,Irs2,7,-0.406822005163641,0.365061369986149,0,0,,,FALSE
liver,LSEC,AMPK,Fasn,Ccnd1,7,-0.3986606496248,0.375686096457269,2,0.27,,,FALSE
liver,LSEC,AMPK,Prkaa2,Stk11,7,0.395937616914266,0.379258727222094,0,0,,,FALSE
liver,LSEC,AMPK,Ppargc1a,Irs2,7,-0.393095302609701,0.383002500255518,0,0,,,FALSE
liver,LSEC,AMPK,Ppargc1a,Foxo1,7,-0.382748737495319,0.396755491104556,1,0.13,,,FALSE
liver,LSEC,AMPK,Sirt1,Ccnd1,7,-0.380987611138296,0.399115756220222,15,2.01,0.321428571428571,0.242719046801668,FALSE
liver,LSEC,AMPK,Stk11,Ccnd1,7,-0.349434548344128,0.442325463386627,35,4.7,0.509803921568628,0.00175802500135365,FALSE
liver,LSEC,AMPK,Prkaa2,Ccnd1,7,-0.327386861359228,0.473510966068116,0,0,,,FALSE
liver,LSEC,AMPK,Stk11,Srebf1,7,-0.323437598804174,0.479179205452675,7,0.94,,,FALSE
liver,LSEC,AMPK,Prkaa2,Srebf1,7,-0.301845960176099,0.510591776069404,0,0,,,FALSE
liver,LSEC,AMPK,Stk11,Foxo1,7,0.292589399604317,0.524270463463167,22,2.95,0.452286843591191,0.0345658742382763,FALSE
liver,LSEC,AMPK,Foxo1,Igf1,7,-0.284339785380689,0.536564155751655,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa2,Sirt1,7,-0.281862411806617,0.540274534235099,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa2,Igf1,7,-0.25750143238639,0.577199666697541,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa2,Irs2,7,-0.257207144457093,0.577650462970837,0,0,,,FALSE
liver,LSEC,AMPK,Sirt1,Foxo1,7,-0.255264377570243,0.580629178379797,17,2.28,0.647058823529412,0.00499139592987035,FALSE
liver,LSEC,AMPK,Sirt1,Ppargc1a,7,0.242577145706428,0.600196797913949,0,0,,,FALSE
liver,LSEC,AMPK,Stk11,Igf1,7,-0.221815391991721,0.63262961906113,0,0,,,FALSE
liver,LSEC,AMPK,Irs2,Igf1,7,0.206305422233019,0.657170546576872,0,0,,,FALSE
liver,LSEC,AMPK,Camkk2,Srebf1,7,-0.195697007012388,0.674099402750832,2,0.27,,,FALSE
liver,LSEC,AMPK,Prkaa1,Stk11,7,0.189837913846473,0.683496831948634,6,0.81,,,FALSE
liver,LSEC,AMPK,Prkaa2,Fasn,7,0.187367744601715,0.687468570091568,0,0,,,FALSE
liver,LSEC,AMPK,Irs2,Fasn,7,-0.168962425717851,0.71723727462031,0,0,,,FALSE
liver,LSEC,AMPK,Camkk2,Igf1,7,0.168925649046844,0.717297054805298,0,0,,,FALSE
liver,LSEC,AMPK,Camkk2,Ppargc1a,7,0.150756386035296,0.746966413927917,0,0,,,FALSE
liver,LSEC,AMPK,Camkk2,Fasn,7,-0.149086927967197,0.749705558956815,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa2,Camkk2,7,-0.126752369783387,0.786542890743266,0,0,,,FALSE
liver,LSEC,AMPK,Igf1,Ccnd1,7,-0.105761670411449,0.821455886780167,0,0,,,FALSE
liver,LSEC,AMPK,Foxo1,Fasn,7,-0.0873124743111533,0.852338092356707,0,0,,,FALSE
liver,LSEC,AMPK,Sirt1,Irs2,7,-0.0835650226690571,0.858630419698961,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa1,Prkaa2,7,0.0763155168886522,0.870819699337919,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa1,Sirt1,7,-0.0711995910665915,0.879433960616357,4,0.54,,,FALSE
liver,LSEC,AMPK,Prkaa1,Igf1,7,-0.0662908876695309,0.887708205822644,0,0,,,FALSE
liver,LSEC,AMPK,Stk11,Sirt1,7,0.0661002684527521,0.88802968639938,7,0.94,,,FALSE
liver,LSEC,AMPK,Prkaa1,Fasn,7,-0.0550092962659509,0.906754549172398,0,0,,,FALSE
liver,LSEC,AMPK,Stk11,Camkk2,7,-0.0428569406834872,0.927310595684777,14,1.88,0.789010989010989,0.000794614411654493,FALSE
liver,LSEC,AMPK,Igf1,Srebf1,7,0.0427759624936118,0.927447690669953,0,0,,,FALSE
liver,LSEC,AMPK,Stk11,Ppargc1a,7,-0.0112381836440105,0.980922671653678,0,0,,,FALSE
liver,LSEC,AMPK,Sirt1,Srebf1,7,-0.000404259157330303,0.9993137083955,2,0.27,,,FALSE
liver,LSEC,AMPK,Prkaa1,Fbp1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Prkaa2,Fbp1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Stk11,Fbp1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Camkk2,Fbp1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Sirt1,Fbp1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Ppargc1a,Fbp1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Foxo1,Fbp1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Irs2,Fbp1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Igf1,Fbp1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Fbp1,Srebf1,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Fbp1,Fasn,7,,,0,0,,,FALSE
liver,LSEC,AMPK,Fbp1,Ccnd1,7,,,0,0,,,FALSE
liver,Monocyte,AMPK,Prkaa2,Fbp1,7,1,0,0,0,,,FALSE
liver,Monocyte,AMPK,Foxo1,Igf1,7,-0.923216530617344,0.00300968386925917,0,0,,,FALSE
liver,Monocyte,AMPK,Ppargc1a,Foxo1,7,-0.894181192755392,0.00660368651643934,0,0,,,FALSE
liver,Monocyte,AMPK,Prkaa2,Irs2,7,-0.889100503901399,0.0074041611137687,0,0,,,FALSE
liver,Monocyte,AMPK,Irs2,Fbp1,7,-0.889100503901399,0.0074041611137687,0,0,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Srebf1,7,-0.850049833489663,0.0153996726606846,5,0.54,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Camkk2,7,-0.80755644888985,0.0280481624942718,24,2.61,0.655652173913043,0.000504928660297394,FALSE
liver,Monocyte,AMPK,Ppargc1a,Igf1,7,0.795185207223912,0.0325433710006178,0,0,,,FALSE
liver,Monocyte,AMPK,Camkk2,Ccnd1,7,-0.776838361903835,0.0399029167295092,15,1.63,0.367857142857143,0.177342146893491,FALSE
liver,Monocyte,AMPK,Camkk2,Srebf1,7,0.758829121940659,0.0479423188438905,18,1.96,0.665634674922601,0.00256832796029371,FALSE
liver,Monocyte,AMPK,Foxo1,Fasn,7,-0.7541670677369,0.0501561891547781,0,0,,,FALSE
liver,Monocyte,AMPK,Sirt1,Irs2,7,0.752532206382849,0.050945513172486,7,0.76,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Ccnd1,7,0.742089280463806,0.0561467902761461,4,0.43,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Fasn,7,-0.693880178932924,0.0837482876293258,1,0.11,,,FALSE
liver,Monocyte,AMPK,Sirt1,Igf1,7,0.684712114329002,0.089666688021781,3,0.33,,,FALSE
liver,Monocyte,AMPK,Srebf1,Fasn,7,0.68470529785428,0.0896711678760062,1,0.11,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Ppargc1a,7,-0.68337703205282,0.0905463705489548,0,0,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Foxo1,7,0.627426441783925,0.131463472291225,4,0.43,,,FALSE
liver,Monocyte,AMPK,Stk11,Camkk2,7,-0.620040580207336,0.137451222862929,82,8.91,0.579359810185135,1.17987306304182e-08,FALSE
liver,Monocyte,AMPK,Prkaa1,Stk11,7,0.619740092955743,0.137697694353584,16,1.74,0.741176470588235,0.00101846954957367,FALSE
liver,Monocyte,AMPK,Stk11,Ccnd1,7,0.608042157871697,0.147466228003447,10,1.09,0.636363636363636,0.0479117261299755,FALSE
liver,Monocyte,AMPK,Igf1,Fasn,7,0.60133229561153,0.153221391857642,0,0,,,FALSE
liver,Monocyte,AMPK,Foxo1,Ccnd1,7,0.592329571108613,0.161116152604155,5,0.54,,,FALSE
liver,Monocyte,AMPK,Ppargc1a,Srebf1,7,0.589787010515121,0.163381533143077,0,0,,,FALSE
liver,Monocyte,AMPK,Ppargc1a,Ccnd1,7,-0.588636525281748,0.164411752016185,0,0,,,FALSE
liver,Monocyte,AMPK,Foxo1,Srebf1,7,-0.571742756628507,0.179907317736502,3,0.33,,,FALSE
liver,Monocyte,AMPK,Igf1,Ccnd1,7,-0.539996893372918,0.210861372096119,0,0,,,FALSE
liver,Monocyte,AMPK,Ppargc1a,Fasn,7,0.496505064742907,0.257037160202059,0,0,,,FALSE
liver,Monocyte,AMPK,Srebf1,Ccnd1,7,-0.491508666343034,0.262612232811492,3,0.33,,,FALSE
liver,Monocyte,AMPK,Sirt1,Foxo1,7,-0.468225716869081,0.289303275689358,10,1.09,0.333333333333333,0.346593507087334,FALSE
liver,Monocyte,AMPK,Prkaa2,Ccnd1,7,0.441923448147726,0.320827220076057,0,0,,,FALSE
liver,Monocyte,AMPK,Fbp1,Ccnd1,7,0.441923448147726,0.320827220076057,0,0,,,FALSE
liver,Monocyte,AMPK,Fasn,Ccnd1,7,-0.437252052621604,0.326573847251435,1,0.11,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Igf1,7,-0.436394977017426,0.327632954306635,1,0.11,,,FALSE
liver,Monocyte,AMPK,Camkk2,Fasn,7,0.428483372901121,0.337478574684539,6,0.65,,,FALSE
liver,Monocyte,AMPK,Prkaa2,Sirt1,7,-0.397857905103554,0.376737869028521,0,0,,,FALSE
liver,Monocyte,AMPK,Sirt1,Fbp1,7,-0.397857905103554,0.376737869028521,0,0,,,FALSE
liver,Monocyte,AMPK,Irs2,Ccnd1,7,-0.357270373130153,0.431434955709696,7,0.76,,,FALSE
liver,Monocyte,AMPK,Irs2,Igf1,7,0.345919648533985,0.447243976784916,1,0.11,,,FALSE
liver,Monocyte,AMPK,Camkk2,Sirt1,7,-0.341440356583819,0.453541566910287,25,2.72,0.595384615384615,0.00169029437079281,FALSE
liver,Monocyte,AMPK,Sirt1,Srebf1,7,-0.336639299529322,0.460327939034892,4,0.43,,,FALSE
liver,Monocyte,AMPK,Camkk2,Ppargc1a,7,0.328051789592519,0.472559027416155,0,0,,,FALSE
liver,Monocyte,AMPK,Irs2,Srebf1,7,-0.326367683930322,0.474971414111706,4,0.43,,,FALSE
liver,Monocyte,AMPK,Stk11,Sirt1,7,0.322274111588875,0.480853766078725,21,2.28,0.649350649350649,0.00144577263074339,FALSE
liver,Monocyte,AMPK,Prkaa2,Ppargc1a,7,0.309552442384578,0.499299329340271,0,0,,,FALSE
liver,Monocyte,AMPK,Ppargc1a,Fbp1,7,0.309552442384578,0.499299329340271,0,0,,,FALSE
liver,Monocyte,AMPK,Sirt1,Ppargc1a,7,0.303111507016961,0.508731321221205,0,0,,,FALSE
liver,Monocyte,AMPK,Stk11,Srebf1,7,-0.298425402610435,0.515631989468439,9,0.98,,,FALSE
liver,Monocyte,AMPK,Prkaa2,Camkk2,7,-0.296639463309178,0.518270337767436,0,0,,,FALSE
liver,Monocyte,AMPK,Camkk2,Fbp1,7,-0.296639463309178,0.518270337767436,0,0,,,FALSE
liver,Monocyte,AMPK,Igf1,Srebf1,7,0.292113453036127,0.52497711358136,2,0.22,,,FALSE
liver,Monocyte,AMPK,Camkk2,Foxo1,7,-0.283968535341145,0.537119638222959,33,3.59,0.344585561497326,0.0495555441562025,FALSE
liver,Monocyte,AMPK,Prkaa1,Sirt1,7,0.263651884743363,0.567803569580561,7,0.76,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Irs2,7,0.248634737223628,0.590829480186131,9,0.98,,,FALSE
liver,Monocyte,AMPK,Sirt1,Ccnd1,7,-0.246820507557527,0.593630287934178,7,0.76,,,FALSE
liver,Monocyte,AMPK,Prkaa2,Stk11,7,0.190995761788998,0.681637139604917,0,0,,,FALSE
liver,Monocyte,AMPK,Stk11,Fbp1,7,0.190995761788998,0.681637139604917,0,0,,,FALSE
liver,Monocyte,AMPK,Stk11,Ppargc1a,7,-0.157907965984923,0.735256761861853,0,0,,,FALSE
liver,Monocyte,AMPK,Ppargc1a,Irs2,7,-0.151732931943089,0.745365136097844,0,0,,,FALSE
liver,Monocyte,AMPK,Foxo1,Irs2,7,-0.136498226565743,0.770426104664786,6,0.65,,,FALSE
liver,Monocyte,AMPK,Prkaa2,Srebf1,7,0.121032544901888,0.796030418862518,0,0,,,FALSE
liver,Monocyte,AMPK,Fbp1,Srebf1,7,0.121032544901888,0.796030418862518,0,0,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Prkaa2,7,-0.0887629270903355,0.849904299686135,0,0,,,FALSE
liver,Monocyte,AMPK,Prkaa1,Fbp1,7,-0.0887629270903355,0.849904299686135,0,0,,,FALSE
liver,Monocyte,AMPK,Prkaa2,Foxo1,7,-0.0621922190364919,0.894623277774331,0,0,,,FALSE
liver,Monocyte,AMPK,Foxo1,Fbp1,7,-0.0621922190364919,0.894623277774331,0,0,,,FALSE
liver,Monocyte,AMPK,Stk11,Irs2,7,0.0619645614750112,0.89500752930308,28,3.04,0.392993979200876,0.0385655420678629,FALSE
liver,Monocyte,AMPK,Prkaa2,Igf1,7,-0.0605992096885641,0.897312377049546,0,0,,,FALSE
liver,Monocyte,AMPK,Igf1,Fbp1,7,-0.0605992096885641,0.897312377049546,0,0,,,FALSE
liver,Monocyte,AMPK,Camkk2,Igf1,7,0.0533754614722739,0.909516022627091,3,0.33,,,FALSE
liver,Monocyte,AMPK,Stk11,Fasn,7,-0.0469532716052471,0.920377486491621,7,0.76,,,FALSE
liver,Monocyte,AMPK,Irs2,Fasn,7,0.0463896296631287,0.921331230025958,0,0,,,FALSE
liver,Monocyte,AMPK,Prkaa2,Fasn,7,-0.0341752573801371,0.942016156045307,0,0,,,FALSE
liver,Monocyte,AMPK,Fbp1,Fasn,7,-0.0341752573801371,0.942016156045307,0,0,,,FALSE
liver,Monocyte,AMPK,Camkk2,Irs2,7,-0.0341450681906507,0.942067317123261,26,2.83,0.161709401709402,0.429982343646759,FALSE
liver,Monocyte,AMPK,Stk11,Igf1,7,-0.0230698796382098,0.960845777195024,3,0.33,,,FALSE
liver,Monocyte,AMPK,Sirt1,Fasn,7,0.0225344377693303,0.96175406267146,6,0.65,,,FALSE
liver,Monocyte,AMPK,Stk11,Foxo1,7,-0.0151967625278233,0.974204153571191,7,0.76,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Igf1,7,1,0,0,0,,,FALSE
liver,NK_cell,AMPK,Irs2,Igf1,7,-0.863707451419858,0.0122226307543924,1,0.17,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Irs2,7,-0.863707451419858,0.0122226307543924,0,0,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Foxo1,7,0.785497673350829,0.0363255649652828,9,1.51,,,FALSE
liver,NK_cell,AMPK,Ppargc1a,Foxo1,7,0.77525699147468,0.040576355216051,1,0.17,,,FALSE
liver,NK_cell,AMPK,Srebf1,Fasn,7,-0.727157863647449,0.0640637017763685,2,0.34,,,FALSE
liver,NK_cell,AMPK,Sirt1,Foxo1,7,0.65429943376924,0.110826616842956,10,1.68,0.478787878787879,0.161522928017456,FALSE
liver,NK_cell,AMPK,Camkk2,Srebf1,7,0.643905997283061,0.118593501179869,2,0.34,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Ppargc1a,7,0.559827922636226,0.191246608984439,0,0,,,FALSE
liver,NK_cell,AMPK,Camkk2,Foxo1,7,0.550002289203344,0.200850108437791,1,0.17,,,FALSE
liver,NK_cell,AMPK,Stk11,Foxo1,7,0.544683000475963,0.206143515336434,27,4.53,0.837606837606838,5.06095708488051e-08,FALSE
liver,NK_cell,AMPK,Prkaa1,Stk11,7,0.527991012831405,0.223179907980681,6,1.01,,,FALSE
liver,NK_cell,AMPK,Camkk2,Fasn,7,-0.495949086192618,0.257654828589949,4,0.67,,,FALSE
liver,NK_cell,AMPK,Camkk2,Sirt1,7,0.488129503967999,0.266413636314421,2,0.34,,,FALSE
liver,NK_cell,AMPK,Ppargc1a,Irs2,7,0.431122987226987,0.334179891949507,0,0,,,FALSE
liver,NK_cell,AMPK,Stk11,Sirt1,7,0.414889410824129,0.354682841679938,11,1.85,0.481818181818182,0.133433838256829,FALSE
liver,NK_cell,AMPK,Prkaa1,Sirt1,7,0.413288352392023,0.356732675124477,2,0.34,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Fasn,7,0.407299684753626,0.3644433962176,3,0.5,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Sirt1,7,0.377954321278745,0.403194010392809,0,0,,,FALSE
liver,NK_cell,AMPK,Sirt1,Igf1,7,0.377954321278745,0.403194010392809,0,0,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Ppargc1a,7,-0.351187598745651,0.439880051409989,0,0,,,FALSE
liver,NK_cell,AMPK,Ppargc1a,Igf1,7,-0.351187598745651,0.439880051409989,0,0,,,FALSE
liver,NK_cell,AMPK,Stk11,Ppargc1a,7,0.347258972258973,0.445367399658885,2,0.34,,,FALSE
liver,NK_cell,AMPK,Foxo1,Irs2,7,0.341722166748362,0.45314438976187,14,2.35,0.349450549450549,0.220689997746447,FALSE
liver,NK_cell,AMPK,Stk11,Irs2,7,0.339351962503343,0.456488943310255,12,2.01,0.55944055944056,0.0585894753885677,FALSE
liver,NK_cell,AMPK,Irs2,Srebf1,7,-0.32790278625555,0.472772286110703,4,0.67,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Fasn,7,0.311390200715048,0.496619501734473,0,0,,,FALSE
liver,NK_cell,AMPK,Igf1,Fasn,7,0.311390200715048,0.496619501734473,0,0,,,FALSE
liver,NK_cell,AMPK,Sirt1,Ppargc1a,7,0.25271430141942,0.584546236094507,2,0.34,,,FALSE
liver,NK_cell,AMPK,Stk11,Srebf1,7,0.232870852488936,0.615297643058848,4,0.67,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Camkk2,7,0.222319390109499,0.631836509009014,0,0,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Srebf1,7,0.221647360563789,0.632894101746642,0,0,,,FALSE
liver,NK_cell,AMPK,Igf1,Srebf1,7,0.221647360563789,0.632894101746642,0,0,,,FALSE
liver,NK_cell,AMPK,Ppargc1a,Fasn,7,-0.212723954967888,0.64698369893206,1,0.17,,,FALSE
liver,NK_cell,AMPK,Stk11,Camkk2,7,0.196104975619474,0.673446298183642,3,0.5,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Srebf1,7,-0.159041878554146,0.733403832325046,0,0,,,FALSE
liver,NK_cell,AMPK,Sirt1,Fasn,7,0.153103153381024,0.743119563293932,9,1.51,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Foxo1,7,-0.131827304600479,0.778142558254007,0,0,,,FALSE
liver,NK_cell,AMPK,Foxo1,Igf1,7,-0.131827304600479,0.778142558254007,1,0.17,,,FALSE
liver,NK_cell,AMPK,Irs2,Fasn,7,-0.11671876624385,0.803199017086478,3,0.5,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Prkaa2,7,0.113606208973049,0.808378282864251,0,0,,,FALSE
liver,NK_cell,AMPK,Prkaa1,Igf1,7,0.113606208973049,0.808378282864251,0,0,,,FALSE
liver,NK_cell,AMPK,Stk11,Fasn,7,0.107148554705988,0.819141349170547,12,2.01,0.965034965034965,3.88098529962739e-07,FALSE
liver,NK_cell,AMPK,Stk11,Igf1,7,-0.103043526648007,0.825995106907199,1,0.17,,,FALSE
liver,NK_cell,AMPK,Prkaa2,Stk11,7,-0.103043526648007,0.825995106907199,0,0,,,FALSE
liver,NK_cell,AMPK,Camkk2,Ppargc1a,7,0.0834305047181608,0.858856400435496,0,0,,,FALSE
liver,NK_cell,AMPK,Sirt1,Srebf1,7,0.0799979832486751,0.864625354388165,4,0.67,,,FALSE
liver,NK_cell,AMPK,Sirt1,Irs2,7,0.0777393412227347,0.86842402106547,9,1.51,,,FALSE
liver,NK_cell,AMPK,Ppargc1a,Srebf1,7,-0.0749222718303774,0.873164686582502,0,0,,,FALSE
