mouse1,mouse2,tissue,cell_type,n_cells,det1,det2,pct_coexpr,cell_R,cell_p,coexpr_rho,coexpr_p,pb_r,pb_p,n_mice,cell_BH,pb_BH,pathway,pw_name,gene1,gene2,kind
Prkce,Hras,kidney,PT,324,0.0648148148148148,0.41358024691358,0.0524691358024691,0.0926453129787796,0.0959621249328532,0.279411764705882,0.276432987525514,0.594651908196106,0.159060716939455,7,0.644081910805946,0.744132123400575,hsa04371,Apelin signaling pathway,PRKCE,HRAS,coherent
Kras,Araf,kidney,T_cell,345,0.153623188405797,0.0985507246376812,0.0231884057971015,0.0896050492304619,0.0965842473727403,,,0.552619944080402,0.25545205538593,6,0.644081910805946,0.821114024266717,hsa04068,FoxO signaling pathway,KRAS,ARAF,discordant
Kras,Araf,kidney,T_cell,345,0.153623188405797,0.0985507246376812,0.0231884057971015,0.0896050492304619,0.0965842473727403,,,0.552619944080402,0.25545205538593,6,0.644081910805946,0.821114024266717,hsa04910,Insulin signaling pathway,KRAS,ARAF,discordant
Vav2,Rac2,kidney,PT,324,0.0524691358024691,0.0833333333333333,0.0123456790123457,0.0923810343996711,0.0969178112336223,,,0.129063321940639,0.782715581841971,7,0.644081910805946,0.977911206020736,hsa04510,Focal adhesion,VAV2,RAC2,coherent
Ptprf,Irs2,kidney,LoH,163,0.263803680981595,0.202453987730061,0.0858895705521472,0.129898334480131,0.0983964871325177,0.0505494505494506,0.867596308123435,0.195924116468117,0.709874222277908,6,0.644081910805946,0.967383603819724,hsa04910,Insulin signaling pathway,PTPRF,IRS2,coherent
Prkce,Kras,kidney,Distal_tubule,234,0.0299145299145299,0.196581196581197,0.0170940170940171,0.108189638904798,0.0987446621309528,,,-0.395530506454413,0.437643503048838,6,0.644081910805946,0.886412093694844,hsa04371,Apelin signaling pathway,PRKCE,KRAS,discordant
Sirt1,Bax,kidney,LoH,163,0.128834355828221,0.319018404907975,0.0306748466257669,-0.129685871900286,0.0989528715028719,,,0.542132719879734,0.266469460986335,6,0.644081910805946,0.821114024266717,hsa04211,Longevity regulating pathway,SIRT1,BAX,coherent
Rock1,Ppp1r12a,kidney,cDC,152,0.460526315789474,0.407894736842105,0.230263157894737,0.134182182938101,0.0993291296031245,0.386274509803922,0.0225770908279392,0.66670224110044,0.33329775889956,4,0.644081910805946,0.847471063461576,hsa04510,Focal adhesion,ROCK1,PPP1R12A,discordant
Vegfb,Met,kidney,PT,324,0.231481481481482,0.0648148148148148,0.0308641975308642,0.0917192392901072,0.0993442535947475,0.575757575757576,0.0877680432613642,-0.489012795905112,0.265417576739728,7,0.644081910805946,0.821114024266717,hsa04510,Focal adhesion,VEGFB,MET,discordant
Vegfb,Met,kidney,PT,324,0.231481481481482,0.0648148148148148,0.0308641975308642,0.0917192392901072,0.0993442535947475,0.575757575757576,0.0877680432613642,-0.489012795905112,0.265417576739728,7,0.644081910805946,0.821114024266717,hsa04518,Integrin signaling,VEGFB,MET,discordant
Rhoa,Rock1,kidney,PT,324,0.645061728395062,0.237654320987654,0.200617283950617,0.0909553000426092,0.102204923193067,0.231303815726212,0.0637570934400762,0.0710993420818903,0.879602857915053,7,0.656839330119697,0.989213824879223,hsa04510,Focal adhesion,RHOA,ROCK1,discordant
Foxo3,Cdkn1a,kidney,PT,324,0.135802469135802,0.191358024691358,0.0462962962962963,0.0908900031600506,0.102452431996924,0.589285714285714,0.0232480659519619,0.639843015403577,0.121703470328372,7,0.656839330119697,0.734990357982085,hsa04068,FoxO signaling pathway,FOXO3,CDKN1A,discordant
Stat3,Junb,kidney,cDC,152,0.467105263157895,0.927631578947368,0.440789473684211,0.13245158237505,0.103807680960156,0.103001037592785,0.405949709978176,0.748799330789942,0.251200669210058,4,0.656839330119697,0.821114024266717,hsa04935,"Growth hormone synthesis, secretion and action",STAT3,JUNB,coherent
Ogt,Pik3ca,kidney,Distal_tubule,234,0.230769230769231,0.094017094017094,0.0512820512820513,0.106576645946616,0.103904200596411,0.79020979020979,0.00361681438239293,0.328034042000296,0.525598207131574,6,0.656839330119697,0.915328876307966,hsa04931,Insulin resistance,OGT,PIK3CA,discordant
Foxo3,Cdkn1a,kidney,LoH,163,0.122699386503067,0.245398773006135,0.0552147239263804,0.127754220846855,0.104126200575959,,,-0.520779747868091,0.289451118415463,6,0.656839330119697,0.832819800890255,hsa04068,FoxO signaling pathway,FOXO3,CDKN1A,discordant
Pik3cd,Akt1,kidney,cDC,152,0.217105263157895,0.223684210526316,0.0723684210526316,0.132110590291734,0.104708571687743,0.218181818181818,0.520948935577084,-0.513551146847796,0.486448853152204,4,0.656961844944068,0.90556017271728,hsa04518,Integrin signaling,PIK3CD,AKT1,coherent
Pik3cd,Akt1,kidney,cDC,152,0.217105263157895,0.223684210526316,0.0723684210526316,0.132110590291734,0.104708571687743,0.218181818181818,0.520948935577084,-0.513551146847796,0.486448853152204,4,0.656961844944068,0.90556017271728,hsa04935,"Growth hormone synthesis, secretion and action",PIK3CD,AKT1,coherent
Rap1a,Mapk8,kidney,T_cell,345,0.295652173913044,0.0318840579710145,0.0202898550724638,0.0872699971549436,0.105625102241147,,,0.101676465115291,0.848010873239967,6,0.659168418799027,0.988688470823205,hsa04510,Focal adhesion,RAP1A,MAPK8,coherent
Hras,Pik3cd,kidney,Macrophage,907,0.0793825799338479,0.128996692392503,0.0165380374862183,0.0534808391651598,0.107488843333014,0.942857142857143,0,-0.593610769621902,0.159980577034668,7,0.667231277498019,0.744132123400575,hsa04211,Longevity regulating pathway,HRAS,PIK3CD,coherent
Hras,Pik3cd,kidney,Macrophage,907,0.0793825799338479,0.128996692392503,0.0165380374862183,0.0534808391651598,0.107488843333014,0.942857142857143,0,-0.593610769621902,0.159980577034668,7,0.667231277498019,0.744132123400575,hsa04213,Longevity regulating pathway - multiple species,HRAS,PIK3CD,coherent
Hras,Pik3cd,kidney,Macrophage,907,0.0793825799338479,0.128996692392503,0.0165380374862183,0.0534808391651598,0.107488843333014,0.942857142857143,0,-0.593610769621902,0.159980577034668,7,0.667231277498019,0.744132123400575,hsa04510,Focal adhesion,HRAS,PIK3CD,coherent
Rock1,Ppp1r12a,kidney,Macrophage,907,0.317530319735391,0.239250275633958,0.100330760749724,0.0530076922715652,0.110639986050801,0.538129232880651,3.77101381094323e-08,0.59997267672663,0.154401000736855,7,0.683158009107325,0.738048536776415,hsa04510,Focal adhesion,ROCK1,PPP1R12A,discordant
Sirt1,Foxo3,kidney,PT,324,0.0493827160493827,0.135802469135802,0.0216049382716049,0.0880527047280484,0.113673083944197,,,0.67762631830228,0.094387256827691,7,0.698192047173043,0.688148901379214,hsa04211,Longevity regulating pathway,SIRT1,FOXO3,coherent
Sirt1,Foxo3,kidney,PT,324,0.0493827160493827,0.135802469135802,0.0216049382716049,0.0880527047280484,0.113673083944197,,,0.67762631830228,0.094387256827691,7,0.698192047173043,0.688148901379214,hsa04213,Longevity regulating pathway - multiple species,SIRT1,FOXO3,coherent
Prkaa2,Gys2,kidney,PT,324,0.305555555555556,0.037037037037037,0.0185185185185185,0.0878862801627333,0.114360028709748,,,0.138756932677222,0.766700036789805,7,0.698733787980505,0.977911206020736,hsa04152,AMPK signaling pathway,PRKAA2,GYS2,coherent
Akt2,Prkaa2,kidney,PT,324,0.151234567901235,0.305555555555556,0.0833333333333333,0.0876107165832121,0.115504608240917,0.717948717948718,4.02569444682572e-05,0.454810441317916,0.305203467986234,7,0.701728166378884,0.839495252226591,hsa04213,Longevity regulating pathway - multiple species,AKT2,PRKAA2,coherent
Akt2,Tsc2,kidney,Distal_tubule,234,0.0811965811965812,0.0427350427350427,0.0170940170940171,0.102800826145048,0.11681419075052,,,-0.514635933387045,0.296196800434799,6,0.701728166378884,0.838984626474297,hsa04910,Insulin signaling pathway,AKT2,TSC2,discordant
Akt2,Foxo3,kidney,LoH,163,0.104294478527607,0.122699386503067,0.0184049079754601,0.123313092818339,0.116827121000534,,,0.00799676511749412,0.988005108013336,6,0.701728166378884,0.997732895414207,hsa04068,FoxO signaling pathway,AKT2,FOXO3,coherent
Akt2,Foxo3,kidney,LoH,163,0.104294478527607,0.122699386503067,0.0184049079754601,0.123313092818339,0.116827121000534,,,0.00799676511749412,0.988005108013336,6,0.701728166378884,0.997732895414207,hsa04211,Longevity regulating pathway,AKT2,FOXO3,coherent
Akt2,Foxo3,kidney,LoH,163,0.104294478527607,0.122699386503067,0.0184049079754601,0.123313092818339,0.116827121000534,,,0.00799676511749412,0.988005108013336,6,0.701728166378884,0.997732895414207,hsa04213,Longevity regulating pathway - multiple species,AKT2,FOXO3,coherent
Foxo3,Cdkn1a,kidney,B_cell,189,0.0846560846560847,0.0793650793650794,0.0158730158730159,0.114303514627264,0.117319079342402,,,0.0275860018466976,0.972413998153302,4,0.701728166378884,0.997732895414207,hsa04068,FoxO signaling pathway,FOXO3,CDKN1A,discordant
Pik3ca,Akt1,kidney,LoH,163,0.196319018404908,0.122699386503067,0.049079754601227,0.122932553318854,0.117969150976431,,,-0.512512686305279,0.298541632934364,6,0.701728166378884,0.839495252226591,hsa04518,Integrin signaling,PIK3CA,AKT1,discordant
Pik3ca,Akt1,kidney,LoH,163,0.196319018404908,0.122699386503067,0.049079754601227,0.122932553318854,0.117969150976431,,,-0.512512686305279,0.298541632934364,6,0.701728166378884,0.839495252226591,hsa04935,"Growth hormone synthesis, secretion and action",PIK3CA,AKT1,discordant
Ramp1,Gnb2,kidney,B_cell,189,0.0264550264550265,0.354497354497354,0,-0.113827093894089,0.118864921809925,,,-0.607259844267847,0.392740155732153,4,0.701728166378884,0.859069177443727,hsa04081,Hormone signaling,RAMP1,GNB2,discordant
Zyx,Actn1,kidney,cDC,152,0.618421052631579,0.0789473684210526,0.0592105263157895,0.126965926237539,0.119059277586135,,,-0.959879255863601,0.040120744136399,4,0.701728166378884,0.649689785742508,hsa04510,Focal adhesion,ZYX,ACTN1,coherent
Ogt,Pdpk1,kidney,Distal_tubule,234,0.230769230769231,0.0854700854700855,0.0213675213675214,-0.101888158049218,0.120115172185764,,,-0.761196608033925,0.0787314623390963,6,0.704393999702443,0.688148901379214,hsa04931,Insulin resistance,OGT,PDPK1,coherent
Prkce,Kras,kidney,B_cell,189,0.0793650793650794,0.148148148148148,0.0317460317460317,0.113253786678371,0.120746076363289,,,0.926731567681015,0.073268432318985,4,0.704553355579791,0.688148901379214,hsa04371,Apelin signaling pathway,PRKCE,KRAS,discordant
Sos2,Kras,kidney,cDC,152,0.0328947368421053,0.361842105263158,0,-0.126168572225561,0.121413911515239,,,0.501088144641288,0.498911855358712,4,0.704925545961611,0.90556017271728,hsa04068,FoxO signaling pathway,SOS2,KRAS,coherent
Sos2,Kras,kidney,cDC,152,0.0328947368421053,0.361842105263158,0,-0.126168572225561,0.121413911515239,,,0.501088144641288,0.498911855358712,4,0.704925545961611,0.90556017271728,hsa04910,Insulin signaling pathway,SOS2,KRAS,coherent
Sos2,Kras,kidney,cDC,152,0.0328947368421053,0.361842105263158,0,-0.126168572225561,0.121413911515239,,,0.501088144641288,0.498911855358712,4,0.704925545961611,0.90556017271728,hsa04935,"Growth hormone synthesis, secretion and action",SOS2,KRAS,coherent
Mapk8,Irs2,kidney,cDC,152,0.0921052631578947,0.118421052631579,0.0131578947368421,0.125459165539092,0.12353899738624,,,-0.443736387441906,0.556263612558094,4,0.706127032969308,0.915328876307966,hsa04910,Insulin signaling pathway,MAPK8,IRS2,discordant
Mapk8,Irs2,kidney,cDC,152,0.0921052631578947,0.118421052631579,0.0131578947368421,0.125459165539092,0.12353899738624,,,-0.443736387441906,0.556263612558094,4,0.706127032969308,0.915328876307966,hsa04920,Adipocytokine signaling pathway,MAPK8,IRS2,discordant
Mapk8,Irs2,kidney,cDC,152,0.0921052631578947,0.118421052631579,0.0131578947368421,0.125459165539092,0.12353899738624,,,-0.443736387441906,0.556263612558094,4,0.706127032969308,0.915328876307966,hsa04931,Insulin resistance,MAPK8,IRS2,discordant
Ppp1ca,Myl12a,kidney,Distal_tubule,234,0.384615384615385,0.354700854700855,0.217948717948718,0.100868089469931,0.123889991858098,0.359547511312217,0.00991979506320428,0.441525474129452,0.380748324135029,6,0.706127032969308,0.858824071833344,hsa04510,Focal adhesion,PPP1CA,MYL12A,coherent
Gnb2,Rras2,kidney,PT,324,0.481481481481482,0.104938271604938,0.0771604938271605,0.0852555959532937,0.125655951665242,0.608461538461539,0.00155716233559549,-0.189401778148336,0.684197667261941,7,0.706127032969308,0.963243086228888,hsa04371,Apelin signaling pathway,GNB2,RRAS2,discordant
Rapgef1,Rap1a,kidney,Endothelial,2875,0.191304347826087,0.297739130434783,0.0695652173913044,0.0285301766388254,0.126163737670949,0.548245100862824,4.35196120625185e-17,0.677503271297016,0.0944703571178061,7,0.706127032969308,0.688148901379214,hsa04510,Focal adhesion,RAPGEF1,RAP1A,discordant
Gnb2,Prkce,kidney,Macrophage,907,0.504961411245866,0.0231532524807056,0.0154355016538037,0.0508135712469983,0.126214508201395,0.784615384615385,0.00142516552744664,-0.034929522073823,0.940737969022635,7,0.706127032969308,0.997732895414207,hsa04371,Apelin signaling pathway,GNB2,PRKCE,coherent
Rock2,Ppp1r12a,kidney,cDC,152,0.302631578947368,0.407894736842105,0.151315789473684,0.124472312802167,0.126542858790405,0.672924901185771,0.000599638073472341,-0.77043290363546,0.229567096364539,4,0.706127032969308,0.81490148002901,hsa04510,Focal adhesion,ROCK2,PPP1R12A,discordant
Gcgr,Gnas,kidney,Distal_tubule,234,0.102564102564103,0.598290598290598,0.0854700854700855,0.100148559828253,0.126607512765275,0.581954887218045,0.00816619895182955,-0.773334285675402,0.0712432776541263,6,0.706127032969308,0.688148901379214,hsa04081,Hormone signaling,GCGR,GNAS,coherent
Rock2,Myl12a,kidney,cDC,152,0.302631578947368,0.671052631578947,0.190789473684211,-0.124285020922538,0.127119255953437,-0.0103448275862069,0.958253199019613,-0.604434089686991,0.395565910313009,4,0.706127032969308,0.859637648669054,hsa04510,Focal adhesion,ROCK2,MYL12A,coherent
Ogt,Pik3cd,kidney,Distal_tubule,234,0.230769230769231,0.0384615384615385,0.0213675213675214,0.0999098620495283,0.127519140148064,,,-0.72695460843312,0.101652394957956,6,0.706127032969308,0.701927876423912,hsa04931,Insulin resistance,OGT,PIK3CD,coherent
Ogt,Pik3ca,kidney,Endothelial,2875,0.188521739130435,0.11895652173913,0.0253913043478261,0.0282642922568722,0.129735062696636,0.609212779414714,1.06931614418002e-08,-0.295633108240558,0.519759043661977,7,0.706127032969308,0.913260204294353,hsa04931,Insulin resistance,OGT,PIK3CA,discordant
Rock2,Ppp1r12a,kidney,PT,324,0.141975308641975,0.154320987654321,0.0462962962962963,0.084322974930019,0.12986205439506,0.735714285714286,0.00254981843162293,0.638378031502064,0.122834972343998,7,0.706127032969308,0.734990357982085,hsa04510,Focal adhesion,ROCK2,PPP1R12A,discordant
Ppp1r12a,Myl12a,kidney,T_cell,345,0.382608695652174,0.434782608695652,0.191304347826087,0.0816743905690854,0.130010802384098,0.480799941575346,4.3861841008173e-05,-0.316329516148393,0.541332381509413,6,0.706127032969308,0.915328876307966,hsa04510,Focal adhesion,PPP1R12A,MYL12A,discordant
Sos1,Kras,kidney,Macrophage,907,0.0385887541345094,0.178610804851158,0.00441014332965821,-0.0502105762332215,0.130780385897164,,,0.020363178185568,0.965437561890401,7,0.706127032969308,0.997732895414207,hsa04068,FoxO signaling pathway,SOS1,KRAS,coherent
Sos1,Kras,kidney,Macrophage,907,0.0385887541345094,0.178610804851158,0.00441014332965821,-0.0502105762332215,0.130780385897164,,,0.020363178185568,0.965437561890401,7,0.706127032969308,0.997732895414207,hsa04910,Insulin signaling pathway,SOS1,KRAS,coherent
Sos1,Kras,kidney,Macrophage,907,0.0385887541345094,0.178610804851158,0.00441014332965821,-0.0502105762332215,0.130780385897164,,,0.020363178185568,0.965437561890401,7,0.706127032969308,0.997732895414207,hsa04935,"Growth hormone synthesis, secretion and action",SOS1,KRAS,coherent
Rock2,Myl12a,kidney,Endothelial,2875,0.44904347826087,0.683478260869565,0.32695652173913,0.0281339185267631,0.131514649990945,0.179293873290736,3.11868980670152e-08,-0.241734274463455,0.601503703119828,7,0.706127032969308,0.938442274787217,hsa04510,Focal adhesion,ROCK2,MYL12A,coherent
Calm1,Pygb,kidney,Macrophage,907,0.820286659316428,0.0540242557883131,0.0452039691289967,-0.0500632240459657,0.131915352061096,0.129442508710801,0.418541923397181,-0.310720473502292,0.497595512979405,7,0.706127032969308,0.90556017271728,hsa04910,Insulin signaling pathway,CALM1,PYGB,discordant
Gnb2,Rhoa,kidney,cDC,152,0.822368421052632,0.848684210526316,0.730263157894737,0.122683630941205,0.132130480965445,-0.173144465480553,0.0691724487093288,0.599415826070001,0.400584173929999,4,0.706127032969308,0.862325578988333,hsa04081,Hormone signaling,GNB2,RHOA,coherent
Prmt1,Foxo3,kidney,Endothelial,2875,0.202434782608696,0.0587826086956522,0.0104347826086957,-0.0280064979594171,0.133272144433636,0.654800315543699,8.63357945660829e-05,-0.432932600900988,0.3319264189825,7,0.706127032969308,0.847471063461576,hsa04068,FoxO signaling pathway,PRMT1,FOXO3,discordant
Sos2,Kras,kidney,LoH,163,0.104294478527607,0.325153374233129,0.0613496932515337,0.117970712090561,0.133666147150741,0.6,0.0731198750392827,0.658587351465994,0.154945922459487,6,0.706127032969308,0.738048536776415,hsa04068,FoxO signaling pathway,SOS2,KRAS,coherent
Sos2,Kras,kidney,LoH,163,0.104294478527607,0.325153374233129,0.0613496932515337,0.117970712090561,0.133666147150741,0.6,0.0731198750392827,0.658587351465994,0.154945922459487,6,0.706127032969308,0.738048536776415,hsa04910,Insulin signaling pathway,SOS2,KRAS,coherent
Sos2,Kras,kidney,LoH,163,0.104294478527607,0.325153374233129,0.0613496932515337,0.117970712090561,0.133666147150741,0.6,0.0731198750392827,0.658587351465994,0.154945922459487,6,0.706127032969308,0.738048536776415,hsa04935,"Growth hormone synthesis, secretion and action",SOS2,KRAS,coherent
Ppp1r12a,Myl12a,kidney,Distal_tubule,234,0.17948717948718,0.354700854700855,0.106837606837607,0.0980689968175374,0.134721040448784,0.522307692307692,0.00818645800069715,0.740963872212249,0.0919589480096124,6,0.706127032969308,0.688148901379214,hsa04510,Focal adhesion,PPP1R12A,MYL12A,discordant
Ppp1cb,Calm1,kidney,PT,324,0.259259259259259,0.774691358024691,0.243827160493827,0.0832640144672981,0.134768923529491,0.13960564751704,0.21931117384717,0.192475408880167,0.679262449565672,7,0.706127032969308,0.963026568033139,hsa04910,Insulin signaling pathway,PPP1CB,CALM1,discordant
Rhoa,Rock1,kidney,LoH,163,0.834355828220859,0.398773006134969,0.349693251533742,-0.117595060989053,0.134916786453487,0.265167228415867,0.0465081718198377,-0.154654761623671,0.7698673812275,6,0.706127032969308,0.977911206020736,hsa04510,Focal adhesion,RHOA,ROCK1,discordant
Traf2,Mapk8,kidney,cDC,152,0.118421052631579,0.0921052631578947,0.0263157894736842,0.121808415667132,0.134932586420014,,,0.824776535553437,0.175223464446563,4,0.706127032969308,0.749032172194648,hsa04920,Adipocytokine signaling pathway,TRAF2,MAPK8,discordant
Vav2,Rac2,kidney,B_cell,189,0.0423280423280423,0.470899470899471,0.037037037037037,0.108375740444215,0.137699736741103,,,0.9388781833569,0.0611218166430998,4,0.715442614680249,0.672916603985825,hsa04510,Focal adhesion,VAV2,RAC2,coherent
Prkce,Rras,kidney,Endothelial,2875,0.160695652173913,0.510608695652174,0.0817391304347826,-0.0276743509367522,0.137938807457632,0.373781169467189,3.31471585377405e-09,-0.629392557422687,0.129892385643924,7,0.715442614680249,0.734990357982085,hsa04371,Apelin signaling pathway,PRKCE,RRAS,coherent
Rhoa,Pip5k1a,kidney,B_cell,189,0.53968253968254,0.0634920634920635,0.0529100529100529,0.107892466128183,0.13947381853856,0.587878787878788,0.0802150639781516,0.246757876502342,0.753242123497658,4,0.720203301922565,0.977911206020736,hsa04510,Focal adhesion,RHOA,PIP5K1A,discordant
Foxo3,Gadd45a,kidney,LoH,163,0.122699386503067,0.226993865030675,0.0429447852760736,0.115909210389159,0.140639983982511,,,0.374921925792958,0.463967833461042,6,0.723025820738281,0.900915909565783,hsa04068,FoxO signaling pathway,FOXO3,GADD45A,discordant
Usp7,Foxo3,kidney,Endothelial,2875,0.179826086956522,0.0587826086956522,0.0142608695652174,0.0273707626014053,0.142313417580121,0.619686411149826,2.36325169085022e-05,-0.281873290028886,0.540258223323981,7,0.726039257148645,0.915328876307966,hsa04068,FoxO signaling pathway,USP7,FOXO3,coherent
Il6,Stat3,kidney,B_cell,189,0.037037037037037,0.132275132275132,0.0105820105820106,0.107086716312165,0.142470428352219,,,-0.0825143284739674,0.917485671526033,4,0.726039257148645,0.9961074627586,hsa04068,FoxO signaling pathway,IL6,STAT3,coherent
Il6,Stat3,kidney,B_cell,189,0.037037037037037,0.132275132275132,0.0105820105820106,0.107086716312165,0.142470428352219,,,-0.0825143284739674,0.917485671526033,4,0.726039257148645,0.9961074627586,hsa04931,Insulin resistance,IL6,STAT3,coherent
Pik3cd,Pdpk1,kidney,Macrophage,907,0.128996692392503,0.0749724366041896,0.00771775082690187,-0.0486488867431244,0.143200037701487,,,-0.601106233534587,0.153417210498309,7,0.726584539120155,0.738048536776415,hsa04910,Insulin signaling pathway,PIK3CD,PDPK1,coherent
Pik3ca,Akt2,kidney,Endothelial,2875,0.11895652173913,0.0424347826086957,0.00347826086956522,-0.0272312401333599,0.14435925963793,0.903030303030303,0.000880224994754143,0.659222898267103,0.107242323105677,7,0.726897322990304,0.718979201964281,hsa04518,Integrin signaling,PIK3CA,AKT2,discordant
Pik3ca,Akt2,kidney,Endothelial,2875,0.11895652173913,0.0424347826086957,0.00347826086956522,-0.0272312401333599,0.14435925963793,0.903030303030303,0.000880224994754143,0.659222898267103,0.107242323105677,7,0.726897322990304,0.718979201964281,hsa04935,"Growth hormone synthesis, secretion and action",PIK3CA,AKT2,discordant
Rhoa,Rock1,kidney,Endothelial,2875,0.820869565217391,0.451130434782609,0.388521739130435,0.0272211937247994,0.144507436961226,0.119262516831865,6.44913398382861e-05,-0.706836994409397,0.0757488400524619,7,0.726897322990304,0.688148901379214,hsa04510,Focal adhesion,RHOA,ROCK1,discordant
Akt1,Nos3,kidney,Endothelial,2875,0.223304347826087,0.171130434782609,0.0459130434782609,0.0270503069083044,0.14704577473776,0.661130612527646,6.28135931570442e-18,0.313635783122019,0.493351895308713,7,0.736491069180109,0.90556017271728,hsa04371,Apelin signaling pathway,AKT1,NOS3,coherent
Akt1,Nos3,kidney,Endothelial,2875,0.223304347826087,0.171130434782609,0.0459130434782609,0.0270503069083044,0.14704577473776,0.661130612527646,6.28135931570442e-18,0.313635783122019,0.493351895308713,7,0.736491069180109,0.90556017271728,hsa04931,Insulin resistance,AKT1,NOS3,coherent
Ppp1cb,Calm1,kidney,Endothelial,2875,0.258434782608696,0.91895652173913,0.245565217391304,0.0269398247798128,0.148704914660634,0.0454299093532469,0.227977072125048,-0.432746933844063,0.332157326889372,7,0.741599770082151,0.847471063461576,hsa04910,Insulin signaling pathway,PPP1CB,CALM1,discordant
Rhoa,Rock2,kidney,LoH,163,0.834355828220859,0.349693251533742,0.331288343558282,0.11344475847184,0.149336714626654,0.266399847531923,0.0518055055383973,-0.251708399257866,0.630411160522226,6,0.741599770082151,0.941984410152929,hsa04510,Focal adhesion,RHOA,ROCK2,discordant
Arhgap5,Rhoa,kidney,Distal_tubule,234,0.384615384615385,0.427350427350427,0.196581196581197,-0.0940795854156815,0.151395967772571,0.389947579401788,0.00775551418752797,-0.30518603636287,0.556433232841757,6,0.748054824545982,0.915328876307966,hsa04510,Focal adhesion,ARHGAP5,RHOA,coherent
Sos2,Hras,kidney,PT,324,0.108024691358025,0.41358024691358,0.0493827160493827,-0.0797807162430471,0.151918589046613,0.470588235294118,0.0679023726650785,0.339130870511825,0.456801388894978,7,0.748054824545982,0.894223908318624,hsa04068,FoxO signaling pathway,SOS2,HRAS,discordant
Sos2,Hras,kidney,PT,324,0.108024691358025,0.41358024691358,0.0493827160493827,-0.0797807162430471,0.151918589046613,0.470588235294118,0.0679023726650785,0.339130870511825,0.456801388894978,7,0.748054824545982,0.894223908318624,hsa04510,Focal adhesion,SOS2,HRAS,discordant
Sos2,Hras,kidney,PT,324,0.108024691358025,0.41358024691358,0.0493827160493827,-0.0797807162430471,0.151918589046613,0.470588235294118,0.0679023726650785,0.339130870511825,0.456801388894978,7,0.748054824545982,0.894223908318624,hsa04910,Insulin signaling pathway,SOS2,HRAS,discordant
Sos2,Hras,kidney,PT,324,0.108024691358025,0.41358024691358,0.0493827160493827,-0.0797807162430471,0.151918589046613,0.470588235294118,0.0679023726650785,0.339130870511825,0.456801388894978,7,0.748054824545982,0.894223908318624,hsa04935,"Growth hormone synthesis, secretion and action",SOS2,HRAS,discordant
Crk,Rapgef1,kidney,B_cell,189,0.037037037037037,0.111111111111111,0.0158730158730159,0.103839022826036,0.155047434846119,,,-0.557970104141664,0.442029895858336,4,0.760253598594205,0.88641728893496,hsa04510,Focal adhesion,CRK,RAPGEF1,coherent
Irs2,Pik3r2,kidney,Distal_tubule,234,0.166666666666667,0.0341880341880342,0.0213675213675214,0.0922851983084101,0.159386790425527,,,0.0793489386880447,0.881226392507052,6,0.773146778113187,0.989213824879223,hsa04068,FoxO signaling pathway,IRS2,PIK3R2,discordant
Irs2,Pik3r2,kidney,Distal_tubule,234,0.166666666666667,0.0341880341880342,0.0213675213675214,0.0922851983084101,0.159386790425527,,,0.0793489386880447,0.881226392507052,6,0.773146778113187,0.989213824879223,hsa04081,Hormone signaling,IRS2,PIK3R2,discordant
Irs2,Pik3r2,kidney,Distal_tubule,234,0.166666666666667,0.0341880341880342,0.0213675213675214,0.0922851983084101,0.159386790425527,,,0.0793489386880447,0.881226392507052,6,0.773146778113187,0.989213824879223,hsa04152,AMPK signaling pathway,IRS2,PIK3R2,discordant
Irs2,Pik3r2,kidney,Distal_tubule,234,0.166666666666667,0.0341880341880342,0.0213675213675214,0.0922851983084101,0.159386790425527,,,0.0793489386880447,0.881226392507052,6,0.773146778113187,0.989213824879223,hsa04211,Longevity regulating pathway,IRS2,PIK3R2,discordant
Irs2,Pik3r2,kidney,Distal_tubule,234,0.166666666666667,0.0341880341880342,0.0213675213675214,0.0922851983084101,0.159386790425527,,,0.0793489386880447,0.881226392507052,6,0.773146778113187,0.989213824879223,hsa04213,Longevity regulating pathway - multiple species,IRS2,PIK3R2,discordant
Irs2,Pik3r2,kidney,Distal_tubule,234,0.166666666666667,0.0341880341880342,0.0213675213675214,0.0922851983084101,0.159386790425527,,,0.0793489386880447,0.881226392507052,6,0.773146778113187,0.989213824879223,hsa04910,Insulin signaling pathway,IRS2,PIK3R2,discordant
Irs2,Pik3r2,kidney,Distal_tubule,234,0.166666666666667,0.0341880341880342,0.0213675213675214,0.0922851983084101,0.159386790425527,,,0.0793489386880447,0.881226392507052,6,0.773146778113187,0.989213824879223,hsa04931,Insulin resistance,IRS2,PIK3R2,discordant
Irs2,Pik3r2,kidney,Distal_tubule,234,0.166666666666667,0.0341880341880342,0.0213675213675214,0.0922851983084101,0.159386790425527,,,0.0793489386880447,0.881226392507052,6,0.773146778113187,0.989213824879223,hsa04935,"Growth hormone synthesis, secretion and action",IRS2,PIK3R2,discordant
Rock2,Ppp1ca,kidney,LoH,163,0.349693251533742,0.558282208588957,0.263803680981595,0.110623313546987,0.159785553954003,0.47327091513138,0.00152081937655803,0.0319182309743835,0.952138912261864,6,0.773146778113187,0.997732895414207,hsa04510,Focal adhesion,ROCK2,PPP1CA,coherent
