pathway,rel_type,subtype,edge_sign,gene1,lfc1,p1,fdr1,gene2,lfc2,p2,fdr2,coherent,both_FDR,in_intersect,in_pheno,worst_p
hsa04151,PPrel,activation,1,FGF5,-0.242486357289115,0.0110669089689079,0.106929420189803,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,FALSE,FALSE,0,0,0.0233799641136304
hsa04151,PPrel,activation,1,FLT3LG,0.26653208192006,0.0196582324747158,0.129597114089922,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,TRUE,FALSE,0,0,0.0233799641136304
hsa04151,PPrel,activation,1,IGF1,-0.750196331507432,0.0163841211440685,0.121600797588543,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,FALSE,FALSE,1,1,0.0233799641136304
hsa04151,PPrel,activation,1,NRTN,0.290304016603285,0.00333032994609391,0.0781778629698752,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,TRUE,FALSE,0,0,0.0233799641136304
hsa04151,PPrel,activation,1,VEGFC,-0.304383874229806,0.00386778818298142,0.0816669490769904,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,FALSE,FALSE,0,1,0.0233799641136304
hsa04151,PPrel,activation,1,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,IRS1,-0.3554897344882,0.00226335322613427,0.0728410344711814,FALSE,FALSE,0,1,0.0233799641136304
hsa04151,PPrel,inhibition;phosphorylation,-1,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,FOXO3,-0.258505148092882,0.0236771002828433,0.138569997318525,TRUE,FALSE,0,2,0.0236771002828433
hsa04151,GErel,expression,1,FOXO3,-0.258505148092882,0.0236771002828433,0.138569997318525,RBL2,-0.438055560325673,0.000424763686376901,0.0513663722555985,TRUE,FALSE,0,1,0.0236771002828433
hsa04151,GErel,expression,1,FOXO3,-0.258505148092882,0.0236771002828433,0.138569997318525,BCL2L11,0.191479039012409,0.0208774710315908,0.13292550699405,FALSE,FALSE,0,1,0.0236771002828433
hsa04151,PPrel,activation,1,CSF1,0.213521532780208,0.0203756184052349,0.131792918416824,ERBB4,-0.194302515855191,0.0241032935623033,0.139290247145778,FALSE,FALSE,0,0,0.0241032935623033
hsa04151,PPrel,activation,1,FGF5,-0.242486357289115,0.0110669089689079,0.106929420189803,ERBB4,-0.194302515855191,0.0241032935623033,0.139290247145778,TRUE,FALSE,0,0,0.0241032935623033
hsa04151,PPrel,activation,1,FLT3LG,0.26653208192006,0.0196582324747158,0.129597114089922,ERBB4,-0.194302515855191,0.0241032935623033,0.139290247145778,FALSE,FALSE,0,0,0.0241032935623033
hsa04151,PPrel,activation,1,IGF1,-0.750196331507432,0.0163841211440685,0.121600797588543,ERBB4,-0.194302515855191,0.0241032935623033,0.139290247145778,TRUE,FALSE,1,1,0.0241032935623033
hsa04151,PPrel,activation,1,NRTN,0.290304016603285,0.00333032994609391,0.0781778629698752,ERBB4,-0.194302515855191,0.0241032935623033,0.139290247145778,FALSE,FALSE,0,0,0.0241032935623033
hsa04151,PPrel,activation,1,VEGFC,-0.304383874229806,0.00386778818298142,0.0816669490769904,ERBB4,-0.194302515855191,0.0241032935623033,0.139290247145778,TRUE,FALSE,0,1,0.0241032935623033
hsa04151,PPrel,activation,1,ERBB4,-0.194302515855191,0.0241032935623033,0.139290247145778,IRS1,-0.3554897344882,0.00226335322613427,0.0728410344711814,TRUE,FALSE,0,1,0.0241032935623033
hsa04151,PPrel,activation;phosphorylation,1,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,MDM2,0.17303418058197,0.0246563674273424,0.140387000161258,TRUE,FALSE,0,1,0.0246563674273424
hsa04151,PPrel,activation,1,IRS1,-0.3554897344882,0.00226335322613427,0.0728410344711814,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,TRUE,FALSE,0,2,0.025007761246042
hsa04151,PPrel,activation,1,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,FALSE,FALSE,0,2,0.025007761246042
hsa04151,PPrel,activation,1,KRAS,-0.248737657296002,0.0173365303927831,0.124321581462778,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,TRUE,FALSE,0,2,0.025007761246042
hsa04151,PPrel,activation,1,JAK1,-0.239663864608074,0.0211989372224872,0.13378686158546,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,TRUE,FALSE,0,1,0.025007761246042
hsa04151,PPrel,activation,1,CSF1,0.213521532780208,0.0203756184052349,0.131792918416824,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,TRUE,FALSE,0,0,0.0259204791002992
hsa04151,PPrel,activation,1,FGF5,-0.242486357289115,0.0110669089689079,0.106929420189803,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,FALSE,FALSE,0,0,0.0259204791002992
hsa04151,PPrel,activation,1,FLT3LG,0.26653208192006,0.0196582324747158,0.129597114089922,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,TRUE,FALSE,0,0,0.0259204791002992
hsa04151,PPrel,activation,1,IGF1,-0.750196331507432,0.0163841211440685,0.121600797588543,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,FALSE,FALSE,1,1,0.0259204791002992
hsa04151,PPrel,activation,1,NRTN,0.290304016603285,0.00333032994609391,0.0781778629698752,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,TRUE,FALSE,0,0,0.0259204791002992
hsa04151,PPrel,activation,1,VEGFC,-0.304383874229806,0.00386778818298142,0.0816669490769904,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,FALSE,FALSE,0,1,0.0259204791002992
hsa04151,PPrel,activation,1,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,IRS1,-0.3554897344882,0.00226335322613427,0.0728410344711814,FALSE,FALSE,0,1,0.0259204791002992
hsa04151,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,ERBB3,-0.423032713637065,0.00349726913224901,0.0789152904062191,FALSE,FALSE,0,1,0.0277629703860775
hsa04151,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,ERBB4,-0.194302515855191,0.0241032935623033,0.139290247145778,FALSE,FALSE,0,1,0.0277629703860775
hsa04151,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,TRUE,FALSE,0,1,0.0277629703860775
hsa04151,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,FGFR4,0.378996908602998,0.010950877973237,0.106741947423223,TRUE,FALSE,0,1,0.0277629703860775
hsa04151,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,FALSE,FALSE,0,1,0.0277629703860775
hsa04151,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,TRUE,FALSE,0,1,0.0277629703860775
hsa04151,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,RET,0.286788374588338,0.023292389487457,0.137628242926823,TRUE,FALSE,0,2,0.0277629703860775
hsa04151,PPrel,inhibition;dephosphorylation,-1,PPP2R5B,0.137412769860998,0.0300031487878973,0.155093997102205,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,FALSE,FALSE,0,1,0.0300031487878973
hsa04151,PPrel,activation,1,CSF1,0.213521532780208,0.0203756184052349,0.131792918416824,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,FALSE,FALSE,0,0,0.0320892189706352
hsa04151,PPrel,activation,1,FGF5,-0.242486357289115,0.0110669089689079,0.106929420189803,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,0,0,0.0320892189706352
hsa04151,PPrel,activation,1,FLT3LG,0.26653208192006,0.0196582324747158,0.129597114089922,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,FALSE,FALSE,0,0,0.0320892189706352
hsa04151,PPrel,activation,1,IGF1,-0.750196331507432,0.0163841211440685,0.121600797588543,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,1,1,0.0320892189706352
hsa04151,PPrel,activation,1,NRTN,0.290304016603285,0.00333032994609391,0.0781778629698752,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,FALSE,FALSE,0,0,0.0320892189706352
hsa04151,PPrel,activation,1,VEGFB,0.244850705346642,0.0277629703860775,0.149079024467147,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,FALSE,FALSE,0,1,0.0320892189706352
hsa04151,PPrel,activation,1,VEGFC,-0.304383874229806,0.00386778818298142,0.0816669490769904,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,0,1,0.0320892189706352
hsa04151,PPrel,activation,1,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,IRS1,-0.3554897344882,0.00226335322613427,0.0728410344711814,TRUE,FALSE,0,1,0.0320892189706352
hsa04151,PPrel,activation;phosphorylation,1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,NOS3,0.287450538090903,0.0150267246293483,0.117122361499061,TRUE,FALSE,0,2,0.0322680307039496
hsa04151,PPrel,activation;phosphorylation,1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,CREB3,0.303800603180914,0.00138677189848469,0.0658826713042013,TRUE,FALSE,0,2,0.0322680307039496
hsa04151,PPrel,activation;phosphorylation,1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,ATF2,-0.397622017656181,0.00827776949329714,0.0997947821115051,FALSE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,activation;phosphorylation,1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,ATF4,0.362156848089467,0.00106389360075933,0.0629300210083297,TRUE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,activation;phosphorylation,1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,IKBKG,0.331088914750224,0.000167254679098857,0.0422769009190092,TRUE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,activation;phosphorylation,1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,MDM2,0.17303418058197,0.0246563674273424,0.140387000161258,TRUE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,inhibition;phosphorylation,-1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,CDKN1A,0.960105171790021,5.29391439571774e-06,0.0158446857863832,FALSE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,inhibition;phosphorylation,-1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,FOXO3,-0.258505148092882,0.0236771002828433,0.138569997318525,TRUE,FALSE,0,2,0.0322680307039496
hsa04151,PPrel,inhibition;phosphorylation,-1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,CASP9,0.218691690575173,0.019747769379535,0.129911996469049,FALSE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,activation;phosphorylation,1,PDPK1,0.153466221786299,0.018028233353959,0.12592415969288,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,2,0.0322680307039496
hsa04151,PPrel,inhibition;dephosphorylation,-1,PPP2R3B,0.276953635505095,0.00063525508853722,0.0539381129075716,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,FALSE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,inhibition;dephosphorylation,-1,PPP2R1A,0.348763030574157,0.00116430586290843,0.0636171358842145,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,FALSE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,inhibition;dephosphorylation,-1,PPP2R5A,-0.262441936043039,0.00882731769154429,0.100936625982014,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,inhibition;dephosphorylation,-1,PPP2R5B,0.137412769860998,0.0300031487878973,0.155093997102205,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,FALSE,FALSE,0,1,0.0322680307039496
hsa04151,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,ERBB3,-0.423032713637065,0.00349726913224901,0.0789152904062191,TRUE,FALSE,0,0,0.0334141087687689
hsa04151,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,ERBB4,-0.194302515855191,0.0241032935623033,0.139290247145778,TRUE,FALSE,0,0,0.0334141087687689
hsa04151,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,FGFR3,0.290775612429906,0.0233799641136304,0.137680733088236,FALSE,FALSE,0,0,0.0334141087687689
hsa04151,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,FGFR4,0.378996908602998,0.010950877973237,0.106741947423223,FALSE,FALSE,0,0,0.0334141087687689
hsa04151,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,FLT1,-0.265225153566922,0.0320892189706352,0.159778739962476,TRUE,FALSE,0,0,0.0334141087687689
hsa04151,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,MET,-0.594530156292599,0.000535321938461894,0.0532228199633379,TRUE,FALSE,0,0,0.0334141087687689
hsa04151,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,FALSE,FALSE,0,0,0.0334141087687689
hsa04151,PPrel,activation,1,PDGFC,-0.259175386576165,0.0334141087687689,0.162903456846376,RET,0.286788374588338,0.023292389487457,0.137628242926823,FALSE,FALSE,0,1,0.0334141087687689
hsa04151,PPrel,inhibition;dephosphorylation,-1,PHLPP1,-0.230494471532542,0.0338638428435898,0.163914656802211,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,TRUE,FALSE,0,1,0.0338638428435898
hsa04151,PPrel,inhibition;dephosphorylation,-1,PHLPP1,-0.230494471532542,0.0338638428435898,0.163914656802211,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,1,0.0338638428435898
hsa04151,PPrel,activation;phosphorylation,1,RPS6KB2,0.257949387042562,0.0194903632172992,0.129212989472378,RPS6,-0.254641670484692,0.0351400983266956,0.166488706451921,FALSE,FALSE,0,2,0.0351400983266956
hsa04151,PPrel,activation,1,SOS1,-0.183245348489432,0.0388948218928561,0.172866706501494,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,FALSE,FALSE,0,2,0.0388948218928561
hsa04151,PPrel,activation,1,SOS1,-0.183245348489432,0.0388948218928561,0.172866706501494,KRAS,-0.248737657296002,0.0173365303927831,0.124321581462778,TRUE,FALSE,0,2,0.0388948218928561
hsa04151,PPrel,inhibition;phosphorylation,-1,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,CDKN1B,-0.293884690967838,0.0415731612082708,0.178264285811396,TRUE,FALSE,0,2,0.0415731612082708
hsa04151,PPrel,inhibition;phosphorylation,-1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,CDKN1B,-0.293884690967838,0.0415731612082708,0.178264285811396,TRUE,FALSE,0,2,0.0415731612082708
hsa04151,GErel,expression,1,FOXO3,-0.258505148092882,0.0236771002828433,0.138569997318525,CDKN1B,-0.293884690967838,0.0415731612082708,0.178264285811396,TRUE,FALSE,0,2,0.0415731612082708
hsa04151,PPrel,activation,1,RAC1,-0.166148471728248,0.0444310617198828,0.182856194881553,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,TRUE,FALSE,0,2,0.0444310617198828
hsa04151,PPrel,activation,1,RAC1,-0.166148471728248,0.0444310617198828,0.182856194881553,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,FALSE,FALSE,0,2,0.0444310617198828
hsa04151,PPrel,activation,1,IRS1,-0.3554897344882,0.00226335322613427,0.0728410344711814,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,FALSE,FALSE,0,2,0.0479971366369964
hsa04151,PPrel,activation,1,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,TRUE,FALSE,0,2,0.0479971366369964
hsa04151,PPrel,activation,1,KRAS,-0.248737657296002,0.0173365303927831,0.124321581462778,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,FALSE,FALSE,0,2,0.0479971366369964
hsa04151,PPrel,activation,1,RAC1,-0.166148471728248,0.0444310617198828,0.182856194881553,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,FALSE,FALSE,0,2,0.0479971366369964
hsa04151,PPrel,activation,1,JAK1,-0.239663864608074,0.0211989372224872,0.13378686158546,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,FALSE,FALSE,0,1,0.0479971366369964
hsa04152,PPrel,activation,1,IRS1,-0.3554897344882,0.00226335322613427,0.0728410344711814,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,FALSE,FALSE,0,2,0.00604856153799963
hsa04152,PPrel,activation,1,IRS2,-0.584420274513232,0.00290962468594569,0.0747511303436519,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,FALSE,FALSE,1,2,0.00604856153799963
hsa04152,PPrel,activation;phosphorylation,1,CAMKK2,0.506110584900416,0.00844909260690126,0.100031858033946,PRKAA2,0.2883315494399,0.0174833628632484,0.124528023712669,TRUE,FALSE,0,1,0.0174833628632484
hsa04152,PPrel,activation;phosphorylation,1,PRKAA2,0.2883315494399,0.0174833628632484,0.124528023712669,PFKFB1,-0.325059846329074,0.00103535016306561,0.0628118882034337,FALSE,FALSE,0,1,0.0174833628632484
hsa04152,PPrel,activation;phosphorylation,1,PRKAA2,0.2883315494399,0.0174833628632484,0.124528023712669,PFKFB3,-0.655569796012921,0.000127446028528339,0.0422769009190092,FALSE,FALSE,0,1,0.0174833628632484
hsa04152,PPrel,activation;phosphorylation,1,PRKAA2,0.2883315494399,0.0174833628632484,0.124528023712669,PFKFB4,0.131856641195354,0.00500148112903384,0.0874127475573622,TRUE,FALSE,0,1,0.0174833628632484
hsa04152,PPrel,activation;phosphorylation,1,PRKAA2,0.2883315494399,0.0174833628632484,0.124528023712669,PPARGC1A,-0.612471761557638,0.000603487342297342,0.0535181515702502,FALSE,FALSE,1,2,0.0174833628632484
hsa04152,PPrel,inhibition;phosphorylation,-1,PRKAA2,0.2883315494399,0.0174833628632484,0.124528023712669,GYS2,-0.436590184422608,0.0112001344569651,0.107509604953939,TRUE,FALSE,0,2,0.0174833628632484
hsa04152,PPrel,inhibition;phosphorylation,-1,PRKAA2,0.2883315494399,0.0174833628632484,0.124528023712669,CFTR,0.346053445795614,0.00848407975775739,0.100031858033946,FALSE,FALSE,0,1,0.0174833628632484
hsa04152,PPrel,activation;phosphorylation,1,PDPK1,0.153466221786299,0.018028233353959,0.12592415969288,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,TRUE,FALSE,0,2,0.018028233353959
hsa04152,PPrel,activation,1,IRS1,-0.3554897344882,0.00226335322613427,0.0728410344711814,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,TRUE,FALSE,0,2,0.025007761246042
hsa04152,PPrel,activation,1,IRS2,-0.584420274513232,0.00290962468594569,0.0747511303436519,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,TRUE,FALSE,1,2,0.025007761246042
hsa04152,GErel,expression,1,SREBF1,0.435480157850608,0.0261960327030443,0.14479173754425,FASN,0.69799363467585,0.0102285985406989,0.104041445819242,TRUE,FALSE,0,1,0.0261960327030443
hsa04152,PPrel,inhibition;indirect effect,-1,PRKAA2,0.2883315494399,0.0174833628632484,0.124528023712669,SREBF1,0.435480157850608,0.0261960327030443,0.14479173754425,FALSE,FALSE,0,2,0.0261960327030443
hsa04152,PPrel,activation;phosphorylation,1,PRKAA2,0.2883315494399,0.0174833628632484,0.124528023712669,MLYCD,0.272131424826275,0.0291126278511173,0.152132859290081,TRUE,FALSE,0,1,0.0291126278511173
hsa04152,PPrel,activation;phosphorylation,1,PDPK1,0.153466221786299,0.018028233353959,0.12592415969288,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,2,0.0322680307039496
hsa04152,PPrel,activation,1,IRS1,-0.3554897344882,0.00226335322613427,0.0728410344711814,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,FALSE,FALSE,0,2,0.0479971366369964
hsa04152,PPrel,activation,1,IRS2,-0.584420274513232,0.00290962468594569,0.0747511303436519,PIK3CD,0.187312414207718,0.0479971366369964,0.189473707246273,FALSE,FALSE,1,2,0.0479971366369964
hsa04210,PPrel,activation;phosphorylation,1,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,IKBKG,0.331088914750224,0.000167254679098857,0.0422769009190092,TRUE,FALSE,0,1,0.00343401055010987
hsa04210,PPrel,inhibition,-1,CTSW,0.339258414134575,0.00276788239537488,0.0745214814612773,BIRC5,0.164479304293159,0.00630377119011232,0.0931712946765737,FALSE,FALSE,0,0,0.00630377119011232
hsa04210,PPrel,inhibition,-1,CTSZ,0.252405083903582,0.00262623093763095,0.0745214814612773,BIRC5,0.164479304293159,0.00630377119011232,0.0931712946765737,FALSE,FALSE,0,0,0.00630377119011232
hsa04210,PPrel,inhibition,-1,CTSD,0.547802129648465,0.00704034286440144,0.0963279825972731,BIRC5,0.164479304293159,0.00630377119011232,0.0931712946765737,FALSE,FALSE,0,1,0.00704034286440144
hsa04210,PPrel,inhibition,-1,CTSD,0.547802129648465,0.00704034286440144,0.0963279825972731,BCL2L1,0.320592861753887,0.00962537638125497,0.102068207295292,FALSE,FALSE,0,1,0.00962537638125497
hsa04210,PPrel,inhibition,-1,CTSW,0.339258414134575,0.00276788239537488,0.0745214814612773,BCL2L1,0.320592861753887,0.00962537638125497,0.102068207295292,FALSE,FALSE,0,0,0.00962537638125497
hsa04210,PPrel,inhibition,-1,CTSZ,0.252405083903582,0.00262623093763095,0.0745214814612773,BCL2L1,0.320592861753887,0.00962537638125497,0.102068207295292,FALSE,FALSE,0,0,0.00962537638125497
hsa04210,PPrel,inhibition,-1,CTSD,0.547802129648465,0.00704034286440144,0.0963279825972731,BIRC2,-0.300450106961928,0.0102160920953223,0.104030967441895,TRUE,FALSE,0,1,0.0102160920953223
hsa04210,PPrel,inhibition,-1,CTSW,0.339258414134575,0.00276788239537488,0.0745214814612773,BIRC2,-0.300450106961928,0.0102160920953223,0.104030967441895,TRUE,FALSE,0,0,0.0102160920953223
hsa04210,PPrel,inhibition,-1,CTSZ,0.252405083903582,0.00262623093763095,0.0745214814612773,BIRC2,-0.300450106961928,0.0102160920953223,0.104030967441895,TRUE,FALSE,0,0,0.0102160920953223
hsa04210,PPrel,inhibition;phosphorylation,-1,MAPK8,-0.219103231894202,0.0122692600501608,0.110731833004267,BCL2L1,0.320592861753887,0.00962537638125497,0.102068207295292,TRUE,FALSE,0,1,0.0122692600501608
hsa04210,PPrel,activation,1,FAS,-0.296444124075168,0.0130705654150839,0.112167891342133,FADD,0.190586985500345,0.010997589983844,0.106794774570433,FALSE,FALSE,0,0,0.0130705654150839
hsa04210,PPrel,inhibition,-1,BCL2L1,0.320592861753887,0.00962537638125497,0.102068207295292,BAX,0.341780465352488,0.0136443501184127,0.113739722456912,FALSE,FALSE,0,1,0.0136443501184127
hsa04210,PPrel,activation;phosphorylation,1,PDPK1,0.153466221786299,0.018028233353959,0.12592415969288,AKT1,0.387089573539082,0.00343401055010987,0.0789152904062191,TRUE,FALSE,0,2,0.018028233353959
hsa04210,PPrel,inhibition,-1,BIRC2,-0.300450106961928,0.0102160920953223,0.104030967441895,CASP9,0.218691690575173,0.019747769379535,0.129911996469049,TRUE,FALSE,0,0,0.019747769379535
hsa04210,PPrel,inhibition,-1,BIRC5,0.164479304293159,0.00630377119011232,0.0931712946765737,CASP9,0.218691690575173,0.019747769379535,0.129911996469049,FALSE,FALSE,0,0,0.019747769379535
hsa04210,PPrel,inhibition,-1,CASP9,0.218691690575173,0.019747769379535,0.129911996469049,PARP2,-0.215999758207841,0.0184277744226236,0.126645990463633,TRUE,FALSE,0,0,0.019747769379535
hsa04210,PPrel,activation,1,IL3RA,0.229460332686403,0.0207159842171641,0.132343523504743,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,TRUE,FALSE,0,1,0.0207159842171641
hsa04210,PPrel,activation,1,IL3RA,0.229460332686403,0.0207159842171641,0.132343523504743,KRAS,-0.248737657296002,0.0173365303927831,0.124321581462778,FALSE,FALSE,0,1,0.0207159842171641
hsa04210,PPrel,activation;indirect effect,1,IL3RA,0.229460332686403,0.0207159842171641,0.132343523504743,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,TRUE,FALSE,0,1,0.0207159842171641
hsa04210,PPrel,inhibition,-1,BCL2L11,0.191479039012409,0.0208774710315908,0.13292550699405,BCL2L1,0.320592861753887,0.00962537638125497,0.102068207295292,FALSE,FALSE,0,0,0.0208774710315908
hsa04210,PPrel,activation,1,BCL2L11,0.191479039012409,0.0208774710315908,0.13292550699405,BAX,0.341780465352488,0.0136443501184127,0.113739722456912,TRUE,FALSE,0,1,0.0208774710315908
hsa04210,PPrel,activation;indirect effect,1,IL3RA,0.229460332686403,0.0207159842171641,0.132343523504743,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,FALSE,FALSE,0,1,0.025007761246042
hsa04210,PPrel,activation;indirect effect,1,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,PIK3CA,-0.194162266153804,0.025007761246042,0.141319286744511,FALSE,FALSE,0,1,0.0259204791002992
hsa04210,PPrel,activation;indirect effect,1,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,PIK3R2,0.268794809673499,0.00604856153799963,0.0920119170685281,TRUE,FALSE,0,1,0.0259204791002992
hsa04210,PPrel,activation;indirect effect,1,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,HRAS,0.236375195318022,0.0186148363045659,0.127141536662267,TRUE,FALSE,0,1,0.0259204791002992
hsa04210,PPrel,activation;indirect effect,1,NTRK1,0.183827282805448,0.0259204791002992,0.143918018778676,KRAS,-0.248737657296002,0.0173365303927831,0.124321581462778,FALSE,FALSE,0,1,0.0259204791002992
hsa04210,PPrel,activation,1,TNF,0.157059465411569,0.0301660466016043,0.155533122271493,TNFRSF1A,0.297436592284587,0.0232747228326003,0.137628242926823,TRUE,FALSE,0,2,0.0301660466016043
hsa04210,PPrel,inhibition,-1,CTSD,0.547802129648465,0.00704034286440144,0.0963279825972731,BIRC3,0.190708925092721,0.0321477866708598,0.159778739962476,FALSE,FALSE,0,1,0.0321477866708598
hsa04210,PPrel,inhibition,-1,CTSW,0.339258414134575,0.00276788239537488,0.0745214814612773,BIRC3,0.190708925092721,0.0321477866708598,0.159778739962476,FALSE,FALSE,0,0,0.0321477866708598
hsa04210,PPrel,inhibition,-1,CTSZ,0.252405083903582,0.00262623093763095,0.0745214814612773,BIRC3,0.190708925092721,0.0321477866708598,0.159778739962476,FALSE,FALSE,0,0,0.0321477866708598
hsa04210,PPrel,inhibition,-1,BIRC3,0.190708925092721,0.0321477866708598,0.159778739962476,CASP9,0.218691690575173,0.019747769379535,0.129911996469049,FALSE,FALSE,0,0,0.0321477866708598
hsa04210,PPrel,activation;phosphorylation,1,PDPK1,0.153466221786299,0.018028233353959,0.12592415969288,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,TRUE,FALSE,0,2,0.0322680307039496
hsa04210,PPrel,activation;phosphorylation,1,AKT2,0.272775905162288,0.0322680307039496,0.159941472099098,IKBKG,0.331088914750224,0.000167254679098857,0.0422769009190092,TRUE,FALSE,0,1,0.0322680307039496
