gene,module,GS_T2D,GS_p,MM_red,MM_yellow,MM_tan,MM_greenyellow,kME_own,hub
NBN,blue,-0.375957424451099,0.0532765934373684,-0.529155435657514,0.476947904171931,0.318386890928033,0.214970681340034,0.916719373750512,FALSE
ITGB2,turquoise,0.477922414955045,0.0116918363914649,0.540846998920805,-0.596248267144791,-0.654551896095783,-0.242420406244166,0.521966616923622,FALSE
SYNE3,blue,-0.357619358788349,0.06703805122874,-0.414324395184242,0.137484830398058,0.405608153816366,0.112010095693021,0.4608110701412,FALSE
TAAR3P,blue,-0.282208678201032,0.153813259518626,-0.490128954611557,0.377563442520779,0.566547152075834,-0.0203621261209754,0.454593225789895,FALSE
SREBF2,red,0.637078632980641,0.000352228920514003,0.750489439531419,-0.521344144248159,-0.558189037739842,-0.496031623161656,0.750489439531419,TRUE
ZKSCAN7,blue,-0.54029462355856,0.00362242690251182,-0.626102995610731,0.377938006852152,0.458872827642691,0.462195387006594,0.711029999456948,FALSE
CCL5,green,0.340144838871706,0.0825632258415963,0.216662950336347,-0.264124435622686,-0.350221919480122,-0.148700536275782,0.561967454050885,FALSE
CAPNS1,turquoise,0.500682487131461,0.00781465504385333,0.784828043484279,-0.544028355148117,-0.63194708100787,-0.264815988256286,0.812319199804261,FALSE
ITGAV,magenta,-0.105451088307646,0.600643388020337,-0.172909584099065,0.219513909110695,-0.094311500420283,0.132760546062459,0.7431016960706,FALSE
LACTB2,blue,-0.381551262443808,0.0495531530280569,-0.380681754382919,0.440477656257411,0.503270136966101,0.103820310170208,0.658239281614663,FALSE
MT1M,grey,-0.199560598886309,0.318296230180546,-0.0999573982655778,0.278190652563332,0.227472522685258,0.0182083899938955,,FALSE
PLS1,blue,-0.408085323342002,0.0345904932702422,-0.512654586122155,0.560713715762529,0.37190860419903,0.274333112789298,0.884268148827975,FALSE
ANKRD46,blue,-0.494619905930931,0.00872274867100314,-0.581848731817764,0.645510703889427,0.545479620313433,0.287571377037612,0.918915032012473,FALSE
GPC1,red,0.621340806536789,0.000542073412524282,0.879779444672973,-0.70791998898834,-0.651508850783088,-0.52086768705062,0.879779444672973,TRUE
SGCE,grey,0.0310922390501512,0.877647516053837,0.176035148563271,-0.260068774254171,-0.289295799320197,-0.0406613639054999,,FALSE
HLA-DPA1,green,-0.0464139979458385,0.81818053141019,0.117848500147214,-0.251411404866035,-0.352624854782124,0.00479751173632593,0.596431612604151,FALSE
CAAP1,blue,-0.311734554302972,0.11344230524381,-0.416658492696616,0.559284258406507,0.456561954270216,0.152003297145024,0.814475186762388,FALSE
STAG2,blue,-0.519832977170462,0.00544993378832334,-0.715327822782005,0.72603210560216,0.580718696022904,0.329031289965086,0.936382612917936,FALSE
TMSB10,green,0.35046246129076,0.0730979482842215,0.502182796523478,-0.482348548223466,-0.602190967714742,-0.316069908875877,0.883910045442786,FALSE
COX7B,blue,-0.352488527850771,0.0713413464958195,-0.458430922779281,0.501288881242346,0.438668233878463,0.16601394904674,0.741716963529906,FALSE
IGKC,turquoise,0.426603773026534,0.0264814720300198,0.375367361925313,-0.290351929489457,-0.413344521337406,0.0272279205066433,0.329284521764532,FALSE
WNT11,turquoise,0.570287860450189,0.00189737161524992,0.360464108827584,-0.600095575325077,-0.417563442598253,-0.5314801871676,0.30569391548956,FALSE
SLC12A6,blue,-0.604980198575475,0.000828715796329901,-0.801650225564946,0.445028866905281,0.699847395762554,0.455452719595458,0.633031034017335,FALSE
SLC15A3,turquoise,0.439485865300903,0.021807572921955,0.672408351918466,-0.659982588022199,-0.705080739252925,-0.355790007739519,0.829869916729424,FALSE
OPN3,blue,-0.600134237458823,0.000935653376374826,-0.612309623332952,0.7284389638293,0.600425328994424,0.333414190926357,0.842856335158236,FALSE
FMO1,blue,0.271865132164724,0.170123066350007,0.127935150082727,-0.182285323801286,-0.0682968589054134,-0.0720359751835445,0.32151391841678,FALSE
MYOM1,pink,0.00856533768460326,0.966178673286205,0.102423059459032,-0.291043290277067,-0.475908578715451,-0.0411395033570708,0.474574760372892,FALSE
NINJ1,turquoise,0.502091615240862,0.00761537126410315,0.771959642337809,-0.568368419462618,-0.668129045572993,-0.425269587816794,0.77066560970038,FALSE
RNF125,grey,-0.227393031783433,0.254003053893009,-0.327157129755979,0.377606578771141,0.373959851136137,0.010779315213859,,FALSE
H4C3,blue,-0.0994502408855858,0.621636182879863,-0.152401220911846,0.12133890115473,0.0149612762508611,-0.0660629735279895,0.369947122810748,FALSE
LIPC,turquoise,0.306928737057376,0.119412927182924,0.622895904315424,-0.531662548095855,-0.467560737001502,-0.348432861780162,0.587539257253415,FALSE
ULK1,turquoise,0.677660124023475,0.000103041642606761,0.669309471100914,-0.671389380903355,-0.433700475081278,-0.462233383906534,0.837128387396725,FALSE
PCYT2,turquoise,0.257141533272443,0.19538091608002,0.420139295632319,-0.152969741414756,-0.198448377943353,-0.389799445599515,0.730087323414085,FALSE
IGFBP7,pink,0.189028861918961,0.345018208723987,0.212273963617484,-0.280788143854068,-0.42339878589675,-0.0341481843639551,0.784622484841227,FALSE
IER3IP1,blue,-0.435496472072682,0.0231767346460709,-0.550084120745262,0.401704084650695,0.365940155068254,0.442684824074346,0.88041735655538,FALSE
SAFB,turquoise,0.392449701997984,0.0428887376633954,0.528431918438149,-0.454650392013972,-0.396717847575363,-0.410322861993989,0.88637777561839,FALSE
AP1B1,turquoise,0.438497339821847,0.0221405204651091,0.625828878554418,-0.669653595927373,-0.537573325120845,-0.427730901238167,0.915606946207736,FALSE
RAPGEF5,blue,-0.414856725660555,0.0314218004940047,-0.680986040020421,0.348364622300098,0.378803229623024,0.351601849611357,0.748676632068564,FALSE
TENM1,blue,-0.493027059313712,0.00897548342441432,-0.688317785452227,0.593353467241241,0.718630992274848,0.18168259011659,0.709563471976406,FALSE
DHRS7,turquoise,0.269916020171326,0.173327610194287,0.6334107186993,-0.404100425464974,-0.330790920071317,-0.468232464544182,0.593170110441842,FALSE
ASS1,yellow,-0.278848014683804,0.158984926245944,-0.29869153489935,0.58174949454333,0.40459062379297,0.084722502652434,0.58174949454333,FALSE
NRG1,turquoise,0.201717197406754,0.312985861486422,0.326464785091365,0.112238181496092,-0.0804242389320464,-0.400564726391504,0.428039139936671,FALSE
ETNPPL,grey,-0.0432990859866809,0.83020181388885,0.0387334787491683,-0.025360152435407,0.206962897627424,-0.134815297978809,,FALSE
FCER1G,purple,-0.11120902983607,0.580788507076955,-0.0916549329054054,0.26429013751226,-0.173585974887947,0.0897642549213871,0.688110034064759,FALSE
BGN,pink,0.0322605231234083,0.873086072263692,0.120083797916538,-0.273197054560767,-0.40958842622766,0.120318718714156,0.700918311246411,FALSE
NR2F6,turquoise,0.428389657979242,0.0257888625824933,0.748890900338507,-0.713984789195833,-0.540704458391757,-0.468599111063813,0.872924817550832,FALSE
GBE1,blue,-0.334643918805177,0.087976322025492,-0.469524733618398,0.422335724749804,0.503715102418611,0.158933533724872,0.75565651442668,FALSE
GTF2H4,turquoise,0.167893982022086,0.402543257525594,0.373173499312003,-0.300312279376275,-0.091070280280756,-0.24761079993945,0.74095866650651,FALSE
HYOU1,turquoise,0.55487709530976,0.00266500259307405,0.660947648481762,-0.631199425520813,-0.587359604683576,-0.409026529450136,0.293897935710644,FALSE
CPD,blue,-0.478972003479807,0.0114832492364365,-0.555646196202805,0.663457930727698,0.399031620920449,0.425538339607693,0.83543681295717,FALSE
MMP9,turquoise,0.596115807495098,0.00103322114306884,0.49232934568462,-0.623657532779036,-0.619469931273586,-0.33379818494197,0.519313787208936,FALSE
CLIC2,magenta,-0.226612088556785,0.255681696754949,-0.358424070183363,0.443863721270158,0.101066640026796,0.185106595601124,0.742905326591068,FALSE
VNN1,blue,0.284257229477346,0.150720277917732,0.176425872011815,-0.0783032623485656,-0.163338668258872,-0.330658145114583,0.302779813117326,FALSE
AEN,turquoise,0.660763027503985,0.000175740929859789,0.757361590517932,-0.584387342937271,-0.633145887119737,-0.344296532339827,0.667762485350007,FALSE
CETP,green,0.113580835718009,0.572694723368592,0.211288155178222,-0.145261142262079,-0.391067203955382,-0.163173471238925,0.624340312643014,FALSE
BACH2,blue,-0.050735754505244,0.801568494046127,-0.231520077847181,0.356675169203836,0.0381922171682976,0.181485681633358,0.420733991152065,FALSE
ACSL4,turquoise,0.102420907962667,0.611206391544327,0.280214181820981,-0.286324793144119,-0.347271620531117,0.0543796755362958,-0.0365175650861701,FALSE
EVL,turquoise,0.301424283296845,0.126531716572636,0.387143838490126,-0.407047633999284,-0.158639764673539,-0.429992757654795,0.718330041885222,FALSE
CRISPLD2,brown,-0.442346372909652,0.0208670729327474,-0.530472579199452,0.350880205973228,0.239899736707865,0.721094731086265,0.849090643237011,FALSE
NPY6RP,blue,-0.229833905368497,0.248802876008742,-0.283238473665209,0.256677748863929,0.245912780988602,0.0624251487986091,0.493698884893513,FALSE
PCDH1,turquoise,0.397018992904784,0.0403155098740875,0.618453607569156,-0.545794108295503,-0.411102449481132,-0.323245738292149,0.853887190871784,FALSE
PLXDC1,brown,-0.295320130659783,0.134783171075694,-0.588510480586347,0.257293961199153,0.26534586007194,0.531850991405685,0.771160323050232,FALSE
FANCL,blue,-0.574486204686957,0.00172468219587322,-0.782487335805135,0.764211395132807,0.672098125663632,0.326630881738495,0.84981572515845,FALSE
SIGIRR,turquoise,0.193247956707846,0.334156326764106,0.424593738700143,-0.402572962710958,-0.145085469691022,-0.18178722934394,0.760752330410393,FALSE
CFL1,turquoise,0.451059462404357,0.0182045609755902,0.728893520772008,-0.64123856306415,-0.593464043717749,-0.278685197834683,0.840281022513136,FALSE
TMEM204,pink,0.301011192445601,0.127078191425355,0.395946289682338,-0.390417383027433,-0.539062105474717,-0.0839104796846759,0.901436995071843,FALSE
PTGDS,pink,0.228403640892063,0.251841451098184,0.259360348138155,-0.444126341490644,-0.310672785389079,0.0610589823904206,0.822175478183365,FALSE
NSDHL,red,0.419284010386743,0.0294794556463551,0.622221124504431,-0.232153745383437,-0.407017679382222,-0.431356980934831,0.622221124504431,FALSE
TUBB4B,red,0.395094527067808,0.0413838870522488,0.842330114315399,-0.577195000082147,-0.728411899865515,-0.320158383739985,0.842330114315399,TRUE
ZFAND1,black,-0.322955552459153,0.100364418841678,-0.519384027858846,0.804769823425711,0.544264644009453,0.259033709062266,0.8608009520212,FALSE
ZFTRAF1,turquoise,0.45143955394318,0.0180950891397088,0.791385156966257,-0.546503104159294,-0.608766269838446,-0.46093453979292,0.824570218490868,FALSE
KHK,turquoise,0.382993331485202,0.0486272834612288,0.606803125197939,-0.474538403916999,-0.364797462465747,-0.442326251039439,0.950621544580708,FALSE
HGD,yellow,-0.245920109246435,0.216284346410787,-0.314055626211911,0.620607975924915,0.504275510457066,-0.0126584388987537,0.620607975924915,FALSE
MICAL1,turquoise,0.398040965397018,0.0397571430536714,0.57447613245416,-0.646615046743762,-0.5124034054081,-0.221233103265541,0.723083848165371,FALSE
CAVIN3,blue,-0.117044605505944,0.560965811890661,-0.361080788845819,0.197798491666154,0.192383278863837,0.435952242496378,0.541103615711747,FALSE
SHMT1,turquoise,0.397901536616802,0.0398329569211363,0.627839925803951,-0.338685806770224,-0.365980578408711,-0.474829845844568,0.789909268212726,FALSE
EIF5B,blue,-0.368143335493528,0.0588408549435975,-0.449216453059798,0.413402578194377,0.284946828269835,0.405553975104321,0.906112880007542,FALSE
ERG28,blue,-0.269586117333888,0.173874165111486,-0.0862893737701184,0.341602318263657,0.243717192581828,0.0339694195445138,0.451999302375215,FALSE
ADAMTSL3,blue,-0.505932000936476,0.00709381226844502,-0.835633116715744,0.545374827389144,0.594844667010655,0.442034513334824,0.758940215418047,FALSE
HPD,turquoise,0.299769588643044,0.128731072196222,0.461905478110162,-0.167232299489244,-0.222399556651016,-0.402753574571519,0.810805627128129,FALSE
SKAP1,blue,-0.266667831182627,0.178761601077205,-0.522972706120404,0.518056459541818,0.41779234246094,0.289053682388667,0.677223238966545,FALSE
DNAJB9,blue,0.0803094286825593,0.690484097718454,0.31695672327145,-0.116734487443505,-0.149192213909565,0.0767988812476181,0.202514618002234,FALSE
LYVE1,magenta,-0.223815828567315,0.261751492376189,-0.358945058798708,0.438787782290418,0.103133096278113,0.223336070854335,0.738300505078053,FALSE
VNN3P,brown,0.0169406260638183,0.933162510139837,0.0764356502133837,-0.105558079501394,-0.242862885449545,0.0599055469800288,0.301218063779524,FALSE
SRPK1,blue,-0.00762048231562227,0.969907791252954,-0.265259396219188,0.175445753317871,0.0560143660036164,0.087781161766698,0.772201619236837,FALSE
CCN2,magenta,-0.0802009958586307,0.690881707131773,-0.0753959503658331,0.26743469024248,0.00794490481904033,0.141503010710804,0.480726912915426,FALSE
NAV3,brown,-0.418868486292177,0.0296575297364842,-0.526587044997303,0.283596268830598,0.254536542485019,0.738332270953164,0.84984327964724,FALSE
APOE,turquoise,0.41378297069713,0.0319080610508376,0.687934794972657,-0.597995137410643,-0.484428675468851,-0.419628114454111,0.928873509473215,FALSE
ASL,turquoise,0.185185170082274,0.355095241262595,0.376920483492216,-0.282789889686464,-0.131772768362876,-0.328729464846662,0.812746068084903,FALSE
KCNJ2,blue,-0.288537968537461,0.144401154569887,-0.392472375857216,0.424886358084354,0.126249608136264,0.477620269237955,0.536474317416252,FALSE
MEG3,turquoise,0.386746026011339,0.0462816820631114,0.572331073071306,-0.601020957877504,-0.536809917622503,-0.196908523348847,0.843921600920458,FALSE
PDK2,turquoise,0.182650223897441,0.361835463587271,0.429066634878656,-0.165509503530579,-0.146406952152599,-0.101633295939338,0.792109253728351,FALSE
TCEAL9,brown,-0.170509016243681,0.395147667706331,-0.343124860338901,0.232533509310652,0.109130247471553,0.394346815512972,0.762543963089388,FALSE
CAMK1,turquoise,0.422621532313391,0.0280802259740981,0.587531789159259,-0.510286202692078,-0.375403145747397,-0.593619908527642,0.890321186004804,FALSE
ERBB3,blue,-0.496763820465591,0.00839201471770196,-0.682505908547178,0.564973157442818,0.656806694387009,0.208775799832227,0.673106528114615,FALSE
MX1,turquoise,0.229005183905421,0.250560536917094,0.37028578906222,-0.31717585385948,-0.386957767085141,-0.440753376231061,0.378919876392102,FALSE
MOSPD2,blue,-0.427110749257272,0.026283340046831,-0.446552795643644,0.44866531734417,0.287189733912837,0.27918358781271,0.766740610445015,FALSE
SNAI2,yellow,-0.481557962803128,0.0109825167960814,-0.573749103689949,0.685613817907005,0.435312798045943,0.408573646606702,0.685613817907005,FALSE
ASGR1,turquoise,0.38447288798049,0.047691563123198,0.547595089923803,-0.521226686055922,-0.329428700708788,-0.4976883715596,0.911816403237587,FALSE
FAM3C,blue,-0.217938677893645,0.274811154986359,-0.293381933260857,0.376505088720543,0.172782894290867,0.210120240002555,0.688501671948197,FALSE
TOR3A,red,0.499582270603009,0.0079732806431319,0.747733626531448,-0.700656184787329,-0.588363317937487,-0.321091904611251,0.747733626531448,TRUE
ALDH4A1,turquoise,0.320128358314843,0.103547697286367,0.589637851650101,-0.471253993642528,-0.385679780097043,-0.394745855871453,0.9014902587406,FALSE
PER2,blue,-0.182773834251904,0.361505059419844,-0.467425947031878,0.267801197916718,0.500046872122195,0.347997969233288,0.58630117724479,FALSE
MBD3,turquoise,0.502686561454129,0.00753252387763059,0.689171260371587,-0.672952340577693,-0.503104671934247,-0.303592307297138,0.792231251735466,FALSE
EVI2B,purple,-0.288149694427252,0.144966325451043,-0.383180905230324,0.408155256466532,0.0825317262029918,0.354009284500962,0.793137509256083,FALSE
MORC3,blue,-0.601433797663164,0.000905861750263724,-0.801234410333908,0.702158202260475,0.819226916853226,0.336830717017644,0.758841665096998,FALSE
ERBB2,turquoise,0.346475813884336,0.0766511058899232,0.52043916425281,-0.730651857014466,-0.394553233234585,-0.246409614653113,0.684762077829331,FALSE
MED13,blue,-0.483721396145079,0.0105777024326839,-0.648971230342795,0.695521383128219,0.515192947080469,0.354986997850909,0.888182684789298,FALSE
PPP4C,turquoise,0.428890636094513,0.025597233209089,0.695306461832994,-0.600499957278254,-0.525462150415785,-0.331939940222087,0.955705962583455,FALSE
SLC25A15,tan,-0.568472197828048,0.00197654481108824,-0.631245984775535,0.580668011139177,0.703455395836505,0.418828359316302,0.703455395836505,TRUE
MOCS2,blue,-0.428672311292562,0.025680602197543,-0.488045521834012,0.719520749838123,0.574052951221462,0.402002117170677,0.7675010362075,FALSE
TRIB3,red,0.463015839642932,0.0150110003647582,0.790524024152722,-0.386132579853014,-0.617334464401345,-0.308298435388717,0.790524024152722,TRUE
ANXA1,brown,-0.251106947611982,0.206442164776512,-0.319069838457893,0.250240503497173,0.0994847774014139,0.510792600054382,0.829030819703763,FALSE
F8,blue,-0.321170034158074,0.102366181374694,-0.49410462357292,0.522917976358314,0.243393246473529,0.315075452649653,0.626452428210865,FALSE
BHLHE40,cyan,0.405618943345944,0.0358063132388247,0.364863006686805,-0.118360029433942,-0.143322042849617,-0.222208094686668,0.59626852862593,FALSE
KRT19,turquoise,-0.184791252877819,0.356137725012438,0.129663510529384,-0.101009174010186,0.00507442130331405,0.589251899672042,0.313327715710521,FALSE
BAAT,yellow,-0.351616020461448,0.0720937881194092,-0.580893420430556,0.807432736175786,0.719466819348345,0.0998043863255157,0.807432736175786,TRUE
MGAT4B,turquoise,0.435200756791633,0.0232809488305576,0.598298447638475,-0.481408778655948,-0.343557486297835,-0.444897329663435,0.899828622758399,FALSE
PPP1CA,turquoise,0.388058855338357,0.0454825426131882,0.681798809268651,-0.504604842116342,-0.506296977380259,-0.330913325390213,0.938972953492138,FALSE
PER3,grey,-0.0314869933551483,0.87610580499216,-0.236311930638297,0.128894437211056,0.424310911604013,0.0888870576352701,,FALSE
PERP,salmon,0.295982666778018,0.133869163021897,0.382116615636611,-0.205415337571284,-0.236889697181467,-0.122765433676887,0.803795993845955,FALSE
DEFB1,grey,0.112760671555107,0.575487842748631,0.166997808497533,-0.0414853788850861,0.048838688727388,-0.323566147987445,,FALSE
DMXL2,blue,-0.474061930885315,0.0124863519082335,-0.568024412104316,0.478093595001291,0.352073899820734,0.191523454390335,0.862376992892598,FALSE
HSD17B14,turquoise,-0.0126478191335065,0.950075047191835,-0.0749845802579607,0.0698434774117664,0.259738354922991,-0.312358888089612,0.45448506695306,FALSE
POT1,blue,-0.606796400270301,0.000791467602071401,-0.724103844656376,0.737047462849813,0.629700023431619,0.388971534645942,0.802709925111545,FALSE
VPS9D1,turquoise,0.409550938107199,0.0338838243333344,0.690414916356394,-0.575903706737348,-0.524218621724579,-0.50478900523752,0.888420264193456,FALSE
TP53I3,turquoise,0.557386451750202,0.00252435981392861,0.710388881205665,-0.925236413917358,-0.676938631615643,-0.523721530696599,0.550499058898546,FALSE
COMT,turquoise,0.184766424504334,0.356203492761378,0.418357129626187,-0.44416203776943,-0.196905884711793,-0.207216835710975,0.736741530500067,FALSE
VPS37B,turquoise,0.280600582999041,0.156272743870754,0.511874171028925,-0.492216784849899,-0.256916746239353,-0.15738570278414,0.834057699852167,FALSE
CD37,green,0.374190864450011,0.0544969264622013,0.442809692100809,-0.327450691666415,-0.430021433549992,-0.321296218064913,0.763199862261621,FALSE
TLE5,turquoise,0.343658043038084,0.0792411086502807,0.578984674197159,-0.500162151675937,-0.434757611842572,-0.321142708758743,0.901627571524191,FALSE
SV2B,blue,-0.0168733997028532,0.933427165103193,-0.167826165820473,-0.0865710829861501,0.208906005714216,0.278556196207971,0.0975816734900241,FALSE
MCM5,turquoise,0.335284807697044,0.087332198545214,0.541029846087272,-0.62163855589927,-0.553081579770605,-0.381021600938038,0.820769379199321,FALSE
CXCL10,grey,0.0956329686176916,0.635143547194686,0.122196667536334,-0.184481758589487,-0.167523042756029,-0.288801999774891,,FALSE
PYROXD1,blue,-0.187822256732053,0.348162967124755,-0.325065443587747,0.427673354581279,0.276379592388658,-0.00255825178074253,0.665751928931858,FALSE
NT5E,yellow,-0.463157154476766,0.0149762258677978,-0.468999608769965,0.582124170489731,0.357571494639326,0.252678904387153,0.582124170489731,FALSE
ERVH-6,blue,-0.206202824739412,0.302117086774268,-0.38671524245051,0.203230491537453,0.296704183931226,0.277611909905771,0.745235674956776,FALSE
VWF,brown,-0.129351416434685,0.520200965219649,-0.0891252922683266,-0.0510082982122072,-0.034964911737508,0.274354541659942,0.418334397623244,FALSE
FMO4,blue,-0.545848878003978,0.00322794392446605,-0.685524719324984,0.716004059809838,0.660573369935476,0.563533139958265,0.747550841208363,FALSE
CD36,green,0.305937173552673,0.120673037215397,0.245016734466774,-0.142254358862601,-0.436933654569091,-0.149856579378898,0.524336264956811,FALSE
ARL4D,turquoise,0.341842804813893,0.0809446365177571,0.538769218027559,-0.125047334275677,-0.414758983174258,-0.355837690809579,0.610910806346015,FALSE
OGFR,turquoise,0.341984155567403,0.0808109914941982,0.613973458466833,-0.610839031599014,-0.501147548427321,-0.492921049982632,0.802103385569145,FALSE
ARL6IP5,blue,-0.364815954639457,0.0613433073169367,-0.388986170230567,0.50944553412585,0.258933096277365,0.25091985000142,0.810278775502832,FALSE
HSPB1,turquoise,0.200679226078713,0.315534869454932,0.531776578043887,-0.346850476144406,-0.336201186854346,-0.297184279828754,0.794548254153442,FALSE
GALC,blue,-0.474751791071429,0.0123411736730162,-0.416140095530679,0.621524846794141,0.281203627700629,0.373535124671133,0.685931532427013,FALSE
EEIG1,turquoise,0.364405641406613,0.0616575341474384,0.61394022370277,-0.740050356393728,-0.484180233179859,-0.1856756509567,0.624349234554665,FALSE
HPN,turquoise,0.289360230509662,0.143209506450198,0.505151028457799,-0.3594438290999,-0.285538022026553,-0.384593022028167,0.923333884900124,FALSE
GFUS,turquoise,0.485475530832239,0.0102586812234123,0.795502413288616,-0.712670867814445,-0.668819944169281,-0.370986453998454,0.856781032212803,FALSE
GPM6A,blue,-0.493252380086645,0.0089393640840255,-0.487599603944451,0.578753514229092,0.235074876037262,0.579573829611437,0.720428342455754,FALSE
TGFBR3,yellow,-0.480098585437362,0.0112628166780457,-0.448888768322446,0.528203902457203,0.227592473762916,0.355647855547665,0.528203902457203,FALSE
CLEC1A,blue,-0.490811789137123,0.00933714876342604,-0.684704025678716,0.471113126763313,0.496605790700779,0.576200133424275,0.824545496277019,FALSE
NMRK1,tan,-0.458622229458007,0.0161259198751283,-0.605660496734279,0.618762011286291,0.725568755307236,0.101965023044505,0.725568755307236,TRUE
DPT,brown,0.0359345996762739,0.858767460277467,-0.0581122370685096,-0.10828066758342,-0.162787454666905,0.359438019152646,0.767331236841033,FALSE
FLT3LG,turquoise,0.389093123274455,0.0448606829432966,0.462414092976414,-0.602233887599788,-0.341569197890203,-0.290523419064942,0.837918912059104,FALSE
CLEC4M,magenta,0.0281421355205915,0.889182555607278,-0.124133554523475,0.181537658814106,-0.0748211303530114,0.0240655901132383,0.524474845695619,FALSE
PRKD3,blue,-0.293331630182526,0.137553591963824,-0.561643184555084,0.414474983352333,0.349644453387118,0.294100410262667,0.878285799678995,FALSE
BASP1,magenta,-0.106460293360194,0.59714264500638,-0.168086509086021,0.224954754690356,-0.0904030532118709,0.144702143426527,0.587221203258297,FALSE
SLCO2A1,brown,-0.152716396882257,0.446976156399824,-0.344406765034723,0.139424257293109,0.0711879976135726,0.528548580437804,0.740531916896194,FALSE
ACADS,turquoise,0.286107930407463,0.147964492678123,0.548418359948482,-0.395848661014287,-0.298565764760885,-0.5245476551412,0.821328583722695,FALSE
FOXO3,blue,-0.439387034300276,0.021840675439466,-0.395431529858585,0.352721353550369,0.5547827980107,-0.193021893577858,0.17584029662618,FALSE
PIGP,blue,-0.486604682510776,0.0100576045779071,-0.576403689593412,0.66132923967825,0.548579092979474,0.375098775698063,0.913699598184339,FALSE
MFAP4,pink,0.220007890086159,0.270166384058692,0.311637006942402,-0.409556559576542,-0.472315129501638,0.251475468060324,0.901283333011748,FALSE
TSPO,turquoise,0.298539010574111,0.130384687146201,0.442575338065834,-0.496579760271373,-0.372735771326812,-0.0955881291947668,0.796742137324017,FALSE
LILRB2,green,0.396960981941286,0.0403473909708643,0.524662421162028,-0.316118142707107,-0.575056478537687,-0.464909350563351,0.912727028418431,FALSE
CDC42EP1,turquoise,0.309864684886126,0.115738572514874,0.665712131150924,-0.48490855755746,-0.6074983121665,0.0831033515975332,0.607598483019399,FALSE
NECAB2,turquoise,0.173857407941864,0.385791571757999,0.221154001474582,-0.216400114767045,-0.0525509123712216,-0.279283829421668,0.409575133630244,FALSE
SARDH,turquoise,0.174643624900217,0.38361328573315,0.244228739412758,-0.163092812792303,0.0135327137836324,-0.229918325264336,0.77036670939795,FALSE
B3GAT1,tan,-0.381382915668061,0.0496621367675372,-0.640464071110491,0.609826820629533,0.769967199880893,0.489821409490322,0.769967199880893,TRUE
CPA3,greenyellow,-0.237841103731024,0.232237100587144,-0.283204275009226,0.187274327943544,0.022905351160507,0.640731631649883,0.640731631649883,FALSE
ANTKMT,turquoise,0.341057245967117,0.081690440542351,0.587719605481101,-0.608745791142267,-0.349294483417483,-0.529929249031546,0.897309682738834,FALSE
SLC25A22,turquoise,0.342176813148711,0.0806291074056916,0.500619292550015,-0.540396196006997,-0.304854571881822,-0.266580298067789,0.815463400440338,FALSE
NPR3,brown,0.0377755716608687,0.851608901240383,-0.06626215677153,-0.254973403302217,-0.24652498539299,0.264077414196254,0.684510382455366,FALSE
CFAP74,blue,-0.393049314126881,0.0425438247847896,-0.429651367427724,0.215443825961862,0.467643590047053,0.392326620194079,0.0911193174828925,FALSE
IFI35,turquoise,0.425610293139191,0.0268732445504637,0.701851051299186,-0.612705849905275,-0.645928936633565,-0.407275754830475,0.760088333139844,FALSE
TAPBP,turquoise,0.357333107299544,0.067272723930937,0.737630779055177,-0.601711828410368,-0.553415886467793,-0.37519066501428,0.884523758161851,FALSE
SEC23A,blue,0.0676370117657327,0.737469589290904,-0.00186417722282887,0.0644176366810579,0.0671895392497267,-0.0593635645154762,0.530471973556524,FALSE
C1orf56,blue,-0.280733982288535,0.156067659635935,-0.327680463703336,0.328505852904811,0.235275001333687,0.450974062776741,0.736480719082647,FALSE
CRYAB,brown,-0.404017029783523,0.0366141334122722,-0.590655479109577,0.240396663918647,0.265770239684823,0.658435360678627,0.855445179372899,FALSE
NAT2,blue,-0.0710056989946144,0.724881304066724,-0.250523221847028,0.374546662056888,0.426827763070794,-0.0998480575071598,0.495299646811021,FALSE
IL7R,brown,-0.163639076585868,0.414741457571135,-0.428686911329987,0.166844716642855,0.214263546910869,0.429458197081548,0.722659724363988,FALSE
WDR18,turquoise,0.423103780382466,0.0278825636002927,0.543684062306753,-0.461438848088498,-0.346707775834605,-0.482346286914565,0.89050212976668,FALSE
LTBP4,pink,0.231047612041702,0.246243324063119,0.242571451542367,-0.36450157640167,-0.357321191676859,0.189987676409897,0.90896832979667,FALSE
SLC17A4,blue,-0.449931714170037,0.0185325736843557,-0.504484028337804,0.465404435973454,0.525524770773812,0.237417415721866,0.791768100797452,FALSE
APOL3,turquoise,0.543742445790259,0.00337299698598922,0.557281858921076,-0.630848426391406,-0.505091804260254,-0.515257156997949,0.378047787465757,FALSE
PFKL,turquoise,0.488241777540026,0.00977192756489207,0.666141430657026,-0.641622812410858,-0.492680763086263,-0.473930340808033,0.930505834212437,FALSE
PSMB9,turquoise,0.406312510793205,0.0354610109541952,0.616823626995014,-0.560197345623459,-0.502136296472414,-0.589465353238159,0.715418329173634,FALSE
FRY,blue,-0.349840008340781,0.0736442271461324,-0.36401809348731,0.240499234993886,0.356981131763181,0.197271755005752,0.582262901761332,FALSE
PLAT,brown,-0.299338147654965,0.129309079846533,-0.501385922637006,0.260890230674442,0.246442573256179,0.721448427451079,0.918243721803947,FALSE
SPON1,brown,-0.226746703221248,0.255391826834668,-0.310916373420693,0.0694057503303464,0.00370117588327198,0.680385583899702,0.907603385357255,FALSE
