gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig,deg_call,logFC_paper,P_paper,adjP_paper,sig_paper,logFC_sex,P_sex,adjP_sex,logFC_GSE15653,P_GSE15653,logFC_GSE64998,P_GSE64998,consistent_both_datasets
PDGFRB,0.266210339658704,7.21557554952869,1.83844569556749,0.076024905276473,0.237104994021581,-4.41911576899281,NS,NS,0.266659219542689,0.0578586695957957,0.220056553582147,NS,0.18877349721451,0.198747153548871,0.483775739087457,0.344726174144073,0.0722987538833437,0.188095096165611,0.405454400448844,TRUE
IER3,0.191459781625536,5.89131185118076,1.83840378763582,0.0760312455770841,0.237104994021581,-4.41918210916201,NS,NS,0.191634007165766,0.0613559140858812,0.225392145884066,NS,0.145387703866278,0.178131110001591,0.461783409159703,0.188465493232242,0.211798266599393,0.194438793037229,0.207627351358425,TRUE
CFB,0.173611970736251,11.8409997803002,1.83787687974704,0.0761110007846033,0.237275371178593,-4.42001610250755,NS,NS,0.132238737721991,0.133997754994945,0.333102392607866,NS,0.149251629238445,0.139414583431456,0.414594677368731,0.327577541036145,0.0683887407076709,0.0204319390603353,0.757065185675651,TRUE
SREK1IP1,0.173896999466806,4.71633642714279,1.8377810221992,0.076125517933259,0.237275371178593,-4.42016780640842,NS,NS,0.145812462961432,0.114578572470947,0.306601401346038,NS,0.0892778024182524,0.283551092480215,0.564180435295519,0.365742993814277,0.0167021475441651,-0.0169701887870554,0.868120809708661,FALSE
NCOA3,-0.10029513630715,7.32999860549252,-1.83752183902671,0.0761647818215307,0.237335962511027,-4.4205779580691,NS,NS,-0.0894697140619578,0.0902891340634618,0.272071863329415,NS,-0.0707889909412857,0.196088297172557,0.480370184929374,-0.165607319649605,0.0834772474565049,-0.0353161783899103,0.521620857150282,TRUE
APEH,0.173368092202949,7.48298461436703,1.83734350029934,0.0761918085943872,0.237358400336196,-4.42086014893919,NS,NS,0.144876061269227,0.0969249883696316,0.28219403616297,NS,0.0747520285094876,0.317452437496807,0.595322772824525,0.264315783947713,0.129783040072076,0.0828844192936213,0.228522029968197,TRUE
CCL5,0.282902188862026,5.86309258585469,1.83639222064901,0.0763361114835424,0.237731551784614,-4.42236502667483,NS,NS,0.278775031249537,0.0596341756810182,0.223245888446889,NS,0.273726740824129,0.103040796262721,0.366379126358297,0.154371403103036,0.386316674244511,0.410777205305918,0.113370260178147,TRUE
TPM1,-0.161897316237552,7.4415736677741,-1.83627435481667,0.0763540072574504,0.237731551784614,-4.42255144225052,NS,NS,-0.151572311000591,0.0800718763915566,0.258040512559816,NS,-0.17653753773182,0.0657504073630537,0.311254992862981,-0.283434897101216,0.0458855258622672,-0.0409798250721732,0.701368761561713,TRUE
MPST,0.290156756828732,8.46475431674685,1.83616139363309,0.0763711617243256,0.237731551784614,-4.42273009190424,NS,NS,0.207706891313752,0.164490420693007,0.372123831545101,NS,0.248197699972991,0.141856898703106,0.417788632539629,0.646090603268609,0.0223725874609123,-0.0639611005987005,0.551560761823008,FALSE
RCBTB2,-0.167385859933756,5.34339765709532,-1.83537007907708,0.0764914246660495,0.238044017702611,-4.42398132590795,NS,NS,-0.127202986561945,0.145280302408783,0.347650565748141,NS,-0.152444083268932,0.121988995426703,0.391543236872707,-0.365096829800548,0.019005373596111,0.0293163804949401,0.710750186419354,FALSE
FXYD5,0.177466702169087,6.91750675608497,1.83500119832579,0.0765475421136641,0.238066606219435,-4.42456445958932,NS,NS,0.177185972266168,0.0601034869600212,0.223882683847347,NS,0.131300142286811,0.186326516240166,0.468800403693428,0.250027713059035,0.0714870472231172,0.105275900518372,0.465522124458264,TRUE
TEX10,-0.144095338733855,6.07753227702636,-1.83492571611938,0.0765590294908469,0.238066606219435,-4.42468377200201,NS,NS,-0.139271883106214,0.0708666684526223,0.242257926790986,NS,-0.113160252133472,0.168014914598952,0.451712229413575,-0.239389628664644,0.0482567618784841,-0.0492872441598552,0.645321673864879,TRUE
COL18A1,0.218386732610407,9.42891267931455,1.83492171119421,0.0765596390278896,0.238066606219435,-4.42469010235746,NS,NS,0.174317392839107,0.126017603235169,0.322092815100649,NS,0.137757213062099,0.232388300978856,0.514071090044135,0.427367865488215,0.0451249976809291,0.0104718300023819,0.914807284515346,TRUE
SCAND1,0.205624480464619,6.57788642622579,1.83472171055963,0.0765900837864387,0.238066606219435,-4.4250062181518,NS,NS,0.129566167625129,0.21329042846108,0.428801512936364,NS,0.161785546307761,0.168079433870865,0.451751639565795,0.497760389241148,0.0144823295211099,-0.0850209389814182,0.179664393419861,FALSE
CDC27,-0.192979820116748,6.7197969182078,-1.83466899849436,0.0765981095186488,0.238066606219435,-4.42508952898517,NS,NS,-0.132515089571757,0.185127994280522,0.398437450246916,NS,-0.114738829879483,0.248335839690809,0.530101947280495,-0.480743443204907,0.00829192155500157,0.0933156212209603,0.190181405027112,FALSE
GRB10,-0.159281647519632,7.82806166618033,-1.8342310180212,0.0766648225801634,0.238076882525126,-4.42578167990357,NS,NS,-0.15962957775149,0.0620974716168606,0.226182363869532,NS,-0.156389828647295,0.0977043417207635,0.360831926901188,-0.159082229126281,0.254618249070575,-0.159480048472201,0.142048645938881,TRUE
SERPINB6,0.150168264058556,6.91614281667855,1.83420730372385,0.076668436155528,0.238076882525126,-4.42581915248328,NS,NS,0.13646131417078,0.0842309184174082,0.263293095376817,NS,0.100153040946239,0.216263905894358,0.499397069582842,0.214263252374205,0.139764951042479,0.0864002909894133,0.289559323390106,TRUE
MAPK6,-0.24261422659812,7.27320174096711,-1.83413783803009,0.0766790221506695,0.238076882525126,-4.42592891778753,NS,NS,-0.216822578171376,0.0944299094414827,0.278135779188292,NS,-0.179117748617447,0.187754953480164,0.470812387738809,-0.700467682430763,0.000251319832561882,0.212903242214966,0.134685015340476,FALSE
RETN,0.137896399982575,4.57486814135505,1.83412511944858,0.0766809604925564,0.238076882525126,-4.42594901453523,NS,NS,0.114100007059859,0.117571085700674,0.311063212819552,NS,0.112387724995265,0.157145643017575,0.438286144585311,0.275026467063404,0.0318420407392642,0.00146597610113984,0.985169939862233,TRUE
TCF12,-0.190410682081364,7.68931685225109,-1.83365579329004,0.076752516271478,0.238237263365863,-4.4266905249364,NS,NS,-0.137656678225532,0.149889049270892,0.354602773527953,NS,-0.144314879018817,0.179352329931352,0.462246891672248,-0.370759667201459,0.0494462083982231,-0.0109818448445361,0.859173259216421,TRUE
DNAJA3,0.117804808134617,8.15836096807467,1.8333789752607,0.0767947481283817,0.238306564176513,-4.42712781316128,NS,NS,0.101308564413808,0.100627952666404,0.286573144417654,NS,0.0959541370320835,0.155020510300999,0.435351993742331,0.196801599015151,0.0949636916195584,0.0392110621055144,0.508846936989813,TRUE
GDF15,0.341198827337426,5.42830694138051,1.83311315682166,0.0768353206031294,0.238370681072989,-4.42754767679916,NS,NS,0.291369187247508,0.102511424585986,0.289313242608067,NS,0.286254085962041,0.149008892760876,0.42650785850334,0.562966899490272,0.0861811275443437,0.120562224940459,0.467320552834594,TRUE
ARHGAP22,0.132386788991997,4.09142857270438,1.83241831050161,0.0769414633283108,0.238638134447289,-4.42864497062181,NS,NS,0.109018834100316,0.121425948231162,0.315955542756676,NS,0.108619313638746,0.155463720912482,0.435983056164026,0.299930947380159,0.0130731289817196,-0.0343025522615302,0.643939404899027,FALSE
DNAH9,0.0994787248593302,4.70014688304098,1.83202800827382,0.0770011398456049,0.23876134714009,-4.42926118899507,NS,NS,0.0766855987735623,0.136002333960101,0.335992559259252,NS,0.0973542362243507,0.0990686822235035,0.361473368700077,0.195858438176708,0.0653899428841915,0.00359074477316273,0.936660245515813,TRUE
LRIT1,-0.115134017184558,4.03462007670354,-1.83169275477924,0.0770524311570996,0.23876134714009,-4.42979041315781,NS,NS,-0.115356063192401,0.0607838227056828,0.225392145884066,NS,-0.11544338149215,0.0920459461534348,0.353339833634604,-0.0980110179578191,0.277083271108868,-0.132169654170342,0.169345711195647,TRUE
CADM4,0.213764853501909,5.05618332117235,1.83166725767694,0.0770563332227682,0.23876134714009,-4.42983065925088,NS,NS,0.146201171837639,0.171848909166882,0.380950861244843,NS,0.160276695409519,0.184006059104153,0.466233436351817,0.443210652355092,0.0396195242058932,-0.0145103035203916,0.838598987237859,FALSE
SMC1A,-0.270647177416549,6.52021614613891,-1.83163700896623,0.0770609626920572,0.23876134714009,-4.42987840498768,NS,NS,-0.176705879568158,0.200074986767232,0.414942363668347,NS,-0.137938907751751,0.287829944627235,0.566759884387707,-0.644214103452505,0.0144310114575955,0.101013794915143,0.219060564114151,FALSE
C22orf46P,0.132721610100887,4.94462452818186,1.83148867380516,0.0770836683667683,0.238769903670621,-4.4301125340239,NS,NS,0.129843683099311,0.0609358320979141,0.225392145884066,NS,0.138889023878933,0.0790241036879168,0.333595405272123,0.144155808806183,0.266903837823053,0.121345749144086,0.108843837832798,TRUE
RECQL4,0.214581620849247,5.22271473787916,1.83132849464281,0.0771081934377921,0.238784089973421,-4.43036534072085,NS,NS,0.159751202097668,0.153930274414649,0.35892613301283,NS,0.158624180064091,0.188370676166472,0.471092123452267,0.478749443348997,0.0200657206064479,-0.0482384066377491,0.612681004323806,FALSE
TCF20,0.121633324339909,6.88141573876237,1.83115882812382,0.0771341784082187,0.238802788700076,-4.43063310220696,NS,NS,0.120050647077089,0.0653872921324336,0.232320412094265,NS,0.106104931416158,0.134916635431688,0.408884169714458,0.152703429924139,0.162306947105709,0.0907217397025347,0.309368507303125,TRUE
ANXA11,0.160394852594888,7.46275147364405,1.83096694656913,0.0771635747187427,0.238832036332158,-4.43093589926215,NS,NS,0.157864249766823,0.061171497715076,0.225392145884066,NS,0.10796584082109,0.214592246651116,0.497405300466052,0.170603342527949,0.274131240296392,0.150238446794137,0.0780353622113537,TRUE
IFNA5,-0.188675222091878,3.55121381854042,-1.83026836035083,0.0772706793955422,0.23903928073178,-4.43203808756884,NS,NS,-0.156692351620165,0.117067481909727,0.310279365380396,NS,-0.111491220678698,0.252168083355289,0.532913732379439,-0.366646213243342,0.0368278945976279,-0.0116122462013901,0.906902020669024,TRUE
ARHGAP24,-0.140675605918961,5.29882301111496,-1.83002124008913,0.0773085974366646,0.23903928073178,-4.43242790059848,NS,NS,-0.142017060506738,0.0584997278711959,0.221003074179223,NS,-0.120218656587993,0.143000755120246,0.419198099975412,-0.0865915780180162,0.390485201063686,-0.194483694902045,0.107924791207292,TRUE
TOR1A,0.182914681764491,6.65058820183955,1.83002023166474,0.0773087522015627,0.23903928073178,-4.43242949122529,NS,NS,0.156512202121822,0.0998845354642851,0.285875605684538,NS,0.121499490955693,0.219434053174668,0.502498945028141,0.290669041167504,0.107360864316468,0.0757100895012901,0.392856505826378,TRUE
ECI1,0.269560724424482,8.87961206329719,1.82974767255103,0.0773505921185745,0.23903928073178,-4.43285938411347,NS,NS,0.208705551161943,0.128670858485456,0.326504348831682,NS,0.195739870634669,0.193912160862365,0.477089270415995,0.488721269210205,0.0696959165037721,0.0515183456835809,0.607229080588664,TRUE
RARS2,-0.111835133839379,5.33515033344654,-1.82968168123269,0.0773607252076717,0.23903928073178,-4.4329634611491,NS,NS,-0.112957908536103,0.0566956261627354,0.218040487125046,NS,-0.0882308859380663,0.167471882077644,0.451331403806819,-0.0784284206982158,0.27987955944869,-0.145071404566557,0.131391572122037,TRUE
ZNF593,0.214176013345741,6.83304170325687,1.82956643226642,0.0773784246256273,0.23903928073178,-4.43314521696381,NS,NS,0.16550620273776,0.129127231508468,0.326989447837117,NS,0.202729015814535,0.110851452233434,0.378742461797566,0.387685902193882,0.0706664825293472,0.0415513790325384,0.620957979195508,TRUE
TMEM267,-0.127173584923772,3.89204145852293,-1.82952724915656,0.0773844429811675,0.23903928073178,-4.43320700947307,NS,NS,-0.115552349340579,0.0904564603000795,0.272370408126899,NS,-0.0973236786224882,0.177717753726634,0.461626588764431,-0.244909287894419,0.0218915652303418,-0.010038574315221,0.909572290229756,TRUE
MARK2,0.0894284096893085,6.15043914007138,1.82948934705151,0.0773902649612745,0.23903928073178,-4.43326678082784,NS,NS,0.0855160345289164,0.0729824354569989,0.246264294614203,NS,0.0947548676850396,0.0738806145083054,0.326558537969164,0.143456344603437,0.0754110597297688,0.0356761275043345,0.571125790612414,TRUE
ODF1,-0.114235403372936,4.97658006738853,-1.82923877701929,0.0774287633870197,0.239096506388806,-4.43366190363393,NS,NS,-0.101960370861327,0.0754361173988835,0.24975696833502,NS,-0.0740358204663853,0.226008006251992,0.508997042279195,-0.146923295050665,0.234989905442868,-0.0817142866527465,0.0996031486531162,TRUE
PLAA,0.113123319296643,5.85777842668261,1.82905617437027,0.0774568294020607,0.23912149602926,-4.4339498222813,NS,NS,0.111429767463646,0.0664361138207579,0.233933280782975,NS,0.121112100291122,0.0719137449573324,0.32330129726969,0.125878460749424,0.163565649806408,0.100433255096169,0.239724134559983,TRUE
CNOT2,-0.149622703956867,7.81231977944322,-1.82872472805697,0.0775077949312826,0.23921714898616,-4.43447237262688,NS,NS,-0.128228694364553,0.0862388772099575,0.266095834525158,NS,-0.150204271276468,0.0915765849007446,0.352718194248446,-0.212771183734353,0.164135129167636,-0.0867964103006962,0.13272926379044,TRUE
PGGHG,0.527457476249119,6.75816350413285,1.8284390118621,0.077551751712283,0.239291126675117,-4.43492276645972,NS,NS,0.52034419657334,0.0673181618049729,0.235377638180238,NS,0.524326416265023,0.0961043311257539,0.359470236519206,0.661319435421139,0.108655414262829,0.394278486256548,0.339299212495663,TRUE
CKAP5,-0.13917641946154,6.91802884628021,-1.82828003369545,0.0775762193780892,0.239304946764876,-4.4351733506781,NS,NS,-0.118879228406105,0.108241592573408,0.297197632952108,NS,-0.115794055532426,0.151012021469634,0.429960664668021,-0.268723505008977,0.0408733144246394,-0.0102902884322014,0.895236705239863,TRUE
H1-2,0.2356800146493,6.7692644663693,1.82806778240218,0.0776088963891224,0.239344077169133,-4.43550787835551,NS,NS,0.190798132281568,0.121140146398294,0.315829667395551,NS,0.153738307504808,0.22563875269303,0.508824100064222,0.43348165988992,0.0585162550133008,0.0388875614762333,0.721898595058525,TRUE
MTNR1A,-0.0914164663069227,3.97033144889588,-1.82790273695873,0.0776343139965338,0.239360805348056,-4.43576798422835,NS,NS,-0.0901052243412493,0.0601256527649541,0.22389558783889,NS,-0.0978120968698449,0.0723738894325005,0.324083655928097,-0.0676600191387933,0.335429200279591,-0.115051707111951,0.157959397718863,TRUE
CCR8,-0.125354687494872,4.17523742321036,-1.82723549622129,0.077737144180062,0.239571399157017,-4.43681934494148,NS,NS,-0.120940291445502,0.0725427046346382,0.245195160893814,NS,-0.0919702955085934,0.191049321220994,0.474637602737735,-0.149742840388033,0.207375850982665,-0.101090963953207,0.208838220818021,TRUE
RAB20,0.155995841938151,6.90725789539991,1.82708744713979,0.0777599762007377,0.239571399157017,-4.43705258279595,NS,NS,0.156215073535904,0.0589741788070626,0.222176742307492,NS,0.152472648988902,0.100574596216058,0.363061277277406,0.110017402280699,0.361294153689944,0.201739697719799,0.134545007666238,TRUE
ZDHHC14,0.16250033963005,7.0529997148024,1.82707010579368,0.0777626509458877,0.239571399157017,-4.43707990154018,NS,NS,0.160814529962384,0.0642144492178716,0.230241205761114,NS,0.140409396288556,0.139776797308313,0.414594677368731,0.248660877273095,0.0595641664084247,0.0767793965668164,0.544745993571248,TRUE
ARMCX4,-0.174789827445064,5.53977968297936,-1.82688674254255,0.0777909378808359,0.239596889197162,-4.43736875098927,NS,NS,-0.167019589959887,0.0477009047012634,0.200588419769415,NS,-0.157472776822819,0.127149008984948,0.399519400061854,-0.120507976611205,0.17089568326577,-0.228794730060382,0.212492717738849,TRUE
CD1A,-0.197281112161984,4.95311836513145,-1.82639112564435,0.0778674393857155,0.23975708874899,-4.43814937540767,NS,NS,-0.165089281434385,0.114574802342337,0.306601401346038,NS,-0.118475858249932,0.249051565263533,0.530921299263835,-0.36491113356132,0.0549645687135071,-0.0305063459738688,0.766949742446943,TRUE
DERL1,0.226863065554025,8.47134437601655,1.82606573461553,0.0779177004891172,0.23975708874899,-4.43866179430783,NS,NS,0.198609948050596,0.0853216427888192,0.264811817876054,NS,0.177849768505897,0.171157555280306,0.454870070904647,0.319221226677873,0.162224519315326,0.134976119537951,0.138404626015632,TRUE
PGM3,-0.3055529813755,6.47139158204637,-1.82598350600471,0.0779304062184034,0.23975708874899,-4.43879127486108,NS,NS,-0.234036082945812,0.151095061763419,0.355944525665417,NS,-0.239988563637114,0.171208351099463,0.454870070904647,-0.863747387883357,0.00105030900194657,0.249793494486909,0.0764020093830546,FALSE
SOBP,-0.262456768232282,5.77700485764308,-1.82591374947864,0.0779411861868765,0.23975708874899,-4.43890111277537,NS,NS,-0.203992300900775,0.143968960294413,0.34610754793791,NS,-0.195958914894839,0.186836295196062,0.469522276676586,-0.63753744226228,0.00764845296413671,0.110710228889401,0.39576158754234,FALSE
MED7,-0.0953051126253053,5.94483017727937,-1.82590147631264,0.077943082977871,0.23975708874899,-4.43892043763725,NS,NS,-0.0912555098455091,0.0739482093042238,0.24739766147637,NS,-0.0983866530055919,0.082751083812085,0.339279443629548,-0.145294670963377,0.0966222353575391,-0.0455706030542669,0.508468402839548,TRUE
SEC14L2,0.303920987314315,8.23100733537059,1.82549798216207,0.0780054641177073,0.239830828399318,-4.43955570755682,NS,NS,0.193460247549637,0.203302589090277,0.418634089540557,NS,0.198457291346508,0.226289858636967,0.508997042279195,0.677408986533191,0.0259954723885861,-0.0676614608881391,0.36026581426518,FALSE
EIF6,0.218161441630807,8.50358574663978,1.82548727255466,0.0780071204299151,0.239830828399318,-4.43957256749576,NS,NS,0.160414119848556,0.14519271354571,0.347555946955337,NS,0.149524713203977,0.211752061346872,0.494749351765174,0.412340541664108,0.0620152687353352,0.0249730512915512,0.732854526873692,TRUE
DEFB126,0.0999825284369865,3.53134896876524,1.82526109646817,0.0780421070995018,0.239876792347942,-4.43992861426717,NS,NS,0.0817063106652048,0.124398725641919,0.320046919538678,NS,0.10980829619969,0.065314501617846,0.31041559310888,0.226643640738429,0.0144537551669519,-0.0260323536996536,0.637211381481975,FALSE
TRPC4AP,0.170255161824033,7.69822360471624,1.82467047718686,0.0781335319813712,0.240096161417088,-4.44085820511149,NS,NS,0.126777589214731,0.147276574581779,0.350745007140056,NS,0.122608726459781,0.196756820278701,0.481030823552163,0.332572952405614,0.0480026802879965,0.00876552323521385,0.894398923945748,TRUE
HS2ST1,-0.145381764774163,5.62995588365878,-1.82441895330755,0.0781724944204453,0.240130305856681,-4.44125401341549,NS,NS,-0.119470615454152,0.123350274310303,0.318937993943084,NS,-0.0971620633726879,0.21919253628891,0.502234075492981,-0.324701337337443,0.0113414724126293,0.0330229120107334,0.679006825608301,FALSE
ZNHIT1,0.229632347945215,6.59870722097804,1.82423672194818,0.0782007334484906,0.240130305856681,-4.44154075344838,NS,NS,0.157699848912184,0.16583924998867,0.37376270724103,NS,0.163053078030287,0.202115184297687,0.485806829611005,0.456159156896583,0.0547340601469745,0.0042612880191069,0.95067692322842,TRUE
DLG2,-0.171366653538048,4.38735961308802,-1.82421037829026,0.0782048164496491,0.240130305856681,-4.44158220319068,NS,NS,-0.166780039243308,0.0473602173278209,0.200034948303231,NS,-0.158479985869188,0.119476949593361,0.38939373844386,-0.127472183652401,0.0999396590233465,-0.215037172046727,0.232144350659339,TRUE
ACP2,0.200957339000043,8.39278258678233,1.82392055219546,0.0782497486118905,0.240144083469795,-4.4420381915335,NS,NS,0.172493603243114,0.10223145975181,0.289000008535696,NS,0.183520013961589,0.12304417957611,0.393529720048974,0.325659394422769,0.0957034227567643,0.076891518553965,0.426285027980135,TRUE
SP2,0.113919484611798,4.75827680448887,1.82378936693392,0.0782700937137643,0.240144083469795,-4.44224456887386,NS,NS,0.116031887844739,0.0588434034228758,0.221881330953911,NS,0.0786273124479811,0.209689859466075,0.492837330592557,0.0962116006097071,0.331840254745581,0.131537022266936,0.110111290773355,TRUE
GOT1,-0.312621263329418,9.88955455875838,-1.82367372029755,0.0782880327328471,0.240144083469795,-4.44242649159087,NS,NS,-0.311408937810681,0.0479013639431717,0.200805777923907,NS,-0.273759889177698,0.137157942134252,0.411898173962636,-0.318452239140277,0.316521108094431,-0.306820037395147,0.0118225717032179,TRUE
ERH,-0.196330197848249,9.26157783322884,-1.82351461394978,0.0783127189377139,0.240144083469795,-4.4426767656215,NS,NS,-0.133665982043943,0.184884528680623,0.398315201973082,NS,-0.170882089594773,0.138416944638045,0.412949874213692,-0.44948059707325,0.020655661896427,0.0555286177072344,0.382512769887623,FALSE
CHAD,-0.215928952132976,7.34403342030547,-1.82344977259504,0.0783227813320047,0.240144083469795,-4.44277875605903,NS,NS,-0.19779944603491,0.0658273929076392,0.233118831310039,NS,-0.227489023946649,0.0783741863484791,0.333084019454389,-0.0306566369881602,0.764027436904278,-0.400256000363787,0.064655207878318,TRUE
LSM5,-0.235255076252582,6.35939303666586,-1.82315196685475,0.078369010469608,0.240144083469795,-4.44324714494392,NS,NS,-0.182360375498341,0.116722840218337,0.309759349516239,NS,-0.214631254932937,0.124044344473636,0.394542744962372,-0.391109132392716,0.108172134867001,-0.0801961938682661,0.31117143867836,TRUE
ENTPD2,0.160121159312518,5.09005251354531,1.82314461229645,0.0783701524315356,0.240144083469795,-4.44325871143468,NS,NS,0.138945769165444,0.104582939901084,0.292014900802029,NS,0.133720463167076,0.152119675466516,0.431354039480134,0.292754881434567,0.0523227988936045,0.0281641398543532,0.76562476396983,TRUE
AP2A2,0.173012494583609,7.69838372627757,1.8228797679966,0.0784112850003534,0.240144083469795,-4.44367520685496,NS,NS,0.14515508893198,0.0933361182308038,0.276383875206328,NS,0.115190624951576,0.220296904113227,0.503319567947243,0.255663230250265,0.152596109898351,0.0907834463438218,0.163326045359819,TRUE
CDCA3,-0.129773848755309,4.49135450393611,-1.82284374977779,0.0784168803617616,0.240144083469795,-4.44373184561431,NS,NS,-0.120922223866169,0.0835900704042904,0.262577549205156,NS,-0.0900028340150996,0.209015053338367,0.492837330592557,-0.256604431354485,0.02171740330764,-0.00359036096531301,0.969019141768124,TRUE
BAP1,0.118759187314185,7.45927116799162,1.82251821301773,0.0784674673689816,0.240144083469795,-4.44424371335766,NS,NS,0.105190984366731,0.0900762918396149,0.271811983749494,NS,0.0994143542368062,0.149333662554241,0.426951109759169,0.170764713947856,0.148540256233925,0.0670189950000689,0.260528542769936,TRUE
RNASE2,-0.208107175714823,3.82019409468728,-1.82245832246613,0.0784767771414361,0.240144083469795,-4.44433787630188,NS,NS,-0.199772400544521,0.0763695913772728,0.251847484702931,NS,-0.137364670777613,0.224321207470569,0.507669847984434,-0.282721857061926,0.117425517827941,-0.133873181517451,0.352934376490778,TRUE
PDE8A,-0.147687058083385,7.72843376417312,-1.8223323281267,0.0784963655960426,0.240144083469795,-4.44453596303127,NS,NS,-0.128641364746083,0.0837912304822966,0.262689940812786,NS,-0.156839721448801,0.0753622373399341,0.32983753846459,-0.20567432183094,0.171137569799465,-0.0899956477222987,0.126103442393418,TRUE
ERLIN2,-0.211257616713739,6.18599529381283,-1.82228957750478,0.0785030130242531,0.240144083469795,-4.4446031725857,NS,NS,-0.165932236714568,0.107886520405004,0.296711071965199,NS,-0.191163244426386,0.12676809529287,0.399112470474265,-0.33817056303454,0.122762960043811,-0.0849921854251858,0.218412556345935,TRUE
ERCC8,-0.108341901509174,5.10853867769557,-1.82222250138279,0.0785134438710563,0.240144083469795,-4.4447086225074,NS,NS,-0.106415963426166,0.0668345003704367,0.234672470409859,NS,-0.0993251510558229,0.121680191940476,0.391432887896035,-0.163255961355475,0.0872544413808856,-0.053708015437601,0.534303255505258,TRUE
VPS50,-0.152413936304172,4.67648049660215,-1.82218775752333,0.0785188472712825,0.240144083469795,-4.4447632418992,NS,NS,-0.131967671434249,0.0906182205703743,0.272583250419227,NS,-0.138379131136316,0.125613476156718,0.397345978701997,-0.223945188540243,0.13606583754393,-0.0812476394366522,0.272663134601119,TRUE
RAD51AP1,0.103323655121847,2.95301122494577,1.8220176068432,0.0785453138703492,0.240144083469795,-4.44503071698778,NS,NS,0.0922780349049921,0.0790193819790195,0.256443491746496,NS,0.104255463174112,0.0916835320959373,0.352937378216258,-0.0357824124827448,0.439098972863636,0.241719997891721,0.0176246487415796,FALSE
RYR2,-0.13584053794911,3.97741345683445,-1.82198553600379,0.078550303279963,0.240144083469795,-4.44508112981763,NS,NS,-0.120404943460343,0.0735722501686349,0.24694862079509,NS,-0.138084733507538,0.0896743122115342,0.350452903433766,0.00517585188680508,0.934852875840233,-0.276137456408309,0.0474398000865047,FALSE
CDH13,-0.229581162945012,4.3471609744044,-1.82133771432702,0.0786511459623101,0.240299051535159,-4.44609930536806,NS,NS,-0.230738595328277,0.034494013853208,0.173513585651515,NS,-0.202909455596898,0.13483130030431,0.408884169714458,-0.23413208995473,0.00751713831491923,-0.225053454950649,0.364099551396024,TRUE
CST3,0.270888349341136,9.8596739765386,1.82130969626155,0.0786555098702495,0.240299051535159,-4.44614333470413,NS,NS,0.198753872685375,0.139535765762003,0.34092289544953,NS,0.173605529926027,0.232666539556644,0.514259276985284,0.491471083505967,0.0782805077000088,0.0514310372893897,0.513461582099058,TRUE
CDKN2A-AS1,0.111809970282189,4.37866951867187,1.82127311352612,0.0786612080660114,0.240299051535159,-4.44620082229715,NS,NS,0.0860120150565772,0.146072797945021,0.34907599436138,NS,0.115981732473351,0.0831573142901136,0.339432580431966,0.26191185189567,0.0178466704189215,-0.0375260854046942,0.494834038522884,FALSE
EMP2,-0.228013194961459,8.1104201239265,-1.82090647691853,0.0787183355743899,0.240383718451055,-4.44677691988859,NS,NS,-0.229609463886061,0.0630956532751351,0.228280798129319,NS,-0.307521974968745,0.0163172559451622,0.215409543281085,-0.218770549809909,0.279919114635204,-0.237208683760192,0.116843695440638,TRUE
VAX2,0.116927827304757,5.31368896986717,1.82083753841705,0.0787290811933332,0.240383718451055,-4.44688523307309,NS,NS,0.10621030798723,0.0913456368118242,0.272963252345733,NS,0.110118072608133,0.113487274493991,0.382526198655265,0.211046172662864,0.0503265609700401,0.0232896775862314,0.770591542374844,TRUE
MS4A5,-0.143997925489898,3.76456587119905,-1.82012344245636,0.0788404629459373,0.240635561585635,-4.44800700040667,NS,NS,-0.0919157757301268,0.203027602903158,0.41835567331439,NS,-0.0850270589853806,0.255267891316678,0.536228961872993,-0.316195126081654,0.0334883944680847,0.027320717955983,0.499168596862231,FALSE
C1orf216,0.104544570472938,5.22696186561321,1.82005104243508,0.0788517631223226,0.240635561585635,-4.44812071371331,NS,NS,0.0994410203957792,0.0772408189995631,0.253627834630491,NS,0.0957561624838818,0.122240073488153,0.392137770578824,0.196008567881232,0.044916991731218,0.0135472261126416,0.857354723914757,TRUE
PDCD5,0.284758166901922,6.15460949127283,1.81959343357518,0.0789232186347346,0.240792246048686,-4.44883936365365,NS,NS,0.213286360368794,0.141377465153167,0.343390345468394,NS,0.177176530011732,0.241804974321045,0.523204256745265,0.534988600864056,0.0609140093597364,0.0358044188273501,0.729785989163382,TRUE
TMEM204,0.28621281690478,7.42532757094107,1.81919483489678,0.0789855048256293,0.240920882489792,-4.44946522572743,NS,NS,0.254201081175094,0.0998313047396319,0.285826733306201,NS,0.170224930941815,0.253967770824832,0.53465156410938,0.541265807528559,0.0337436353324518,0.032461117049486,0.85263958945424,TRUE
LAMB4,-0.101136268346194,3.71171520065112,-1.81873087290485,0.0790580577973479,0.241080761067206,-4.45019358285033,NS,NS,-0.0932379794360376,0.0871132493139519,0.267576614298598,NS,-0.0705628840169362,0.207865892998881,0.49204987681662,-0.188712595843894,0.0354239213217915,-0.0140067588459323,0.840710439423347,TRUE
