gene,module,GS_T2D,GS_p,MM_green,MM_blue,MM_turquoise,MM_grey60,MM_brown,MM_yellow,kME_own,hub
C2CD5,magenta,-0.299013167180448,0.0644374161387108,0.553841258344739,-0.462679287091368,-0.362296681599534,0.208407027354394,0.606820614699605,0.294370946505043,0.660014096369505,FALSE
C2orf42,brown,-0.320207957992361,0.0468882484741627,0.447110877207225,-0.541482541509125,-0.159725072895683,0.192281628564314,0.6750076046192,0.424442539691596,0.6750076046192,FALSE
C2orf49,yellow,-0.405699608949969,0.0103948300581852,0.545287829169288,-0.671168967121854,-0.383349081814093,0.274517749334035,0.517652704368725,0.60698506151484,0.60698506151484,FALSE
C2orf68,darkred,-0.108831159555114,0.509574192966975,-0.163676187256321,0.020912534680723,0.307759623894617,0.250658470325764,0.0939680734661894,-0.065831875136633,0.583255138938784,FALSE
C3,grey,-0.113002352309393,0.493382974044276,-0.183119269328101,0.114622454907849,0.201911442567411,-0.0165694760413439,-0.0983757507309662,0.172555994877822,,FALSE
C3AR1,tan,-0.0790095901707021,0.632572015140168,-0.0894609993897075,-0.171488829206246,0.0967096837382818,-0.10646594730855,0.17059601560757,0.22646839062042,0.653111606018834,FALSE
C3orf18,grey,0.133842935039462,0.416608855809556,-0.105498270490312,0.0320126720738797,-0.0026236942963147,-0.155822638933529,-0.062830930719035,-0.0801330628349972,,FALSE
C3orf36,red,0.139458690549042,0.397144294266672,0.184916257000525,-0.219676740848838,-0.406654331302819,-0.179272824018213,-0.0122828161784663,0.166349436132524,0.569989753955993,FALSE
C3orf52,lightgreen,-0.0588277432216284,0.72203931868735,-0.0188512839671649,-0.0345422527082261,-0.216497283400699,-0.164613571785906,-0.174998175378422,0.0588755087654831,0.569331658026776,FALSE
C4BPA,brown,-0.182899537571583,0.265074143890044,0.47840911538786,-0.490557737297083,-0.312325684005487,0.393892833400286,0.536327735285867,0.443846145951302,0.536327735285867,FALSE
C4BPB,grey60,-0.160539723408586,0.328914396004383,0.138122677486449,-0.0647159704211606,-0.0622044512108772,0.557573499572935,0.134640507842528,0.0308413454516708,0.557573499572935,FALSE
C5,brown,-0.278285473508604,0.0862684508318205,0.708705088762531,-0.717581343233327,-0.546321458076269,0.396985736608094,0.747432761297423,0.53345332531315,0.747432761297423,TRUE
C5AR1,grey,0.252132440005584,0.121508126166358,-0.0149695408990399,0.00468506783818017,0.115457416911881,-0.146961106985966,0.0957932243122214,0.0636904630444089,,FALSE
C5AR2,greenyellow,-0.0421028249537631,0.799116867429978,-0.0863317979691533,0.0986857356890916,0.0437247924282414,0.109918640628,-0.174668833065284,-0.00311536733471562,0.321535688793454,FALSE
C5orf15,brown,-0.120298019564767,0.465711908181076,0.0913158819653053,-0.20453192142209,0.0945248675095102,0.217588588443523,0.365795135489317,0.0749263481028689,0.365795135489317,FALSE
C5orf22,yellow,-0.234451227166938,0.150825257972919,0.569300320152707,-0.782931499615898,-0.367992401183248,0.0326441678587045,0.75445271951332,0.753346261226923,0.753346261226923,TRUE
C6,green,-0.27303068560971,0.0926226058801518,0.61909580611831,-0.684408189186821,-0.589224032090015,0.430584309972815,0.591573884881049,0.455819975328633,0.61909580611831,FALSE
C6orf120,green,-0.157157345544664,0.339339810474629,0.663292318741684,-0.657469710961472,-0.386817940540768,0.279167634147107,0.748532149303096,0.457370112563932,0.663292318741684,FALSE
C6orf15,red,-0.0454089910612554,0.783704832473142,0.115556526856001,-0.166574763460062,-0.149522201742796,0.0903063729138845,0.0264741312398019,0.258298324724239,0.455568777558517,FALSE
C6orf47,turquoise,0.1427638671368,0.385938699605083,-0.553965160543733,0.443300573704863,0.501053461964045,-0.216776950775456,-0.432927524286436,-0.193202810971588,0.501053461964045,FALSE
C6orf62,purple,-0.0580311012686297,0.72565656745901,0.245207679553558,-0.0523975531681781,-0.151293822891469,0.146985806118157,0.214294844156918,-0.0331574884778677,0.519680622480877,FALSE
C7,magenta,-0.206059343910817,0.208200066992085,0.0931210413110774,-0.217341048932587,-0.188566333921996,-0.0808102457918062,0.148804146928662,0.099169368952966,0.81767612093314,FALSE
C7orf25,yellow,0.0698824099381974,0.672489338225852,0.0367583720038767,-0.21099191876345,-0.0299557886035295,-0.188379321162038,0.157465632077626,0.346437073974625,0.346437073974625,FALSE
C8A,turquoise,-0.0514175829773173,0.755906168466671,-0.225224548122134,0.188526767209613,0.414526366087896,0.380655009063316,-0.0414022684814306,-0.111433629640919,0.414526366087896,FALSE
C8B,cyan,-0.159540001453598,0.331974870833662,0.199868958084318,-0.185944839286057,0.0231649667668518,0.38776705845209,0.340649240775487,0.174364298864361,0.409107404751576,FALSE
C8G,turquoise,0.280668020883908,0.0835011117186015,-0.731375322871107,0.750865519898189,0.777876646181579,-0.297512922081687,-0.519641215504069,-0.593475513887684,0.777876646181579,TRUE
C8orf17,pink,0.104301509176898,0.527453854468141,-0.0957580447631744,0.220349693253552,-0.0776555193376512,-0.0572727967519447,-0.42892003722674,-0.0662251058755867,0.352071566808904,FALSE
C8orf33,turquoise,0.335698037083943,0.0366821874203641,-0.256648238567792,0.33633866693554,0.418391943830746,-0.0885664160369357,-0.12614005756248,-0.0855293281215985,0.418391943830746,FALSE
C9,brown,-0.0823824717900205,0.618069298004709,0.221510551289373,-0.359738337348351,-0.167179273278023,0.230964717009437,0.396157056131779,0.308894948902563,0.396157056131779,FALSE
C9orf40,pink,-0.211357264806222,0.19648516479739,-0.0539005443335069,0.0237556103784973,-0.113725194201513,-0.0741090443164926,-0.228096923553986,0.0177500279714008,0.348651454319463,FALSE
C9orf78,salmon,-0.0939724963037175,0.56933850491369,0.169459004474755,-0.3216901958004,0.169844148670962,0.115326969771063,0.592746408881884,0.26991553565287,0.619210387448131,FALSE
CA1,yellow,-0.315649337194662,0.0502931918307161,0.376374016505303,-0.541179456251422,-0.339714456565905,0.0704069520367848,0.402496834777388,0.515329806594162,0.515329806594162,FALSE
CA10,grey,-0.245392780214182,0.132131925292261,0.159056893436582,-0.0578745780069726,-0.256875014083302,0.292145642129983,-0.119683054822095,0.0756483313425105,,FALSE
CA11,black,0.0827729101909022,0.616399531358847,0.228238654132848,-0.206242850108819,-0.304459210557227,-0.15411083103334,0.115695234365124,0.136822889712687,0.562902924533346,FALSE
CA12,lightgreen,-0.00813195652357341,0.960813687330725,-0.226985923849692,0.0540429750121797,0.152378415006351,-0.0996910713438569,-0.195941928259152,0.160003651872548,0.51387053928466,FALSE
CA14,green,-0.458722454208662,0.00331271495890928,0.689673095779981,-0.509832216935135,-0.631156590366808,0.336814055610334,0.339127795713155,0.383677195635135,0.689673095779981,FALSE
CA2,grey60,-0.0565496861243256,0.732398683555926,-0.0229892980780276,0.0467922005345983,0.172392916661257,0.520408738469197,0.0835400791190852,-0.199697156956396,0.520408738469197,FALSE
CA3,pink,-0.271057067639721,0.0951000392234028,0.0338110042910987,0.094568834699947,-0.142234649730061,0.218049641750864,-0.250943427565051,-0.211706265613837,0.38436196860551,FALSE
CA4,pink,0.184938271279655,0.259692250873949,-0.62832941257497,0.798761927627941,0.48528119435876,0.0356625648055837,-0.774472537131378,-0.673997747296573,0.814613420425241,FALSE
CA5A,blue,0.128010929022205,0.437382141141001,-0.31285008194221,0.426181868820249,0.381205690526575,-0.0663494569304301,-0.21088746731473,-0.444736664228444,0.426181868820249,FALSE
CA5B,green,-0.268239573920095,0.0987245486235801,0.535776206718335,-0.350546219994437,-0.400975853945494,-0.0472428554144257,0.252312113866028,0.548674569147931,0.535776206718335,FALSE
CA5BP1,grey,-0.0943684805435144,0.567705132238331,0.0512359153002964,0.0200708356900957,0.0790828838640254,-0.0327936370129633,-0.0141487615188457,0.11141354270923,,FALSE
CA6,purple,-0.212353782829463,0.194334442543524,0.383646617799815,-0.265069419544659,-0.435346113851661,0.0629616610816653,0.161057062860076,0.134782172771728,0.537280321785112,FALSE
CA7,purple,0.0565196900485453,0.732535406375972,0.224653648339561,-0.0883097841132823,-0.271685023372848,0.132235583248447,-0.0155794903189469,0.0990330151659044,0.330380647614202,FALSE
CA8,brown,-0.137697374963183,0.403191730959678,0.411002581108251,-0.523182253222982,-0.393916729617557,-0.153706346056697,0.450283721210092,0.456887967503864,0.450283721210092,FALSE
CA9,lightgreen,-0.220827119610235,0.176713739686308,0.0672579025951769,-0.00512380942087503,-0.357501820336775,0.083103308749462,-0.228441619466584,-0.0691337032648933,0.801375331227151,FALSE
CAAP1,brown,-0.141457553293808,0.390345206074261,0.676594544703478,-0.728944814480169,-0.367065450592756,0.219042238980582,0.828216783874174,0.57090413671659,0.828216783874174,FALSE
CAB39,turquoise,-0.0322718527613319,0.845368527084591,-0.402507748799318,0.239111347562576,0.618350974745277,0.234010801166906,-0.00950672171019117,-0.160827747318565,0.618350974745277,FALSE
CAB39L,greenyellow,-0.0225581038644404,0.891576948653549,-0.0839744232573264,0.154324175826767,0.0635389832288998,-0.115964024160777,-0.233354060045099,0.0992159968543918,0.467013875902346,FALSE
CABIN1,blue,0.33365174479168,0.0379159981485736,-0.651057334865197,0.72075177006455,0.523989211076511,-0.318979230501874,-0.633957797299002,-0.552443330486102,0.72075177006455,TRUE
CABP1,pink,0.0659963075827209,0.689765660076927,-0.374948763303679,0.415082315141662,0.209896290701925,-0.126021866617105,-0.587756946376539,-0.287437604366094,0.709578845953596,FALSE
CABP2,blue,-0.0087456210236595,0.957859103133732,-0.50385799902043,0.558043708754654,0.376717005929797,0.0984340070964395,-0.536057921798125,-0.560776470408627,0.558043708754654,FALSE
CABP5,red,-0.124904508842336,0.448676033096828,0.51793255431896,-0.546573936424813,-0.519899136348827,-0.0141632354680158,0.31692744329942,0.569084871065312,0.608200411997329,FALSE
CABYR,red,-0.141731409146293,0.389419005173747,0.51010742479666,-0.573088704321839,-0.575095542019803,-0.151913559634607,0.360463823473043,0.534732410194459,0.658542032366063,FALSE
CACFD1,blue,0.169578636651418,0.30204341949001,-0.490678327989742,0.628380801931895,0.288597472171314,-0.524772392960149,-0.672106141941081,-0.365599832190014,0.628380801931895,FALSE
CACNA1A,pink,0.216092999823052,0.186412118941829,-0.787664784634092,0.773572692870572,0.695946100038076,-0.0388560562471167,-0.722747883760649,-0.592270222460646,0.722788431067797,FALSE
CACNA1B,turquoise,0.129540401160784,0.431879687614711,-0.732240002481165,0.763556112867016,0.692630286977686,0.113230847114178,-0.670714920093884,-0.629028944027994,0.692630286977686,FALSE
CACNA1C,greenyellow,0.176152090724059,0.283408505010585,-0.343585609770955,0.376863444048956,0.193175756941618,-0.337920936334238,-0.410312090463781,-0.164713008970523,0.71902553319053,FALSE
CACNA1D,yellow,0.0930614745863297,0.573104469949866,0.146355322485074,-0.380309128989847,-0.160596844145889,-0.456283270243397,0.311845470509222,0.503385705024376,0.503385705024376,FALSE
CACNA1E,blue,0.00997024869824917,0.951964638057721,-0.389634542576136,0.513597479733294,0.191514922310446,-0.105994406873078,-0.604277034876371,-0.433544075993142,0.513597479733294,FALSE
CACNA1F,blue,0.260669138325099,0.108987192698995,-0.251557759183439,0.302191883958224,0.0852877494703381,-0.225678954769621,-0.434741991664427,-0.140490382096564,0.302191883958224,FALSE
CACNA1G,pink,0.10267232387938,0.533958791584028,-0.342421044737104,0.238025255722347,0.234167243107838,-0.139888142477527,-0.32098495629601,-0.0781821139762627,0.472997602870269,FALSE
CACNA1H,turquoise,0.317623583050461,0.048794974356675,-0.63390564829853,0.546936530263683,0.481706741694666,-0.342272698930932,-0.535693252678722,-0.432489052178227,0.481706741694666,FALSE
CACNA1I,blue,0.11810810161613,0.473929888384612,-0.428902810693855,0.525704292227393,0.166341276861967,-0.00719033363093847,-0.600743008456543,-0.535497640111117,0.525704292227393,FALSE
CACNA1S,grey,0.0559829743177655,0.73498314134037,-0.0162814802367813,-0.0596819318674216,-0.0742768423259561,0.228162058110411,-0.0500324283816032,-0.0135317570053283,,FALSE
CACNA2D1,black,-0.154091640363553,0.348962634232299,0.21835503280633,-0.370904918018304,-0.319125516440146,-0.285801472795941,0.195679738936211,0.458119663017111,0.709013888656883,FALSE
CACNA2D2,grey,-0.0529943025652782,0.748659845470538,0.0816354227273304,0.00597467820309766,-0.197380014369027,0.197435444422082,-0.0881439654830783,-0.0885423440519073,,FALSE
CACNA2D3,black,-0.21776248429878,0.18294988478194,0.118064334253092,-0.17612299493857,-0.320446407735537,-0.172725029523478,-0.0816399471489832,0.200259017995049,0.603539376401529,FALSE
CACNB1,black,-0.052828345775835,0.749421564095671,0.42198008504871,-0.348895094155481,-0.592168415644285,-0.146172123311191,0.127270369416902,0.236249303083446,0.580865356071089,FALSE
CACNB2,green,-0.159130832183405,0.333232542590234,0.45143478950819,-0.251985794020794,-0.531192030013898,0.338697711452713,0.0994024636614992,0.0723680857953176,0.45143478950819,FALSE
CACNB3,black,-0.00452313334554455,0.978198096056177,0.0159879898598279,-0.0793346370069173,-0.278005549578651,-0.136697513399753,-0.223326064730804,0.210848063597818,0.440219637734717,FALSE
CACNB4,red,-0.109610616356668,0.506528474237303,0.366044170665522,-0.532154597874939,-0.521051807226043,-0.126538379712765,0.297164801331494,0.428782315212733,0.638313991920804,FALSE
CACNG1,red,-0.00815731947148198,0.960691562938965,0.12868338651413,-0.220511231039182,-0.256456602365956,-0.0508917612625155,0.0933562246323054,0.225374062598008,0.409029243130519,FALSE
CACNG2,red,0.0684254824990529,0.678947523284305,-0.0639287320500526,-0.0132579840070077,-0.0850067608313957,0.0363856845843584,-0.131779548704261,-0.0426681896178372,0.298668457714243,FALSE
CACNG3,yellow,0.0563070783341722,0.733504728650785,0.115648658238582,-0.318403923069087,-0.196470154075896,-0.243011606510058,0.241587158988741,0.295738713175302,0.295738713175302,FALSE
CACNG4,red,-0.0378763135140064,0.818928238916792,0.419683324206391,-0.396070572130695,-0.618682720029693,-0.01228088856678,0.106136605506847,0.305280874969177,0.701791941534329,FALSE
CACNG5,grey,0.287842200645595,0.0755831429939283,-0.261411032661928,0.00486129385120236,0.110281763933027,-0.346214431458282,-0.16124088147632,0.170142303726765,,FALSE
CACTIN,blue,0.0572909622280972,0.729022526383979,-0.401358704250856,0.564272661970782,0.409507375131328,-0.071422152718708,-0.486873092942889,-0.411890831891833,0.564272661970782,FALSE
CACYBP,brown,-0.10674750308465,0.517760944423271,0.594196721869269,-0.724235951155824,-0.389149097179228,0.14245534839881,0.792950371279603,0.53603397385664,0.792950371279603,FALSE
CAD,blue,0.427210690922685,0.00667765053731587,-0.620576868986104,0.73615469944485,0.553400214392916,-0.20602281809071,-0.599543937172739,-0.605812988316967,0.73615469944485,TRUE
CADM1,turquoise,-0.0801158670029822,0.627799949204047,-0.334510108672903,0.387353751688864,0.425652966780986,0.251649713848196,-0.245279454577968,-0.468181827376821,0.425652966780986,FALSE
CADM3,pink,-0.0373043148437363,0.821618254693759,-0.0391901692513445,0.105893068934504,-0.23347342214122,-0.150909505696908,-0.393757021267597,-0.0656294223625257,0.537780122596554,FALSE
CADM4,pink,0.136642199584991,0.406839839347175,-0.657801532383129,0.745290256575585,0.525152903189356,-0.0315644352292712,-0.703682890057014,-0.624387086329223,0.652844198126879,FALSE
CADPS,black,0.0729830803762197,0.658822209726688,0.306701106791263,-0.282410014320949,-0.392986496827717,-0.0522464356210769,0.0793644261240588,0.346554311982518,0.514625895360717,FALSE
CADPS2,yellow,-0.226367563761696,0.16582786231078,0.502609035117777,-0.664880572924994,-0.332693617973715,-0.196848910675554,0.633634494254484,0.716021929613389,0.716021929613389,TRUE
CALB1,red,-0.0240020871103098,0.88468173706623,0.137652103529013,-0.165031754923063,-0.183022670430509,-0.121982223033074,0.0493139855556987,0.277190271963315,0.42456560715969,FALSE
CALB2,lightgreen,-0.0516150309383493,0.754997590079116,0.117572414878854,-0.115468970466202,-0.266717372502965,-0.144680718370794,-0.0216829974966601,0.124412853453161,0.804366303669779,FALSE
CALCA,green,-0.335737845715991,0.036658513970184,0.270646214837461,-0.261783860977555,-0.383553665451441,-0.172796673836302,0.0234566362920641,0.413221091389673,0.270646214837461,FALSE
CALCB,yellow,-0.0533001796287066,0.747256528669841,0.137776223331483,-0.258046408880599,-0.14237839403843,0.0652664172157226,0.130274206306308,0.392226198765053,0.392226198765053,FALSE
CALCOCO1,green,-0.248990983552062,0.126377392855551,0.644162803990196,-0.528434102827452,-0.713775173371126,0.212841423030394,0.32108893596477,0.414502085439803,0.644162803990196,FALSE
CALCOCO2,green,-0.247856968488382,0.128170430930249,0.762982906240369,-0.662329095692304,-0.69168913012525,0.462014662441993,0.618769601791722,0.36770364331259,0.762982906240369,TRUE
CALCR,red,0.045365372422,0.783907650491149,0.12151047150703,-0.336092898445063,-0.304295955908922,-0.239363205164673,0.0828340364333612,0.413904372222156,0.59882311712565,FALSE
CALCRL,black,-0.147986012598197,0.368616282018918,0.415799401111863,-0.56679554162678,-0.413669992925298,-0.00712153586042156,0.41992867982788,0.57912780746106,0.605378780525726,FALSE
CALD1,brown,0.0432255759984494,0.793874313450941,0.310789465157165,-0.379277135578391,-0.214523244125512,0.0476105689607108,0.488814529409417,0.183737975485185,0.488814529409417,FALSE
CALHM2,magenta,0.111841350669436,0.497862903421107,-0.211291420818748,-0.067682682360051,-0.0562289272672784,-0.513430167838953,-0.159114394651566,0.134655060008832,0.587888753458403,FALSE
CALM1,green,-0.223589303172801,0.171224494019097,0.766640646024329,-0.809440328404089,-0.712287939333565,0.18522619060197,0.713388008801798,0.605776873042527,0.766640646024329,TRUE
CALM2,brown,-0.141419780585778,0.390473056839132,0.350544425969796,-0.378106918162852,-0.187074306055122,-0.123284234152528,0.557215449271191,0.265889747829408,0.557215449271191,FALSE
CALML3,pink,0.122771862740472,0.456520547813976,-0.425106109990059,0.556522799398937,0.233550925248818,0.0545660051729808,-0.557196268836953,-0.599513797401922,0.518586658514912,FALSE
CALML4,brown,0.0576442572340662,0.72741520381505,0.0825298715231972,-0.157477267450018,-0.0218580508070362,0.0616578186172792,0.267939800624277,-0.0466515341811274,0.267939800624277,FALSE
CALML5,blue,0.188518421761537,0.250417945191833,-0.357750383030367,0.345280017397754,0.27956875634214,0.159869666490661,-0.378679831267558,-0.281304072634409,0.345280017397754,FALSE
CALR,turquoise,0.188563874677813,0.250301644772054,-0.514330730812877,0.373870012318123,0.565762545338073,-0.501894336369054,-0.314230872287567,-0.00367629370155438,0.565762545338073,FALSE
CALU,yellow,0.0691611032350821,0.675683845346783,0.204480642247335,-0.408549414713177,-0.0548042957263019,-0.330793981981817,0.46990370563473,0.643472368247601,0.643472368247601,FALSE
CALY,pink,0.263009814676145,0.105731339991728,-0.611563952115032,0.717333281423563,0.395592523857311,-0.150582735772417,-0.729260662486215,-0.71853846086402,0.728202588756745,FALSE
CAMK1,turquoise,0.232414404028631,0.154508352186045,-0.689409189432294,0.754412130808936,0.624568943382232,-0.0468627089580053,-0.615613080764337,-0.690419273971768,0.624568943382232,FALSE
CAMK1D,turquoise,0.393468276522091,0.0132071927559474,-0.636717001154341,0.459672432567313,0.629734369602516,-0.418887086789168,-0.33438909787604,-0.349988599036157,0.629734369602516,FALSE
CAMK1G,black,-0.216819585774765,0.184899639568241,0.29488856716786,-0.415276515765296,-0.526953851219144,-0.0746994097800511,0.202330482554243,0.292443839617693,0.734835795377056,FALSE
CAMK2A,yellow,-0.395850456710229,0.0126138677040741,0.328292440253814,-0.362619701424685,-0.294336272720684,-0.0573135175277653,0.239841489021184,0.470585006766811,0.470585006766811,FALSE
CAMK2B,turquoise,0.197983253105648,0.226977492690564,-0.555369564626701,0.445259099327839,0.49528549509357,-0.297725672835755,-0.410578628691079,-0.189714011597216,0.49528549509357,FALSE
CAMK2G,turquoise,-0.0196399884186022,0.905534842776092,-0.275603470398674,0.0892868314452092,0.353068618272405,-0.302165546053932,0.0611480036451515,0.104500258214801,0.353068618272405,FALSE
CAMK2N1,turquoise,0.159696581910554,0.331494365451189,-0.0453329476269384,0.0334251007554823,0.196435415350951,-0.0388996242948518,0.081407552425165,0.0763188021723596,0.196435415350951,FALSE
CAMK4,yellow,-0.0211160524844511,0.898470789256841,0.0417223045041358,-0.322078093221974,-0.107939273992672,-0.0700821249414198,0.12439347764439,0.377246549149488,0.377246549149488,FALSE
CAMKK2,turquoise,0.256169249289304,0.11545927637357,-0.57445219359495,0.582203451578206,0.643286713214097,-0.138714560413111,-0.39742965238229,-0.382536420451788,0.643286713214097,FALSE
CAMKMT,yellow,-0.239715567357366,0.141603801186523,0.432273185752727,-0.545843798483503,-0.244685204242149,0.192277765504433,0.427104127746293,0.640101089171273,0.640101089171273,FALSE
CAMKV,red,-0.0282143760501053,0.864617082527872,0.0898427274073796,-0.0640310788445602,-0.200390799865887,-0.208693389334066,-0.108408381694067,0.171903264144491,0.417955956158661,FALSE
CAMLG,turquoise,-0.0751130502472928,0.64949630948918,-0.2539961815583,0.215129170692738,0.486632470840799,0.0925347089124188,0.0440295352617581,-0.0794845914502464,0.486632470840799,FALSE
CAMP,pink,0.0473265265579787,0.774802774518041,-0.175059199198448,0.226928413244952,0.0999948597452266,0.173544476060288,-0.363548417818985,-0.12407604610784,0.422172703073756,FALSE
CAMSAP1,yellow,-0.146025695686736,0.375063716821856,0.175421763726582,-0.190959567491902,-0.0610532880576887,-0.326428365761787,0.176415486394155,0.384800699913371,0.384800699913371,FALSE
CAMSAP2,green,-0.0510599049847426,0.757552886548045,0.625628623391934,-0.686848663681853,-0.500263666786408,0.0682945188333583,0.611741824314926,0.666601925097043,0.625628623391934,FALSE
CAMTA1,green,-0.357506397860994,0.0254561847645739,0.492018205874456,-0.427241632665006,-0.473237159531312,-0.0614695412802517,0.336804902280715,0.322575520981644,0.492018205874456,FALSE
CAMTA2,blue,0.198820626128274,0.22497849955562,-0.631801350505315,0.761695294709073,0.567983211901779,-0.428062011539597,-0.616739895582307,-0.541495178825502,0.761695294709073,FALSE
CAND1,brown,-0.137817850091418,0.402776405236219,0.380017335120842,-0.627068154904793,-0.157099289614096,0.150348373750608,0.71555905638216,0.499505151555406,0.71555905638216,FALSE
CAND2,blue,0.111430385324793,0.499453644195555,-0.249294078944455,0.401266518912327,0.195100623561734,-0.16477160338998,-0.415935904568702,-0.229040882547783,0.401266518912327,FALSE
CANT1,yellow,0.0724945439594648,0.660968482930187,0.210250310850733,-0.454504223217956,-0.144719992020829,-0.366880552055764,0.442234182690072,0.533862679193282,0.533862679193282,FALSE
CANX,brown,-0.208551936952902,0.202629329729588,0.484548736022895,-0.673388939267439,-0.342764810983864,-0.189567636558954,0.729968677539993,0.585254122259344,0.729968677539993,TRUE
CAP1,turquoise,0.199679872853197,0.222939857695143,-0.204645156647464,0.0251428316024987,0.423120290068298,0.00492134776232108,0.233979072995053,0.0488488804087742,0.423120290068298,FALSE
CAP2,green,-0.243679770452299,0.134938906055926,0.62687647252134,-0.617306094480916,-0.546409621742295,0.0351992884981812,0.500063504497048,0.62698629126231,0.62687647252134,FALSE
CAPG,blue,0.355490762876681,0.0263566871907055,-0.639973579933754,0.536450290215135,0.555955968336759,-0.128197774172535,-0.555262148552066,-0.344442281426091,0.536450290215135,FALSE
CAPN1,turquoise,0.140403004742696,0.393923736917739,-0.753629455622192,0.65021308504288,0.820417518194596,-0.279849409847029,-0.397198148079947,-0.459008736244641,0.820417518194596,FALSE
CAPN11,grey,0.181109533893785,0.26985974759054,-0.150002778957633,-0.0349876122513124,0.112425735870701,-0.21745443659505,-0.0529017908696311,0.220479989074058,,FALSE
CAPN15,blue,0.186592487554556,0.255379094014753,-0.693094331263254,0.804592152235309,0.651160570469652,-0.158596840480617,-0.668005949786624,-0.716496099164076,0.804592152235309,FALSE
CAPN2,magenta,0.130762545244276,0.427510669064891,0.0790246592964488,-0.226652389685362,-0.0687435648884865,-0.355153979240774,0.315415888385732,0.140500632632111,0.519496388791051,FALSE
CAPN5,turquoise,0.139145116632289,0.398217087220782,-0.526858219176494,0.434679074576248,0.588642476402623,-0.0119742645591616,-0.383608732697411,-0.335496284186528,0.588642476402623,FALSE
CAPN6,black,-0.0788468471959699,0.633275273014351,0.378793420817452,-0.357559952977402,-0.338396999482625,-0.0139731846146824,0.272097106458665,0.343327714902068,0.584909070270623,FALSE
CAPN7,lightcyan,-0.111265320591269,0.50009329478778,0.230317510871573,-0.15899211222259,0.0571655713231643,0.335365164283335,0.326988339229829,0.215602851283363,0.517319818213695,FALSE
CAPN9,yellow,-0.17387818028142,0.289768336210174,0.339160308275038,-0.464952261964388,-0.361358498897913,0.205892106452492,0.312561353430912,0.3845509158327,0.3845509158327,FALSE
CAPNS1,turquoise,0.304057048709252,0.0598515569796916,-0.673578711018539,0.467746520710745,0.82878380486245,-0.107524286177283,-0.216079640069621,-0.311852161287375,0.82878380486245,TRUE
CAPRIN1,salmon,0.131474359199428,0.424977438059565,-0.185507732486434,-0.0643614752231847,0.389064830088816,0.0740137670199591,0.301561289222954,0.00666738412638037,0.724277571772519,FALSE
CAPRIN2,green,-0.324538057364202,0.043828582871114,0.727661021270698,-0.574365729484529,-0.564316132909638,0.1659449844655,0.603353806598972,0.505473069415479,0.727661021270698,TRUE
CAPZA1,brown,-0.170461969881216,0.299494849380408,0.578284048688025,-0.649552991405647,-0.421719769418711,0.173296377459782,0.746166983723187,0.447797311342403,0.746166983723187,FALSE
CAPZA2,brown,-0.109500029961039,0.506960029945003,0.347056956419277,-0.519136892031554,-0.0466025581589658,0.257678640649519,0.711807898081709,0.364676616675715,0.711807898081709,FALSE
CAPZB,turquoise,0.234538796275845,0.150668362045301,-0.571086552632484,0.498773625134348,0.674605424141295,-0.242670345977993,-0.282926227942171,-0.296024930548898,0.674605424141295,FALSE
CARD10,blue,0.182788420429988,0.265369574690054,-0.544730504904976,0.757178434093683,0.513671154280686,0.0333458887631633,-0.626910003456098,-0.652376037800982,0.757178434093683,FALSE
CARD14,pink,0.308765670552868,0.0558083892748957,-0.439321709343141,0.510333447780255,0.266590887907514,0.121027276107156,-0.583534606999697,-0.390111888593212,0.65849993335877,FALSE
CARD8,green,-0.186883541326293,0.254625177394108,0.613598222570468,-0.504666340925967,-0.505182411408345,-0.0904034037697768,0.430245082804536,0.523690378585263,0.613598222570468,FALSE
CARF,yellow,-0.434067302304639,0.00576455647087507,0.472569545434523,-0.427731541141801,-0.244600219350449,0.381845203516685,0.391880678026155,0.482188983334649,0.482188983334649,FALSE
CARHSP1,turquoise,0.041016309152064,0.80419850728465,-0.277716571590171,0.251360079841963,0.400699867792368,0.122199773604772,-0.114587960557426,-0.156256014971622,0.400699867792368,FALSE
CARM1,turquoise,0.308184099076843,0.0562956306324083,-0.475280517093344,0.249167271389258,0.550746632715972,-0.298345207806835,-0.0367001000661694,-0.192045974273394,0.550746632715972,FALSE
CARMIL1,yellow,-0.146486326490666,0.37354274108533,0.00231313323265654,-0.213860872455823,0.0922685571956892,-0.332597557796621,0.131372204171139,0.499653097547746,0.499653097547746,FALSE
CARS1,turquoise,0.167571815900007,0.307884712334724,-0.23598757761676,0.2287541375299,0.358159444543076,-0.296572402143788,0.00851619896386313,-0.245053084614926,0.358159444543076,FALSE
CARS2,turquoise,0.214718641869136,0.189296943251243,-0.567806494955792,0.51426951050848,0.69732026025518,-0.00644369035895024,-0.30192244475573,-0.404752518111072,0.69732026025518,FALSE
CARTPT,grey,-0.182052591415091,0.267331433815555,-0.208169048410606,0.0884648461505088,0.114094406318015,-0.16764929364913,-0.149745110343999,0.0445508799934602,,FALSE
CASC3,magenta,0.0180375779381404,0.913211660977153,0.294566223818345,-0.244522797736035,-0.213280445570864,0.0335491537473085,0.361806185824869,0.125659199639441,0.559503715908151,FALSE
CASD1,yellow,-0.120178095942832,0.466159964626699,0.485171813508475,-0.603331850499338,-0.281893154328998,0.0443661040687029,0.623469393288777,0.625297389957538,0.625297389957538,FALSE
