gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig,deg_call,logFC_paper,P_paper,adjP_paper,sig_paper,logFC_sex,P_sex,adjP_sex,logFC_GSE15653,P_GSE15653,logFC_GSE64998,P_GSE64998,logFC_T2DvsLean,P_T2DvsLean,adjP_T2DvsLean,consistent_both_datasets
RPP14,0.191920136968221,7.65119168401401,2.40804576870769,0.0205032790379243,0.366838381145739,-3.19940498962985,NS,NS,0.150963613636539,0.0479636372448201,0.417534484148768,NS,0.155150107647836,0.0475738983395484,0.606055735974102,0.3414918000826,0.0240234149015216,0.0476903189650689,0.469617981707314,0.217197573700448,0.0264073500911048,0.146918223675003,TRUE
VAMP4,-0.246998687586682,6.59850615273816,-2.40720007044763,0.0205449037238259,0.366838381145739,-3.20087549712151,NS,NS,-0.240530504314464,0.0186673424816833,0.358149718254347,NS,-0.207648120923336,0.0447673837080272,0.603813747661857,-0.317419571018161,0.0564042999810075,-0.179092835706331,0.169565758326675,-0.360565980168474,0.00513290018962346,0.08469275107892,TRUE
DPPA4,-0.176219999858658,3.66282341610179,-2.40707155655687,0.0205512357655305,0.366838381145739,-3.20109892610041,NS,NS,-0.173430237191693,0.013990780038359,0.338702086711037,NS,-0.167137648138224,0.0312708256280617,0.600396824169248,-0.115458777010549,0.167315024232688,-0.234811179033622,0.0549640256696881,-0.118547886174656,0.120973693032055,0.308882777586275,TRUE
SRSF9,0.151524497984215,7.6534631565749,2.40675194678239,0.0205669909865936,0.366838381145739,-3.20165454982468,NS,NS,0.149159914747488,0.017047572107244,0.353274831606511,NS,0.134589328671717,0.0389493930799294,0.600396824169248,0.194190804810881,0.0687746978934729,0.110381987829929,0.18278979633297,0.140560018561663,0.0420603299147022,0.180224148081179,TRUE
ADCY2,-0.144325747801087,4.53832550877476,-2.40666076800543,0.0205714876603592,0.366838381145739,-3.20181304942747,NS,NS,-0.136741098566769,0.0205030752373284,0.358739282494911,NS,-0.127101404409513,0.0403015379423137,0.600396824169248,-0.173721040972433,0.125767888227824,-0.115980286528717,0.0740448939153197,-0.138547980842019,0.0234476261536634,0.139797370824729,TRUE
STMN2,0.179503160516756,3.89068922077035,2.40620090731662,0.0205941801961585,0.366838381145739,-3.20261237811164,NS,NS,0.180982190221378,0.0140648519679323,0.338702086711037,NS,0.172561405760222,0.029562048326337,0.600396824169248,0.098161245598787,0.327945650762748,0.257940007044799,0.0247305875253807,0.250623743834354,0.0158071011629188,0.118945704036747,TRUE
NCK1,-0.209280001955831,5.80118310821343,-2.4061767172491,0.0205953745180747,0.366838381145739,-3.20265442222291,NS,NS,-0.177807696708258,0.035844786849668,0.395313430972449,NS,-0.160741753986324,0.0506103600408738,0.607531839865847,-0.351829950492764,0.026819469540388,-0.0718211230095037,0.396139632815899,-0.295218487428237,0.00928062357814607,0.100013766453098,TRUE
LRRC59,0.222474075708622,8.11880700870816,2.40551076029343,0.0206282789940301,0.366838381145739,-3.20381178636333,NS,NS,0.236619793888892,0.0105554856186955,0.334577878733397,NS,0.218187420130419,0.0267878291433681,0.589529210486035,0.112181373341899,0.459047459386426,0.328827752990816,0.0046637958846406,0.294211289413419,0.0125385630251622,0.110460423678239,TRUE
CTSW,0.229846143398165,5.88027314092413,2.40236131369863,0.0207845350619058,0.366838381145739,-3.20928211424159,NS,NS,0.224339885630994,0.0118482249235622,0.334927994804919,NS,0.22999835487276,0.0243837152967264,0.583856862128002,0.175428842071194,0.0766078099917026,0.282319969677741,0.0933304479213479,0.353411695295229,0.00210562821556935,0.0666893677163922,TRUE
KCNJ1,-0.195262138774555,3.93475180917087,-2.40200562750808,0.0208022490075097,0.366838381145739,-3.20989959155952,NS,NS,-0.168071239677789,0.0314862311103698,0.389118741738074,NS,-0.172579299160937,0.0402728882910939,0.600396824169248,-0.28974806493098,0.0643045892223271,-0.104150709980859,0.148509281191212,-0.21416561186929,0.0245777451434594,0.141941517056197,TRUE
SIKE1,-0.147151992348658,6.23278714413313,-2.40044033747485,0.0208803659417249,0.366838381145739,-3.21261618920158,NS,NS,-0.149808835137944,0.014182352429357,0.338702086711037,NS,-0.126232950923177,0.0434105320993768,0.603813747661857,-0.137797917509142,0.181054433831027,-0.156171993086765,0.0339601195151783,-0.149197795886891,0.0785236787427941,0.244178047249021,TRUE
IGF1,-0.441950848494232,7.54423918949426,-2.40029587801178,0.0208875886269898,0.366838381145739,-3.21286683850911,NS,NS,-0.421755155220489,0.0213582689965656,0.359370688348681,NS,-0.494020689864861,0.010549581757635,0.574315011351377,-0.61187845646012,0.0445288228211943,-0.278092083669984,0.217677278023551,-0.4861384696608,0.0144742076449548,0.115048079251381,TRUE
AGFG2,0.250985270541923,6.86033170674673,2.40009231151539,0.0208977703744922,0.366838381145739,-3.21322002527105,NS,NS,0.204183585031392,0.031540474684346,0.389118741738074,NS,0.208281314929723,0.0465525130590551,0.605974681355368,0.369375463019079,0.0787007606687775,0.136823299224666,0.0508682482772851,0.325609532342224,0.0133034004867991,0.11183377398214,TRUE
IDH2,0.429020796385211,9.40580282254049,2.39927918621122,0.0209384850158598,0.366838381145739,-3.21463058065726,NS,NS,0.364328802958488,0.0369722259960051,0.398265427014567,NS,0.349128734922471,0.0482055829876756,0.606535203598396,0.737563371943744,0.0232664885152066,0.131497598525197,0.444605196946537,0.757417379656524,0.00100142883567676,0.0539016106322018,TRUE
IL17RA,0.191249915320894,7.27578589278448,2.39774492247931,0.0210155034123943,0.366838381145739,-3.21729119228609,NS,NS,0.156800475225074,0.0404504339342938,0.401166530163583,NS,0.147513010556108,0.051217488455156,0.607531839865847,0.317224378611893,0.0381264399253374,0.0697745400045726,0.312677642568849,0.328122799566994,0.00102105970718812,0.0539016106322018,TRUE
ZNF24,-0.206993048495932,7.12872576683389,-2.39755583393269,0.0210250131317336,0.366838381145739,-3.21761901241067,NS,NS,-0.178051799907221,0.0320437613914479,0.389965020944628,NS,-0.18695017834025,0.0379414012036857,0.600396824169248,-0.313500605058557,0.0569701228759656,-0.104289333239115,0.175623317243421,-0.240784825265833,0.0356741335351237,0.166837851202572,TRUE
HNF4A,0.213564889934957,8.33810698477105,2.39713187230382,0.0210463493027363,0.366838381145739,-3.21835396175421,NS,NS,0.18497982892366,0.0322986738644306,0.389965020944628,NS,0.185332559667379,0.0424366413860193,0.603813747661857,0.324541606419808,0.0491948035767431,0.106551627610274,0.194914458475691,0.327453820143435,0.00541547785112474,0.0863295395996596,TRUE
ZNF254,-0.148958580760414,5.33454581174717,-2.39610909546965,0.0210979017287729,0.366838381145739,-3.22012659302871,NS,NS,-0.144523263683296,0.0138953063431787,0.338702086711037,NS,-0.136759109009921,0.0361729759067671,0.600396824169248,-0.0821752691253944,0.168355631162306,-0.213356774122757,0.0446947682472002,-0.251432341708275,0.00224605678675741,0.0673929620327312,TRUE
SLC22A7,0.287849236775674,9.94762575637626,2.39469703473576,0.0211692630317489,0.366838381145739,-3.22257302824706,NS,NS,0.276896432696488,0.0152251529186847,0.343268419477389,NS,0.256943648313302,0.0395899480041429,0.600396824169248,0.318430488161316,0.17204226159302,0.258360172939514,0.0098614789624886,0.412666566158446,0.00785371580744894,0.095748152389795,TRUE
KIFAP3,-0.15526265132686,6.71223070750702,-2.39440769358678,0.0211839123215333,0.366838381145739,-3.22307419313405,NS,NS,-0.141923588244347,0.0272473582846648,0.379308573702333,NS,-0.13937692166901,0.038873744769807,0.600396824169248,-0.280028794659656,0.0107437979498637,-0.0349524416845229,0.64462685163044,-0.209544757747739,0.0101555512665121,0.103035813358206,TRUE
SMR3B,-0.169381269684831,3.20484740273908,-2.39426361384646,0.0211912104634669,0.366838381145739,-3.22332373610443,NS,NS,-0.131116464345812,0.0513711583217578,0.420718372754127,NS,-0.14050294744787,0.0473138492389842,0.606055735974102,-0.302324269281917,0.0251744859529562,-0.0411862343590698,0.474113723261494,-0.238220977564377,0.00735855158222385,0.0932778843248057,TRUE
BTBD8,-0.163953920592146,4.79230356466186,-2.39408535206886,0.0212002431846536,0.366838381145739,-3.22363246680709,NS,NS,-0.155189287627767,0.0164486008870152,0.351190420097657,NS,-0.164755617476209,0.0243156983061946,0.583856862128002,-0.0460844087490052,0.462161500463697,-0.277613807012319,0.0197415077640909,-0.207389833228266,0.0212641124694819,0.13438940561028,TRUE
KIZ,-0.125771984293708,5.80627371136718,-2.39282283418779,0.0212643158486827,0.366838381145739,-3.22581854638561,NS,NS,-0.132656276651055,0.0105797781025036,0.334577878733397,NS,-0.127664164559695,0.0229431562449288,0.583856862128002,-0.097882691567938,0.307029276201509,-0.152665230850701,0.0121404388140656,-0.102302807050694,0.114710672539328,0.301190336590588,TRUE
EMCN,-0.251605580928912,5.81000084504468,-2.39205617869062,0.0213033087441572,0.366838381145739,-3.22714562730574,NS,NS,-0.254459333783305,0.00794977696125866,0.316355357492879,NS,-0.232994809536721,0.0353685763620798,0.600396824169248,-0.267978557105724,0.00502790218589237,-0.235817353901273,0.210490483102318,-0.326522464292883,0.019532117426588,0.129391452250362,TRUE
NR3C2,-0.189230754550611,6.10495480256983,-2.39115482187734,0.0213492351784434,0.366838381145739,-3.22870548834224,NS,NS,-0.178951098831944,0.0227801757037622,0.359606751510072,NS,-0.177738478108764,0.0335521399791105,0.600396824169248,-0.2663063255929,0.0476355711446699,-0.114907882474118,0.218925471343204,-0.355329461622495,0.00066123309117249,0.0493149500943293,TRUE
TMEM186,0.180466337251205,5.74200318373663,2.3894237346782,0.0214376890429832,0.366838381145739,-3.23170007957515,NS,NS,0.170088779493248,0.0235023135513173,0.36008463735551,NS,0.151902924281765,0.0463818649144898,0.605974681355368,0.280436388459236,0.0291942666810651,0.0840666450148901,0.376303941797679,0.23308629073944,0.00824113321867668,0.0970067382656716,TRUE
IFNW1,0.107886912084755,3.29500027362626,2.38900250478061,0.0214592626888765,0.366838381145739,-3.23242852703076,NS,NS,0.0990614077228621,0.0268781862273322,0.377544261750327,NS,0.0981646969493514,0.037953693275907,0.600396824169248,0.205383074208856,0.00766674049681249,0.0138727557508002,0.79588516619616,0.112231616047665,0.0582369025865591,0.21051092927726,TRUE
SMC3,-0.206727809301982,5.82723153119646,-2.38897240945875,0.0214608047954538,0.366838381145739,-3.23248056840482,NS,NS,-0.176438017169823,0.0361426102029245,0.396005967163736,NS,-0.189904046490651,0.036617003942491,0.600396824169248,-0.343945064702508,0.0283234687265843,-0.0744111701657623,0.369739821880433,-0.305929305188145,0.00841234837642823,0.0975430562227544,TRUE
SCN2A,-0.205061541032537,4.00031183237075,-2.38874693094396,0.0214723616613278,0.366838381145739,-3.23287045503713,NS,NS,-0.186803181211598,0.0269249267484135,0.377544261750327,NS,-0.172602891775906,0.0465233061700114,0.605974681355368,-0.29362519354408,0.0580397065485727,-0.11966087611069,0.190540897928857,-0.339556014267543,0.00171833324384482,0.0618961691497148,TRUE
B4GALT6,-0.221144585636825,4.63218417003433,-2.38828096764235,0.0214962623232167,0.366838381145739,-3.23367609318416,NS,NS,-0.220449992351162,0.0162688438580054,0.351190420097657,NS,-0.208555047977451,0.0332938333345757,0.600396824169248,-0.25652000499159,0.0539173710129487,-0.18703257411616,0.169417412755812,-0.099169998937196,0.124233849615671,0.313438721870721,TRUE
FAM111A,-0.175027534526631,7.43421597448773,-2.38793021955525,0.0215142690734119,0.366838381145739,-3.23428245326817,NS,NS,-0.149922957269893,0.036551852297354,0.397702656271201,NS,-0.160330990865101,0.0368678951441664,0.600396824169248,-0.299009630137387,0.0275338260396968,-0.0554733709019733,0.446132910212839,-0.222159428213945,0.0245690238976902,0.141941517056197,TRUE
MVK,0.285817902322705,7.59881384311024,2.38710041956257,0.0215569236196307,0.366838381145739,-3.23571672704597,NS,NS,0.284629713102537,0.0122847573159941,0.335352527725018,NS,0.260758587895497,0.0375726868219952,0.600396824169248,0.26356425581141,0.0543677332342276,0.307276775744311,0.127666699283209,0.465295830616892,0.000743602094159613,0.0493844708663525,TRUE
EDN3,0.107578278433604,4.59815240705195,2.38688290974348,0.0215681169722153,0.366838381145739,-3.2360926245699,NS,NS,0.102362240598304,0.0174321056425426,0.354195685159954,NS,0.108748624683932,0.0239401430190961,0.583856862128002,0.0349144247129661,0.555979593140006,0.177646994521363,0.0196097268804034,0.0960601297777276,0.0981220286581853,0.276144082533097,TRUE
ANKLE2,0.193194268085228,6.2319682102907,2.38641367816311,0.0215922821207417,0.366838381145739,-3.23690346091014,NS,NS,0.140556590706452,0.0467529047245496,0.417534484148768,NS,0.172514410814896,0.0402722490928291,0.600396824169248,0.307310506689238,0.0595769161911076,0.0831536094313619,0.0746860412578109,0.287531721651508,0.00757572022567068,0.0941812279768737,TRUE
MBD1,0.121372441253743,7.04899733909294,2.38593694976682,0.0216168583492077,0.366838381145739,-3.23772713518818,NS,NS,0.124215368080648,0.0135890993955163,0.338702086711037,NS,0.115523463280521,0.0318765063994103,0.600396824169248,0.108763398661739,0.255037178268869,0.133531160896035,0.0214546136879411,0.20263994753549,0.00137782361328767,0.0598102543342543,TRUE
ENPP3,-0.240422290261694,6.09618051994641,-2.38535340219167,0.0216469756330342,0.366838381145739,-3.23873520777909,NS,NS,-0.220665835095433,0.0221494245801983,0.359370688348681,NS,-0.248482153007804,0.0209110501791869,0.574315011351377,0.145096370981792,0.0663509393843018,-0.612172427889343,0.000213240659733314,-0.318077510964958,0.0148748976150199,0.115494151974515,FALSE
GNA11,0.28416498927756,7.4293570127482,2.38472736407669,0.0216793279411887,0.366838381145739,-3.23981648642815,NS,NS,0.234831201786406,0.0244842918663833,0.364972670070508,NS,0.242426265449225,0.0454545058600318,0.605974681355368,0.392612269662466,0.106046664512859,0.179590826049256,0.00762113640902078,0.382080223568907,0.00747199373199111,0.0937627701708714,TRUE
FMO4,-0.288145864113737,8.66876986639642,-2.38431655777528,0.0217005812115193,0.366838381145739,-3.24052591140395,NS,NS,-0.278766339550864,0.0201618465358675,0.358739282494911,NS,-0.247041368677105,0.044955010232154,0.603813747661857,-0.353648047123457,0.089539082292896,-0.224983044782936,0.108715649555042,-0.492179726117684,0.00165049220634539,0.0618961691497148,TRUE
RABGAP1L,-0.284829581816768,6.48462084621536,-2.38405449249909,0.0217141491017232,0.366838381145739,-3.24097842856686,NS,NS,-0.20591135026467,0.0515513323934267,0.420718372754127,NS,-0.230595410405336,0.0501840440635676,0.607531839865847,-0.473557304203746,0.0502133013886329,-0.102842135229323,0.120702003155682,-0.435844885548649,0.00303256760106234,0.07297798467958,TRUE
FZD5,-0.228008956630263,7.50305060823882,-2.38307035337961,0.0217651691879882,0.366838381145739,-3.24267745805015,NS,NS,-0.156488791606805,0.0799777684800865,0.464437869919039,NS,-0.175793984662395,0.0530076259060899,0.607531839865847,-0.461803324750991,0.0122033168886455,-0.00256438737099358,0.967387873374512,-0.359829505365937,0.0036554342300241,0.074936401715494,TRUE
CXCR6,0.196026070896517,4.7670366068279,2.38212936694381,0.0218140531688659,0.366838381145739,-3.24430151908632,NS,NS,0.178562943230563,0.0282864130743849,0.380178069843869,NS,0.168578745125684,0.0449900773593328,0.603813747661857,0.308184723833216,0.033021537678372,0.0878730841361272,0.35080048409847,0.285457894454184,0.0117794303792725,0.108479492692808,TRUE
HKDC1,0.145397345914761,3.74087128417509,2.38165448964942,0.0218387604644421,0.366838381145739,-3.24512094195607,NS,NS,0.142276187850656,0.0161973125498419,0.351190420097657,NS,0.144231871456878,0.0268419594578457,0.58963658464097,0.0509738944578653,0.484622830583322,0.236448531248197,0.0180931173370451,0.115064115353111,0.122454148744713,0.310494840030244,TRUE
ERI2,-0.29199105234495,5.81200164524025,-2.38134806947216,0.0218547165240486,0.366838381145739,-3.24564962219499,NS,NS,-0.249863576179588,0.0281276341040434,0.380178069843869,NS,-0.218770708664467,0.054297961785976,0.607531839865847,-0.412598233486363,0.085887296863145,-0.175691270530019,0.0547756960119489,-0.492245576046223,0.00224510125149999,0.0673929620327312,TRUE
PPP2R5B,0.120205202507884,6.67079944435166,2.38085901469111,0.0218802045893519,0.366838381145739,-3.24649330914055,NS,NS,0.121664180983386,0.0155422449801821,0.345321116873629,NS,0.124855780411332,0.0203009186630248,0.574315011351377,0.113150330616202,0.207133942714952,0.12700811468915,0.0655069809204112,0.163439650335053,0.0171282028038019,0.122326891302318,TRUE
PKN1,0.24425875843394,6.39932697159552,2.38078484672568,0.0218840723394559,0.366838381145739,-3.24662124828211,NS,NS,0.186629631416258,0.0419586930393473,0.404956001446931,NS,0.198778361068114,0.0501239664487966,0.607531839865847,0.382244997440664,0.0634211493358216,0.111200599391741,0.0767982733162814,0.314631999539277,0.0283984491584933,0.15184080647763,TRUE
TAT,-0.30776782740621,10.9156845996347,-2.3806048837985,0.0218934597024961,0.366838381145739,-3.24693167102283,NS,NS,-0.311317047736499,0.0147319246867647,0.341625956000991,NS,-0.348817768026087,0.00964367233581948,0.574315011351377,-0.193596913628417,0.284408858356881,-0.41786120854908,0.0301868191552512,-0.377887106527924,0.00856711688126149,0.0976530190901491,TRUE
VPS52,-0.125230487649372,8.69964386447174,-2.38005993149797,0.0219219080560463,0.366838381145739,-3.24787157102197,NS,NS,-0.115371510402494,0.0250849944131694,0.369377510048014,NS,-0.110895373650458,0.0412413596351749,0.601161096928075,-0.171671162568518,0.0925875730717675,-0.0804484082630537,0.127797668352166,-0.158125910067111,0.0284104696948764,0.15184080647763,TRUE
ATG4B,0.194670016777785,7.07289294052161,2.3798447233926,0.0219331518197313,0.366838381145739,-3.24824270622373,NS,NS,0.193110157048372,0.0167155088156255,0.352320548487093,NS,0.171887780204236,0.0420703855103828,0.603813747661857,0.203947011165358,0.173234587375488,0.185724343618339,0.0379047394013378,0.23630886275424,0.0236209627740867,0.140029973910063,TRUE
ERAP1,-0.306228048623904,7.16973974695712,-2.37871376819482,0.0219923251718868,0.366838381145739,-3.25019268996874,NS,NS,-0.248133181148851,0.0422295422092828,0.405373014199629,NS,-0.211206998741044,0.0533495084838052,0.607531839865847,-0.506344242122642,0.0397215871048675,-0.113258862035839,0.265965328187992,-0.499779822867191,0.00327938940377799,0.0733880321795596,TRUE
CNOT3,0.243751854067812,5.91737330651975,2.37847280154516,0.0220049515006509,0.366838381145739,-3.25060807694368,NS,NS,0.193352322390178,0.03890529653458,0.400408865901264,NS,0.189016970665195,0.053455532790269,0.607531839865847,0.373698605735982,0.0641212261033037,0.11844605781636,0.0918091315043342,0.332479180184091,0.0163870034727449,0.120952654485636,TRUE
PLIN1,0.360884003920305,7.63391966414589,2.3767527813492,0.0220952681256734,0.366838381145739,-3.25357223422088,NS,NS,0.360528986666858,0.0100655863835719,0.334577878733397,NS,0.342132484831898,0.0333362482173807,0.600396824169248,0.358838809900774,0.0140418950131444,0.362856155296278,0.17488774773471,0.513837543660093,0.00530150411157045,0.0855312516578824,TRUE
RITA1,0.155554750855195,7.08019881144927,2.37473737954292,0.0222015197892753,0.366838381145739,-3.25704347567681,NS,NS,0.15201651074306,0.0196304009342993,0.358739282494911,NS,0.143499718720699,0.0369706964732773,0.600396824169248,0.194724654318805,0.0846008619235376,0.117783772515283,0.159188012345944,0.217577090286639,0.0106006926298921,0.104678068858141,TRUE
PWP1,-0.139697385695632,7.10638030378868,-2.37395547445909,0.0222428654672708,0.366838381145739,-3.25838962706337,NS,NS,-0.136502824532178,0.0195613075477972,0.358739282494911,NS,-0.117925980586777,0.0472861340797856,0.606055735974102,-0.164351030558989,0.112447298696475,-0.115924228148824,0.103250874511565,-0.176573012561259,0.0220776312370616,0.136674975741096,TRUE
OPCML,-0.149419943978246,4.25621564885339,-2.37361931092598,0.0222606624744695,0.366838381145739,-3.25896827864188,NS,NS,-0.152668716117905,0.0150296593998749,0.343268419477389,NS,-0.138083198399619,0.0371010905229829,0.600396824169248,-0.120962541936314,0.266897792378767,-0.176861010232966,0.0244913903349406,-0.136064063411649,0.0681772879357727,0.227930324257769,TRUE
ICAM4,0.133443181760171,3.42836210718343,2.37347874458418,0.022268108071819,0.366838381145739,-3.2592102236198,NS,NS,0.133879047001293,0.0161374083162628,0.351190420097657,NS,0.126572596252134,0.0336142467036478,0.600396824169248,0.129792993312462,0.111706455419088,0.136963006334749,0.0991581294558249,0.120006259701477,0.0463577338357932,0.189689356821315,TRUE
SBF1,0.178961511138938,6.68475043137558,2.37290130195287,0.0222987179177827,0.366838381145739,-3.26020401906183,NS,NS,0.162178801810387,0.0276948636223005,0.380178069843869,NS,0.156789615250649,0.0436017465798738,0.603813747661857,0.252287097928882,0.0733829548139201,0.108254695305778,0.158727283935799,0.265434255158893,0.00459758101530078,0.0821032305479934,TRUE
UPP1,0.19649317649731,5.31237110234513,2.37263781163396,0.0223126979497438,0.366838381145739,-3.26065743588296,NS,NS,0.186645908604829,0.0233389948148451,0.359606751510072,NS,0.156396646726498,0.0526838417532575,0.607531839865847,0.272571902693651,0.055307994521982,0.123131547665123,0.225256453814191,0.279732868961745,0.00342736511176493,0.0735701574357536,TRUE
PFDN2,0.237452974186512,7.33101743540582,2.3725792713378,0.0223158049995357,0.366838381145739,-3.26075816771668,NS,NS,0.185724881442785,0.0437913978220498,0.409266678162046,NS,0.183884897142848,0.05408798160783,0.607531839865847,0.378130989115419,0.0563757520921288,0.101799174076494,0.137823592163034,0.348982567735806,0.0103170031626008,0.103831039790335,TRUE
CEPT1,-0.205886450337844,7.78772981904031,-2.37166963839462,0.0223641342279528,0.366838381145739,-3.26232316803855,NS,NS,-0.189970552418714,0.0212147126298556,0.359370688348681,NS,-0.165591245031133,0.0518173381591501,0.607531839865847,-0.258072128010972,0.123217470020855,-0.155564546867327,0.0318102787144057,-0.372780060489651,0.000422691066520376,0.0473983474317907,TRUE
SLC30A10,-0.243446408147086,7.48979188638743,-2.37108657664599,0.0223951621259843,0.366838381145739,-3.26332608446939,NS,NS,-0.229710877914735,0.0242706925021956,0.363491404221801,NS,-0.206480288885266,0.0473100434874994,0.606055735974102,-0.413203715812008,0.0111197802703546,-0.0797518614701986,0.524110820391245,-0.309195506170798,0.0163181899954298,0.120593438657584,TRUE
MRPL39,-0.148755031325188,7.7388386848574,-2.37072017299992,0.0224146802928411,0.366838381145739,-3.26395623975627,NS,NS,-0.144762292609501,0.0201217109289889,0.358739282494911,NS,-0.156842214908483,0.0187433136901861,0.574315011351377,-0.182638645377077,0.0951596217809985,-0.116081546346582,0.118342987242244,-0.154245145364846,0.0652459003178408,0.22279632589994,TRUE
ZNF219,0.155930712125694,5.90906008748759,2.3704885064035,0.022427028977132,0.366838381145739,-3.2643546329407,NS,NS,0.142713134275029,0.0251916874649817,0.369377510048014,NS,0.147277739479969,0.0342899546935789,0.600396824169248,0.207495765002812,0.101457968397618,0.106207268279901,0.111655862228059,0.237431585462197,0.00782316849445051,0.095748152389795,TRUE
SH3TC1,0.223845383577707,5.76736661954547,2.36976245520345,0.0224657698788766,0.366838381145739,-3.26560303004409,NS,NS,0.185758081371199,0.0394748314970445,0.400408865901264,NS,0.200036597723899,0.0416343989082714,0.602717078270647,0.357401974182248,0.048156912309716,0.0950586712090414,0.250915820033345,0.276753851520954,0.0083107580172441,0.0971644482250453,TRUE
LMO3,-0.243882544579241,4.50030466268434,-2.36841577679519,0.0225377859948045,0.366838381145739,-3.26791782767537,NS,NS,-0.222079168167335,0.0291858887240192,0.383094668533313,NS,-0.199291789403179,0.0512009295943315,0.607531839865847,-0.37160214266778,0.0404938984916403,-0.12072436070815,0.295491068168464,-0.286797305568811,0.0184412524744472,0.126762069417644,TRUE
IFNGR2,0.147265061195228,7.12154444586407,2.36782432916034,0.0225694803835161,0.366838381145739,-3.26893416489279,NS,NS,0.147903126058955,0.0168290024355313,0.352958810752639,NS,0.128177594642736,0.0446591702206916,0.603813747661857,0.144822487628866,0.189168091333163,0.149620399991363,0.0489530838646389,0.210157480706982,0.0109408027330411,0.105286718837618,TRUE
SNX17,0.215982779867353,8.14959003368457,2.36742881246521,0.0225906976430189,0.366838381145739,-3.26961371476466,NS,NS,0.16977984685974,0.0340654281551404,0.391574674027929,NS,0.178748359087237,0.0499477587040144,0.607531839865847,0.316925210558994,0.0881534849127209,0.118645435986125,0.020791117400651,0.320142741635486,0.00629955503295008,0.0887358000109046,TRUE
TMEM87A,-0.213498005891586,6.9579923240492,-2.3674193387215,0.0225912060765301,0.366838381145739,-3.26962999090633,NS,NS,-0.200055566811409,0.0223132698469364,0.359370688348681,NS,-0.192491429778651,0.0406267566461106,0.600396824169248,-0.266150920626699,0.115822795231074,-0.162725552397012,0.0613836760408543,-0.324855463624667,0.00432908782689013,0.080353239478339,TRUE
CRYBB3,0.16369102038791,6.03308999925381,2.36668626432444,0.0226305797046692,0.366838381145739,-3.27088929015215,NS,NS,0.163008314437043,0.0150381789221334,0.343268419477389,NS,0.157674169213991,0.031822453481282,0.600396824169248,0.144886901046972,0.115474495562321,0.1818235640381,0.103281993697154,0.138562347514257,0.0641784271494675,0.221233553076137,TRUE
DND1,-0.205264486855152,6.52251818565546,-2.3663844311562,0.0226468091925328,0.366838381145739,-3.27140770762177,NS,NS,-0.183342390156882,0.0327484156651925,0.389965020944628,NS,-0.168971114384234,0.0506529021796426,0.607531839865847,-0.387467525530229,0.00897814170573477,-0.0295686995613269,0.770836777699335,-0.276151070068257,0.00882636504196333,0.0987754354127376,TRUE
EEF1A2,0.208268157990278,4.40936244011968,2.36605231829406,0.0226646789166309,0.366838381145739,-3.27197807746471,NS,NS,0.148496364275901,0.0784722607278447,0.461295568957254,NS,0.150362106118266,0.056673043210843,0.607531839865847,0.458635899471529,0.00479819771794912,-0.0331578784380701,0.646914500374838,0.213948909239032,0.0683522966485544,0.228324133782504,FALSE
CENPC,-0.128941059073383,6.23841637444409,-2.3643770448094,0.0227550126059808,0.366838381145739,-3.27485431088039,NS,NS,-0.127675192450136,0.0165727825555003,0.35178963254335,NS,-0.120172235857156,0.0364763326728348,0.600396824169248,-0.0267505598835294,0.688406592761564,-0.227481897577885,0.00698287611782193,-0.18812629547239,0.0114754802091211,0.107485206492551,TRUE
ZNF281,-0.214763166255441,6.45267682559555,-2.36393393034007,0.0227789602428995,0.366838381145739,-3.27561483760967,NS,NS,-0.210081891727103,0.0200258366510499,0.358739282494911,NS,-0.203008925256152,0.0346479583769963,0.600396824169248,-0.294796836343389,0.0365070181445122,-0.137587841527781,0.253840990669834,-0.36007183156956,0.00160460429222937,0.0618961691497148,TRUE
USP53,-0.116444338380209,5.48498668367314,-2.36357310582593,0.0227984773607856,0.366838381145739,-3.27623405262322,NS,NS,-0.115857001388658,0.0162805874633372,0.351190420097657,NS,-0.119421010071696,0.0231348295257315,0.583856862128002,-0.00548280646621022,0.916498317541126,-0.223442958440139,0.00359259468828102,-0.131588516842951,0.031210654243808,0.157677960293214,TRUE
OPRM1,-0.217174983436702,4.37850286572555,-2.36343200533427,0.022806113625433,0.366838381145739,-3.27647617827587,NS,NS,-0.138907717003742,0.0966239569538361,0.483014330400676,NS,-0.163271140368104,0.0565614812004997,0.607531839865847,-0.434271720865304,0.0179093190632153,-0.00783170091626513,0.883197177586746,-0.304077996243453,0.00722884698047254,0.0932269155252974,TRUE
MRAS,0.156439274907192,5.7962845981312,2.36335366631669,0.0228103542745401,0.366838381145739,-3.27661060199184,NS,NS,0.144493975203112,0.0211219185117816,0.359370688348681,NS,0.172637725787513,0.0133139036545716,0.574315011351377,0.00772900712771423,0.914726828085632,0.299838461694547,0.00809546461449711,0.201830040601683,0.0182776647312123,0.126193888213422,TRUE
HMOX2,0.281550512241152,7.61077702482274,2.36313682693052,0.0228220959287099,0.366838381145739,-3.27698266495144,NS,NS,0.235398978162285,0.0327185585228003,0.389965020944628,NS,0.214021418355833,0.0560616595839612,0.607531839865847,0.407400156994115,0.0823994661414627,0.160195497657935,0.059321194875244,0.436961046325707,0.00163515519360544,0.0618961691497148,TRUE
