gene,module,GS_T2D,GS_p,MM_green,MM_magenta,kME_own,hub
BCS1L,turquoise,-0.0253224052462038,0.878384350631686,0.465293143991676,-0.115712488759994,0.628006701631027,FALSE
BDH1,turquoise,0.191800969952336,0.242111779143141,0.4562787279461,-0.112368682778262,0.506962470896538,FALSE
BDH2,blue,-0.256066728313529,0.115610031887059,-0.337140117209676,0.606237186067452,0.523566161954133,FALSE
BDKRB1,black,-0.139370167835514,0.397446976993534,-0.0382851158483445,-0.116585507271331,0.493427280981694,FALSE
BEAN1,turquoise,0.169241518611534,0.303019700670648,0.073744482645769,-0.171668018227796,0.128737720443323,FALSE
BECN1,brown,0.17458526651585,0.287780917750474,0.562554994776127,-0.256211027514233,0.664619142771736,FALSE
BEST1,brown,0.314706057612203,0.0510219605755831,0.434062680466222,-0.553523646437417,0.306839874216906,FALSE
BET1,blue,-0.206331835259459,0.207585942576123,-0.191857818599824,0.416847320879409,0.77896745460626,FALSE
BET1L,turquoise,0.362235235463067,0.0234433075940311,0.586837457747743,-0.525145750136486,0.526333988791897,FALSE
BEX1,red,0.22450630960281,0.16942949921165,-0.226237519159628,-0.20700144716625,0.434449790380332,FALSE
BEX3,salmon,0.0928157056573818,0.574122361956719,-0.0638868560151173,-0.11320189705076,0.354191458607307,FALSE
BEX4,salmon,0.108871137964165,0.509417754462421,0.0835674868481747,-0.188517487797349,0.626030671253491,FALSE
BFAR,cyan,-0.0941638719412417,0.568548841970308,0.0238440798195645,0.033855407458279,0.703682023994661,FALSE
BGN,salmon,0.0712657174702993,0.666378849789899,0.157093320386691,-0.402872959268223,0.743758336092226,FALSE
BHLHE40,green,0.354872513017546,0.0266381252051337,0.3544675950156,-0.221147902994471,0.3544675950156,FALSE
BHMT,grey,-0.13834011166863,0.400978806852724,-0.162324443282828,0.406194940175493,,FALSE
BHMT2,turquoise,0.113989050372364,0.489591962438756,0.352985601977038,0.0560829104672576,0.49174502798177,FALSE
BICC1,black,-0.167536035173618,0.30798950587838,-0.429804774884856,0.147165880028711,0.781530689215402,FALSE
BICD1,grey,0.178399278994173,0.277213161011274,0.0828195016553623,-0.387648657237017,,FALSE
BICDL1,brown,0.099288602485161,0.547592048124887,0.344767240605209,-0.336830622595221,0.257801692585731,FALSE
BICRA,turquoise,0.263321555975071,0.105303354414468,0.192819861113575,-0.232995135294419,0.359954514436783,FALSE
BID,brown,0.00637862422917233,0.969258092633957,0.563133564558769,-0.232331569186416,0.707208874541696,FALSE
BIN1,turquoise,0.136155601677364,0.408528517513477,0.575505797737501,-0.408597341620321,0.800262713193958,FALSE
BIN2,lightyellow,-0.0857997155550856,0.60351996292457,-0.247821767078272,0.150581534322693,0.610175227767888,FALSE
BIN3,turquoise,0.181021828293771,0.270095680655541,0.587129558937447,-0.348969599032826,0.733064997490178,FALSE
BIN3-IT1,grey,-0.0423841802534589,0.797802286829952,0.106908924394793,-0.157397424936991,,FALSE
BIRC2,yellow,-0.134227700886986,0.415258271688303,-0.32100316934658,0.325330133083421,0.679719202902195,FALSE
BIRC5,turquoise,0.276758732521785,0.0880787581898453,0.406050113861551,-0.338690359372251,0.459710281069837,FALSE
BIRC7,turquoise,0.0425143197856556,0.7971944196098,-0.0173532216433445,-0.135102550520126,0.294186603233632,FALSE
BLCAP,grey,0.211515831527178,0.196141826735403,0.199173638703494,0.151713962689983,,FALSE
BLK,grey,0.27839326797907,0.0861417326422237,0.15440814718829,-0.285359942362363,,FALSE
BLMH,yellow,-0.360436295109929,0.0241928484951509,-0.662224368223432,0.551520481719469,0.556041722510242,FALSE
BLNK,blue,-0.184720960054883,0.260262433752406,-0.394575330823169,0.504325422855684,0.495244645263663,FALSE
BLTP1,red,0.0380486942206844,0.81811795984294,-0.039725077024812,-0.159105003412786,0.409885312838432,FALSE
BLTP2,cyan,0.141954943461163,0.388663946558284,0.519126043261364,-0.192651744489045,0.746008346466237,FALSE
BLTP3B,blue,-0.107080786251005,0.516447095934044,-0.105621293369638,0.301347739917276,0.487283823732317,FALSE
BLVRA,greenyellow,0.158345756990932,0.335653886374794,0.163378970491389,-0.33668568777643,0.476595301518092,FALSE
BLVRB,turquoise,-0.0200000115679085,0.903811185048677,0.19876747264587,0.178869578757109,0.524355094082476,FALSE
BMAL1,grey,-0.0146323638946551,0.929550295706001,-0.0875867031135661,0.177925221900857,,FALSE
BMERB1,turquoise,-0.153778677654036,0.349954237346217,0.109266124075549,0.124098530792975,0.392385586426151,FALSE
BMP1,turquoise,-0.0142025980969838,0.93161452829986,0.0343781368983795,-0.0664162733220907,0.529138659894211,FALSE
BMP10,grey,0.0179694724237728,0.913538117476303,0.0150214568209668,-0.0881800251577873,,FALSE
BMP2,blue,-0.266157303005149,0.101470490894344,-0.202284543374637,0.143006781312064,0.262161990373958,FALSE
BMP3,salmon,-0.205472794267738,0.209526278844692,-0.0327583364240424,-0.0800800889226393,0.428105193636621,FALSE
BMP4,black,-0.114036792552897,0.489408913424736,-0.247803604903389,0.0717788774359762,0.4939489524175,FALSE
BMP5,lightgreen,-0.234954805761743,0.149924634598972,-0.396000894227713,0.0543038399129332,0.793788805968545,FALSE
BMP6,grey,-0.0679093290564669,0.681240960616372,-0.0323054968952186,-0.189268792984727,,FALSE
BMP8B,brown,0.120246373843067,0.465904837854216,0.240008449244131,-0.198671560261715,0.26177135362797,FALSE
BMPR1B,red,-0.282010189160971,0.0819728147340648,-0.241459931995923,0.0762262551799662,0.629917288832887,FALSE
BMS1,cyan,-0.114436174794871,0.487879020983254,0.249204977276284,0.151385147337171,0.581308652922309,FALSE
BNC2,black,-0.191451474953352,0.242987191248806,-0.337018430118217,0.10622016325219,0.752598601703274,FALSE
BNIP1,green,-0.0167553694856837,0.919360088027081,0.310655684885444,-0.435827133153041,0.310655684885444,FALSE
BNIP3,blue,-0.093560374261175,0.571040724144893,-0.130017809679698,0.599601414686599,0.564180959058913,FALSE
BNIP3L,darkgreen,-0.0559750999278438,0.735019072409505,0.0874739544291086,0.0197416631560341,0.490609356764266,FALSE
BOLA1,brown,0.0593523700007121,0.719660431968983,0.59495257133283,-0.193308076888885,0.822100033257155,FALSE
BOP1,turquoise,0.431578821327288,0.00608262286782329,0.615162964971309,-0.565977120799117,0.710813402869773,FALSE
BORA,blue,-0.0475711756995259,0.773669016705349,-0.171815967195347,-0.0222411786178136,0.433517397163149,FALSE
BORCS6,turquoise,0.47905554743318,0.00203292526937608,0.429281510653389,-0.434571165161062,0.547744905612808,FALSE
BPHL,turquoise,0.0185406386400564,0.910800731647515,0.32432182902116,0.103547902826755,0.390712599436999,FALSE
BPNT2,pink,-0.176262435324495,0.283102210145624,-0.116253539785176,0.277782452978018,0.32651870143361,FALSE
BPTF,tan,-0.258543366070766,0.112009474623023,-0.197555485535605,0.168823463853074,0.388626567632088,FALSE
BRAP,turquoise,0.177420667156717,0.279900164598983,0.547213717250632,-0.351466549791256,0.575316544857397,FALSE
BRCA1,green,0.249060995321906,0.126267311286096,0.464305016556589,-0.386295210891919,0.464305016556589,FALSE
BRCC3,cyan,0.0425379684895243,0.797083971805696,0.382500744505083,-0.0963745503318834,0.661845184868357,FALSE
BRD1,turquoise,0.26159578865263,0.107689263044939,0.447374389494405,-0.380309692398671,0.711106554192292,FALSE
BRD2,green,0.131453580772028,0.425051265783111,0.40476507015459,-0.195169221574402,0.40476507015459,FALSE
BRD3,turquoise,0.164072375573234,0.318240825587708,0.482216811829894,-0.500371194393137,0.303899114488242,FALSE
BRD4,turquoise,-0.0287516292797893,0.862063691375269,0.132098754376934,0.0344016181781506,0.269272007518267,FALSE
BRD7,blue,0.0516844055611903,0.754678432237292,0.250500046625145,0.0572800107947979,0.44974761958082,FALSE
BRD8,darkred,-0.0820985989548336,0.619284510847463,-0.205120762761142,0.281460464592611,0.318015778622084,FALSE
BRD9,turquoise,0.167504963509253,0.308080526012816,0.360118604181113,-0.469190813021318,0.577851696767107,FALSE
BRF1,turquoise,0.303735093141133,0.0601362989919386,0.480337614235214,-0.255556129843296,0.62926395870427,FALSE
BRF2,turquoise,0.294969396147869,0.0683111452730999,0.497334386214642,-0.530610873275718,0.441306014361724,FALSE
BRINP1,red,-0.00323825578867881,0.98439041188778,-0.117947697830111,-0.124278625004732,0.677359169742055,FALSE
BRME1,turquoise,0.182581154411605,0.265921220527911,0.312764772809257,-0.174706239432708,0.571539100279778,FALSE
BRMS1,turquoise,0.177790727753024,0.278882090113125,0.549980033824161,-0.584111552551671,0.466290898927534,FALSE
BRPF1,red,0.114623662213739,0.487161677137462,0.036963424972388,-0.161012446093899,0.468392691113467,FALSE
BSDC1,turquoise,0.199318696696371,0.223795231647289,0.667134257337016,-0.345348273485442,0.738521918559064,FALSE
BSG,green,0.395919018856789,0.01259713156801,0.785901365797492,-0.554698857805364,0.785901365797492,FALSE
BSN,yellow,-0.143445730876567,0.383650230062202,-0.22915487044596,0.0478207001702797,0.339078129443937,FALSE
BSPRY,purple,-0.0131328242309894,0.936754707175899,-0.279926832838071,-0.131404622107715,0.735007448274763,FALSE
BST1,grey,0.00226861116441967,0.989064116245969,-0.0519909647124469,0.0987302747190371,,FALSE
BST2,turquoise,0.188980715274557,0.249236760886424,0.543696608625831,-0.427856022119877,0.571873533189384,FALSE
BTAF1,yellow,-0.289861825499438,0.0734636284584692,-0.489694080487905,0.529023929281827,0.789698943748676,FALSE
BTBD1,blue,-0.171840283865487,0.295545731248855,-0.232661106951516,0.318482620356776,0.867192824747677,FALSE
BTBD2,brown,0.301846690378449,0.0618281736289643,0.487235726586198,-0.306396964292033,0.76027072212158,FALSE
BTD,cyan,-0.127974260022649,0.43751453513904,0.152800964599917,0.353583739528261,0.676303874829494,FALSE
BTF3,blue,-0.219652337724205,0.1790860656481,-0.16729089864438,0.534963246308769,0.53187899548531,FALSE
BTG1,turquoise,0.064061393092077,0.698426485450226,0.294405122368157,-0.0788107531029154,0.577117976069771,FALSE
BTG2,tan,0.208195509940853,0.203419468383191,-0.208368944725553,-0.125856197405452,0.631148447333465,FALSE
BTG3,blue,-0.25409556570999,0.118537527340171,-0.336228449802321,0.497014747716339,0.64931903943175,FALSE
BTK,lightgreen,0.1154500608282,0.484006321602604,-0.211521734332414,-0.0520440601268663,0.625207605674235,FALSE
BTN2A1,turquoise,0.183985149424768,0.26219922336794,0.295022052916844,-0.298993167015127,0.451053756873567,FALSE
BTN2A2,turquoise,0.151604902500835,0.356888919830958,0.476140605704857,-0.604103114463907,0.519390946897672,FALSE
BTN3A1,greenyellow,-0.0733126808497774,0.657375704621814,0.18159044806924,-0.377978473048653,0.460893641657235,FALSE
BTN3A2,turquoise,-0.0727222716987418,0.65996767921013,0.172626557603792,0.100785938752595,0.325303150322946,FALSE
BTN3A3,salmon,0.0670070312657221,0.685256945565255,0.203635224478309,-0.131081417240839,0.389180882525879,FALSE
BTRC,red,-0.0735355878054897,0.656398137931,-0.0825703939983216,-0.0785000320617063,0.775877730857056,FALSE
BUB3,yellow,-0.114968727016557,0.485842856908693,-0.322606397143391,0.378362547120741,0.661385565055127,FALSE
BUD23,brown,0.156143309790104,0.342504498572528,0.547617252797502,-0.36570197177853,0.808131555890844,FALSE
BUD31,turquoise,0.178573235124696,0.276737294307541,0.555814959437115,-0.234134911288334,0.716167401989233,FALSE
BYSL,grey,0.327598900584685,0.0417648784424644,0.238103973680211,-0.113494406457132,,FALSE
BZW1,blue,0.0663855144872896,0.688028195001294,0.151595415870504,0.357247725029856,0.396915438647055,FALSE
BZW2,blue,-0.193614079773439,0.237604476993252,-0.307471361456407,0.336472621037382,0.772543122369882,FALSE
C10orf95,red,-0.0522667530131361,0.752000931850536,-0.132117979827178,-0.126188273409221,0.402067469499377,FALSE
C11orf21,purple,-0.140946626061955,0.39207662737196,-0.226885916817816,0.124120617200109,0.477550485559194,FALSE
C11orf24,turquoise,0.271409547989055,0.0946538870300109,0.465170498311969,-0.254823017127095,0.755307385857923,FALSE
C11orf58,blue,-0.0235330688053126,0.886920468470927,0.0143592926191763,0.286144783938371,0.743292022173141,FALSE
C11orf68,brown,0.296664462245298,0.0666656019167281,0.417288949273829,-0.359381190109977,0.293489447404749,FALSE
C11orf71,blue,-0.309552769633425,0.0551543257264446,-0.548561690681883,0.758826704039267,0.644943758322477,FALSE
C14orf132,red,0.00258424827548696,0.987542692786813,-0.0228961266608402,-0.170787197113657,0.476221961364832,FALSE
C15orf39,midnightblue,0.42130781118276,0.00756097264929525,0.392283081179842,-0.497415698479495,0.718086239662502,FALSE
C19orf53,brown,0.072772036434,0.659749053813757,0.468632192782111,-0.18744900030978,0.503175809335004,FALSE
C19orf73,green,0.0843656537792123,0.609607696324787,0.351244668805196,-0.366197734968799,0.351244668805196,FALSE
C1GALT1C1,blue,-0.365768022954528,0.0220275079537106,-0.367330943578987,0.467829245883412,0.826926418689101,FALSE
C1orf115,grey,-0.0515602341772198,0.755249710845651,0.00228730994791347,0.223743361225196,,FALSE
C1orf116,black,0.043604585063648,0.792106576835937,-0.319667335619558,0.00934108330293228,0.497445013717471,FALSE
C1orf159,grey,0.0474008216997137,0.774458425729054,-0.0483471601637989,-0.233278766819233,,FALSE
C1orf174,pink,0.0768749436166949,0.641821526566309,0.16462315073185,-0.0274528115702558,0.227482413791118,FALSE
C1orf21,blue,-0.20199102647248,0.217519449642622,-0.410306436574348,0.296366921432052,0.367064007478583,FALSE
C1orf216,midnightblue,0.166020021570555,0.312450345406347,0.07322940857241,-0.371456157594944,0.447372490174315,FALSE
C1orf35,turquoise,0.212907343365571,0.193146909523677,0.542555437925051,-0.347808084175694,0.717307959303164,FALSE
C1orf50,brown,0.168349351535613,0.305613076720139,0.186803627108509,-0.0499088502688443,0.287542415856864,FALSE
C1orf54,grey,-0.152610090999831,0.353671959607683,-0.214430986895609,0.128760423556091,,FALSE
C1QA,greenyellow,0.146196146445216,0.374500471342717,0.419037318490555,-0.294465562749622,0.876261218883325,FALSE
C1QB,greenyellow,0.088033159747737,0.594091378336168,0.416339663344958,-0.264466549341956,0.897978742733866,FALSE
C1QBP,turquoise,0.306622016558888,0.057621165509961,0.587066212834739,-0.189255409673418,0.588006682705595,FALSE
C1QL1,purple,0.113530937916114,0.491350213007401,-0.136064855561513,-0.164010668430281,0.448757496142165,FALSE
C1QTNF1,greenyellow,0.264317528395398,0.10394482574106,0.340398364194939,-0.251341070540924,0.725477625491554,FALSE
C1R,turquoise,0.0826680321424081,0.616847871182329,0.464406146084046,-0.225526380810685,0.774417766593127,FALSE
C1RL,blue,-0.0643465343733747,0.697147772108398,-0.0289816707585906,0.245761905370977,0.447353873821562,FALSE
C1S,brown,-0.0177723404352851,0.914483127234962,0.250576490872411,0.109608068392731,0.337523819937176,FALSE
C2,turquoise,-0.0173522641857505,0.916497270528817,0.427162648200104,-0.101865056415534,0.687324221446312,FALSE
C22orf46P,turquoise,0.202342285312689,0.216703658060317,0.436754993093717,-0.354389499077641,0.420618765723373,FALSE
C2CD2,salmon,0.135469852073884,0.410915107164695,0.0927861717195996,-0.15947969439475,0.452777120704032,FALSE
C2CD2L,turquoise,0.330330152143924,0.0399906290429263,0.253753427276592,-0.527563176871188,0.0696485588991642,FALSE
C2CD3,red,-0.239346212501892,0.142236915415051,0.0130695153039158,-0.126452276919826,0.391068562457582,FALSE
C2CD5,tan,-0.304267986537392,0.0596655825513839,-0.375926327766528,0.397134110182259,0.674831970319336,FALSE
C2orf42,blue,-0.325107056969586,0.043438826557052,-0.217832787888149,0.406231149953401,0.691726749602805,FALSE
C2orf68,cyan,-0.111227959603321,0.50023813203016,0.11519981544318,0.146500254490054,0.591563411344624,FALSE
C3,cyan,-0.113033926146839,0.493261430642467,0.153407254790405,-0.110208696140575,0.465621344532816,FALSE
C3AR1,lightyellow,-0.0768981482629275,0.641720689577768,0.0317669774417269,-0.140969554542513,0.769221474199441,FALSE
C3orf18,grey,0.137043438469411,0.405450397823493,0.0961554902874933,-0.0846279863009701,,FALSE
C4BPA,blue,-0.182285940645296,0.266708248316128,-0.267378284186634,0.450639146678381,0.545578172307594,FALSE
C4BPB,magenta,-0.156467584747457,0.341490512360811,-0.171601378591967,0.435298575695994,0.435298575695994,FALSE
C5,blue,-0.287566919118138,0.0758757070653896,-0.483770934791785,0.576059625405372,0.779414139616,FALSE
C5orf15,blue,-0.120396933997398,0.465342518593215,0.0409277608671591,0.239013447320973,0.374762254500282,FALSE
C6,blue,-0.277271997588264,0.0874669155902035,-0.525225758125844,0.566391914049208,0.615722527119072,FALSE
C6orf120,blue,-0.164837024989894,0.315959487423792,-0.366475963629168,0.51028494480972,0.766660434686688,FALSE
C6orf15,purple,-0.0460267045195935,0.780834105913991,-0.156680441616952,0.160084266084488,0.426532933886397,FALSE
C6orf47,turquoise,0.143255327459227,0.384288458543229,0.510136482754794,-0.414541027670278,0.505693153237204,FALSE
C6orf62,grey,-0.0584276816679446,0.723855107238023,-0.0317780817661397,0.182824260021334,,FALSE
C7,tan,-0.205861625601046,0.208646462320474,-0.234850640750289,-0.000574365588091357,0.843554344322519,FALSE
C7orf25,red,0.0762966206099759,0.644336700981434,0.137207422785544,-0.158866485978009,0.464721741147631,FALSE
C8A,brown,-0.0385693771104217,0.815671613410057,0.235215554151496,0.13374176839466,0.486690528164289,FALSE
C8B,grey,-0.157047025221312,0.339683232869325,-0.0305156168848025,0.357182526794276,,FALSE
C8G,green,0.281841731186605,0.0821634316419072,0.771157918942308,-0.536743356185773,0.771157918942308,FALSE
C9,blue,-0.0831826871070945,0.614649105054848,-0.129031953263876,0.23272670169868,0.377500770291955,FALSE
C9orf78,pink,-0.100533121828745,0.542558658466676,0.16843422306806,0.194560330782574,0.689584233639424,FALSE
CA11,black,0.0940257574786239,0.569118685800034,-0.21060124631121,-0.0171186044261519,0.607097275172276,FALSE
CA12,grey,-0.00789013973499089,0.961978096189078,0.0619638243067593,-0.180910117186202,,FALSE
CA14,blue,-0.45313055907124,0.00376959818363331,-0.63653875979994,0.538475022920457,0.337599161174432,FALSE
CA2,pink,-0.0626214748522869,0.704896263088409,-0.0841020749606518,0.37197835270092,0.612450916893726,FALSE
CA5A,turquoise,0.127971708065349,0.437523749843799,0.434156592839878,-0.192810244349212,0.474020057488299,FALSE
CA5B,red,-0.264166385372803,0.104150124486036,-0.358306870694761,0.156313753920934,0.479050741293019,FALSE
CA5BP1,grey,-0.0920091903691296,0.577468429142614,0.0354610376173358,0.0143795466946859,,FALSE
CA9,black,-0.211184490241882,0.196859746743484,-0.389466951132591,0.109795164010505,0.54389511361511,FALSE
CAAP1,blue,-0.154311839070615,0.348265974708833,-0.336633813224164,0.485634028722841,0.833436394822283,FALSE
CAB39,brown,-0.0232475472906728,0.888283752713753,0.376423981132084,-0.0114799419230806,0.69920768351076,FALSE
CAB39L,midnightblue,-0.0240852983327247,0.884284642592391,-0.00367248705226236,-0.179372719988509,0.483763221507899,FALSE
CABIN1,turquoise,0.334494427690905,0.0374038672721787,0.545454792736991,-0.511765603178608,0.714206632630343,FALSE
CABP2,turquoise,-0.0089048455884624,0.957092580551887,0.248708128634858,-0.100129579023184,0.540123505510257,FALSE
CACFD1,turquoise,0.167411453331466,0.308354554050677,0.419869596494738,-0.640943489335099,0.596902520432199,FALSE
CACNA1C,midnightblue,0.177052040954513,0.280916697289281,0.204024619993112,-0.39586498789933,0.784594023629981,FALSE
CACNA1D,red,0.101465807779419,0.538801016104085,0.205073896222799,-0.284467174116318,0.607161593738825,FALSE
CACNA1H,green,0.320528950478321,0.0466556785091482,0.567865446394982,-0.5153050023956,0.567865446394982,FALSE
CACNA1I,turquoise,0.123146445799891,0.455137392048959,0.0823161512630954,-0.177808291159431,0.468665122259845,FALSE
CACNB1,yellow,-0.0597927974728674,0.717665348607164,-0.451766120515781,0.120841865056171,0.580284530998577,FALSE
CACNB2,magenta,-0.153224825329687,0.351713280273015,-0.67267384052126,0.459514822985002,0.459514822985002,FALSE
CACNB3,black,-0.00220334158284141,0.989378731435508,-0.215297914678092,-0.0640846955926381,0.440940252288514,FALSE
CACTIN,turquoise,0.0581385120775921,0.725168511355642,0.326220115539908,-0.288257708153958,0.579754090737884,FALSE
CACYBP,blue,-0.127540183059089,0.439083455968213,-0.346710714190373,0.394963940109814,0.802419384945662,FALSE
CAD,turquoise,0.435182490313492,0.00562674838340199,0.591361296945695,-0.443955320381912,0.749986476710402,FALSE
CADM1,turquoise,-0.0784591621657636,0.634951848026958,0.209397397874061,0.0633318811611383,0.449841883721879,FALSE
CADM3,lightcyan,-0.0374435885102183,0.820963087041587,-0.314588312689088,-0.131671993601476,0.504249348614857,FALSE
CADM4,turquoise,0.148103101811124,0.368233283412854,0.400873781766775,-0.280826151828903,0.745134766096316,FALSE
CADPS2,red,-0.233815701525602,0.151967495887729,-0.16051457404302,0.0726879689400687,0.69168911433585,FALSE
CALB2,black,-0.0459847814387758,0.781028846763347,-0.172860423889316,-0.0240508380839691,0.551397943476952,FALSE
CALCOCO1,yellow,-0.252958181295337,0.120251888040458,-0.696425069935909,0.447653640994175,0.651102646858473,FALSE
CALCOCO2,magenta,-0.260794486777075,0.108810930730958,-0.65388260017466,0.676167790138486,0.676167790138486,FALSE
CALCRL,lightgreen,-0.148802167403117,0.365951586688934,-0.421867673476601,0.159531061561595,0.802846025057403,FALSE
CALD1,blue,0.0565512708714502,0.732391460467633,-0.220645621938402,0.227288208708059,0.518552587761433,FALSE
CALHM2,black,0.112549212484795,0.495129027139238,0.0176524794653639,-0.46333137614087,0.622543579156526,FALSE
CALM1,yellow,-0.242177493778782,0.13743672615253,-0.599394814934504,0.497791694590163,0.812385798145905,FALSE
CALM2,blue,-0.154383778465184,0.348038558345127,-0.0167798169487598,0.104670445061773,0.599957657352526,FALSE
CALML4,grey,0.0597326138979128,0.717937864405354,-0.098151443619081,0.149073099470257,,FALSE
CALR,green,0.194509364680736,0.235399936577947,0.673720469715839,-0.612775684457872,0.673720469715839,FALSE
CALU,blue,0.0719192319272633,0.663499415272256,0.145956526863161,-0.173323033103572,0.477974802906278,FALSE
CAMK1,turquoise,0.238907456299575,0.142991696101155,0.453536326711966,-0.298103129444455,0.783059048010954,FALSE
CAMK1D,green,0.385000198528681,0.0155114519113031,0.73656866214505,-0.564496063583137,0.73656866214505,FALSE
CAMK1G,black,-0.212391989820703,0.19425231383757,-0.488716544092614,0.122906139877217,0.762964762092599,FALSE
CAMK2A,grey,-0.394149872666696,0.0130350620626209,-0.288904319510054,0.0728956631037112,,FALSE
CAMK2B,turquoise,0.194305045715477,0.235901822869902,0.565204736575728,-0.464758275552057,0.473820360348697,FALSE
CAMK2G,green,-0.0135601374255775,0.934701186303039,0.498829930791576,-0.354538017671884,0.498829930791576,FALSE
CAMK2N1,brown,0.157745149282313,0.337513604570555,0.068396643655274,-0.0512678430984349,0.298196334209947,FALSE
CAMKK2,turquoise,0.269504822217082,0.0970840344149379,0.529580135827862,-0.378874192175239,0.655541214180982,FALSE
CAMKMT,blue,-0.24275760938343,0.136468154348064,-0.299510584031921,0.328976619370628,0.429911312128164,FALSE
CAMLG,brown,-0.0762547477980162,0.644518961379326,0.319855162729409,-0.0605368207040481,0.507269565667231,FALSE
CAMP,grey,0.0589130577976686,0.721652288975008,-0.0557386309821821,0.0379336537361684,,FALSE
CAMSAP1,red,-0.144187747085034,0.381168949894461,0.0829728289622473,-0.225520975880534,0.433089428658431,FALSE
CAMSAP2,yellow,-0.0607275572639311,0.713437126343389,-0.34311526215456,0.302407708342412,0.694256024927051,FALSE
CAMTA2,turquoise,0.198866220729324,0.224870002499089,0.618820701004603,-0.609925525107928,0.758730722483393,FALSE
CAND1,blue,-0.142789866159709,0.385851295458737,-0.130941806551114,0.30635711517793,0.722001648750077,FALSE
CANT1,blue,0.0716169857750219,0.664830545705175,0.0844838153898399,-0.174137357293553,0.453964468995223,FALSE
CANX,blue,-0.24709274040501,0.129389433431782,-0.181613295787943,0.166115155097239,0.755135425002196,FALSE
CAP1,brown,0.200841199837444,0.220204698176393,0.377011050165924,-0.0887500811877758,0.471185522045788,FALSE
CAP2,yellow,-0.247992775393663,0.127954707212551,-0.437073409887581,0.306521838623023,0.70774973745369,FALSE
CAPG,turquoise,0.367792607281292,0.0212487818002313,0.510649868909965,-0.452455740001767,0.628200537535971,FALSE
CAPN1,green,0.142037911203916,0.388383914110053,0.735352233533357,-0.503712534670861,0.735352233533357,FALSE
CAPN15,turquoise,0.195437092744765,0.233130194776743,0.532529067891214,-0.400997109942167,0.835292527296762,FALSE
CAPN2,blue,0.126009673489284,0.444639954630997,0.0338956841676023,-0.152068484129756,0.330571924163873,FALSE
CAPN5,brown,0.13972343125534,0.396239871157462,0.453253771558007,-0.240078436372635,0.624699513160666,FALSE
CAPNS1,brown,0.305281211307209,0.0587786633777104,0.677990525982794,-0.364312451212926,0.894552476754246,FALSE
CAPRIN1,pink,0.129646117157024,0.431500788601936,0.316772480146202,-0.0150589461513601,0.730766954687377,FALSE
CAPRIN2,yellow,-0.329302753551054,0.0406507046900644,-0.462857068905105,0.415971345515886,0.767057078091264,FALSE
CAPZA1,blue,-0.171125216584173,0.297590335184664,-0.377373296552852,0.398113982580453,0.771700304563765,FALSE
CAPZA2,blue,-0.105222152740367,0.523795170171903,-0.128384967528358,0.363553268968859,0.689980802346397,FALSE
CAPZB,brown,0.238132978436345,0.14433119426897,0.570585256110273,-0.422076594562587,0.732042705381857,FALSE
CARD10,turquoise,0.19190836033106,0.241843216423497,0.321170872764875,-0.235163527056837,0.760336643241179,FALSE
CARD14,turquoise,0.314120881569122,0.0514783061905333,0.174150254846262,-0.148786591465286,0.515526905285818,FALSE
CARD8,yellow,-0.192507998247834,0.240347331773695,-0.346070418047199,0.154613703091008,0.642692408092984,FALSE
CARHSP1,brown,0.0398231398099051,0.809788112734681,0.162994916386278,-0.00991536665598725,0.531932806718735,FALSE
CARM1,brown,0.308696993451843,0.0558657510843235,0.609234437502613,-0.410215523146617,0.484160156617655,FALSE
CARS1,turquoise,0.169845096426381,0.301273183632882,0.502793679340654,-0.285679111430426,0.280255135353429,FALSE
CARS2,turquoise,0.217354528466533,0.183791667579805,0.495639094350897,-0.225358137076596,0.596460153326309,FALSE
CASC3,blue,0.0151930912108872,0.926857719570536,-0.180170946338595,0.140475175702522,0.397960886129578,FALSE
CASK,grey,-0.0520122450371382,0.753170751354567,0.0885812949412496,-0.0542566086787234,,FALSE
CASKIN2,turquoise,0.415155515254711,0.00858667244299437,0.60801912526722,-0.60108607663358,0.557039608709334,FALSE
CASP1,lightyellow,0.198405785510837,0.225967302764576,0.0981749540005962,-0.231178778364108,0.686074581341985,FALSE
CASP10,blue,-0.195007063045455,0.234180430781718,-0.0325686873033644,0.133516854223322,0.368334221125834,FALSE
CASP2,midnightblue,0.272920444034395,0.0927596659960817,0.0883372462451259,-0.399389924697065,0.583098086861744,FALSE
CASP3,brown,0.15471194513336,0.347002299489216,0.348818427100309,-0.00312549014757309,0.602759338699574,FALSE
CASP4,turquoise,0.438285941569348,0.00525813214378798,0.462072497410261,-0.474494610685938,0.576283245930624,FALSE
CASP6,brown,0.00480935138172643,0.976818860902435,0.312764528576728,0.0425413781777065,0.46176915315533,FALSE
CASP8,blue,-0.190881565315247,0.24441926662388,-0.375197394896015,0.30181226153731,0.427567596132776,FALSE
CASP9,turquoise,0.276799712129492,0.08802978685655,0.596457726789437,-0.475961608626393,0.718721621622009,FALSE
CAST,blue,-0.333668738572259,0.0379056141847877,-0.443319772903597,0.507182912264206,0.877801588059096,FALSE
CASZ1,grey,0.0340119111417348,0.837140108996696,-0.0532717582767791,0.00720833083017253,,FALSE
CAT,brown,0.0604733363973523,0.714586220800894,0.385950117476482,0.112240833363631,0.501093983620106,FALSE
CATSPERG,black,-0.16391853322499,0.318701062463011,-0.377410515851989,0.0526155841513756,0.452169578701658,FALSE
