gene,logFC,AveExpr,t,P.Value,adj.P.Val,B,sig,sig_fallback,logFC_paper,adjP_paper,sig_paper,logFC_GSE15653,P_GSE15653,logFC_GSE64998,P_GSE64998,logFC_C2,P_C2,adjP_C2,hyperglycemia_tag
UBE3C,0.17043653903136,6.95190881654058,2.17127945662531,0.0358002734354826,0.143031825309611,-3.87529926547911,NS,NS,0.142052718838416,0.224983862619759,NS,0.30248035230936,0.0290871969320105,0.0539409033122968,0.478629385467354,0.0445178217154743,0.569740165548529,0.999792781902493,FALSE
GAS1,-0.292023537767086,5.2450574390123,-2.17079201764034,0.0358396261021868,0.143106287395952,-3.87620879518839,NS,NS,-0.24772791282154,0.221044179214619,NS,-0.571028466789913,0.0111187894523558,-0.0424212024827852,0.765790402304485,0.0228076483676887,0.86481937563189,0.999792781902493,FALSE
MRPL35,-0.261809244986153,7.16168104367026,-2.17045517232518,0.0358668431601955,0.143106287395952,-3.87683723387051,NS,NS,-0.165676118929817,0.354498244711721,NS,-0.632208631531181,0.00457156718713253,0.105217640339431,0.226682412418383,-0.091799590167656,0.44632100923275,0.999792781902493,FALSE
UBA3,-0.280158174098482,6.49523918566815,-2.17041960634762,0.0358697179532102,0.143106287395952,-3.87690358344196,NS,NS,-0.172330885340523,0.352719810015844,NS,-0.62637748726801,0.00958896077560193,0.0349189510921093,0.606773746684721,-0.0376399695446406,0.769750810267065,0.999792781902493,FALSE
SLC16A1,-0.386530908124179,6.69535698189695,-2.16945334624655,0.0359478986330739,0.143266330562667,-3.87870585120978,NS,NS,-0.357244282124737,0.173181963221883,NS,-0.504093742366176,0.124254852691545,-0.304976283223652,0.0482725744186025,-0.0557016180658652,0.753683489756737,0.999792781902493,FALSE
SNF8,0.186319369642627,7.22531929653023,2.16937840803281,0.035953968220083,0.143266330562667,-3.8788455997912,NS,NS,0.151260891176857,0.229638641664408,NS,0.308038977229378,0.0632088686617863,0.0715691888039158,0.343212077262992,-0.00637781934479964,0.940551945301164,0.999792781902493,FALSE
CTSE,-0.554449782455279,5.75594424455234,-2.16918772077923,0.0359694169356264,0.143266330562667,-3.87920118608701,NS,NS,-0.485373185206643,0.163563386838651,NS,0.0457362335221427,0.707106949037028,-1.15212834765019,0.0166300206251701,-0.219203992749212,0.391246183498472,0.999792781902493,FALSE
RPS2,0.207123488629003,11.1656304540739,2.16908611164792,0.0359776512963288,0.143266330562667,-3.87939065295987,NS,NS,0.160664620282978,0.235090845087853,NS,0.330868884256157,0.0865361681354981,0.0815925717116528,0.218519547984311,0.134721262018628,0.161595672019851,0.999792781902493,FALSE
CRIP2,0.310589365643533,6.85046370974631,2.16884266179805,0.0359973871499165,0.143277400573149,-3.87984457695202,NS,NS,0.273741410776134,0.206302614987047,NS,0.551983135056614,0.0228232106380805,0.080436934037242,0.624629616307039,0.166172467133384,0.24779522234803,0.999792781902493,FALSE
BET1,-0.285451610492337,6.28207193111115,-2.16819677902679,0.0360497936013476,0.143387790276286,-3.88104866411125,NS,NS,-0.210804265878001,0.272121301331413,NS,-0.541630478276194,0.029736392996116,-0.0477366188083339,0.637585590410457,-0.0595499096042991,0.650053390719677,0.999792781902493,FALSE
RPS15A,-0.214134732940567,10.9184473831419,-2.16802162590224,0.0360640170187705,0.143387790276286,-3.88137514519568,NS,NS,-0.159521853002696,0.267402061615257,NS,-0.397916709400683,0.0391842560310695,-0.0426008247780185,0.569805087846198,-0.0889344807249817,0.368250162121673,0.999792781902493,FALSE
MED18,0.162006278877084,5.55858172499653,2.16787375715085,0.0360760286541284,0.143387790276286,-3.88165075287905,NS,NS,0.161432241170695,0.144215085702368,NS,0.125395906744548,0.202695189912404,0.204134413698147,0.0945349469865532,0.0208037405453103,0.779902341502458,0.999792781902493,FALSE
PDXDC1,0.211120395108253,9.17853738830712,2.16732251161329,0.036120838462979,0.143498394458003,-3.88267807208453,NS,NS,0.157109479984305,0.259963130509201,NS,0.363678184971635,0.0628509115637173,0.0659895971794295,0.331220967521678,0.0492502885244868,0.612182667928345,0.999792781902493,FALSE
ZNF672,0.130810955955187,6.9585128549484,2.16696671468464,0.0361497867107238,0.143545910575947,-3.88334103870807,NS,NS,0.131748961948508,0.147491467994178,NS,0.113154901509216,0.215619466545402,0.162392279656479,0.0582123201155729,0.0120801641476689,0.840755935237471,0.999792781902493,FALSE
TAPBP,0.317842281280296,9.38979651953273,2.16497288048785,0.0363123882811089,0.144123852031644,-3.88705463648928,NS,NS,0.248980735266692,0.22097446420864,NS,0.488465508648574,0.099074615919933,0.155893247506002,0.0889034610637381,0.101245077651598,0.489850900523318,0.999792781902493,FALSE
SPTBN4,0.130370370060407,5.74450480604486,2.16438302309803,0.0363606162016098,0.144130838834373,-3.88815275888934,NS,NS,0.114623186044817,0.207233792690048,NS,0.231096474382277,0.0533413247390853,0.0288628803583326,0.686519621222053,0.093052336706001,0.126261183499792,0.999792781902493,FALSE
MFNG,0.142333744234969,6.32741479121296,2.16434768532911,0.0363635072848247,0.144130838834373,-3.88821853889718,NS,NS,0.150629877755557,0.131910676946171,NS,0.003422813065872,0.972328795206178,0.275556038421904,0.00469570127087814,0.0912159575491343,0.168620705178331,0.999792781902493,FALSE
WDR44,-0.202374065447944,5.68413158676788,-2.1643255378484,0.0363653193366725,0.144130838834373,-3.88825976522257,NS,NS,-0.163661374147661,0.240782896696948,NS,-0.371749517952249,0.032608780719739,-0.0428489955173461,0.636182899607486,-0.115733132840501,0.218185100896481,0.999792781902493,FALSE
ASMTL-AS1,0.165871995531001,5.54004146253663,2.16410013709998,0.0363837656054355,0.144136342881355,-3.88867931768081,NS,NS,0.163784386627322,0.158738020989181,NS,0.202384894226112,0.088400666741742,0.133349542389094,0.235215273399775,0.036888205425945,0.629347190336507,0.999792781902493,FALSE
CADM4,0.254155631218024,5.24738381757184,2.16348059776528,0.0364345098601975,0.144269732108092,-3.88983232919844,NS,NS,0.178997414458426,0.302075572587694,NS,0.522749399127681,0.0188093142022698,-0.00916045504711072,0.923517885625229,0.0268250970975199,0.818670954536757,0.999792781902493,FALSE
FOXA2,0.214178868559129,7.08983018805425,2.16125215049034,0.0366175514598174,0.144900491242841,-3.89397751484172,NS,NS,0.207055126004842,0.169480763194892,NS,0.262764210383867,0.125566664987616,0.167927993475602,0.166330614179272,0.0691389569065946,0.484831311333128,0.999792781902493,FALSE
ANTKMT,0.312605481069676,6.28498389587769,2.16081465839348,0.0366535817200719,0.144900491242841,-3.89479091223878,NS,NS,0.240169884824893,0.24072514755608,NS,0.514313207336224,0.0698097178619756,0.127842731608587,0.197159031517163,0.0422104321996768,0.769621568256702,0.999792781902493,FALSE
ABCA6,-0.315125691573067,8.77978920892939,-2.16079732833712,0.0366550096052809,0.144900491242841,-3.894823130111,NS,NS,-0.299737380547283,0.128802480834057,NS,-0.350072736959966,0.235027582990568,-0.279658144908552,0.00114469201212299,-0.119049506878426,0.414250159204777,0.999792781902493,FALSE
SCAF4,-0.179531481669635,6.51473382585841,-2.16070768429517,0.0366623964825081,0.144900491242841,-3.89498978187508,NS,NS,-0.145318272442051,0.24231997825366,NS,-0.341246025363043,0.0260157731274646,-0.0206655723950639,0.801223774374898,-0.059735216602224,0.47170860593882,0.999792781902493,FALSE
KLF11,0.297758860902492,6.85769651493719,2.15855774807549,0.0368399506475729,0.145534166887326,-3.89898497921371,NS,NS,0.342019745078479,0.104365850537443,NS,0.149580353613191,0.553082593094508,0.453603468206913,0.000836621223429347,0.156279788304323,0.258977763182673,0.999792781902493,FALSE
BIN1,0.203665680096944,7.19553751795617,2.15772733505903,0.0369087340309484,0.145728678890679,-3.90052729262271,NS,NS,0.142670611168149,0.295055990141956,NS,0.385060518959847,0.0388331520292108,0.0315533463983861,0.642351249733348,-0.0098956898615894,0.916150845042229,0.999792781902493,FALSE
DSCAM,-0.143430093765848,5.49439480591332,-2.15754706720629,0.0369236806514726,0.145728678890679,-3.90086204009301,NS,NS,-0.14518099556165,0.151587157092639,NS,-0.104123723625376,0.341904621951996,-0.176540000443987,0.0640166125658746,-0.040772536524738,0.538873885007986,0.999792781902493,FALSE
TELO2,0.22523507030811,5.57880968070413,2.15609706533549,0.0370440997887515,0.14613568777542,-3.90355381864898,NS,NS,0.200236735729394,0.204577225917066,NS,0.395696573331563,0.0248604670682843,0.0723928418201778,0.545571377342098,0.126349412820798,0.228671144634634,0.999792781902493,FALSE
SH2D4A,-0.204525509262284,7.40216702003817,-2.15516080557972,0.0371220380193392,0.146374811602154,-3.90529113647393,NS,NS,-0.201240811911183,0.160355952375738,NS,-0.281778645304176,0.0493130959317507,-0.12076533953759,0.37309810909555,0.0267644292680069,0.777100398137276,0.999792781902493,FALSE
GUCY1B1,-0.262687833562955,6.05863762291889,-2.15483655957651,0.0371490633645318,0.146413052905921,-3.90589266781634,NS,NS,-0.223647166166969,0.224676415775667,NS,-0.5807854199887,0.00374351545500507,0.0470464186614832,0.737061698644472,-0.0385469032117074,0.75096745369244,0.999792781902493,FALSE
NRF1,0.188324531313327,5.49285078552362,2.15425678282836,0.0371974300590274,0.146457312199428,-3.90696807562328,NS,NS,0.161502146008471,0.216792293436099,NS,0.31342824579419,0.0504921238497434,0.0674696664344836,0.468750795666207,0.194064213963695,0.030395595491496,0.999792781902493,TRUE
ABHD3,-0.178708084397289,6.12453363878433,-2.15416017260429,0.037205494971837,0.146457312199428,-3.90714725258423,NS,NS,-0.143742233793313,0.245476615097739,NS,-0.349613788176234,0.0159155019659069,-0.0290519320378841,0.70666941670666,0.0997541514103055,0.231349095215206,0.999792781902493,FALSE
TRMT61B,-0.185659004488092,6.03268248323259,-2.15397761260064,0.037220739090377,0.146457312199428,-3.90748581808627,NS,NS,-0.175738365136955,0.176293564507919,NS,-0.364108467860804,0.00191939822025051,-0.0369065398420672,0.731578535806196,0.0568712848587598,0.508706894849208,0.999792781902493,FALSE
ING3,-0.197805461167925,5.81235870537528,-2.15384276302677,0.037232002834969,0.146457312199428,-3.90773588810154,NS,NS,-0.174067164550311,0.202730545898646,NS,-0.29114583988343,0.0948391910352722,-0.101369187445096,0.265507549242224,-0.113162702883081,0.220212291010955,0.999792781902493,FALSE
PGLYRP1,0.199580475773324,5.13430667356347,2.15366381956217,0.0372469543096533,0.146457312199428,-3.90806770854571,NS,NS,0.185361441058935,0.188530107706808,NS,0.351205807486983,0.0126017126055711,0.0736656140284122,0.517061643261312,0.0469701167860839,0.611300602912193,0.999792781902493,FALSE
USP15,-0.207158734612594,7.24437929131331,-2.15290342081499,0.0373105479379817,0.146578459616502,-3.90947749912476,NS,NS,-0.187470412428128,0.191865012012239,NS,-0.29294914560534,0.0935281300885092,-0.135360604269785,0.142658372974287,-0.0298171745321651,0.755783265327773,0.999792781902493,FALSE
PPP6C,-0.231979690412126,7.97895466541105,-2.15288060451303,0.0373124575899522,0.146578459616502,-3.90951979486961,NS,NS,-0.202080106280429,0.211993440627271,NS,-0.428882726121323,0.016189180422786,-0.0581108788084723,0.605211344062944,-0.0334217703004276,0.755559326939705,0.999792781902493,FALSE
FNBP4,-0.194252819369863,7.62503291196367,-2.15058821801348,0.0375047633944078,0.147265451060755,-3.91376752090372,NS,NS,-0.168787198579376,0.210529759296153,NS,-0.312633236601682,0.0537641745539951,-0.083289535622205,0.349991292902138,0.0289906242527573,0.74735318397149,0.999792781902493,FALSE
MAP1LC3C,0.18038258472233,4.73447422738931,2.14998439047186,0.0375555631514832,0.147330058644752,-3.91488580657372,NS,NS,0.165910379243575,0.190457576029946,NS,0.268870567336254,0.0573084231902385,0.115385189561478,0.196773421409854,0.00396385675205035,0.962156160536471,0.999792781902493,FALSE
ERI3,0.232972391868,6.60504645573433,2.14997815183681,0.0375560883219876,0.147330058644752,-3.91489735921248,NS,NS,0.139212541583435,0.361256342604489,NS,0.475832460675304,0.0265355203579496,-0.00188231978854425,0.975536267034538,0.0596989058108113,0.580774904047494,0.999792781902493,FALSE
SNCG,0.141766430109704,5.12440573268762,2.14961896673979,0.0375863355801039,0.147380294966069,-3.91556245014549,NS,NS,0.139802777794388,0.160426439538724,NS,0.202412218914265,0.0470846292024242,0.0880908550017017,0.362610977884446,-0.0380992857642868,0.562600917134311,0.999792781902493,FALSE
CYC1,0.259616220763361,8.5175747974013,2.14878481642566,0.037656662973469,0.147488350141196,-3.91710668251504,NS,NS,0.158506175322202,0.349406314183499,NS,0.513961723565767,0.0350048225609439,0.001842765504799,0.976872246635853,0.183745015422121,0.132092617970226,0.999792781902493,FALSE
ALCAM,-0.30505421980004,8.70381844954482,-2.14870773475777,0.0376631676021703,0.147488350141196,-3.91724935733773,NS,NS,-0.211259839149877,0.300808578751951,NS,-0.616548002024157,0.0178724255323333,-0.0374337206612054,0.610425130770921,0.0658363269119384,0.641858880120364,0.999792781902493,FALSE
FAH,0.410998350761735,9.89049094649173,2.14867114553411,0.0376662555745209,0.147488350141196,-3.91731708100037,NS,NS,0.304133135740154,0.257535385341797,NS,0.684621340572171,0.074131396318365,0.138811962885228,0.244176592559697,0.0392907567878797,0.83660414867157,0.999792781902493,FALSE
PGAP3,0.172013586760761,7.3836014233039,2.14623368351738,0.0378724705983932,0.148212493579903,-3.92182658954355,NS,NS,0.156838703160951,0.196636646307394,NS,0.296826140040719,0.0339826685987842,0.0484879041436379,0.616526715700942,0.0617316008563424,0.440887183869696,0.999792781902493,FALSE
PRPH,-0.243507577821092,5.26602388180538,-2.14607098638354,0.0378862705482356,0.148212493579903,-3.92212745008554,NS,NS,-0.165096785559339,0.316222843324951,NS,-0.503705974798471,0.0204316616332874,0.00248724184917926,0.97702924875164,-0.148490952051103,0.193421067791522,0.999792781902493,FALSE
SOAT2,-0.208762057058118,5.56112763100157,-2.14561394410021,0.0379250605494336,0.14823293282843,-3.92297251987296,NS,NS,-0.20912645770311,0.150074354902455,NS,-0.123234307885478,0.327196801343393,-0.284760890674705,0.0676586966198511,0.0510353141961915,0.598968892631984,0.999792781902493,FALSE
ZMPSTE24,-0.278172080270211,7.70250702381793,-2.14557080921026,0.0379287232936418,0.14823293282843,-3.92305226886906,NS,NS,-0.197614906626112,0.308199732643208,NS,-0.68544997139461,0.00207945845151847,0.101283609923927,0.337507243774036,-0.128976632471622,0.320719528002929,0.999792781902493,FALSE
TNFAIP8L1,0.325207095035012,8.06023429138271,2.14517326552045,0.0379624949011268,0.14823293282843,-3.92378719965877,NS,NS,0.28797398432435,0.172020861085484,NS,0.412552593311078,0.178883394581271,0.233610617311049,0.0209184547372765,0.191031908832255,0.210129612130314,0.999792781902493,FALSE
TMCC1,0.147147534405009,6.58353923000236,2.14511841620174,0.0379671564696024,0.14823293282843,-3.92388859008044,NS,NS,0.157164042487389,0.132880968084156,NS,0.0347221591149021,0.740159318775579,0.258939793801551,0.00688584768173225,0.0687028817466757,0.317491386871895,0.999792781902493,FALSE
FAAP100,0.204337244372703,6.56019974222164,2.14484821355588,0.0379901279927921,0.14823293282843,-3.92438803718556,NS,NS,0.169493950458511,0.228560106377755,NS,0.337289646211733,0.0592711470991709,0.0820297341069729,0.352128175362898,0.0659348233432731,0.488310184948953,0.999792781902493,FALSE
ODR4,-0.182539082129638,6.39994334100827,-2.14464139573758,0.0380077190785917,0.14823293282843,-3.92477028939525,NS,NS,-0.155264809052294,0.224983862619759,NS,-0.329821205812782,0.0296760867409187,-0.029121521730203,0.747817579554899,-0.20726393658781,0.0182049938813586,0.999792781902493,TRUE
NELFCD,0.307979006183437,7.92840636928486,2.14431507724277,0.0380354890174113,0.14823293282843,-3.92537335065438,NS,NS,0.197878608826456,0.328352424804635,NS,0.60530857283022,0.0329391522166171,0.0170940952575744,0.839966116898513,0.0551531526653513,0.70001272434245,0.999792781902493,FALSE
ADGRG3,0.162808540022541,5.02246342493617,2.14416443058227,0.0380483151928513,0.14823293282843,-3.92565173280797,NS,NS,0.156234265118384,0.175461826630194,NS,0.224507426956064,0.0761301712641881,0.0943005553310994,0.341321287834262,-0.0104755472266911,0.889814630202126,0.999792781902493,FALSE
ARL2BP,0.212161130026387,7.76575143713045,2.14393810495369,0.0380675919053535,0.14823293282843,-3.92606993440746,NS,NS,0.212397174668754,0.152752094621096,NS,0.180491906600868,0.195791771695155,0.247655745672194,0.0995864929574655,-0.0492483325134039,0.617754481284802,0.999792781902493,FALSE
FAR2,-0.220096817329395,5.04839057138815,-2.14379702742124,0.0380796121841903,0.14823293282843,-3.92633059815698,NS,NS,-0.173398857072996,0.263654007391479,NS,-0.544301712544226,0.00152431045242697,0.0946090335549306,0.382854219163372,-0.036816861109763,0.718952359112401,0.999792781902493,FALSE
CNPPD1,0.182090879836093,7.54964969650824,2.14374012740417,0.0380844612036119,0.14823293282843,-3.9264357264128,NS,NS,0.147460750681845,0.238220424165095,NS,0.304212877119011,0.0632764242420314,0.065073540247349,0.386257015658483,0.0628849306445645,0.458698605654879,0.999792781902493,FALSE
GIGYF2,-0.172300346713969,7.81863315966146,-2.14266402136178,0.0381762695441738,0.148521858954083,-3.92842352391768,NS,NS,-0.116555811532414,0.315757160303536,NS,-0.342844415729451,0.0303319467537804,-0.0057460759069885,0.921556288169714,-0.0221863788606695,0.781812860233018,0.999792781902493,FALSE
ABHD2,0.334783948111422,9.22530031284064,2.14206146495101,0.0382277620260763,0.148653745568497,-3.92953623238099,NS,NS,0.276227893911248,0.222601653062034,NS,0.541833088696547,0.0588549647607271,0.168943369721674,0.133967140544692,-0.136523240700532,0.382591390390945,0.999792781902493,FALSE
SSBP1,-0.279845381826,7.00109770228055,-2.14173950676644,0.0382553006039304,0.148682589327871,-3.93013067460649,NS,NS,-0.169746484477033,0.346459258293276,NS,-0.550621885940335,0.0352093065746951,-0.0193378794504397,0.768822164615477,-0.118485766658854,0.364898676590717,0.999792781902493,FALSE
PHACTR4,-0.181227794179261,8.37264134475232,-2.14156340708342,0.0382703706258129,0.148682589327871,-3.93045578372498,NS,NS,-0.177177705796691,0.167706911848135,NS,-0.226972689641252,0.0910127986420166,-0.158727661037284,0.088035188941192,0.0010100808867497,0.9904356152006,0.999792781902493,FALSE
FABP3,0.272040945635284,5.83022264839012,2.14077342512287,0.0383380390631433,0.148864098397535,-3.9319139629515,NS,NS,0.268198165064124,0.161416504565916,NS,0.389273473173599,0.0317814725636565,0.159732470333624,0.39865865129827,0.0514729195245645,0.684461523565023,0.999792781902493,FALSE
LAD1,0.207957692210003,6.56708014092642,2.14039458049183,0.038370527619954,0.148864098397535,-3.93261309927648,NS,NS,0.203681321955179,0.161712872309481,NS,0.456814695756065,0.000398385627015224,-0.0141909103868638,0.914337447423849,0.106251713119607,0.275624870384626,0.999792781902493,FALSE
UFC1,-0.239637998116866,8.75545682848476,-2.14017417539364,0.0383894400524461,0.148864098397535,-3.93301979974222,NS,NS,-0.184739100036898,0.263819868096464,NS,-0.463393752663825,0.0243226034776435,-0.0384740656303162,0.669899812795333,-0.0373274477361161,0.737950525968945,0.999792781902493,FALSE
EMC7,-0.186719544046948,8.20302288918326,-2.13995615022642,0.038408156353055,0.148864098397535,-3.93342207633133,NS,NS,-0.162646601985205,0.201146607617703,NS,-0.268256060049632,0.108516672815329,-0.114311908918078,0.117770386083236,-0.149501903573296,0.0909625553131495,0.999792781902493,FALSE
CLNS1A,0.271451940777653,7.96095983082679,2.13986054901064,0.0384163657452791,0.148864098397535,-3.93359845927061,NS,NS,0.254977834774918,0.186159130061649,NS,0.4391879621082,0.028079645418533,0.09042628612419,0.578889837746061,0.0908417614795267,0.473438712253303,0.999792781902493,FALSE
HSD17B10,0.222647713266296,9.39042682454302,2.13967392377432,0.0384323959374179,0.148864098397535,-3.93394276246959,NS,NS,0.179823397497657,0.240981458803285,NS,0.379691341185838,0.0605046480462185,0.072156414648477,0.420977772019028,0.04092033537788,0.693167044559554,0.999792781902493,FALSE
PPP6R1,0.183725141827618,7.66854519830889,2.13935630613671,0.0384596912909067,0.148864098397535,-3.93452867817722,NS,NS,0.167350179363277,0.174913984782161,NS,0.237238065849916,0.159201400624849,0.146366507237257,0.0292378109066027,0.0291242866954331,0.733594733055367,0.999792781902493,FALSE
EI24,0.181552435031174,9.84642915070459,2.13933902315595,0.0384611770419215,0.148864098397535,-3.93456055848471,NS,NS,0.190607265974398,0.138273793808451,NS,0.073911675180625,0.591621269217484,0.276088063007487,0.0128357018556325,-7.01119037262998e-05,0.999337974396427,0.999792781902493,FALSE
CES2,0.261503291639729,10.3690963908439,2.13910177196568,0.0384815777238862,0.148864098397535,-3.93499817326239,NS,NS,0.186564164857861,0.268241612892343,NS,0.443332081838923,0.0760513498401735,0.0869832487127891,0.210943089212562,0.0603028409012136,0.620847866937517,0.999792781902493,FALSE
SKP2,-0.183696680511265,7.6989407174573,-2.13896134311384,0.0384936573695668,0.148864098397535,-3.93525717926879,NS,NS,-0.167501705075063,0.195355864729246,NS,-0.278341871557417,0.0569121720588453,-0.109801740526812,0.205785513282324,-0.0232006987907507,0.786246781302442,0.999792781902493,FALSE
RPL18A,0.405354856366852,10.0786631377012,2.13876121619474,0.0385108779996463,0.148864098397535,-3.93562626891764,NS,NS,0.228892348113602,0.39793337221276,NS,0.89531459403627,0.0170270403497318,-0.0785808432792798,0.406644366168688,0.172164006839967,0.364073781091322,0.999792781902493,FALSE
CYB5R1,0.179457536698194,7.80082405340729,2.13792386974897,0.0385830041046186,0.149074707217205,-3.93717027445229,NS,NS,0.166820462929348,0.188944800529146,NS,0.242003440977575,0.116029477269692,0.116251083891866,0.205638178636203,0.0515427675207585,0.538398726506006,0.999792781902493,FALSE
POLR1D,-0.296951511548146,7.40649744819492,-2.1361004054814,0.0387404829980926,0.149614753808904,-3.94053096658023,NS,NS,-0.19231424181387,0.337554531141505,NS,-0.629320826952776,0.018254316620474,0.0166689815865384,0.853301882382538,-0.0468299734331232,0.735304283560464,0.999792781902493,FALSE
DHX58,0.268947097585997,6.85156398391884,2.13574867890002,0.0387709240535163,0.149644799855392,-3.94117894874948,NS,NS,0.248523519730791,0.194034904619452,NS,0.419470376941503,0.0465382396155971,0.118287775309472,0.444129914246699,-0.047221963724283,0.706708984523767,0.999792781902493,FALSE
MRTFB,-0.210653353921649,6.82871502631408,-2.1354621148878,0.0387957410302084,0.149644799855392,-3.9417068206485,NS,NS,-0.1560438033531,0.290812985630815,NS,-0.465056958986392,0.00743997377295589,0.0244523808312529,0.775328263095884,-0.00666123074546032,0.945932246606142,0.999792781902493,FALSE
SPON2,0.2937403289015,7.1503985033056,2.13499952031693,0.0388358321143717,0.149644799855392,-3.94255883632738,NS,NS,0.277381250995606,0.175461826630194,NS,0.360305851032878,0.166541506596706,0.230703666656328,0.089037458409059,0.171913724602231,0.213911212516421,0.999792781902493,FALSE
H2BC12,0.29502920643468,8.64884842262751,2.13498852504051,0.0388367854716842,0.149644799855392,-3.94257908587717,NS,NS,0.30333152366981,0.149016341119673,NS,0.17725054579031,0.393372711862487,0.411625839613695,0.0372310453714059,0.026081355140402,0.849694092178189,0.999792781902493,FALSE
ATP2C1,-0.143198071416064,6.0193445258309,-2.13487609616058,0.0388465349224941,0.149644799855392,-3.94278613683436,NS,NS,-0.113880840125069,0.260961233279315,NS,-0.373509230583789,0.000991336803835737,0.0757353702974539,0.276844874937315,-0.0337970626080599,0.613395763507253,0.999792781902493,FALSE
EMC6,0.178988812789176,6.40454747144157,2.13465159658315,0.0388660092156119,0.149644799855392,-3.94319955348457,NS,NS,0.178320098047955,0.161416504565916,NS,0.195636407415499,0.147424619207053,0.158975567415768,0.180675641821331,-0.00590664889254544,0.943600900049481,0.999792781902493,FALSE
TEX10,-0.14948105563908,6.06209961743965,-2.13457991494994,0.0388722290748622,0.149644799855392,-3.94333154823477,NS,NS,-0.13717704978597,0.196281695948653,NS,-0.265045841500158,0.0214123130624086,-0.0269487686497003,0.761018434200099,-0.0442660373809227,0.526566061614129,0.999792781902493,FALSE
SDHA,0.221612726022631,9.90530663828224,2.13261121968669,0.0390433970825627,0.150226770802394,-3.94695534748898,NS,NS,0.180641613069021,0.211937130635747,NS,0.32503121341702,0.125233026027525,0.126763800895153,0.0645162218804377,2.68723192409226e-05,0.999792781902493,0.999792781902493,FALSE
PLCB1,-0.277561260469897,6.30681351411907,-2.1324325947798,0.0390589604086223,0.150226770802394,-3.94728401430681,NS,NS,-0.274254357200824,0.167160341402367,NS,-0.313753709522971,0.123799409819226,-0.241761944139862,0.174661488687344,0.0476045422964422,0.713618486295379,0.999792781902493,FALSE
ARHGAP25,0.184614399024889,6.07107274356936,2.13221506658658,0.0390779206996902,0.150231314791803,-3.94768423329378,NS,NS,0.190673900452633,0.126825541398943,NS,0.259398133883541,0.00661136796668416,0.122330452402032,0.410418317124507,0.00861012290940799,0.920451492349756,0.999792781902493,FALSE
AHI1,-0.22687676539502,6.19770410631843,-2.13163492352308,0.0391285270375537,0.150352634602923,-3.94875145187636,NS,NS,-0.190259022528008,0.237045866644527,NS,-0.552367011065398,0.00095062340691462,0.0770574895019323,0.50986644004035,-0.11262863794894,0.291233145854505,0.999792781902493,FALSE
WDR70,-0.159886605782921,5.98044884365307,-2.13144548242883,0.0391450646303469,0.150352634602923,-3.94909989415113,NS,NS,-0.15606452319785,0.171180870891278,NS,-0.19708155285977,0.113895582093356,-0.136003930831522,0.148243733199619,-0.0274458042102124,0.713509442557403,0.999792781902493,FALSE
LONP1,0.278635198209281,7.05955778389533,2.13084560303629,0.0391974727699109,0.150483345012422,-3.95020310204976,NS,NS,0.20574278858607,0.284993977263145,NS,0.54877321666351,0.0257291977468818,0.0304054481779605,0.7690443677832,0.0506411628535695,0.697588664341003,0.999792781902493,FALSE
PFKFB4,0.113500340600897,5.36731961389099,2.13064841937408,0.0392147131026454,0.150483345012422,-3.9505656792443,NS,NS,0.115968609142268,0.136272342935095,NS,0.132546638282406,0.0958405450644605,0.0933132227457514,0.290860260513599,-0.0225220807302247,0.671468022979108,0.999792781902493,FALSE
SLC22A1,0.301948152122019,11.0919046516316,2.12900060583685,0.0393590474178262,0.150906239633887,-3.95359461260388,NS,NS,0.201160342630169,0.307862486387988,NS,0.557504775606367,0.0522367651652925,0.0581408560610317,0.452855456404231,0.0507788453728839,0.719379224379229,0.999792781902493,FALSE
DAP,0.206865757748652,8.95326673482982,2.1289825289196,0.0393606333908979,0.150906239633887,-3.95362783052163,NS,NS,0.15379796908614,0.2699171111283,NS,0.359927550070761,0.0631045219795796,0.0610296456553936,0.378282487493651,0.0244908346399857,0.800241516457405,0.999792781902493,FALSE
SETD3,-0.128824152843054,7.99734590974231,-2.12767607826094,0.0394754035412426,0.151212808799525,-3.95602796041781,NS,NS,-0.11811403749449,0.196191149221083,NS,-0.246230408293669,0.0240671337700569,-0.0161146334300284,0.820117766843098,-0.0630208601627675,0.299107769962378,0.999792781902493,FALSE
PPM1F,0.178371861208424,6.42438617781691,2.12766491657072,0.0394763853505032,0.151212808799525,-3.95604846098665,NS,NS,0.20924652377543,0.104365850537443,NS,0.0725978432913745,0.637190691364472,0.294119342109783,0.000884888459650139,0.0435033352411196,0.602870771509618,0.999792781902493,FALSE
DYNC2I1,0.198633786730416,6.01476414820952,2.12633740730752,0.0395933097006031,0.151591965097461,-3.95848608080034,NS,NS,0.147794094564664,0.296428848920728,NS,0.527228137105421,0.000601863665476571,-0.111186281362808,0.208100248676942,0.0450549749221185,0.628614737371714,0.999792781902493,FALSE
LUC7L3,-0.302516196555411,7.81323617385386,-2.12551774987475,0.0396656555987869,0.151719591130296,-3.95999056701677,NS,NS,-0.218271769724638,0.299103809321501,NS,-0.644547512121976,0.00999922009273794,-0.00343993020750677,0.971967209896443,0.120680462182564,0.39656726295874,0.999792781902493,FALSE
